WP_000340715.1	lcl|NZ_LSSQ01000022.1_cds_WP_004753574.1_2080	94.186	86	106
WP_000410268.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765346.1_2079	96.452	310	318
WP_000410268.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765358.1_2076	26.061	330	318
WP_000410268.1	lcl|NZ_LSSQ01000011.1_cds_WP_004753565.1_1141	24.611	321	318
WP_000410268.1	lcl|NZ_LSSQ01000022.1_cds_WP_020766826.1_1994	24.306	288	318
WP_000410268.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765339.1_2049	24.000	275	318
WP_000410268.1	lcl|NZ_LSSQ01000007.1_cds_WP_004766600.1_675	24.402	209	318
WP_000020777.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765328.1_2039	43.059	353	361
WP_002076509.1	lcl|NZ_LSSQ01000022.1_cds_WP_020766833.1_1998	28.395	243	223
WP_002076509.1	lcl|NZ_LSSQ01000077.1_cds_WP_020767285.1_3525	26.027	219	223
WP_002076509.1	lcl|NZ_LSSQ01000022.1_cds_WP_020766848.1_2019	31.522	92	223
WP_002076509.1	lcl|NZ_LSSQ01000032.1_cds_WP_020766335.1_2420	31.731	104	223
WP_002076509.1	lcl|NZ_LSSQ01000008.1_cds_WP_004751232.1_785	30.769	91	223
WP_002076509.1	lcl|NZ_LSSQ01000022.1_cds_WP_002101546.1_1999	27.368	95	223
WP_002076509.1	lcl|NZ_LSSQ01000004.1_cds_WP_004754319.1_414	24.155	207	223
WP_001136119.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765331.1_2046	36.283	339	354
WP_001136119.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765324.1_2042	34.663	326	354
WP_001136119.1	lcl|NZ_LSSQ01000009.1_cds_WP_004771496.1_891	34.276	283	354
WP_001136119.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765331.1_2046	36.283	339	354
WP_001136119.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765324.1_2042	34.663	326	354
WP_001136119.1	lcl|NZ_LSSQ01000009.1_cds_WP_004771496.1_891	34.276	283	354
