WP_000340715.1	lcl|NZ_JQRI01000085.1_cds_WP_004462903.1_2712	95.349	86	106
WP_000410268.1	lcl|NZ_JQRI01000085.1_cds_WP_061220368.1_2711	89.905	317	318
WP_000410268.1	lcl|NZ_JQRI01000092.1_cds_WP_004461583.1_2840	24.528	318	318
WP_000410268.1	lcl|NZ_JQRI01000085.1_cds_WP_004479538.1_2708	27.046	281	318
WP_000410268.1	lcl|NZ_JQRI01000018.1_cds_WP_004476514.1_794	24.306	288	318
WP_000410268.1	lcl|NZ_JQRI01000050.1_cds_WP_004490254.1_1805	23.243	185	318
WP_000410268.1	lcl|NZ_JQRI01000062.1_cds_WP_061220221.1_2135	24.424	217	318
WP_002076509.1	lcl|NZ_JQRI01000018.1_cds_WP_061219926.1_799	33.884	121	223
WP_002076509.1	lcl|NZ_JQRI01000057.1_cds_WP_004489284.1_2018	26.126	222	223
WP_002076509.1	lcl|NZ_JQRI01000042.1_cds_WP_004459124.1_1492	29.808	104	223
WP_002076509.1	lcl|NZ_JQRI01000018.1_cds_WP_061219930.1_791	25.000	176	223
WP_002076509.1	lcl|NZ_JQRI01000086.1_cds_WP_061206670.1_2720	30.928	97	223
WP_002076509.1	lcl|NZ_JQRI01000080.1_cds_WP_004486602.1_2488	24.638	207	223
WP_001136119.1	lcl|NZ_JQRI01000009.1_cds_WP_061219829.1_496	33.427	356	354
WP_001136119.1	lcl|NZ_JQRI01000011.1_cds_WP_004475890.1_578	33.788	293	354
WP_001136119.1	lcl|NZ_JQRI01000009.1_cds_WP_004470014.1_502	27.324	355	354
WP_001136119.1	lcl|NZ_JQRI01000009.1_cds_WP_061219829.1_496	33.427	356	354
WP_001136119.1	lcl|NZ_JQRI01000011.1_cds_WP_004475890.1_578	33.788	293	354
WP_001136119.1	lcl|NZ_JQRI01000009.1_cds_WP_004470014.1_502	27.324	355	354
WP_000535865.1	lcl|NZ_JQRI01000009.1_cds_WP_004469989.1_501	23.043	230	234
WP_000535865.1	lcl|NZ_JQRI01000151.1_cds_WP_061220611.1_3502	30.476	210	234
WP_000535865.1	lcl|NZ_JQRI01000054.1_cds_WP_004472657.1_1907	30.000	110	234
WP_002183331.1	lcl|NZ_JQRI01000106.1_cds_WP_004479241.1_3086	26.776	183	204
WP_001117631.1	lcl|NZ_JQRI01000085.1_cds_WP_061220366.1_2703	27.794	349	387
WP_001117631.1	lcl|NZ_JQRI01000050.1_cds_WP_004474409.1_1767	30.623	369	387
WP_001117631.1	lcl|NZ_JQRI01000085.1_cds_WP_004472322.1_2704	38.350	206	387
WP_001117631.1	lcl|NZ_JQRI01000009.1_cds_WP_004470269.1_504	33.200	250	387
WP_001117631.1	lcl|NZ_JQRI01000018.1_cds_WP_004462146.1_801	29.965	287	387
WP_001117631.1	lcl|NZ_JQRI01000025.1_cds_WP_004465893.1_1031	26.182	275	387
WP_001117631.1	lcl|NZ_JQRI01000001.1_cds_WP_004460480.1_36	24.658	365	387
WP_000697351.1	lcl|NZ_JQRI01000134.1_cds_WP_061220590.1_3400	41.903	599	583
WP_029781911.1	lcl|NZ_JQRI01000151.1_cds_WP_061220611.1_3502	30.256	195	572
WP_029781911.1	lcl|NZ_JQRI01000009.1_cds_WP_004469989.1_501	27.273	209	572
WP_029781911.1	lcl|NZ_JQRI01000087.1_cds_WP_061220374.1_2737	23.622	127	572
WP_029781911.1	lcl|NZ_JQRI01000054.1_cds_WP_004472657.1_1907	31.897	116	572
WP_029781911.1	lcl|NZ_JQRI01000151.1_cds_WP_061220611.1_3502	30.256	195	572
WP_029781911.1	lcl|NZ_JQRI01000009.1_cds_WP_004469989.1_501	27.273	209	572
WP_029781911.1	lcl|NZ_JQRI01000087.1_cds_WP_061220374.1_2737	23.622	127	572
WP_029781911.1	lcl|NZ_JQRI01000054.1_cds_WP_004472657.1_1907	31.897	116	572
WP_000041234.1	lcl|NZ_JQRI01000085.1_cds_WP_004472322.1_2704	35.621	306	417
WP_000041234.1	lcl|NZ_JQRI01000085.1_cds_WP_061220366.1_2703	30.267	337	417
WP_000041234.1	lcl|NZ_JQRI01000009.1_cds_WP_004470269.1_504	31.692	325	417
WP_000041234.1	lcl|NZ_JQRI01000018.1_cds_WP_004462146.1_801	34.646	254	417
WP_000041234.1	lcl|NZ_JQRI01000050.1_cds_WP_004474409.1_1767	27.507	349	417
WP_000041234.1	lcl|NZ_JQRI01000025.1_cds_WP_004465893.1_1031	28.682	258	417
WP_000041234.1	lcl|NZ_JQRI01000001.1_cds_WP_004460480.1_36	25.397	252	417
WP_002108490.1	lcl|NZ_JQRI01000134.1_cds_WP_061220590.1_3400	30.538	632	588
WP_002108506.1	lcl|NZ_JQRI01000006.1_cds_WP_004489260.1_390	31.148	122	216
WP_002108506.1	lcl|NZ_JQRI01000006.1_cds_WP_061219798.1_338	29.762	168	216
WP_002108506.1	lcl|NZ_JQRI01000055.1_cds_WP_004459078.1_1927	31.429	105	216
WP_002108506.1	lcl|NZ_JQRI01000093.1_cds_WP_061220422.1_2889	25.143	175	216
WP_002108483.1	lcl|NZ_JQRI01000065.1_cds_WP_201035553.1_2236	70.886	79	211
WP_002108508.1	lcl|NZ_JQRI01000065.1_cds_WP_004462467.1_2237	70.588	51	52
WP_025180280.1	lcl|NZ_JQRI01000151.1_cds_WP_061220611.1_3502	28.689	244	242
WP_002108525.1	lcl|NZ_JQRI01000034.1_cds_WP_004467201.1_1299	33.591	259	255
WP_002108525.1	lcl|NZ_JQRI01000036.1_cds_WP_004462302.1_1359	28.235	255	255
WP_002108525.1	lcl|NZ_JQRI01000009.1_cds_WP_020783607.1_488	27.692	260	255
WP_002108525.1	lcl|NZ_JQRI01000025.1_cds_WP_004457569.1_1019	27.099	262	255
WP_002108525.1	lcl|NZ_JQRI01000006.1_cds_WP_026053271.1_347	27.843	255	255
WP_002108525.1	lcl|NZ_JQRI01000064.1_cds_WP_061220229.1_2160	24.907	269	255
WP_002108525.1	lcl|NZ_JQRI01000013.1_cds_WP_004468127.1_644	25.670	261	255
WP_002108525.1	lcl|NZ_JQRI01000009.1_cds_WP_004470322.1_484	24.016	254	255
WP_002108525.1	lcl|NZ_JQRI01000085.1_cds_WP_032913000.1_2692	40.404	99	255
WP_002108525.1	lcl|NZ_JQRI01000088.1_cds_WP_004473346.1_2759	25.150	167	255
WP_002108525.1	lcl|NZ_JQRI01000003.1_cds_WP_004458762.1_239	24.176	182	255
WP_002108525.1	lcl|NZ_JQRI01000018.1_cds_WP_004476514.1_794	30.570	193	255
WP_002108525.1	lcl|NZ_JQRI01000089.1_cds_WP_004459902.1_2783	24.870	193	255
WP_002108525.1	lcl|NZ_JQRI01000032.1_cds_WP_004464571.1_1207	26.804	194	255
WP_002108525.1	lcl|NZ_JQRI01000082.1_cds_WP_004460037.1_2577	24.352	193	255
WP_002108525.1	lcl|NZ_JQRI01000092.1_cds_WP_004461583.1_2840	38.028	71	255
WP_002108502.1	lcl|NZ_JQRI01000063.1_cds_WP_061220225.1_2148	26.068	234	314
WP_002108526.1	lcl|NZ_JQRI01000011.1_cds_WP_004475890.1_578	38.489	278	282
WP_002108526.1	lcl|NZ_JQRI01000009.1_cds_WP_061219829.1_496	35.354	297	282
WP_002108526.1	lcl|NZ_JQRI01000009.1_cds_WP_004470014.1_502	28.727	275	282
WP_002099940.1	lcl|NZ_JQRI01000009.1_cds_WP_061219830.1_498	25.325	308	321
WP_002078520.1	lcl|NZ_JQRI01000050.1_cds_WP_004474409.1_1767	38.155	401	401
WP_002078520.1	lcl|NZ_JQRI01000009.1_cds_WP_004470269.1_504	33.333	393	401
WP_002078520.1	lcl|NZ_JQRI01000085.1_cds_WP_061220366.1_2703	30.400	375	401
WP_002078520.1	lcl|NZ_JQRI01000018.1_cds_WP_004462146.1_801	28.852	357	401
WP_002078520.1	lcl|NZ_JQRI01000085.1_cds_WP_004472322.1_2704	28.954	373	401
WP_002078520.1	lcl|NZ_JQRI01000001.1_cds_WP_004460480.1_36	26.562	384	401
WP_002078520.1	lcl|NZ_JQRI01000025.1_cds_WP_004465893.1_1031	27.577	359	401
WP_025180279.1	lcl|NZ_JQRI01000098.1_cds_WP_004457781.1_2995	32.087	321	568
WP_025180279.1	lcl|NZ_JQRI01000007.1_cds_WP_017863782.1_417	31.754	211	568
WP_025180279.1	lcl|NZ_JQRI01000038.1_cds_WP_004480428.1_1408	33.186	226	568
WP_025180279.1	lcl|NZ_JQRI01000009.1_cds_WP_061219831.1_507	30.698	215	568
WP_025180279.1	lcl|NZ_JQRI01000017.1_cds_WP_004480113.1_750	30.594	219	568
WP_025180279.1	lcl|NZ_JQRI01000033.1_cds_WP_004475846.1_1278	30.964	197	568
WP_025180279.1	lcl|NZ_JQRI01000122.1_cds_WP_004461439.1_3248	30.964	197	568
WP_025180279.1	lcl|NZ_JQRI01000035.1_cds_WP_004483041.1_1316	31.863	204	568
WP_025180279.1	lcl|NZ_JQRI01000045.1_cds_WP_004460645.1_1672	33.005	203	568
WP_025180279.1	lcl|NZ_JQRI01000002.1_cds_WP_004473583.1_98	29.231	195	568
WP_025180279.1	lcl|NZ_JQRI01000057.1_cds_WP_004458038.1_2005	31.628	215	568
WP_025180279.1	lcl|NZ_JQRI01000093.1_cds_WP_061220423.1_2891	32.544	169	568
WP_025180279.1	lcl|NZ_JQRI01000003.1_cds_WP_016552026.1_204	32.203	177	568
WP_025180279.1	lcl|NZ_JQRI01000135.1_cds_WP_004460086.1_3421	29.902	204	568
WP_025180279.1	lcl|NZ_JQRI01000112.1_cds_WP_004489966.1_3179	27.717	184	568
WP_025180279.1	lcl|NZ_JQRI01000070.1_cds_WP_061215930.1_2308	29.703	202	568
WP_025180279.1	lcl|NZ_JQRI01000083.1_cds_WP_004462501.1_2653	27.979	193	568
WP_025180279.1	lcl|NZ_JQRI01000147.1_cds_WP_004461802.1_3484	27.835	194	568
WP_025180279.1	lcl|NZ_JQRI01000147.1_cds_WP_004461802.1_3484	23.626	182	568
WP_025180279.1	lcl|NZ_JQRI01000004.1_cds_WP_061219789.1_304	27.184	206	568
WP_025180279.1	lcl|NZ_JQRI01000004.1_cds_WP_061219789.1_304	25.758	198	568
WP_025180279.1	lcl|NZ_JQRI01000003.1_cds_WP_004458701.1_205	29.680	219	568
WP_025180279.1	lcl|NZ_JQRI01000043.1_cds_WP_004459763.1_1496	27.136	199	568
WP_025180279.1	lcl|NZ_JQRI01000002.1_cds_WP_004460145.1_79	29.384	211	568
WP_025180279.1	lcl|NZ_JQRI01000008.1_cds_WP_004462026.1_462	27.869	183	568
