WP_000340715.1	lcl|NZ_JADDVH010000006.1_cds_WP_002725873.1_3054	91.860	86	106
WP_000410268.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733579.1_3053	93.548	310	318
WP_000410268.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733534.1_3050	27.143	280	318
WP_000410268.1	lcl|NZ_JADDVH010000018.1_cds_WP_002722638.1_666	22.671	322	318
WP_000410268.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	25.000	288	318
WP_000410268.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728309.1_3100	25.402	311	318
WP_000410268.1	lcl|NZ_JADDVH010000014.1_cds_WP_002743770.1_438	22.353	170	318
WP_000410268.1	lcl|NZ_JADDVH010000006.1_cds_WP_016749081.1_3021	24.342	152	318
WP_002076509.1	lcl|NZ_JADDVH010000034.1_cds_WP_032856387.1_1787	26.222	225	223
WP_002076509.1	lcl|NZ_JADDVH010000006.1_cds_WP_002742128.1_2963	30.579	121	223
WP_002076509.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733661.1_2983	33.696	92	223
WP_002076509.1	lcl|NZ_JADDVH010000019.1_cds_WP_002731944.1_729	30.769	104	223
WP_002076509.1	lcl|NZ_JADDVH010000010.1_cds_WP_002726501.1_63	29.787	94	223
WP_002076509.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733618.1_2956	25.568	176	223
WP_001136119.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740722.1_3010	36.607	336	354
WP_001136119.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740726.1_3006	33.728	338	354
WP_001136119.1	lcl|NZ_JADDVH010000028.1_cds_WP_002730849.1_1384	34.375	288	354
WP_001136119.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740722.1_3010	36.607	336	354
WP_001136119.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740726.1_3006	33.728	338	354
WP_001136119.1	lcl|NZ_JADDVH010000028.1_cds_WP_002730849.1_1384	34.375	288	354
WP_000535865.1	lcl|NZ_JADDVH010000023.1_cds_WP_002738760.1_1125	30.952	210	234
WP_000535865.1	lcl|NZ_JADDVH010000013.1_cds_WP_002723863.1_340	29.091	110	234
WP_002183331.1	lcl|NZ_JADDVH010000011.1_cds_WP_002734213.1_169	26.776	183	204
WP_001117631.1	lcl|NZ_JADDVH010000026.1_cds_WP_002728994.1_1267	30.914	372	387
WP_001117631.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740861.1_3045	33.475	236	387
WP_001117631.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740826.1_3046	37.379	206	387
WP_001117631.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740294.1_2965	32.155	283	387
WP_001117631.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733737.1_3025	31.507	219	387
WP_001117631.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733599.1_3012	32.319	263	387
WP_001117631.1	lcl|NZ_JADDVH010000007.1_cds_WP_002738884.1_3150	27.554	323	387
WP_001117631.1	lcl|NZ_JADDVH010000008.1_cds_WP_002724641.1_3234	25.137	366	387
WP_000697351.1	lcl|NZ_JADDVH010000074.1_cds_WP_004278354.1_3083	40.902	599	583
WP_029781911.1	lcl|NZ_JADDVH010000047.1_cds_WP_002740796.1_2312	22.047	127	572
WP_029781911.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740235.1_2996	19.907	216	572
WP_029781911.1	lcl|NZ_JADDVH010000047.1_cds_WP_002740796.1_2312	22.047	127	572
WP_029781911.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740235.1_2996	19.907	216	572
WP_000041234.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740826.1_3046	33.876	307	417
WP_000041234.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740861.1_3045	32.143	336	417
WP_000041234.1	lcl|NZ_JADDVH010000026.1_cds_WP_002728994.1_1267	27.794	349	417
WP_000041234.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740294.1_2965	31.802	283	417
WP_000041234.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733737.1_3025	32.197	264	417
WP_000041234.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733599.1_3012	29.461	241	417
WP_000041234.1	lcl|NZ_JADDVH010000007.1_cds_WP_002738884.1_3150	28.514	249	417
WP_000041234.1	lcl|NZ_JADDVH010000008.1_cds_WP_002724641.1_3234	25.000	252	417
WP_002108490.1	lcl|NZ_JADDVH010000074.1_cds_WP_004278354.1_3083	30.063	632	588
WP_002108506.1	lcl|NZ_JADDVH010000022.1_cds_WP_002731433.1_1062	28.070	171	216
WP_002108506.1	lcl|NZ_JADDVH010000051.1_cds_WP_002722230.1_2526	28.729	181	216
WP_002108506.1	lcl|NZ_JADDVH010000005.1_cds_WP_002740244.1_2736	25.143	175	216
WP_002108506.1	lcl|NZ_JADDVH010000007.1_cds_WP_002726632.1_3133	31.783	129	216
WP_025180280.1	lcl|NZ_JADDVH010000023.1_cds_WP_002738760.1_1125	28.689	244	242
WP_025180280.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733600.1_2992	22.500	120	242
WP_002108525.1	lcl|NZ_JADDVH010000024.1_cds_WP_002739054.1_1144	32.819	259	255
WP_002108525.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733582.1_2990	27.059	255	255
WP_002108525.1	lcl|NZ_JADDVH010000021.1_cds_WP_002728745.1_982	27.451	255	255
WP_002108525.1	lcl|NZ_JADDVH010000051.1_cds_WP_002722237.1_2535	27.059	255	255
WP_002108525.1	lcl|NZ_JADDVH010000007.1_cds_WP_002735533.1_3137	28.148	270	255
WP_002108525.1	lcl|NZ_JADDVH010000057.1_cds_WP_002728460.1_2656	25.279	269	255
WP_002108525.1	lcl|NZ_JADDVH010000009.1_cds_WP_002722691.1_3349	26.054	261	255
WP_002108525.1	lcl|NZ_JADDVH010000032.1_cds_WP_002741131.1_1715	25.824	182	255
WP_002108525.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	29.534	193	255
