WP_000340715.1	lcl|NZ_JQRB01000028.1_cds_WP_004421256.1_451	98.837	86	106
WP_000410268.1	lcl|NZ_JQRB01000028.1_cds_WP_004421326.1_450	94.839	310	318
WP_000410268.1	lcl|NZ_JQRB01000028.1_cds_WP_004421375.1_447	25.786	318	318
WP_000410268.1	lcl|NZ_JQRB01000215.1_cds_WP_004419974.1_2377	24.299	321	318
WP_000410268.1	lcl|NZ_JQRB01000003.1_cds_WP_004421482.1_69	24.658	292	318
WP_000410268.1	lcl|NZ_JQRB01000167.1_cds_WP_004439553.1_1976	22.826	276	318
WP_002076509.1	lcl|NZ_JQRB01000003.1_cds_WP_004421469.1_65	28.512	242	223
WP_002076509.1	lcl|NZ_JQRB01000079.1_cds_WP_061250979.1_1076	26.457	223	223
WP_002076509.1	lcl|NZ_JQRB01000048.1_cds_WP_004419365.1_744	31.731	104	223
WP_002076509.1	lcl|NZ_JQRB01000267.1_cds_WP_061232917.1_2848	29.670	91	223
WP_002076509.1	lcl|NZ_JQRB01000086.1_cds_WP_004426312.1_1154	24.155	207	223
WP_002076509.1	lcl|NZ_JQRB01000003.1_cds_WP_004450696.1_72	25.000	176	223
WP_001136119.1	lcl|NZ_JQRB01000275.1_cds_WP_061251524.1_2888	33.239	352	354
WP_001136119.1	lcl|NZ_JQRB01000005.1_cds_WP_061250574.1_86	33.922	283	354
WP_001136119.1	lcl|NZ_JQRB01000273.1_cds_WP_061251515.1_2868	27.429	350	354
WP_001136119.1	lcl|NZ_JQRB01000275.1_cds_WP_061251524.1_2888	33.239	352	354
WP_001136119.1	lcl|NZ_JQRB01000005.1_cds_WP_061250574.1_86	33.922	283	354
WP_001136119.1	lcl|NZ_JQRB01000273.1_cds_WP_061251515.1_2868	27.429	350	354
WP_000535865.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	42.169	166	234
WP_000535865.1	lcl|NZ_JQRB01000273.1_cds_WP_004421460.1_2867	23.043	230	234
WP_000535865.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	27.404	208	234
WP_000535865.1	lcl|NZ_JQRB01000322.1_cds_WP_061251595.1_3159	29.730	111	234
WP_001117631.1	lcl|NZ_JQRB01000028.1_cds_WP_004421204.1_431	37.959	245	387
WP_001117631.1	lcl|NZ_JQRB01000055.1_cds_WP_004440490.1_811	31.892	370	387
WP_001117631.1	lcl|NZ_JQRB01000028.1_cds_WP_004420975.1_442	33.898	236	387
WP_001117631.1	lcl|NZ_JQRB01000028.1_cds_WP_004448474.1_443	37.864	206	387
WP_001117631.1	lcl|NZ_JQRB01000273.1_cds_WP_004421357.1_2870	32.800	250	387
WP_001117631.1	lcl|NZ_JQRB01000003.1_cds_WP_004450649.1_63	29.682	283	387
WP_001117631.1	lcl|NZ_JQRB01000064.1_cds_WP_061250929.1_943	27.273	275	387
WP_001117631.1	lcl|NZ_JQRB01000455.1_cds_WP_036034116.1_3617	25.341	367	387
WP_029781911.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	35.537	242	572
WP_029781911.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	31.638	177	572
WP_029781911.1	lcl|NZ_JQRB01000273.1_cds_WP_004421460.1_2867	26.887	212	572
WP_029781911.1	lcl|NZ_JQRB01000253.1_cds_WP_004422152.1_2711	21.739	138	572
WP_029781911.1	lcl|NZ_JQRB01000322.1_cds_WP_061251595.1_3159	32.479	117	572
WP_029781911.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	35.537	242	572
WP_029781911.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	31.638	177	572
WP_029781911.1	lcl|NZ_JQRB01000273.1_cds_WP_004421460.1_2867	26.887	212	572
WP_029781911.1	lcl|NZ_JQRB01000253.1_cds_WP_004422152.1_2711	21.739	138	572
WP_029781911.1	lcl|NZ_JQRB01000322.1_cds_WP_061251595.1_3159	32.479	117	572
WP_000041234.1	lcl|NZ_JQRB01000028.1_cds_WP_004420975.1_442	31.845	336	417
WP_000041234.1	lcl|NZ_JQRB01000028.1_cds_WP_004448474.1_443	33.876	307	417
WP_000041234.1	lcl|NZ_JQRB01000273.1_cds_WP_004421357.1_2870	31.692	325	417
WP_000041234.1	lcl|NZ_JQRB01000003.1_cds_WP_004450649.1_63	31.922	307	417
WP_000041234.1	lcl|NZ_JQRB01000055.1_cds_WP_004440490.1_811	27.744	328	417
WP_000041234.1	lcl|NZ_JQRB01000028.1_cds_WP_004421204.1_431	37.264	212	417
WP_000041234.1	lcl|NZ_JQRB01000064.1_cds_WP_061250929.1_943	25.840	387	417
WP_000041234.1	lcl|NZ_JQRB01000455.1_cds_WP_036034116.1_3617	25.397	252	417
WP_002108506.1	lcl|NZ_JQRB01000187.1_cds_WP_085988489.1_2139	35.252	139	216
WP_002108506.1	lcl|NZ_JQRB01000285.1_cds_WP_004426058.1_2979	27.742	155	216
WP_002108506.1	lcl|NZ_JQRB01000008.1_cds_WP_061250626.1_175	23.810	105	216
WP_002108506.1	lcl|NZ_JQRB01000425.1_cds_WP_004425597.1_3543	25.517	145	216
WP_025180280.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	31.557	244	242
WP_025180280.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	29.268	246	242
WP_002108525.1	lcl|NZ_JQRB01000024.1_cds_WP_061250759.1_389	31.660	259	255
WP_002108525.1	lcl|NZ_JQRB01000003.1_cds_WP_004421044.1_34	28.846	260	255
WP_002108525.1	lcl|NZ_JQRB01000126.1_cds_WP_002179721.1_1612	28.235	255	255
WP_002108525.1	lcl|NZ_JQRB01000394.1_cds_WP_061251686.1_3448	28.458	253	255
WP_002108525.1	lcl|NZ_JQRB01000437.1_cds_WP_004427000.1_3592	25.191	262	255
WP_002108525.1	lcl|NZ_JQRB01000059.1_cds_WP_004434762.1_851	25.287	261	255
WP_002108525.1	lcl|NZ_JQRB01000099.1_cds_WP_004437014.1_1299	24.535	269	255
WP_002108525.1	lcl|NZ_JQRB01000003.1_cds_WP_004450657.1_38	24.409	254	255
WP_002108525.1	lcl|NZ_JQRB01000003.1_cds_WP_004421482.1_69	30.052	193	255
WP_002108525.1	lcl|NZ_JQRB01000146.1_cds_WP_061251184.1_1779	25.301	166	255
WP_002108525.1	lcl|NZ_JQRB01000321.1_cds_WP_004455351.1_3153	26.289	194	255
WP_002108525.1	lcl|NZ_JQRB01000255.1_cds_WP_338107919.1_2759	25.610	164	255
WP_002108525.1	lcl|NZ_JQRB01000062.1_cds_WP_004435652.1_907	24.500	200	255
WP_002108525.1	lcl|NZ_JQRB01000040.1_cds_WP_002155166.1_668	26.425	193	255
WP_002108525.1	lcl|NZ_JQRB01000215.1_cds_WP_004419974.1_2377	37.838	74	255
WP_002108502.1	lcl|NZ_JQRB01000029.1_cds_WP_004421951.1_456	29.268	328	314
WP_002108502.1	lcl|NZ_JQRB01000108.1_cds_JG08_RS23290_1384	32.394	71	314
WP_002108526.1	lcl|NZ_JQRB01000005.1_cds_WP_061250574.1_86	40.072	277	282
WP_002108526.1	lcl|NZ_JQRB01000275.1_cds_WP_061251524.1_2888	36.395	294	282
WP_002108526.1	lcl|NZ_JQRB01000273.1_cds_WP_061251515.1_2868	28.309	272	282
WP_002078520.1	lcl|NZ_JQRB01000055.1_cds_WP_004440490.1_811	38.155	401	401
WP_002078520.1	lcl|NZ_JQRB01000273.1_cds_WP_004421357.1_2870	32.570	393	401
WP_002078520.1	lcl|NZ_JQRB01000028.1_cds_WP_004421204.1_431	32.440	373	401
WP_002078520.1	lcl|NZ_JQRB01000028.1_cds_WP_004420975.1_442	30.914	372	401
WP_002078520.1	lcl|NZ_JQRB01000003.1_cds_WP_004450649.1_63	28.883	367	401
WP_002078520.1	lcl|NZ_JQRB01000028.1_cds_WP_004448474.1_443	29.945	364	401
WP_002078520.1	lcl|NZ_JQRB01000455.1_cds_WP_036034116.1_3617	26.042	384	401
WP_002078520.1	lcl|NZ_JQRB01000064.1_cds_WP_061250929.1_943	27.642	369	401
WP_025180279.1	lcl|NZ_JQRB01000030.1_cds_WP_082288699.1_465	29.348	368	568
WP_025180279.1	lcl|NZ_JQRB01000247.1_cds_WP_061251446.1_2644	32.227	211	568
WP_025180279.1	lcl|NZ_JQRB01000168.1_cds_WP_061251246.1_1992	32.301	226	568
WP_025180279.1	lcl|NZ_JQRB01000419.1_cds_WP_061251715.1_3522	34.158	202	568
WP_025180279.1	lcl|NZ_JQRB01000273.1_cds_WP_061251517.1_2872	28.972	214	568
WP_025180279.1	lcl|NZ_JQRB01000019.1_cds_WP_004451265.1_311	30.270	185	568
WP_025180279.1	lcl|NZ_JQRB01000096.1_cds_WP_004455915.1_1265	30.769	195	568
