WP_000340715.1	lcl|NZ_RQGR01000036.1_cds_WP_135752209.1_2204	63.514	74	106
WP_000410268.1	lcl|NZ_RQGR01000036.1_cds_WP_135752210.1_2205	83.067	313	318
WP_000410268.1	lcl|NZ_RQGR01000029.1_cds_WP_135751832.1_1212	23.030	330	318
WP_000410268.1	lcl|NZ_RQGR01000036.1_cds_WP_135752225.1_2220	23.220	323	318
WP_000410268.1	lcl|NZ_RQGR01000036.1_cds_WP_135752267.1_2267	23.759	282	318
WP_000410268.1	lcl|NZ_RQGR01000036.1_cds_WP_135752246.1_2245	26.163	172	318
WP_000410268.1	lcl|NZ_RQGR01000007.1_cds_WP_135750363.1_3128	23.529	170	318
WP_000410268.1	lcl|NZ_RQGR01000029.1_cds_WP_135642853.1_635	23.567	314	318
WP_002076509.1	lcl|NZ_RQGR01000036.1_cds_WP_135752270.1_2270	36.364	110	223
WP_002076509.1	lcl|NZ_RQGR01000036.1_cds_WP_135752424.1_2559	34.286	105	223
WP_002076509.1	lcl|NZ_RQGR01000036.1_cds_WP_135752272.1_2273	35.870	92	223
WP_002076509.1	lcl|NZ_RQGR01000036.1_cds_WP_135752279.1_2280	32.653	98	223
WP_002076509.1	lcl|NZ_RQGR01000036.1_cds_WP_135644493.1_2271	36.986	73	223
WP_002076509.1	lcl|NZ_RQGR01000012.1_cds_WP_135750523.1_1457	29.032	93	223
WP_002076509.1	lcl|NZ_RQGR01000036.1_cds_WP_135752467.1_2640	32.990	97	223
WP_001136119.1	lcl|NZ_RQGR01000036.1_cds_WP_135752228.1_2223	38.855	332	354
WP_001136119.1	lcl|NZ_RQGR01000036.1_cds_WP_135752604.1_2235	32.840	338	354
WP_001136119.1	lcl|NZ_RQGR01000029.1_cds_WP_135751198.1_147	37.308	260	354
WP_001136119.1	lcl|NZ_RQGR01000036.1_cds_WP_135752218.1_2213	29.586	338	354
WP_001136119.1	lcl|NZ_RQGR01000036.1_cds_WP_135752228.1_2223	38.855	332	354
WP_001136119.1	lcl|NZ_RQGR01000036.1_cds_WP_135752604.1_2235	32.840	338	354
WP_001136119.1	lcl|NZ_RQGR01000029.1_cds_WP_135751198.1_147	37.308	260	354
WP_001136119.1	lcl|NZ_RQGR01000036.1_cds_WP_135752218.1_2213	29.586	338	354
WP_000535865.1	lcl|NZ_RQGR01000036.1_cds_WP_135752237.1_2232	40.964	166	234
WP_000535865.1	lcl|NZ_RQGR01000029.1_cds_WP_135751590.1_802	31.507	219	234
WP_000535865.1	lcl|NZ_RQGR01000029.1_cds_WP_135751586.1_787	26.496	117	234
WP_000535865.1	lcl|NZ_RQGR01000036.1_cds_WP_135752234.1_2229	26.562	128	234
WP_001117631.1	lcl|NZ_RQGR01000029.1_cds_WP_135643317.1_942	30.591	389	387
WP_001117631.1	lcl|NZ_RQGR01000036.1_cds_WP_135752226.1_2221	33.460	263	387
WP_001117631.1	lcl|NZ_RQGR01000036.1_cds_WP_135752235.1_2230	27.401	354	387
WP_001117631.1	lcl|NZ_RQGR01000036.1_cds_WP_135752244.1_2242	30.599	317	387
WP_001117631.1	lcl|NZ_RQGR01000029.1_cds_WP_135751296.1_320	23.743	358	387
WP_029781911.1	lcl|NZ_RQGR01000036.1_cds_WP_135752237.1_2232	33.884	242	572
WP_029781911.1	lcl|NZ_RQGR01000036.1_cds_WP_135752394.1_2509	22.140	271	572
WP_029781911.1	lcl|NZ_RQGR01000036.1_cds_WP_135752237.1_2232	33.884	242	572
WP_029781911.1	lcl|NZ_RQGR01000036.1_cds_WP_135752394.1_2509	22.140	271	572
WP_000041234.1	lcl|NZ_RQGR01000029.1_cds_WP_135643317.1_942	28.399	331	417
WP_000041234.1	lcl|NZ_RQGR01000036.1_cds_WP_135752226.1_2221	27.211	294	417
WP_000041234.1	lcl|NZ_RQGR01000036.1_cds_WP_135752235.1_2230	28.875	329	417
WP_000041234.1	lcl|NZ_RQGR01000036.1_cds_WP_135752244.1_2242	30.147	272	417
WP_000041234.1	lcl|NZ_RQGR01000008.1_cds_WP_135750405.1_3659	30.841	214	417
WP_000041234.1	lcl|NZ_RQGR01000029.1_cds_WP_135751296.1_320	27.376	263	417
WP_002108487.1	lcl|NZ_RQGR01000007.1_cds_WP_167881847.1_2964	28.358	134	182
WP_002108506.1	lcl|NZ_RQGR01000029.1_cds_WP_244241833.1_1390	33.645	107	216
WP_002108506.1	lcl|NZ_RQGR01000007.1_cds_WP_135750223.1_2905	28.662	157	216
WP_002108506.1	lcl|NZ_RQGR01000007.1_cds_WP_135750239.1_2934	30.323	155	216
WP_002108506.1	lcl|NZ_RQGR01000007.1_cds_WP_135750254.1_2957	28.333	120	216
WP_002108506.1	lcl|NZ_RQGR01000029.1_cds_WP_135751885.1_1298	27.586	174	216
WP_025180280.1	lcl|NZ_RQGR01000036.1_cds_WP_135752237.1_2232	29.918	244	242
WP_025180280.1	lcl|NZ_RQGR01000029.1_cds_WP_135751590.1_802	30.400	250	242
WP_025180280.1	lcl|NZ_RQGR01000029.1_cds_WP_135751586.1_787	27.928	111	242
WP_002108525.1	lcl|NZ_RQGR01000029.1_cds_WP_135751687.1_963	30.078	256	255
WP_002108525.1	lcl|NZ_RQGR01000012.1_cds_WP_015678965.1_1750	29.084	251	255
WP_002108525.1	lcl|NZ_RQGR01000036.1_cds_WP_135752626.1_2712	30.078	256	255
WP_002108525.1	lcl|NZ_RQGR01000007.1_cds_WP_135750247.1_2946	25.296	253	255
WP_002108525.1	lcl|NZ_RQGR01000012.1_cds_WP_135642075.1_1813	27.692	260	255
WP_002108525.1	lcl|NZ_RQGR01000029.1_cds_WP_108960322.1_933	25.651	269	255
WP_002108525.1	lcl|NZ_RQGR01000029.1_cds_WP_135751346.1_397	27.957	186	255
WP_002108525.1	lcl|NZ_RQGR01000036.1_cds_WP_135752283.1_2285	24.627	268	255
WP_002108525.1	lcl|NZ_RQGR01000029.1_cds_WP_135751302.1_329	27.586	203	255
WP_002108525.1	lcl|NZ_RQGR01000036.1_cds_WP_135752267.1_2267	30.542	203	255
WP_002108525.1	lcl|NZ_RQGR01000012.1_cds_WP_135645583.1_2042	24.121	199	255
