WP_000340715.1	lcl|NZ_JQQN01000011.1_cds_WP_000340715.1_221	100.000	86	106
WP_000410268.1	lcl|NZ_JQQN01000011.1_cds_WP_000410273.1_222	99.677	310	318
WP_000410268.1	lcl|NZ_JQQN01000011.1_cds_WP_000093099.1_242	46.988	83	318
WP_000410268.1	lcl|NZ_JQQN01000011.1_cds_WP_000646256.1_225	27.500	280	318
WP_000410268.1	lcl|NZ_JQQN01000022.1_cds_WP_000744700.1_649	24.611	321	318
WP_000410268.1	lcl|NZ_JQQN01000011.1_cds_WP_000723092.1_306	24.221	289	318
WP_000410268.1	lcl|NZ_JQQN01000011.1_cds_WP_000600889.1_251	23.636	275	318
WP_000020777.1	lcl|NZ_JQQN01000011.1_cds_WP_000202825.1_261	42.210	353	361
WP_002076509.1	lcl|NZ_JQQN01000011.1_cds_WP_000282880.1_302	30.638	235	223
WP_002076509.1	lcl|NZ_JQQN01000063.1_cds_WP_001099029.1_2138	26.906	223	223
WP_002076509.1	lcl|NZ_JQQN01000011.1_cds_WP_001068986.1_279	30.435	92	223
WP_002076509.1	lcl|NZ_JQQN01000081.1_cds_WP_000840860.1_2590	29.808	104	223
WP_002076509.1	lcl|NZ_JQQN01000010.1_cds_WP_000868621.1_206	29.670	91	223
WP_002076509.1	lcl|NZ_JQQN01000011.1_cds_WP_001114264.1_309	26.705	176	223
WP_002076509.1	lcl|NZ_JQQN01000059.1_cds_WP_000262844.1_1982	24.638	207	223
WP_001136119.1	lcl|NZ_JQQN01000011.1_cds_WP_001230564.1_254	36.578	339	354
WP_001136119.1	lcl|NZ_JQQN01000011.1_cds_WP_000582619.1_258	34.356	326	354
WP_001136119.1	lcl|NZ_JQQN01000134.1_cds_WP_001011675.1_3374	33.898	295	354
WP_001136119.1	lcl|NZ_JQQN01000011.1_cds_WP_001230564.1_254	36.578	339	354
WP_001136119.1	lcl|NZ_JQQN01000011.1_cds_WP_000582619.1_258	34.356	326	354
WP_001136119.1	lcl|NZ_JQQN01000134.1_cds_WP_001011675.1_3374	33.898	295	354
WP_000535865.1	lcl|NZ_JQQN01000108.1_cds_WP_001014595.1_3048	28.365	208	234
WP_000535865.1	lcl|NZ_JQQN01000070.1_cds_WP_000721859.1_2412	33.333	111	234
WP_000535865.1	lcl|NZ_JQQN01000011.1_cds_WP_000848238.1_269	28.571	126	234
WP_001117631.1	lcl|NZ_JQQN01000011.1_cds_WP_000582222.1_240	38.211	246	387
WP_001117631.1	lcl|NZ_JQQN01000163.1_cds_WP_001281953.1_3650	31.989	372	387
WP_001117631.1	lcl|NZ_JQQN01000011.1_cds_WP_000947844.1_252	32.700	263	387
WP_001117631.1	lcl|NZ_JQQN01000011.1_cds_WP_000575178.1_300	29.329	283	387
WP_001117631.1	lcl|NZ_JQQN01000011.1_cds_WP_000346036.1_259	27.701	361	387
WP_001117631.1	lcl|NZ_JQQN01000089.1_cds_WP_000538757.1_2677	26.480	321	387
WP_001117631.1	lcl|NZ_JQQN01000107.1_cds_WP_001982414.1_3009	24.251	367	387
WP_000697351.1	lcl|NZ_JQQN01000011.1_cds_WP_000698821.1_264	27.636	626	583
WP_029781911.1	lcl|NZ_JQQN01000137.1_cds_WP_000613385.1_3395	21.538	130	572
WP_029781911.1	lcl|NZ_JQQN01000070.1_cds_WP_000721859.1_2412	34.188	117	572
WP_029781911.1	lcl|NZ_JQQN01000137.1_cds_WP_000613385.1_3395	21.538	130	572
WP_029781911.1	lcl|NZ_JQQN01000070.1_cds_WP_000721859.1_2412	34.188	117	572
WP_000041234.1	lcl|NZ_JQQN01000011.1_cds_WP_000575178.1_300	32.573	307	417
WP_000041234.1	lcl|NZ_JQQN01000163.1_cds_WP_001281953.1_3650	28.354	328	417
WP_000041234.1	lcl|NZ_JQQN01000011.1_cds_WP_000346036.1_259	29.367	395	417
WP_000041234.1	lcl|NZ_JQQN01000011.1_cds_WP_000582222.1_240	37.383	214	417
WP_000041234.1	lcl|NZ_JQQN01000011.1_cds_WP_000947844.1_252	26.866	268	417
WP_000041234.1	lcl|NZ_JQQN01000089.1_cds_WP_000538757.1_2677	25.907	386	417
WP_000041234.1	lcl|NZ_JQQN01000107.1_cds_WP_001982414.1_3009	24.206	252	417
WP_002108490.1	lcl|NZ_JQQN01000011.1_cds_WP_000698821.1_264	44.152	607	588
WP_002108506.1	lcl|NZ_JQQN01000076.1_cds_WP_000012765.1_2511	35.385	130	216
WP_002108506.1	lcl|NZ_JQQN01000046.1_cds_WP_000230181.1_1702	30.061	163	216
WP_002108506.1	lcl|NZ_JQQN01000139.1_cds_WP_000914162.1_3454	24.762	105	216
WP_002108506.1	lcl|NZ_JQQN01000084.1_cds_WP_000602007.1_2619	26.712	146	216
WP_025180280.1	lcl|NZ_JQQN01000108.1_cds_WP_001014595.1_3048	29.268	246	242
WP_025180280.1	lcl|NZ_JQQN01000011.1_cds_WP_000848238.1_269	30.252	119	242
WP_002108525.1	lcl|NZ_JQQN01000022.1_cds_WP_000998676.1_623	31.660	259	255
WP_002108525.1	lcl|NZ_JQQN01000046.1_cds_WP_000566240.1_1683	27.843	255	255
WP_002108525.1	lcl|NZ_JQQN01000141.1_cds_WP_000043153.1_3475	26.336	262	255
WP_002108525.1	lcl|NZ_JQQN01000015.1_cds_WP_000351753.1_428	24.907	269	255
WP_002108525.1	lcl|NZ_JQQN01000020.1_cds_WP_000653653.1_580	26.054	261	255
WP_002108525.1	lcl|NZ_JQQN01000046.1_cds_WP_002080077.1_1711	27.490	251	255
WP_002108525.1	lcl|NZ_JQQN01000027.1_cds_WP_000646910.1_883	26.230	183	255
WP_002108525.1	lcl|NZ_JQQN01000011.1_cds_WP_000723092.1_306	29.851	201	255
WP_002108525.1	lcl|NZ_JQQN01000160.1_cds_WP_002067215.1_3634	26.289	194	255
WP_002108525.1	lcl|NZ_JQQN01000062.1_cds_WP_001074690.1_2088	25.389	193	255
WP_002108525.1	lcl|NZ_JQQN01000160.1_cds_WP_001069861.1_3640	26.220	164	255
WP_002108525.1	lcl|NZ_JQQN01000022.1_cds_WP_000744700.1_649	34.722	72	255
WP_002108525.1	lcl|NZ_JQQN01000042.1_cds_WP_000093664.1_1549	23.500	200	255
WP_002108502.1	lcl|NZ_JQQN01000021.1_cds_WP_002185292.1_598	29.091	330	314
WP_002108526.1	lcl|NZ_JQQN01000011.1_cds_WP_001230564.1_254	36.957	276	282
WP_002108526.1	lcl|NZ_JQQN01000134.1_cds_WP_001011675.1_3374	39.024	287	282
WP_002108526.1	lcl|NZ_JQQN01000011.1_cds_WP_000582619.1_258	33.824	272	282
WP_002078520.1	lcl|NZ_JQQN01000163.1_cds_WP_001281953.1_3650	37.905	401	401
WP_002078520.1	lcl|NZ_JQQN01000011.1_cds_WP_000582222.1_240	33.333	375	401
WP_002078520.1	lcl|NZ_JQQN01000011.1_cds_WP_000575178.1_300	28.142	366	401
