WP_000340715.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594790.1_2654	63.514	74	106
WP_000410268.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761209.1_2653	82.166	314	318
WP_000410268.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725791.1_406	23.333	330	318
WP_000410268.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638522.1_2603	23.214	280	318
WP_000410268.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135688220.1_2601	22.642	318	318
WP_000410268.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638554.1_2583	27.796	313	318
WP_000410268.1	lcl|NZ_JAIZBN010000002.1_cds_WP_100715920.1_3021	24.118	170	318
WP_000410268.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760339.1_982	23.529	323	318
WP_000020777.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761188.1_2626	42.373	354	361
WP_002076509.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761061.1_2291	23.333	240	223
WP_002076509.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638558.1_2580	34.234	111	223
WP_002076509.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594701.1_2609	36.364	99	223
WP_002076509.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761168.1_2585	33.077	130	223
WP_002076509.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761165.1_2577	32.979	94	223
WP_002076509.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761024.1_2209	33.333	108	223
WP_002076509.1	lcl|NZ_JAIZBN010000004.1_cds_WP_238761736.1_3629	28.421	95	223
WP_002076509.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135592290.1_2579	29.126	103	223
WP_001136119.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135603993.1_2645	30.769	351	354
WP_001136119.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760606.1_1490	35.878	262	354
WP_001136119.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761191.1_2629	32.164	342	354
WP_001136119.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135603993.1_2645	30.769	351	354
WP_001136119.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760606.1_1490	35.878	262	354
WP_001136119.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761191.1_2629	32.164	342	354
WP_000535865.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761202.1_2643	35.023	217	234
WP_000535865.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761205.1_2648	37.952	166	234
