WP_000340715.1	lcl|NZ_NPDX01000001.1_cds_WP_100743203.1_1793	60.256	78	106
WP_000410268.1	lcl|NZ_NPDX01000001.1_cds_WP_100743202.1_1792	81.150	313	318
WP_000410268.1	lcl|NZ_NPDX01000002.1_cds_WP_100743861.1_2074	27.707	314	318
WP_000410268.1	lcl|NZ_NPDX01000002.1_cds_WP_100743885.1_2102	24.074	324	318
WP_000410268.1	lcl|NZ_NPDX01000001.1_cds_WP_100743198.1_1788	24.275	276	318
WP_000410268.1	lcl|NZ_NPDX01000006.1_cds_WP_100745004.1_3408	24.339	189	318
WP_000410268.1	lcl|NZ_NPDX01000001.1_cds_WP_100741717.1_137	22.684	313	318
WP_002076509.1	lcl|NZ_NPDX01000001.1_cds_WP_100743151.1_1739	35.135	111	223
WP_002076509.1	lcl|NZ_NPDX01000001.1_cds_WP_100742902.1_1446	25.616	203	223
WP_002076509.1	lcl|NZ_NPDX01000001.1_cds_WP_100743148.1_1736	30.526	95	223
WP_002076509.1	lcl|NZ_NPDX01000001.1_cds_WP_100742835.1_1365	33.333	108	223
WP_002076509.1	lcl|NZ_NPDX01000001.1_cds_WP_100743150.1_1738	26.471	102	223
WP_002076509.1	lcl|NZ_NPDX01000007.1_cds_WP_165779511.1_3567	31.193	109	223
WP_001136119.1	lcl|NZ_NPDX01000001.1_cds_WP_100743196.1_1785	37.283	346	354
WP_001136119.1	lcl|NZ_NPDX01000001.1_cds_WP_165779492.1_1774	32.203	354	354
WP_001136119.1	lcl|NZ_NPDX01000001.1_cds_WP_100742192.1_638	35.827	254	354
WP_001136119.1	lcl|NZ_NPDX01000001.1_cds_WP_100743196.1_1785	37.283	346	354
WP_001136119.1	lcl|NZ_NPDX01000001.1_cds_WP_165779492.1_1774	32.203	354	354
WP_001136119.1	lcl|NZ_NPDX01000001.1_cds_WP_100742192.1_638	35.827	254	354
WP_000535865.1	lcl|NZ_NPDX01000005.1_cds_WP_100743522.1_3154	27.700	213	234
WP_000535865.1	lcl|NZ_NPDX01000005.1_cds_WP_100743509.1_3169	25.424	118	234
WP_000535865.1	lcl|NZ_NPDX01000001.1_cds_WP_100743171.1_1759	29.032	124	234
WP_001117631.1	lcl|NZ_NPDX01000001.1_cds_WP_100743164.1_1752	38.912	239	387
WP_001117631.1	lcl|NZ_NPDX01000001.1_cds_WP_100743197.1_1787	32.639	288	387
WP_001117631.1	lcl|NZ_NPDX01000005.1_cds_WP_100743633.1_3022	28.682	387	387
WP_001117631.1	lcl|NZ_NPDX01000001.1_cds_WP_100742016.1_463	23.362	351	387
WP_029781911.1	lcl|NZ_NPDX01000005.1_cds_WP_100743522.1_3154	29.457	258	572
WP_029781911.1	lcl|NZ_NPDX01000001.1_cds_WP_100742945.1_1496	26.066	211	572
WP_029781911.1	lcl|NZ_NPDX01000002.1_cds_WP_100744058.1_2307	24.490	196	572
WP_029781911.1	lcl|NZ_NPDX01000005.1_cds_WP_100743522.1_3154	29.457	258	572
WP_029781911.1	lcl|NZ_NPDX01000001.1_cds_WP_100742945.1_1496	26.066	211	572
WP_029781911.1	lcl|NZ_NPDX01000002.1_cds_WP_100744058.1_2307	24.490	196	572
WP_000041234.1	lcl|NZ_NPDX01000001.1_cds_WP_100743164.1_1752	32.404	287	417
WP_000041234.1	lcl|NZ_NPDX01000005.1_cds_WP_100743633.1_3022	28.399	331	417
WP_000041234.1	lcl|NZ_NPDX01000001.1_cds_WP_100743197.1_1787	28.322	286	417
WP_000041234.1	lcl|NZ_NPDX01000001.1_cds_WP_100742328.1_807	30.841	214	417
WP_000041234.1	lcl|NZ_NPDX01000001.1_cds_WP_100742016.1_463	25.091	275	417
WP_002108506.1	lcl|NZ_NPDX01000006.1_cds_WP_100744955.1_3217	30.128	156	216
WP_002108506.1	lcl|NZ_NPDX01000006.1_cds_WP_100744977.1_3191	32.759	116	216
WP_002108506.1	lcl|NZ_NPDX01000001.1_cds_WP_100743179.1_1767	29.245	106	216
WP_002108506.1	lcl|NZ_NPDX01000005.1_cds_WP_100744706.1_3032	26.471	102	216
WP_002108506.1	lcl|NZ_NPDX01000006.1_cds_WP_100744936.1_3238	27.500	120	216
WP_002108506.1	lcl|NZ_NPDX01000004.1_cds_WP_243401382.1_2885	31.148	122	216
WP_002108506.1	lcl|NZ_NPDX01000008.1_cds_WP_100745191.1_3635	33.784	74	216
