WP_000340715.1	lcl|NZ_JQRD01000006.1_cds_WP_000340715.1_59	100.000	86	106
WP_000410268.1	lcl|NZ_JQRD01000006.1_cds_WP_004421326.1_60	94.839	310	318
WP_000410268.1	lcl|NZ_JQRD01000006.1_cds_WP_004434477.1_86	22.556	266	318
WP_000410268.1	lcl|NZ_JQRD01000006.1_cds_WP_061231970.1_63	26.061	330	318
WP_000410268.1	lcl|NZ_JQRD01000001.1_cds_WP_004419974.1_32	24.299	321	318
WP_000410268.1	lcl|NZ_JQRD01000187.1_cds_WP_004421482.1_2203	24.658	292	318
WP_000410268.1	lcl|NZ_JQRD01000164.1_cds_WP_198289136.1_2032	22.826	276	318
WP_002076509.1	lcl|NZ_JQRD01000187.1_cds_WP_061233021.1_2199	28.099	242	223
WP_002076509.1	lcl|NZ_JQRD01000165.1_cds_WP_061232946.1_2045	26.457	223	223
WP_002076509.1	lcl|NZ_JQRD01000158.1_cds_WP_061232923.1_1983	29.808	104	223
WP_002076509.1	lcl|NZ_JQRD01000157.1_cds_WP_061232917.1_1975	29.670	91	223
WP_002076509.1	lcl|NZ_JQRD01000006.1_cds_WP_004434567.1_74	29.897	97	223
WP_002076509.1	lcl|NZ_JQRD01000447.1_cds_WP_004426312.1_3568	24.155	207	223
WP_002076509.1	lcl|NZ_JQRD01000187.1_cds_WP_004421411.1_2206	25.000	176	223
WP_001136119.1	lcl|NZ_JQRD01000006.1_cds_WP_004434629.1_103	36.228	334	354
WP_001136119.1	lcl|NZ_JQRD01000036.1_cds_WP_061232133.1_481	34.276	283	354
WP_001136119.1	lcl|NZ_JQRD01000006.1_cds_WP_004434629.1_103	36.228	334	354
WP_001136119.1	lcl|NZ_JQRD01000036.1_cds_WP_061232133.1_481	34.276	283	354
WP_000535865.1	lcl|NZ_JQRD01000006.1_cds_WP_004434756.1_98	38.554	166	234
WP_000535865.1	lcl|NZ_JQRD01000145.1_cds_WP_061232872.1_1885	27.885	208	234
WP_000535865.1	lcl|NZ_JQRD01000516.1_cds_WP_036061897.1_3686	29.730	111	234
WP_001117631.1	lcl|NZ_JQRD01000006.1_cds_WP_004434568.1_90	37.255	255	387
WP_001117631.1	lcl|NZ_JQRD01000184.1_cds_WP_061233005.1_2171	31.081	370	387
WP_001117631.1	lcl|NZ_JQRD01000006.1_cds_WP_004434466.1_96	26.722	363	387
WP_001117631.1	lcl|NZ_JQRD01000187.1_cds_WP_016559403.1_2197	29.682	283	387
WP_001117631.1	lcl|NZ_JQRD01000185.1_cds_WP_061233010.1_2179	27.636	275	387
WP_001117631.1	lcl|NZ_JQRD01000437.1_cds_WP_036034116.1_3546	25.341	367	387
WP_029781911.1	lcl|NZ_JQRD01000006.1_cds_WP_004434756.1_98	33.058	242	572
WP_029781911.1	lcl|NZ_JQRD01000222.1_cds_WP_061233189.1_2517	21.788	179	572
WP_029781911.1	lcl|NZ_JQRD01000516.1_cds_WP_036061897.1_3686	32.479	117	572
WP_029781911.1	lcl|NZ_JQRD01000006.1_cds_WP_004434756.1_98	33.058	242	572
WP_029781911.1	lcl|NZ_JQRD01000222.1_cds_WP_061233189.1_2517	21.788	179	572
WP_029781911.1	lcl|NZ_JQRD01000516.1_cds_WP_036061897.1_3686	32.479	117	572
WP_000041234.1	lcl|NZ_JQRD01000187.1_cds_WP_016559403.1_2197	31.922	307	417
WP_000041234.1	lcl|NZ_JQRD01000184.1_cds_WP_061233005.1_2171	27.744	328	417
WP_000041234.1	lcl|NZ_JQRD01000006.1_cds_WP_004434466.1_96	28.090	356	417
WP_000041234.1	lcl|NZ_JQRD01000006.1_cds_WP_004434568.1_90	36.449	214	417
WP_000041234.1	lcl|NZ_JQRD01000185.1_cds_WP_061233010.1_2179	25.840	387	417
WP_000041234.1	lcl|NZ_JQRD01000437.1_cds_WP_036034116.1_3546	25.397	252	417
WP_002108506.1	lcl|NZ_JQRD01000313.1_cds_WP_004443226.1_3038	35.252	139	216
WP_002108506.1	lcl|NZ_JQRD01000052.1_cds_WP_004426058.1_679	27.742	155	216
WP_002108506.1	lcl|NZ_JQRD01000043.1_cds_WP_004436524.1_558	24.762	105	216
WP_002108506.1	lcl|NZ_JQRD01000037.1_cds_WP_004425597.1_502	25.517	145	216
WP_002108483.1	lcl|NZ_JQRD01000148.1_cds_WP_338091840.1_1916	42.857	105	211
WP_002108483.1	lcl|NZ_JQRD01000148.1_cds_WP_061232889.1_1915	56.944	72	211
WP_025180280.1	lcl|NZ_JQRD01000006.1_cds_WP_004434756.1_98	32.645	242	242
WP_025180280.1	lcl|NZ_JQRD01000145.1_cds_WP_061232872.1_1885	30.081	246	242
WP_002108525.1	lcl|NZ_JQRD01000020.1_cds_WP_002152553.1_310	32.046	259	255
WP_002108525.1	lcl|NZ_JQRD01000055.1_cds_WP_053523166.1_739	28.846	260	255
WP_002108525.1	lcl|NZ_JQRD01000146.1_cds_WP_002179721.1_1903	28.235	255	255
WP_002108525.1	lcl|NZ_JQRD01000401.1_cds_WP_004440656.1_3417	27.092	251	255
WP_002108525.1	lcl|NZ_JQRD01000182.1_cds_WP_004427000.1_2163	25.191	262	255
WP_002108525.1	lcl|NZ_JQRD01000239.1_cds_WP_004423431.1_2632	25.670	261	255
WP_002108525.1	lcl|NZ_JQRD01000009.1_cds_WP_004437014.1_121	24.535	269	255
WP_002108525.1	lcl|NZ_JQRD01000055.1_cds_WP_004450657.1_735	24.409	254	255
WP_002108525.1	lcl|NZ_JQRD01000187.1_cds_WP_004421482.1_2203	30.052	193	255
WP_002108525.1	lcl|NZ_JQRD01000066.1_cds_WP_061232261.1_855	25.301	166	255
WP_002108525.1	lcl|NZ_JQRD01000344.1_cds_WP_036072893.1_3200	26.289	194	255
WP_002108525.1	lcl|NZ_JQRD01000216.1_cds_WP_082288961.1_2433	25.610	164	255
WP_002108525.1	lcl|NZ_JQRD01000097.1_cds_WP_002155166.1_1205	26.425	193	255
WP_002108525.1	lcl|NZ_JQRD01000026.1_cds_WP_061232085.1_364	24.000	200	255
WP_002108525.1	lcl|NZ_JQRD01000001.1_cds_WP_004419974.1_32	37.838	74	255
WP_002108502.1	lcl|NZ_JQRD01000133.1_cds_WP_004447820.1_1713	29.429	333	314
WP_002108502.1	lcl|NZ_JQRD01000257.1_cds_WP_061233277.1_2752	26.829	246	314
WP_002108502.1	lcl|NZ_JQRD01000006.1_cds_WP_004434686.1_97	26.374	182	314
WP_002108526.1	lcl|NZ_JQRD01000036.1_cds_WP_061232133.1_481	39.373	287	282
WP_002108526.1	lcl|NZ_JQRD01000006.1_cds_WP_004434629.1_103	35.252	278	282
WP_002078520.1	lcl|NZ_JQRD01000184.1_cds_WP_061233005.1_2171	37.406	401	401
WP_002078520.1	lcl|NZ_JQRD01000006.1_cds_WP_004434466.1_96	32.804	378	401
WP_002078520.1	lcl|NZ_JQRD01000006.1_cds_WP_004434568.1_90	31.830	377	401
WP_002078520.1	lcl|NZ_JQRD01000187.1_cds_WP_016559403.1_2197	29.282	362	401
WP_002078520.1	lcl|NZ_JQRD01000437.1_cds_WP_036034116.1_3546	26.042	384	401
WP_002078520.1	lcl|NZ_JQRD01000185.1_cds_WP_061233010.1_2179	27.913	369	401
WP_025180279.1	lcl|NZ_JQRD01000193.1_cds_WP_082288947.1_2263	29.348	368	568
WP_025180279.1	lcl|NZ_JQRD01000390.1_cds_WP_061233567.1_3385	32.227	211	568
WP_025180279.1	lcl|NZ_JQRD01000006.1_cds_WP_004434874.1_93	32.701	211	568
WP_025180279.1	lcl|NZ_JQRD01000010.1_cds_WP_061231990.1_156	32.692	208	568
WP_025180279.1	lcl|NZ_JQRD01000093.1_cds_WP_020980217.1_1173	34.158	202	568
WP_025180279.1	lcl|NZ_JQRD01000243.1_cds_WP_002176655.1_2646	30.270	185	568
WP_025180279.1	lcl|NZ_JQRD01000076.1_cds_WP_017213193.1_960	32.620	187	568
WP_025180279.1	lcl|NZ_JQRD01000220.1_cds_WP_004455915.1_2513	30.769	195	568
WP_025180279.1	lcl|NZ_JQRD01000198.1_cds_WP_016560303.1_2309	30.570	193	568
WP_025180279.1	lcl|NZ_JQRD01000171.1_cds_WP_004436116.1_2106	29.949	197	568
WP_025180279.1	lcl|NZ_JQRD01000078.1_cds_WP_061232319.1_1011	29.775	178	568
WP_025180279.1	lcl|NZ_JQRD01000165.1_cds_WP_004427369.1_2056	30.516	213	568
WP_025180279.1	lcl|NZ_JQRD01000014.1_cds_WP_061232018.1_228	30.256	195	568
WP_025180279.1	lcl|NZ_JQRD01000043.1_cds_WP_061232157.1_556	33.117	154	568
WP_025180279.1	lcl|NZ_JQRD01000113.1_cds_WP_017214854.1_1477	28.108	185	568
WP_025180279.1	lcl|NZ_JQRD01000060.1_cds_WP_002147909.1_772	30.978	184	568
WP_025180279.1	lcl|NZ_JQRD01000326.1_cds_WP_002179138.1_3117	27.136	199	568
WP_025180279.1	lcl|NZ_JQRD01000205.1_cds_WP_061233111.1_2369	27.461	193	568
WP_025180279.1	lcl|NZ_JQRD01000060.1_cds_WP_061232237.1_792	28.718	195	568
WP_025180279.1	lcl|NZ_JQRD01000014.1_cds_WP_061232019.1_229	29.358	218	568
WP_025180279.1	lcl|NZ_JQRD01000343.1_cds_WP_061233466.1_3190	27.568	185	568
WP_025180279.1	lcl|NZ_JQRD01000343.1_cds_WP_061233466.1_3190	25.822	213	568
WP_025180279.1	lcl|NZ_JQRD01000210.1_cds_WP_004441674.1_2397	27.320	194	568
WP_025180279.1	lcl|NZ_JQRD01000210.1_cds_WP_004441674.1_2397	25.134	187	568
WP_025180279.1	lcl|NZ_JQRD01000136.1_cds_WP_002148954.1_1752	25.225	222	568
WP_025180279.1	lcl|NZ_JQRD01000385.1_cds_WP_002153389.1_3357	26.316	190	568
WP_025180279.1	lcl|NZ_JQRD01000385.1_cds_WP_002153389.1_3357	23.846	260	568
