WP_000340715.1	lcl|NZ_AHNV02000163.1_cds_WP_000340715.1_1974	100.000	86	106
WP_000410268.1	lcl|NZ_AHNV02000163.1_cds_WP_000410273.1_1975	99.677	310	318
WP_000410268.1	lcl|NZ_AHNV02000268.1_cds_WP_025178644.1_222	24.460	278	318
WP_000410268.1	lcl|NZ_AHNV02000163.1_cds_WP_000646251.1_1978	25.680	331	318
WP_000410268.1	lcl|NZ_AHNV02000204.1_cds_WP_000744700.1_1065	24.611	321	318
WP_000410268.1	lcl|NZ_AHNV02000114.1_cds_WP_000723086.1_2796	24.306	288	318
WP_000410268.1	lcl|NZ_AHNV02000268.1_cds_WP_000567886.1_220	23.348	227	318
WP_000020777.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS09535_4358	100.000	149	361
WP_000020777.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS09535_4358	100.000	46	361
WP_002076509.1	lcl|NZ_AHNV02000006.1_cds_WP_002076509.1_4357	99.552	223	223
WP_002076509.1	lcl|NZ_AHNV02000205.1_cds_WP_002106347.1_862	30.213	235	223
WP_002076509.1	lcl|NZ_AHNV02000158.1_cds_WP_001099026.1_2053	26.457	223	223
WP_002076509.1	lcl|NZ_AHNV02000140.1_cds_WP_002130084.1_2314	25.974	231	223
WP_002076509.1	lcl|NZ_AHNV02000103.1_cds_WP_000651740.1_2866	26.778	239	223
WP_002076509.1	lcl|NZ_AHNV02000181.1_cds_WP_000840860.1_1569	29.808	104	223
WP_002076509.1	lcl|NZ_AHNV02000081.1_cds_WP_002229825.1_3308	30.769	91	223
WP_002076509.1	lcl|NZ_AHNV02000114.1_cds_WP_001114273.1_2793	26.705	176	223
WP_002076509.1	lcl|NZ_AHNV02000113.1_cds_WP_000262844.1_2808	24.638	207	223
WP_001136119.1	lcl|NZ_AHNV02000006.1_cds_WP_001136119.1_4356	100.000	354	354
WP_001136119.1	lcl|NZ_AHNV02000163.1_cds_WP_001033784.1_2007	32.955	352	354
WP_001136119.1	lcl|NZ_AHNV02000178.1_cds_WP_001011677.1_1612	33.559	295	354
WP_001136119.1	lcl|NZ_AHNV02000252.1_cds_LEP1GSC109_RS28585_376	37.415	147	354
WP_001136119.1	lcl|NZ_AHNV02000252.1_cds_LEP1GSC109_RS28585_376	42.188	64	354
WP_001136119.1	lcl|NZ_AHNV02000163.1_cds_WP_002068380.1_2001	28.435	313	354
WP_001136119.1	lcl|NZ_AHNV02000006.1_cds_WP_001136119.1_4356	100.000	354	354
WP_001136119.1	lcl|NZ_AHNV02000163.1_cds_WP_001033784.1_2007	32.955	352	354
WP_001136119.1	lcl|NZ_AHNV02000178.1_cds_WP_001011677.1_1612	33.559	295	354
WP_001136119.1	lcl|NZ_AHNV02000252.1_cds_LEP1GSC109_RS28585_376	37.415	147	354
WP_001136119.1	lcl|NZ_AHNV02000252.1_cds_LEP1GSC109_RS28585_376	42.188	64	354
WP_001136119.1	lcl|NZ_AHNV02000163.1_cds_WP_002068380.1_2001	28.435	313	354
WP_000535865.1	lcl|NZ_AHNV02000006.1_cds_WP_000535865.1_4355	100.000	234	234
WP_000535865.1	lcl|NZ_AHNV02000244.1_cds_WP_002130955.1_470	43.373	166	234
WP_000535865.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	41.600	125	234
WP_000535865.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	30.303	66	234
WP_000535865.1	lcl|NZ_AHNV02000156.1_cds_WP_001014595.1_2086	28.365	208	234
WP_000535865.1	lcl|NZ_AHNV02000163.1_cds_WP_000440092.1_2002	23.043	230	234
WP_000535865.1	lcl|NZ_AHNV02000091.1_cds_WP_002129526.1_3032	33.333	111	234
WP_000535865.1	lcl|NZ_AHNV02000105.1_cds_WP_000848236.1_2857	29.365	126	234
WP_000535865.1	lcl|NZ_AHNV02000176.1_cds_LEP1GSC109_RS22550_1629	29.825	57	234
WP_002183331.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS09515_4354	92.982	114	204
WP_002183331.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS09515_4354	86.777	121	204
WP_001117631.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS09505_4352	89.306	346	387
WP_001117631.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS09505_4352	100.000	93	387
WP_001117631.1	lcl|NZ_AHNV02000163.1_cds_WP_000604962.1_1993	39.431	246	387
WP_001117631.1	lcl|NZ_AHNV02000051.1_cds_WP_002099944.1_3762	29.752	363	387
WP_001117631.1	lcl|NZ_AHNV02000006.1_cds_WP_000041235.1_4349	34.711	242	387
WP_001117631.1	lcl|NZ_AHNV02000128.1_cds_WP_001281953.1_2488	31.989	372	387
WP_001117631.1	lcl|NZ_AHNV02000163.1_cds_WP_000608295.1_1983	28.448	348	387
WP_001117631.1	lcl|NZ_AHNV02000163.1_cds_WP_000172660.1_1999	34.000	250	387
WP_001117631.1	lcl|NZ_AHNV02000163.1_cds_WP_001198107.1_1982	37.864	206	387
WP_001117631.1	lcl|NZ_AHNV02000205.1_cds_WP_000575178.1_864	29.329	283	387
WP_001117631.1	lcl|NZ_AHNV02000147.1_cds_WP_000538757.1_2248	26.480	321	387
WP_001117631.1	lcl|NZ_AHNV02000150.1_cds_WP_001982414.1_2193	24.251	367	387
WP_000697351.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS35895_4351	99.405	336	583
WP_000697351.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS35895_4351	98.062	258	583
WP_000697351.1	lcl|NZ_AHNV02000006.1_cds_WP_000697358.1_4353	29.126	618	583
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	94.848	330	572
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	100.000	144	572
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	92.523	107	572
WP_029781911.1	lcl|NZ_AHNV02000244.1_cds_WP_002130955.1_470	35.918	245	572
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_WP_000535865.1_4355	35.426	223	572
WP_029781911.1	lcl|NZ_AHNV02000163.1_cds_WP_000440092.1_2002	27.941	204	572
WP_029781911.1	lcl|NZ_AHNV02000062.1_cds_WP_000613386.1_3436	21.538	130	572
WP_029781911.1	lcl|NZ_AHNV02000176.1_cds_LEP1GSC109_RS22550_1629	36.842	57	572
WP_029781911.1	lcl|NZ_AHNV02000176.1_cds_LEP1GSC109_RS22550_1629	32.653	49	572
WP_029781911.1	lcl|NZ_AHNV02000091.1_cds_WP_002129526.1_3032	34.188	117	572
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_WP_002128685.1_4344	22.026	227	572
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	94.848	330	572
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	100.000	144	572
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	92.523	107	572
WP_029781911.1	lcl|NZ_AHNV02000244.1_cds_WP_002130955.1_470	35.918	245	572
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_WP_000535865.1_4355	35.426	223	572
WP_029781911.1	lcl|NZ_AHNV02000163.1_cds_WP_000440092.1_2002	27.941	204	572
WP_029781911.1	lcl|NZ_AHNV02000062.1_cds_WP_000613386.1_3436	21.538	130	572
WP_029781911.1	lcl|NZ_AHNV02000176.1_cds_LEP1GSC109_RS22550_1629	36.842	57	572
WP_029781911.1	lcl|NZ_AHNV02000176.1_cds_LEP1GSC109_RS22550_1629	32.653	49	572
WP_029781911.1	lcl|NZ_AHNV02000091.1_cds_WP_002129526.1_3032	34.188	117	572
WP_029781911.1	lcl|NZ_AHNV02000006.1_cds_WP_002128685.1_4344	22.026	227	572
WP_000041234.1	lcl|NZ_AHNV02000006.1_cds_WP_000041235.1_4349	95.204	417	417
WP_000041234.1	lcl|NZ_AHNV02000163.1_cds_WP_001198107.1_1982	34.161	322	417
WP_000041234.1	lcl|NZ_AHNV02000051.1_cds_WP_002099944.1_3762	31.186	388	417
WP_000041234.1	lcl|NZ_AHNV02000163.1_cds_WP_000608295.1_1983	33.677	291	417
WP_000041234.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS09505_4352	34.440	241	417
WP_000041234.1	lcl|NZ_AHNV02000163.1_cds_WP_000604962.1_1993	39.252	214	417
WP_000041234.1	lcl|NZ_AHNV02000205.1_cds_WP_000575178.1_864	32.573	307	417
WP_000041234.1	lcl|NZ_AHNV02000128.1_cds_WP_001281953.1_2488	28.354	328	417
WP_000041234.1	lcl|NZ_AHNV02000163.1_cds_WP_000172660.1_1999	30.769	325	417
WP_000041234.1	lcl|NZ_AHNV02000147.1_cds_WP_000538757.1_2248	25.907	386	417
WP_000041234.1	lcl|NZ_AHNV02000150.1_cds_WP_001982414.1_2193	24.206	252	417
WP_002108488.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS09485_4348	87.594	266	345
WP_002108488.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS09485_4348	96.341	82	345
WP_002108487.1	lcl|NZ_AHNV02000006.1_cds_WP_000446477.1_4347	95.604	182	182
WP_002108490.1	lcl|NZ_AHNV02000006.1_cds_WP_000697358.1_4353	39.601	601	588
WP_002108490.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS35895_4351	34.125	337	588
WP_002108490.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS35895_4351	27.778	252	588
WP_002108506.1	lcl|NZ_AHNV02000264.1_cds_WP_002100002.1_269	39.151	212	216
WP_002108506.1	lcl|NZ_AHNV02000123.1_cds_WP_000012765.1_2583	35.385	130	216
WP_002108506.1	lcl|NZ_AHNV02000188.1_cds_WP_000230181.1_1421	30.061	163	216
WP_002108506.1	lcl|NZ_AHNV02000044.1_cds_WP_002106484.1_3905	24.762	105	216
WP_002108506.1	lcl|NZ_AHNV02000247.1_cds_WP_000602007.1_444	26.712	146	216
WP_025180281.1	lcl|NZ_AHNV02000264.1_cds_LEP1GSC109_RS29090_267	88.448	277	481
WP_025180281.1	lcl|NZ_AHNV02000264.1_cds_LEP1GSC109_RS29090_267	95.000	20	481
WP_025180280.1	lcl|NZ_AHNV02000176.1_cds_LEP1GSC109_RS22550_1629	86.301	73	242
WP_025180280.1	lcl|NZ_AHNV02000176.1_cds_LEP1GSC109_RS22550_1629	98.039	51	242
WP_025180280.1	lcl|NZ_AHNV02000006.1_cds_WP_000535865.1_4355	37.559	213	242
WP_025180280.1	lcl|NZ_AHNV02000244.1_cds_WP_002130955.1_470	31.967	244	242
WP_025180280.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	40.506	158	242
WP_025180280.1	lcl|NZ_AHNV02000006.1_cds_LEP1GSC109_RS34015_4350	34.783	92	242
WP_025180280.1	lcl|NZ_AHNV02000156.1_cds_WP_001014595.1_2086	29.268	246	242
WP_025180280.1	lcl|NZ_AHNV02000105.1_cds_WP_000848236.1_2857	31.092	119	242
WP_002108510.1	lcl|NZ_AHNV02000176.1_cds_LEP1GSC109_RS34430_1630	85.714	175	452
WP_002108510.1	lcl|NZ_AHNV02000176.1_cds_LEP1GSC109_RS34430_1630	90.244	164	452
WP_002108525.1	lcl|NZ_AHNV02000252.1_cds_WP_002130975.1_378	98.701	77	255
WP_002108525.1	lcl|NZ_AHNV02000204.1_cds_WP_000998676.1_1091	31.660	259	255
WP_002108525.1	lcl|NZ_AHNV02000251.1_cds_WP_000412930.1_389	28.846	260	255
WP_002108525.1	lcl|NZ_AHNV02000188.1_cds_WP_000566240.1_1440	27.843	255	255
WP_002108525.1	lcl|NZ_AHNV02000200.1_cds_WP_000043153.1_1161	26.336	262	255
WP_002108525.1	lcl|NZ_AHNV02000169.1_cds_WP_000351753.1_1701	24.907	269	255
WP_002108525.1	lcl|NZ_AHNV02000254.1_cds_WP_000653653.1_341	26.054	261	255
WP_002108525.1	lcl|NZ_AHNV02000188.1_cds_WP_002080077.1_1412	27.490	251	255
WP_002108525.1	lcl|NZ_AHNV02000251.1_cds_WP_000750440.1_393	24.016	254	255
WP_002108525.1	lcl|NZ_AHNV02000204.1_cds_WP_002130803.1_915	26.230	183	255
WP_002108525.1	lcl|NZ_AHNV02000114.1_cds_WP_000723086.1_2796	29.851	201	255
WP_002108525.1	lcl|NZ_AHNV02000224.1_cds_WP_002067215.1_603	26.289	194	255
WP_002108525.1	lcl|NZ_AHNV02000008.1_cds_WP_001074690.1_4314	25.389	193	255
WP_002108525.1	lcl|NZ_AHNV02000224.1_cds_WP_001069861.1_597	26.220	164	255
WP_002108525.1	lcl|NZ_AHNV02000204.1_cds_WP_000744700.1_1065	34.722	72	255
WP_002108525.1	lcl|NZ_AHNV02000122.1_cds_WP_000093664.1_2614	23.500	200	255
WP_002108502.1	lcl|NZ_AHNV02000252.1_cds_WP_000510562.1_377	98.408	314	314
WP_002108502.1	lcl|NZ_AHNV02000183.1_cds_WP_002185292.1_1513	29.091	330	314
WP_002108526.1	lcl|NZ_AHNV02000252.1_cds_LEP1GSC109_RS28585_376	92.195	205	282
WP_002108526.1	lcl|NZ_AHNV02000252.1_cds_LEP1GSC109_RS28585_376	86.458	96	282
WP_002108526.1	lcl|NZ_AHNV02000178.1_cds_WP_001011677.1_1612	38.676	287	282
WP_002108526.1	lcl|NZ_AHNV02000163.1_cds_WP_001033784.1_2007	35.354	297	282
WP_002108526.1	lcl|NZ_AHNV02000006.1_cds_WP_001136119.1_4356	33.448	290	282
WP_002108526.1	lcl|NZ_AHNV02000163.1_cds_WP_002068380.1_2001	27.574	272	282
WP_002099940.1	lcl|NZ_AHNV02000252.1_cds_LEP1GSC109_RS28580_375	100.000	105	321
WP_002099940.1	lcl|NZ_AHNV02000051.1_cds_LEP1GSC109_RS0205775_3764	100.000	80	321
WP_000580577.1	lcl|NZ_AHNV02000051.1_cds_WP_000580577.1_3763	100.000	227	227
WP_002078520.1	lcl|NZ_AHNV02000051.1_cds_WP_002099944.1_3762	98.504	401	401
WP_002078520.1	lcl|NZ_AHNV02000128.1_cds_WP_001281953.1_2488	37.905	401	401
