WP_000340715.1	lcl|NZ_AHQE01000181.1_cds_WP_000340713.1_1220	95.349	86	106
WP_000410268.1	lcl|NZ_AHQE01000181.1_cds_WP_000412665.1_1221	95.161	310	318
WP_000410268.1	lcl|NZ_AHQE01000181.1_cds_WP_000699347.1_1225	24.422	303	318
WP_000410268.1	lcl|NZ_AHQE01000171.1_cds_WP_000744700.1_1476	24.611	321	318
WP_000410268.1	lcl|NZ_AHQE01000064.1_cds_WP_000723094.1_3175	24.653	288	318
WP_000410268.1	lcl|NZ_AHQE01000181.1_cds_WP_000723077.1_1234	21.014	276	318
WP_002076509.1	lcl|NZ_AHQE01000064.1_cds_WP_000282884.1_3171	30.213	235	223
WP_002076509.1	lcl|NZ_AHQE01000181.1_cds_WP_001005151.1_1271	28.205	195	223
WP_002076509.1	lcl|NZ_AHQE01000077.1_cds_WP_001099033.1_2874	26.009	223	223
WP_002076509.1	lcl|NZ_AHQE01000181.1_cds_WP_000808025.1_1227	35.398	113	223
WP_002076509.1	lcl|NZ_AHQE01000055.1_cds_WP_000840860.1_3544	29.808	104	223
WP_002076509.1	lcl|NZ_AHQE01000181.1_cds_WP_000703222.1_1264	29.348	92	223
WP_002076509.1	lcl|NZ_AHQE01000193.1_cds_WP_000868621.1_1037	29.670	91	223
WP_002076509.1	lcl|NZ_AHQE01000064.1_cds_WP_001114270.1_3178	26.705	176	223
WP_002076509.1	lcl|NZ_AHQE01000201.1_cds_WP_000262844.1_941	24.638	207	223
WP_001136119.1	lcl|NZ_AHQE01000181.1_cds_WP_000853941.1_1237	38.209	335	354
WP_001136119.1	lcl|NZ_AHQE01000181.1_cds_WP_000275581.1_1226	30.395	329	354
WP_001136119.1	lcl|NZ_AHQE01000096.1_cds_WP_001011675.1_2541	33.898	295	354
WP_001136119.1	lcl|NZ_AHQE01000181.1_cds_WP_000155110.1_1255	32.508	323	354
WP_001136119.1	lcl|NZ_AHQE01000181.1_cds_WP_000853941.1_1237	38.209	335	354
WP_001136119.1	lcl|NZ_AHQE01000181.1_cds_WP_000275581.1_1226	30.395	329	354
WP_001136119.1	lcl|NZ_AHQE01000096.1_cds_WP_001011675.1_2541	33.898	295	354
WP_001136119.1	lcl|NZ_AHQE01000181.1_cds_WP_000155110.1_1255	32.508	323	354
WP_000535865.1	lcl|NZ_AHQE01000181.1_cds_WP_000721297.1_1251	37.788	217	234
WP_000535865.1	lcl|NZ_AHQE01000020.1_cds_WP_001014590.1_3732	28.365	208	234
WP_000535865.1	lcl|NZ_AHQE01000158.1_cds_WP_000721859.1_1762	33.333	111	234
WP_001117631.1	lcl|NZ_AHQE01000181.1_cds_WP_001154829.1_1248	31.092	357	387
WP_001117631.1	lcl|NZ_AHQE01000192.1_cds_WP_001281957.1_1043	31.720	372	387
WP_001117631.1	lcl|NZ_AHQE01000181.1_cds_WP_001054317.1_1235	35.628	247	387
WP_001117631.1	lcl|NZ_AHQE01000181.1_cds_WP_000738262.1_1249	32.819	259	387
WP_001117631.1	lcl|NZ_AHQE01000064.1_cds_WP_000575187.1_3169	30.742	283	387
WP_001117631.1	lcl|NZ_AHQE01000153.1_cds_WP_000538758.1_1836	26.480	321	387
WP_001117631.1	lcl|NZ_AHQE01000226.1_cds_WP_001982414.1_725	24.251	367	387
WP_029781911.1	lcl|NZ_AHQE01000181.1_cds_WP_000721297.1_1251	37.083	240	572
WP_029781911.1	lcl|NZ_AHQE01000099.1_cds_WP_000613386.1_2454	21.538	130	572
WP_029781911.1	lcl|NZ_AHQE01000158.1_cds_WP_000721859.1_1762	34.188	117	572
WP_029781911.1	lcl|NZ_AHQE01000181.1_cds_WP_000721297.1_1251	37.083	240	572
WP_029781911.1	lcl|NZ_AHQE01000099.1_cds_WP_000613386.1_2454	21.538	130	572
WP_029781911.1	lcl|NZ_AHQE01000158.1_cds_WP_000721859.1_1762	34.188	117	572
