WP_000340715.1	lcl|NZ_AFKC01000104.1_cds_WP_000340715.1_1707	100.000	86	106
WP_000410268.1	lcl|NZ_AFKC01000104.1_cds_WP_000410273.1_1706	99.677	310	318
WP_000410268.1	lcl|NZ_AFKC01000104.1_cds_WP_000093099.1_1686	46.988	83	318
WP_000410268.1	lcl|NZ_AFKC01000104.1_cds_WP_000646250.1_1703	25.680	331	318
WP_000410268.1	lcl|NZ_AFKC01000121.1_cds_WP_000744700.1_1275	24.611	321	318
WP_000410268.1	lcl|NZ_AFKC01000104.1_cds_WP_000723090.1_1624	24.306	288	318
WP_000410268.1	lcl|NZ_AFKC01000104.1_cds_WP_000600889.1_1677	23.636	275	318
WP_000020777.1	lcl|NZ_AFKC01000104.1_cds_WP_000202830.1_1667	42.493	353	361
WP_002076509.1	lcl|NZ_AFKC01000104.1_cds_WP_000282880.1_1628	30.638	235	223
WP_002076509.1	lcl|NZ_AFKC01000017.1_cds_WP_001099029.1_3433	26.906	223	223
WP_002076509.1	lcl|NZ_AFKC01000104.1_cds_WP_001068986.1_1649	30.435	92	223
WP_002076509.1	lcl|NZ_AFKC01000101.1_cds_WP_000840858.1_1736	29.808	104	223
WP_002076509.1	lcl|NZ_AFKC01000057.1_cds_WP_000868621.1_2390	29.670	91	223
WP_002076509.1	lcl|NZ_AFKC01000180.1_cds_WP_000262844.1_330	24.638	207	223
WP_002076509.1	lcl|NZ_AFKC01000203.1_cds_WP_001114267.1_239	26.705	176	223
WP_001136119.1	lcl|NZ_AFKC01000104.1_cds_WP_001230564.1_1674	36.578	339	354
WP_001136119.1	lcl|NZ_AFKC01000104.1_cds_WP_000582618.1_1670	34.356	326	354
WP_001136119.1	lcl|NZ_AFKC01000149.1_cds_WP_001011675.1_729	33.898	295	354
WP_001136119.1	lcl|NZ_AFKC01000104.1_cds_WP_001230564.1_1674	36.578	339	354
WP_001136119.1	lcl|NZ_AFKC01000104.1_cds_WP_000582618.1_1670	34.356	326	354
WP_001136119.1	lcl|NZ_AFKC01000149.1_cds_WP_001011675.1_729	33.898	295	354
WP_000535865.1	lcl|NZ_AFKC01000157.1_cds_WP_001014594.1_578	28.365	208	234
WP_000535865.1	lcl|NZ_AFKC01000027.1_cds_WP_000721859.1_3049	33.333	111	234
WP_000535865.1	lcl|NZ_AFKC01000104.1_cds_WP_000848239.1_1659	28.571	126	234
WP_001117631.1	lcl|NZ_AFKC01000104.1_cds_WP_000582222.1_1688	38.211	246	387
WP_001117631.1	lcl|NZ_AFKC01000119.1_cds_WP_001281953.1_1319	31.989	372	387
WP_001117631.1	lcl|NZ_AFKC01000104.1_cds_WP_000608295.1_1698	28.448	348	387
WP_001117631.1	lcl|NZ_AFKC01000104.1_cds_WP_000947844.1_1676	32.700	263	387
WP_001117631.1	lcl|NZ_AFKC01000104.1_cds_WP_001198107.1_1699	37.864	206	387
WP_001117631.1	lcl|NZ_AFKC01000104.1_cds_WP_000575178.1_1630	29.329	283	387
WP_001117631.1	lcl|NZ_AFKC01000104.1_cds_WP_000346036.1_1669	27.701	361	387
WP_001117631.1	lcl|NZ_AFKC01000169.1_cds_WP_000538752.1_389	26.480	321	387
WP_001117631.1	lcl|NZ_AFKC01000021.1_cds_WP_001982414.1_3197	24.251	367	387
WP_000697351.1	lcl|NZ_AFKC01000104.1_cds_WP_000698820.1_1664	27.636	626	583
WP_029781911.1	lcl|NZ_AFKC01000033.1_cds_WP_000613386.1_2811	21.538	130	572
WP_029781911.1	lcl|NZ_AFKC01000027.1_cds_WP_000721859.1_3049	34.188	117	572
WP_029781911.1	lcl|NZ_AFKC01000033.1_cds_WP_000613386.1_2811	21.538	130	572
WP_029781911.1	lcl|NZ_AFKC01000027.1_cds_WP_000721859.1_3049	34.188	117	572
WP_000041234.1	lcl|NZ_AFKC01000104.1_cds_WP_001198107.1_1699	34.161	322	417
WP_000041234.1	lcl|NZ_AFKC01000104.1_cds_WP_000608295.1_1698	33.677	291	417
WP_000041234.1	lcl|NZ_AFKC01000104.1_cds_WP_000575178.1_1630	32.573	307	417
WP_000041234.1	lcl|NZ_AFKC01000119.1_cds_WP_001281953.1_1319	28.354	328	417
WP_000041234.1	lcl|NZ_AFKC01000104.1_cds_WP_000346036.1_1669	29.367	395	417
WP_000041234.1	lcl|NZ_AFKC01000104.1_cds_WP_000582222.1_1688	37.383	214	417
WP_000041234.1	lcl|NZ_AFKC01000104.1_cds_WP_000947844.1_1676	26.866	268	417
WP_000041234.1	lcl|NZ_AFKC01000169.1_cds_WP_000538752.1_389	25.781	384	417
WP_000041234.1	lcl|NZ_AFKC01000021.1_cds_WP_001982414.1_3197	24.206	252	417
WP_002108490.1	lcl|NZ_AFKC01000104.1_cds_WP_000698820.1_1664	43.987	607	588
WP_002108506.1	lcl|NZ_AFKC01000070.1_cds_WP_000012765.1_2167	35.385	130	216
WP_002108506.1	lcl|NZ_AFKC01000122.1_cds_WP_000230180.1_1234	30.061	163	216
WP_002108506.1	lcl|NZ_AFKC01000115.1_cds_WP_000914158.1_1425	25.714	105	216
WP_002108506.1	lcl|NZ_AFKC01000027.1_cds_WP_000602007.1_3024	26.712	146	216
WP_025180280.1	lcl|NZ_AFKC01000157.1_cds_WP_001014594.1_578	29.268	246	242
WP_025180280.1	lcl|NZ_AFKC01000104.1_cds_WP_000848239.1_1659	30.252	119	242
WP_002108525.1	lcl|NZ_AFKC01000158.1_cds_WP_000998676.1_557	31.660	259	255
WP_002108525.1	lcl|NZ_AFKC01000122.1_cds_WP_000566240.1_1215	27.843	255	255
WP_002108525.1	lcl|NZ_AFKC01000125.1_cds_WP_000043153.1_1141	26.336	262	255
WP_002108525.1	lcl|NZ_AFKC01000122.1_cds_WP_001968389.1_1243	26.693	251	255
WP_002108525.1	lcl|NZ_AFKC01000108.1_cds_WP_000351752.1_1575	24.907	269	255
WP_002108525.1	lcl|NZ_AFKC01000031.1_cds_WP_000653653.1_2868	26.054	261	255
WP_002108525.1	lcl|NZ_AFKC01000163.1_cds_WP_000646914.1_498	26.230	183	255
WP_002108525.1	lcl|NZ_AFKC01000104.1_cds_WP_000723090.1_1624	29.851	201	255
WP_002108525.1	lcl|NZ_AFKC01000168.1_cds_WP_000800040.1_411	26.289	194	255
WP_002108525.1	lcl|NZ_AFKC01000153.1_cds_WP_001074690.1_638	25.389	193	255
WP_002108525.1	lcl|NZ_AFKC01000168.1_cds_WP_001069860.1_405	26.220	164	255
WP_002108525.1	lcl|NZ_AFKC01000121.1_cds_WP_000744700.1_1275	34.722	72	255
WP_002108502.1	lcl|NZ_AFKC01000231.1_cds_WP_002185292.1_39	29.091	330	314
WP_002108526.1	lcl|NZ_AFKC01000104.1_cds_WP_001230564.1_1674	36.957	276	282
WP_002108526.1	lcl|NZ_AFKC01000149.1_cds_WP_001011675.1_729	39.024	287	282
WP_002108526.1	lcl|NZ_AFKC01000104.1_cds_WP_000582618.1_1670	33.824	272	282
WP_002078520.1	lcl|NZ_AFKC01000119.1_cds_WP_001281953.1_1319	37.905	401	401
WP_002078520.1	lcl|NZ_AFKC01000104.1_cds_WP_000582222.1_1688	33.333	375	401
WP_002078520.1	lcl|NZ_AFKC01000104.1_cds_WP_000608295.1_1698	31.452	372	401
WP_002078520.1	lcl|NZ_AFKC01000104.1_cds_WP_000575178.1_1630	28.142	366	401
WP_002078520.1	lcl|NZ_AFKC01000104.1_cds_WP_001198107.1_1699	30.579	363	401
WP_002078520.1	lcl|NZ_AFKC01000104.1_cds_WP_000947844.1_1676	27.321	377	401
WP_002078520.1	lcl|NZ_AFKC01000104.1_cds_WP_000346036.1_1669	27.034	381	401
WP_002078520.1	lcl|NZ_AFKC01000021.1_cds_WP_001982414.1_3197	25.521	384	401
WP_002078520.1	lcl|NZ_AFKC01000169.1_cds_WP_000538752.1_389	26.509	381	401
WP_025180279.1	lcl|NZ_AFKC01000138.1_cds_WP_000172202.1_878	30.163	368	568
WP_025180279.1	lcl|NZ_AFKC01000104.1_cds_WP_000834715.1_1683	28.500	400	568
WP_025180279.1	lcl|NZ_AFKC01000109.1_cds_WP_000667646.1_1545	32.381	210	568
WP_025180279.1	lcl|NZ_AFKC01000001.1_cds_WP_000828455.1_3692	31.858	226	568
WP_025180279.1	lcl|NZ_AFKC01000138.1_cds_WP_000942282.1_864	33.663	202	568
WP_025180279.1	lcl|NZ_AFKC01000014.1_cds_WP_000666552.1_3487	30.811	185	568
WP_025180279.1	lcl|NZ_AFKC01000097.1_cds_WP_001161019.1_1860	31.088	193	568
