WP_000340715.1	lcl|NZ_JADDUU010000005.1_cds_WP_002725873.1_2823	91.860	86	106
WP_000410268.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733579.1_2822	93.548	310	318
WP_000410268.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733534.1_2819	27.143	280	318
WP_000410268.1	lcl|NZ_JADDUU010000018.1_cds_WP_002722638.1_679	22.671	322	318
WP_000410268.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740024.1_2728	25.000	288	318
WP_000410268.1	lcl|NZ_JADDUU010000006.1_cds_IQA83_RS04190_3080	26.141	241	318
WP_000410268.1	lcl|NZ_JADDUU010000013.1_cds_WP_002743770.1_303	22.353	170	318
WP_000410268.1	lcl|NZ_JADDUU010000005.1_cds_WP_016749081.1_2790	24.342	152	318
WP_002076509.1	lcl|NZ_JADDUU010000032.1_cds_WP_032856387.1_1729	26.222	225	223
WP_002076509.1	lcl|NZ_JADDUU010000005.1_cds_WP_002742128.1_2732	30.579	121	223
WP_002076509.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733661.1_2752	33.696	92	223
WP_002076509.1	lcl|NZ_JADDUU010000019.1_cds_WP_002731944.1_723	30.769	104	223
WP_002076509.1	lcl|NZ_JADDUU010000009.1_cds_WP_002726501.1_3365	29.787	94	223
WP_002076509.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733618.1_2725	25.568	176	223
WP_001136119.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740722.1_2779	36.607	336	354
WP_001136119.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740726.1_2775	33.728	338	354
WP_001136119.1	lcl|NZ_JADDUU010000014.1_cds_WP_002730849.1_406	34.375	288	354
WP_001136119.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740722.1_2779	36.607	336	354
WP_001136119.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740726.1_2775	33.728	338	354
WP_001136119.1	lcl|NZ_JADDUU010000014.1_cds_WP_002730849.1_406	34.375	288	354
WP_000535865.1	lcl|NZ_JADDUU010000023.1_cds_WP_002738760.1_1143	30.952	210	234
WP_000535865.1	lcl|NZ_JADDUU010000020.1_cds_WP_002723863.1_953	29.091	110	234
WP_002183331.1	lcl|NZ_JADDUU010000011.1_cds_WP_002734213.1_125	26.776	183	204
WP_001117631.1	lcl|NZ_JADDUU010000025.1_cds_WP_002728994.1_1229	30.914	372	387
WP_001117631.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740861.1_2814	33.475	236	387
WP_001117631.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740826.1_2815	37.379	206	387
WP_001117631.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740294.1_2734	32.155	283	387
WP_001117631.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733737.1_2794	31.507	219	387
WP_001117631.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733599.1_2781	32.319	263	387
WP_001117631.1	lcl|NZ_JADDUU010000006.1_cds_WP_002738884.1_3031	27.554	323	387
WP_001117631.1	lcl|NZ_JADDUU010000007.1_cds_WP_002724641.1_3144	25.137	366	387
WP_000697351.1	lcl|NZ_JADDUU010000075.1_cds_WP_004278354.1_3119	40.902	599	583
WP_029781911.1	lcl|NZ_JADDUU010000046.1_cds_WP_002740796.1_2293	22.047	127	572
WP_029781911.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740235.1_2765	19.907	216	572
WP_029781911.1	lcl|NZ_JADDUU010000046.1_cds_WP_002740796.1_2293	22.047	127	572
WP_029781911.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740235.1_2765	19.907	216	572
WP_000041234.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740826.1_2815	33.876	307	417
WP_000041234.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740861.1_2814	32.143	336	417
WP_000041234.1	lcl|NZ_JADDUU010000025.1_cds_WP_002728994.1_1229	27.794	349	417
WP_000041234.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740294.1_2734	31.802	283	417
WP_000041234.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733737.1_2794	32.197	264	417
WP_000041234.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733599.1_2781	29.461	241	417
WP_000041234.1	lcl|NZ_JADDUU010000006.1_cds_WP_002738884.1_3031	28.514	249	417
WP_000041234.1	lcl|NZ_JADDUU010000007.1_cds_WP_002724641.1_3144	25.000	252	417
WP_002108490.1	lcl|NZ_JADDUU010000075.1_cds_WP_004278354.1_3119	30.063	632	588
WP_002108506.1	lcl|NZ_JADDUU010000022.1_cds_WP_002731433.1_1079	28.070	171	216
WP_002108506.1	lcl|NZ_JADDUU010000051.1_cds_WP_002722230.1_2554	28.729	181	216
WP_002108506.1	lcl|NZ_JADDUU010000010.1_cds_WP_002740244.1_28	25.143	175	216
WP_002108506.1	lcl|NZ_JADDUU010000006.1_cds_WP_002726632.1_3047	31.783	129	216
