WP_000340715.1	lcl|NZ_AHMV02000028.1_cds_WP_004753574.1_854	94.186	86	106
WP_000410268.1	lcl|NZ_AHMV02000028.1_cds_WP_004761722.1_855	96.452	310	318
WP_000410268.1	lcl|NZ_AHMV02000028.1_cds_WP_004755430.1_858	26.061	330	318
WP_000410268.1	lcl|NZ_AHMV02000022.1_cds_WP_004753565.1_1594	24.611	321	318
WP_000410268.1	lcl|NZ_AHMV02000028.1_cds_WP_004755262.1_927	24.306	288	318
WP_000410268.1	lcl|NZ_AHMV02000027.1_cds_WP_004751543.1_1122	24.359	234	318
WP_002076509.1	lcl|NZ_AHMV02000028.1_cds_WP_004761677.1_923	27.155	232	223
WP_002076509.1	lcl|NZ_AHMV02000028.1_cds_WP_004753696.1_601	25.571	219	223
WP_002076509.1	lcl|NZ_AHMV02000030.1_cds_WP_004750398.1_312	30.769	104	223
WP_002076509.1	lcl|NZ_AHMV02000027.1_cds_WP_004751232.1_1017	30.769	91	223
WP_002076509.1	lcl|NZ_AHMV02000028.1_cds_WP_004761491.1_922	27.273	110	223
WP_002076509.1	lcl|NZ_AHMV02000016.1_cds_WP_004754319.1_2227	24.155	207	223
WP_001136119.1	lcl|NZ_AHMV02000028.1_cds_WP_004754396.1_888	33.048	351	354
WP_001136119.1	lcl|NZ_AHMV02000030.1_cds_WP_004752171.1_425	34.276	283	354
WP_001136119.1	lcl|NZ_AHMV02000028.1_cds_WP_004755121.1_882	28.939	311	354
WP_001136119.1	lcl|NZ_AHMV02000028.1_cds_WP_004754396.1_888	33.048	351	354
WP_001136119.1	lcl|NZ_AHMV02000030.1_cds_WP_004752171.1_425	34.276	283	354
WP_001136119.1	lcl|NZ_AHMV02000028.1_cds_WP_004755121.1_882	28.939	311	354
WP_000535865.1	lcl|NZ_AHMV02000031.1_cds_WP_004752290.1_104	42.771	166	234
WP_000535865.1	lcl|NZ_AHMV02000004.1_cds_WP_004755325.1_3031	29.327	208	234
WP_000535865.1	lcl|NZ_AHMV02000028.1_cds_WP_000440092.1_883	23.043	230	234
WP_000535865.1	lcl|NZ_AHMV02000011.1_cds_WP_004753115.1_2614	32.432	111	234
WP_001117631.1	lcl|NZ_AHMV02000005.1_cds_WP_004754030.1_2858	32.432	370	387
WP_001117631.1	lcl|NZ_AHMV02000028.1_cds_WP_004753525.1_863	33.475	236	387
WP_001117631.1	lcl|NZ_AHMV02000028.1_cds_WP_004754985.1_880	32.700	263	387
WP_001117631.1	lcl|NZ_AHMV02000028.1_cds_WP_004754883.1_862	37.379	206	387
WP_001117631.1	lcl|NZ_AHMV02000028.1_cds_WP_004753906.1_921	30.035	283	387
WP_001117631.1	lcl|NZ_AHMV02000011.1_cds_WP_004759165.1_2631	27.103	321	387
