WP_000340715.1	lcl|NZ_LLJK01000020.1_cds_WP_004753574.1_1951	94.186	86	106
WP_000410268.1	lcl|NZ_LLJK01000020.1_cds_WP_016751141.1_1952	96.452	310	318
WP_000410268.1	lcl|NZ_LLJK01000020.1_cds_WP_004755430.1_1955	26.061	330	318
WP_000410268.1	lcl|NZ_LLJK01000009.1_cds_WP_004753565.1_682	24.611	321	318
WP_000410268.1	lcl|NZ_LLJK01000015.1_cds_WP_016750836.1_1051	24.306	288	318
WP_000410268.1	lcl|NZ_LLJK01000043.1_cds_WP_016561072.1_3449	24.359	234	318
WP_002076509.1	lcl|NZ_LLJK01000015.1_cds_WP_004758364.1_1047	27.984	243	223
WP_002076509.1	lcl|NZ_LLJK01000019.1_cds_WP_016751800.1_1754	25.571	219	223
WP_002076509.1	lcl|NZ_LLJK01000012.1_cds_WP_004750398.1_955	30.769	104	223
WP_002076509.1	lcl|NZ_LLJK01000043.1_cds_WP_004751232.1_3559	30.769	91	223
WP_002076509.1	lcl|NZ_LLJK01000015.1_cds_WP_004781756.1_1046	27.273	110	223
WP_002076509.1	lcl|NZ_LLJK01000033.1_cds_WP_004754319.1_2843	24.155	207	223
WP_001136119.1	lcl|NZ_LLJK01000021.1_cds_WP_004758275.1_1994	33.048	351	354
WP_001136119.1	lcl|NZ_LLJK01000028.1_cds_WP_004763485.1_2415	34.276	283	354
WP_001136119.1	lcl|NZ_LLJK01000021.1_cds_WP_004755121.1_1988	28.939	311	354
WP_001136119.1	lcl|NZ_LLJK01000021.1_cds_WP_004758275.1_1994	33.048	351	354
WP_001136119.1	lcl|NZ_LLJK01000028.1_cds_WP_004763485.1_2415	34.276	283	354
WP_001136119.1	lcl|NZ_LLJK01000021.1_cds_WP_004755121.1_1988	28.939	311	354
WP_000535865.1	lcl|NZ_LLJK01000040.1_cds_WP_004752290.1_3064	42.771	166	234
WP_000535865.1	lcl|NZ_LLJK01000032.1_cds_WP_016750811.1_2780	29.327	208	234
WP_000535865.1	lcl|NZ_LLJK01000021.1_cds_WP_000440092.1_1989	23.043	230	234
WP_000535865.1	lcl|NZ_LLJK01000017.1_cds_WP_004753115.1_1352	32.432	111	234
WP_001117631.1	lcl|NZ_LLJK01000040.1_cds_WP_004754030.1_3249	32.432	370	387
WP_001117631.1	lcl|NZ_LLJK01000021.1_cds_WP_016560426.1_1973	34.728	239	387
WP_001117631.1	lcl|NZ_LLJK01000020.1_cds_WP_004753525.1_1960	33.475	236	387
WP_001117631.1	lcl|NZ_LLJK01000021.1_cds_WP_004754985.1_1986	32.700	263	387
WP_001117631.1	lcl|NZ_LLJK01000020.1_cds_WP_016751138.1_1959	37.379	206	387
WP_001117631.1	lcl|NZ_LLJK01000015.1_cds_WP_004768410.1_1045	30.035	283	387
WP_001117631.1	lcl|NZ_LLJK01000017.1_cds_WP_004752829.1_1336	27.103	321	387
WP_001117631.1	lcl|NZ_LLJK01000017.1_cds_WP_004771239.1_1259	25.341	367	387
WP_029781911.1	lcl|NZ_LLJK01000040.1_cds_WP_004752290.1_3064	34.167	240	572
WP_029781911.1	lcl|NZ_LLJK01000021.1_cds_WP_000440092.1_1989	27.941	204	572
