WP_000340715.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633099.1_2715	62.821	78	106
WP_000410268.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633097.1_2714	79.365	315	318
WP_000410268.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265390701.1_392	23.333	330	318
WP_000410268.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392896.1_419	26.250	320	318
WP_000410268.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135632088.1_2658	22.989	348	318
WP_000410268.1	lcl|NZ_JAMQPQ010000005.1_cds_WP_265391932.1_3605	24.339	189	318
WP_000410268.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393954.1_2694	20.087	229	318
WP_000410268.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265391083.1_998	22.741	321	318
WP_002076509.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265392242.1_2655	34.646	127	223
WP_002076509.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393925.1_2660	25.000	212	223
WP_002076509.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393922.1_2652	33.673	98	223
WP_002076509.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393915.1_2645	31.633	98	223
WP_002076509.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392709.1_8	31.193	109	223
WP_002076509.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265391847.1_2281	32.407	108	223
WP_002076509.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265392418.1_2654	26.733	101	223
WP_001136119.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393429.1_1518	36.614	254	354
WP_001136119.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393964.1_2704	30.178	338	354
WP_001136119.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393429.1_1518	36.614	254	354
WP_001136119.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393964.1_2704	30.178	338	354
WP_000535865.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393968.1_2708	33.184	223	234
WP_000535865.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393084.1_824	30.698	215	234
