WP_000340715.1	lcl|NZ_AHPZ01000029.1_cds_WP_004753574.1_2910	94.186	86	106
WP_000410268.1	lcl|NZ_AHPZ01000029.1_cds_WP_004761722.1_2909	96.452	310	318
WP_000410268.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755430.1_2906	26.061	330	318
WP_000410268.1	lcl|NZ_AHPZ01000017.1_cds_WP_004753565.1_3346	24.611	321	318
WP_000410268.1	lcl|NZ_AHPZ01000096.1_cds_WP_004755262.1_1754	24.306	288	318
WP_000410268.1	lcl|NZ_AHPZ01000002.1_cds_WP_004751543.1_3501	24.359	234	318
WP_002076509.1	lcl|NZ_AHPZ01000096.1_cds_WP_004761677.1_1758	27.155	232	223
WP_002076509.1	lcl|NZ_AHPZ01000047.1_cds_WP_004753696.1_2467	25.571	219	223
WP_002076509.1	lcl|NZ_AHPZ01000117.1_cds_WP_004750398.1_1274	30.769	104	223
WP_002076509.1	lcl|NZ_AHPZ01000033.1_cds_WP_004751232.1_2777	30.769	91	223
WP_002076509.1	lcl|NZ_AHPZ01000096.1_cds_WP_004761491.1_1759	27.273	110	223
WP_002076509.1	lcl|NZ_AHPZ01000085.1_cds_WP_004754319.1_2028	24.155	207	223
WP_001136119.1	lcl|NZ_AHPZ01000250.1_cds_WP_004754396.1_108	33.048	351	354
WP_001136119.1	lcl|NZ_AHPZ01000119.1_cds_WP_004752171.1_1225	34.276	283	354
WP_001136119.1	lcl|NZ_AHPZ01000250.1_cds_WP_004767574.1_114	28.939	311	354
WP_001136119.1	lcl|NZ_AHPZ01000250.1_cds_WP_004754396.1_108	33.048	351	354
WP_001136119.1	lcl|NZ_AHPZ01000119.1_cds_WP_004752171.1_1225	34.276	283	354
WP_001136119.1	lcl|NZ_AHPZ01000250.1_cds_WP_004767574.1_114	28.939	311	354
WP_000535865.1	lcl|NZ_AHPZ01000050.1_cds_WP_004752290.1_2375	42.771	166	234
