WP_000340715.1	lcl|NZ_RQHA01000002.1_cds_WP_135576183.1_3291	62.821	78	106
WP_000410268.1	lcl|NZ_RQHA01000002.1_cds_WP_135576181.1_3290	79.553	313	318
WP_000410268.1	lcl|NZ_RQHA01000004.1_cds_WP_135576905.1_380	23.030	330	318
WP_000410268.1	lcl|NZ_RQHA01000002.1_cds_WP_135576173.1_3286	25.134	187	318
WP_000410268.1	lcl|NZ_RQHA01000002.1_cds_WP_135576122.1_3259	20.923	325	318
WP_000410268.1	lcl|NZ_RQHA01000012.1_cds_WP_012476594.1_2528	24.118	170	318
WP_002076509.1	lcl|NZ_RQHA01000001.1_cds_WP_135575436.1_2025	26.809	235	223
WP_002076509.1	lcl|NZ_RQHA01000002.1_cds_WP_135576110.1_3252	25.424	118	223
WP_002076509.1	lcl|NZ_RQHA01000001.1_cds_WP_135575523.1_2103	32.258	124	223
WP_002076509.1	lcl|NZ_RQHA01000007.1_cds_WP_012389241.1_3023	30.851	94	223
WP_002076509.1	lcl|NZ_RQHA01000004.1_cds_WP_012389771.1_10	29.358	109	223
WP_001136119.1	lcl|NZ_RQHA01000002.1_cds_WP_135576167.1_3283	38.554	332	354
WP_001136119.1	lcl|NZ_RQHA01000004.1_cds_WP_135578295.1_1438	37.308	260	354
WP_001136119.1	lcl|NZ_RQHA01000002.1_cds_WP_167881428.1_3272	31.250	352	354
WP_001136119.1	lcl|NZ_RQHA01000002.1_cds_WP_135576167.1_3283	38.554	332	354
WP_001136119.1	lcl|NZ_RQHA01000004.1_cds_WP_135578295.1_1438	37.308	260	354
WP_001136119.1	lcl|NZ_RQHA01000002.1_cds_WP_167881428.1_3272	31.250	352	354
WP_000535865.1	lcl|NZ_RQHA01000004.1_cds_WP_135577472.1_793	30.909	220	234
WP_000535865.1	lcl|NZ_RQHA01000002.1_cds_WP_135576120.1_3258	38.462	52	234
WP_000535865.1	lcl|NZ_RQHA01000004.1_cds_WP_135577488.1_808	24.786	117	234
WP_000535865.1	lcl|NZ_RQHA01000002.1_cds_WP_233440814.1_3256	25.000	124	234
WP_001117631.1	lcl|NZ_RQHA01000002.1_cds_WP_135576106.1_3250	32.945	343	387
WP_001117631.1	lcl|NZ_RQHA01000004.1_cds_WP_135577278.1_653	30.964	394	387
WP_001117631.1	lcl|NZ_RQHA01000002.1_cds_WP_135576171.1_3285	30.208	288	387
WP_001117631.1	lcl|NZ_RQHA01000004.1_cds_WP_012387715.1_1264	23.464	358	387
WP_029781911.1	lcl|NZ_RQHA01000001.1_cds_WP_135575380.1_1975	25.714	210	572
WP_029781911.1	lcl|NZ_RQHA01000001.1_cds_WP_135575380.1_1975	25.714	210	572
WP_000041234.1	lcl|NZ_RQHA01000002.1_cds_WP_135576106.1_3250	33.808	281	417
WP_000041234.1	lcl|NZ_RQHA01000004.1_cds_WP_135577278.1_653	27.492	331	417
WP_000041234.1	lcl|NZ_RQHA01000002.1_cds_WP_135576171.1_3285	28.369	282	417
WP_000041234.1	lcl|NZ_RQHA01000004.1_cds_WP_135578507.1_1607	30.841	214	417
