WP_000340715.1	lcl|NZ_AFKR01000141.1_cds_WP_000340715.1_1407	100.000	86	106
WP_000410268.1	lcl|NZ_AFKR01000141.1_cds_WP_000410273.1_1406	99.677	310	318
WP_000410268.1	lcl|NZ_AFKR01000141.1_cds_WP_000093099.1_1386	46.988	83	318
WP_000410268.1	lcl|NZ_AFKR01000141.1_cds_WP_000646250.1_1403	25.680	331	318
WP_000410268.1	lcl|NZ_AFKR01000132.1_cds_WP_000744700.1_1511	24.611	321	318
WP_000410268.1	lcl|NZ_AFKR01000141.1_cds_WP_000600889.1_1377	23.636	275	318
WP_000410268.1	lcl|NZ_AFKR01000165.1_cds_WP_000293515.1_1198	24.296	284	318
WP_000020777.1	lcl|NZ_AFKR01000141.1_cds_WP_000202830.1_1367	42.493	353	361
WP_002076509.1	lcl|NZ_AFKR01000140.1_cds_WP_000282880.1_1409	30.638	235	223
WP_002076509.1	lcl|NZ_AFKR01000036.1_cds_WP_001099029.1_3386	26.906	223	223
WP_002076509.1	lcl|NZ_AFKR01000011.1_cds_WP_001068986.1_3648	30.435	92	223
WP_002076509.1	lcl|NZ_AFKR01000331.1_cds_WP_000840858.1_249	29.808	104	223
WP_002076509.1	lcl|NZ_AFKR01000157.1_cds_WP_000868621.1_1233	29.670	91	223
WP_002076509.1	lcl|NZ_AFKR01000346.1_cds_WP_000262844.1_96	24.638	207	223
WP_002076509.1	lcl|NZ_AFKR01000114.1_cds_WP_001114267.1_1654	26.705	176	223
WP_001136119.1	lcl|NZ_AFKR01000141.1_cds_WP_001230564.1_1374	36.578	339	354
WP_001136119.1	lcl|NZ_AFKR01000141.1_cds_WP_000582618.1_1370	34.356	326	354
WP_001136119.1	lcl|NZ_AFKR01000050.1_cds_WP_001011675.1_2993	33.898	295	354
WP_001136119.1	lcl|NZ_AFKR01000141.1_cds_WP_001230564.1_1374	36.578	339	354
WP_001136119.1	lcl|NZ_AFKR01000141.1_cds_WP_000582618.1_1370	34.356	326	354
WP_001136119.1	lcl|NZ_AFKR01000050.1_cds_WP_001011675.1_2993	33.898	295	354
WP_000535865.1	lcl|NZ_AFKR01000183.1_cds_WP_001014594.1_1122	28.365	208	234
WP_000535865.1	lcl|NZ_AFKR01000182.1_cds_WP_000721859.1_1137	33.333	111	234
WP_000535865.1	lcl|NZ_AFKR01000011.1_cds_WP_000848239.1_3658	28.571	126	234
WP_001117631.1	lcl|NZ_AFKR01000141.1_cds_WP_000582222.1_1388	38.211	246	387
WP_001117631.1	lcl|NZ_AFKR01000190.1_cds_WP_001281953.1_1032	31.989	372	387
WP_001117631.1	lcl|NZ_AFKR01000141.1_cds_WP_000608295.1_1398	28.448	348	387
WP_001117631.1	lcl|NZ_AFKR01000141.1_cds_WP_000947844.1_1376	32.700	263	387
WP_001117631.1	lcl|NZ_AFKR01000141.1_cds_WP_001198107.1_1399	37.864	206	387
WP_001117631.1	lcl|NZ_AFKR01000140.1_cds_WP_000575178.1_1411	29.329	283	387
WP_001117631.1	lcl|NZ_AFKR01000141.1_cds_WP_000346036.1_1369	27.701	361	387
WP_001117631.1	lcl|NZ_AFKR01000108.1_cds_WP_000538752.1_1701	26.480	321	387
WP_001117631.1	lcl|NZ_AFKR01000088.1_cds_WP_001982414.1_2035	24.251	367	387
WP_000697351.1	lcl|NZ_AFKR01000011.1_cds_WP_000698820.1_3663	27.636	626	583
WP_029781911.1	lcl|NZ_AFKR01000195.1_cds_WP_000613386.1_982	21.538	130	572
WP_029781911.1	lcl|NZ_AFKR01000182.1_cds_WP_000721859.1_1137	34.188	117	572
WP_029781911.1	lcl|NZ_AFKR01000195.1_cds_WP_000613386.1_982	21.538	130	572
WP_029781911.1	lcl|NZ_AFKR01000182.1_cds_WP_000721859.1_1137	34.188	117	572
WP_000041234.1	lcl|NZ_AFKR01000141.1_cds_WP_001198107.1_1399	34.161	322	417
WP_000041234.1	lcl|NZ_AFKR01000141.1_cds_WP_000608295.1_1398	33.677	291	417
WP_000041234.1	lcl|NZ_AFKR01000140.1_cds_WP_000575178.1_1411	32.573	307	417
WP_000041234.1	lcl|NZ_AFKR01000190.1_cds_WP_001281953.1_1032	28.354	328	417
WP_000041234.1	lcl|NZ_AFKR01000141.1_cds_WP_000346036.1_1369	29.367	395	417
