WP_000340715.1	lcl|NZ_JASEXH010000052.1_cds_WP_004462903.1_3228	95.349	86	106
WP_000410268.1	lcl|NZ_JASEXH010000052.1_cds_WP_004472299.1_3229	90.221	317	318
WP_000410268.1	lcl|NZ_JASEXH010000027.1_cds_WP_004461583.1_2456	24.528	318	318
WP_000410268.1	lcl|NZ_JASEXH010000052.1_cds_WP_004479538.1_3232	27.046	281	318
WP_000410268.1	lcl|NZ_JASEXH010000039.1_cds_WP_282965079.1_2943	24.306	288	318
WP_000410268.1	lcl|NZ_JASEXH010000042.1_cds_WP_004468319.1_3013	23.243	185	318
WP_000410268.1	lcl|NZ_JASEXH010000001.1_cds_WP_004461234.1_43	25.359	209	318
WP_002076509.1	lcl|NZ_JASEXH010000039.1_cds_WP_282965080.1_2948	33.884	121	223
WP_002076509.1	lcl|NZ_JASEXH010000011.1_cds_WP_282964712.1_1562	26.126	222	223
WP_002076509.1	lcl|NZ_JASEXH010000006.1_cds_WP_004459124.1_1121	29.808	104	223
WP_002076509.1	lcl|NZ_JASEXH010000039.1_cds_WP_004490114.1_2940	25.000	176	223
WP_002076509.1	lcl|NZ_JASEXH010000004.1_cds_WP_282964543.1_878	30.928	97	223
WP_002076509.1	lcl|NZ_JASEXH010000006.1_cds_WP_004471866.1_1081	24.638	207	223
WP_001136119.1	lcl|NZ_JASEXH010000082.1_cds_WP_061219829.1_3438	33.427	356	354
WP_001136119.1	lcl|NZ_JASEXH010000010.1_cds_WP_004471300.1_1503	33.447	293	354
WP_001136119.1	lcl|NZ_JASEXH010000070.1_cds_QMM61_RS16905_3389	33.088	136	354
WP_001136119.1	lcl|NZ_JASEXH010000082.1_cds_WP_061219829.1_3438	33.427	356	354
WP_001136119.1	lcl|NZ_JASEXH010000010.1_cds_WP_004471300.1_1503	33.447	293	354
WP_001136119.1	lcl|NZ_JASEXH010000070.1_cds_QMM61_RS16905_3389	33.088	136	354
WP_000535865.1	lcl|NZ_JASEXH010000070.1_cds_WP_004469989.1_3390	23.043	230	234
WP_000535865.1	lcl|NZ_JASEXH010000001.1_cds_WP_282964393.1_96	30.476	210	234
WP_000535865.1	lcl|NZ_JASEXH010000013.1_cds_WP_004464381.1_1694	30.000	110	234
WP_002183331.1	lcl|NZ_JASEXH010000001.1_cds_WP_004479241.1_232	26.776	183	204
WP_001117631.1	lcl|NZ_JASEXH010000052.1_cds_WP_004472364.1_3237	27.794	349	387
WP_001117631.1	lcl|NZ_JASEXH010000037.1_cds_WP_004466571.1_2847	30.623	369	387
WP_001117631.1	lcl|NZ_JASEXH010000086.1_cds_QMM61_RS17225_3450	33.200	250	387
WP_001117631.1	lcl|NZ_JASEXH010000052.1_cds_WP_004472322.1_3236	38.350	206	387
WP_001117631.1	lcl|NZ_JASEXH010000062.1_cds_WP_004462146.1_3346	29.965	287	387
WP_001117631.1	lcl|NZ_JASEXH010000014.1_cds_WP_004465893.1_1764	26.182	275	387
WP_001117631.1	lcl|NZ_JASEXH010000008.1_cds_WP_004460480.1_1303	24.658	365	387
WP_000697351.1	lcl|NZ_JASEXH010000041.1_cds_WP_282965101.1_2974	41.903	599	583
WP_029781911.1	lcl|NZ_JASEXH010000001.1_cds_WP_282964393.1_96	30.256	195	572
WP_029781911.1	lcl|NZ_JASEXH010000070.1_cds_WP_004469989.1_3390	27.273	209	572
WP_029781911.1	lcl|NZ_JASEXH010000038.1_cds_WP_004462430.1_2868	23.622	127	572
WP_029781911.1	lcl|NZ_JASEXH010000013.1_cds_WP_004464381.1_1694	31.897	116	572
WP_029781911.1	lcl|NZ_JASEXH010000001.1_cds_WP_282964393.1_96	30.256	195	572
WP_029781911.1	lcl|NZ_JASEXH010000070.1_cds_WP_004469989.1_3390	27.273	209	572
WP_029781911.1	lcl|NZ_JASEXH010000038.1_cds_WP_004462430.1_2868	23.622	127	572
WP_029781911.1	lcl|NZ_JASEXH010000013.1_cds_WP_004464381.1_1694	31.897	116	572
WP_000041234.1	lcl|NZ_JASEXH010000052.1_cds_WP_004472322.1_3236	35.621	306	417
WP_000041234.1	lcl|NZ_JASEXH010000052.1_cds_WP_004472364.1_3237	30.564	337	417
WP_000041234.1	lcl|NZ_JASEXH010000086.1_cds_QMM61_RS17225_3450	35.317	252	417
WP_000041234.1	lcl|NZ_JASEXH010000062.1_cds_WP_004462146.1_3346	34.646	254	417
WP_000041234.1	lcl|NZ_JASEXH010000037.1_cds_WP_004466571.1_2847	27.507	349	417
WP_000041234.1	lcl|NZ_JASEXH010000014.1_cds_WP_004465893.1_1764	28.682	258	417
WP_000041234.1	lcl|NZ_JASEXH010000008.1_cds_WP_004460480.1_1303	25.397	252	417
WP_002108490.1	lcl|NZ_JASEXH010000041.1_cds_WP_282965101.1_2974	30.538	632	588
WP_002108506.1	lcl|NZ_JASEXH010000034.1_cds_WP_282965040.1_2760	30.357	168	216
WP_002108506.1	lcl|NZ_JASEXH010000020.1_cds_WP_004475391.1_2101	31.148	122	216
WP_002108506.1	lcl|NZ_JASEXH010000006.1_cds_WP_282964595.1_1100	31.429	105	216
WP_002108506.1	lcl|NZ_JASEXH010000029.1_cds_WP_282964995.1_2576	25.714	175	216
WP_002108483.1	lcl|NZ_JASEXH010000001.1_cds_WP_201035553.1_91	70.886	79	211
WP_002108508.1	lcl|NZ_JASEXH010000001.1_cds_WP_004462467.1_92	70.588	51	52
WP_025180280.1	lcl|NZ_JASEXH010000001.1_cds_WP_282964393.1_96	28.689	244	242
WP_002108525.1	lcl|NZ_JASEXH010000048.1_cds_WP_004467201.1_3150	33.591	259	255
WP_002108525.1	lcl|NZ_JASEXH010000075.1_cds_WP_004462302.1_3415	28.235	255	255
WP_002108525.1	lcl|NZ_JASEXH010000073.1_cds_WP_020783607.1_3407	27.692	260	255
WP_002108525.1	lcl|NZ_JASEXH010000014.1_cds_WP_004457569.1_1776	27.099	262	255
WP_002108525.1	lcl|NZ_JASEXH010000034.1_cds_WP_026053765.1_2751	27.843	255	255
WP_002108525.1	lcl|NZ_JASEXH010000067.1_cds_WP_004461033.1_3375	24.907	269	255
WP_002108525.1	lcl|NZ_JASEXH010000002.1_cds_WP_004464211.1_362	25.670	261	255
WP_002108525.1	lcl|NZ_JASEXH010000079.1_cds_WP_004470322.1_3429	24.016	254	255
WP_002108525.1	lcl|NZ_JASEXH010000092.1_cds_WP_032913000.1_3461	40.404	99	255
WP_002108525.1	lcl|NZ_JASEXH010000030.1_cds_WP_282965012.1_2624	25.150	167	255
WP_002108525.1	lcl|NZ_JASEXH010000005.1_cds_WP_004469439.1_989	24.176	182	255
WP_002108525.1	lcl|NZ_JASEXH010000039.1_cds_WP_282965079.1_2943	30.570	193	255
WP_002108525.1	lcl|NZ_JASEXH010000018.1_cds_WP_004459902.1_2012	24.870	193	255
WP_002108525.1	lcl|NZ_JASEXH010000017.1_cds_WP_004464571.1_1945	26.804	194	255
WP_002108525.1	lcl|NZ_JASEXH010000028.1_cds_WP_004460037.1_2507	24.352	193	255
WP_002108525.1	lcl|NZ_JASEXH010000027.1_cds_WP_004461583.1_2456	38.028	71	255
WP_002108502.1	lcl|NZ_JASEXH010000051.1_cds_WP_004470002.1_3217	26.068	234	314
WP_002108526.1	lcl|NZ_JASEXH010000010.1_cds_WP_004471300.1_1503	38.129	278	282
WP_002108526.1	lcl|NZ_JASEXH010000082.1_cds_WP_061219829.1_3438	35.354	297	282
WP_002099940.1	lcl|NZ_JASEXH010000082.1_cds_WP_061219830.1_3440	25.325	308	321
WP_002078520.1	lcl|NZ_JASEXH010000037.1_cds_WP_004466571.1_2847	38.155	401	401
WP_002078520.1	lcl|NZ_JASEXH010000086.1_cds_QMM61_RS17225_3450	37.234	282	401
WP_002078520.1	lcl|NZ_JASEXH010000052.1_cds_WP_004472364.1_3237	30.667	375	401
