WP_000340715.1	lcl|NZ_AOUC01000047.1_cds_WP_004454812.1_646	98.837	86	106
WP_000410268.1	lcl|NZ_AOUC01000047.1_cds_WP_004421326.1_647	94.839	310	318
WP_000410268.1	lcl|NZ_AOUC01000041.1_cds_WP_004434477.1_600	22.556	266	318
WP_000410268.1	lcl|NZ_AOUC01000047.1_cds_WP_004421375.1_650	25.786	318	318
WP_000410268.1	lcl|NZ_AOUC01000278.1_cds_WP_004419974.1_3423	24.299	321	318
WP_000410268.1	lcl|NZ_AOUC01000149.1_cds_WP_004455914.1_1802	24.658	292	318
WP_000410268.1	lcl|NZ_AOUC01000252.1_cds_WP_004456912.1_3090	22.826	276	318
WP_002076509.1	lcl|NZ_AOUC01000149.1_cds_WP_002147278.1_1806	28.512	242	223
WP_002076509.1	lcl|NZ_AOUC01000166.1_cds_WP_004436318.1_2047	26.457	223	223
WP_002076509.1	lcl|NZ_AOUC01000001.1_cds_WP_004419365.1_6	31.731	104	223
WP_002076509.1	lcl|NZ_AOUC01000034.1_cds_WP_004420956.1_450	29.670	91	223
WP_002076509.1	lcl|NZ_AOUC01000047.1_cds_WP_004434567.1_661	29.897	97	223
WP_002076509.1	lcl|NZ_AOUC01000127.1_cds_WP_004426312.1_1530	24.155	207	223
WP_002076509.1	lcl|NZ_AOUC01000149.1_cds_WP_004455935.1_1799	25.000	176	223
WP_001136119.1	lcl|NZ_AOUC01000041.1_cds_WP_004434629.1_583	36.228	334	354
WP_001136119.1	lcl|NZ_AOUC01000140.1_cds_WP_004455773.1_1651	33.922	283	354
WP_001136119.1	lcl|NZ_AOUC01000041.1_cds_WP_004434629.1_583	36.228	334	354
WP_001136119.1	lcl|NZ_AOUC01000140.1_cds_WP_004455773.1_1651	33.922	283	354
WP_000535865.1	lcl|NZ_AOUC01000041.1_cds_WP_004434756.1_588	38.554	166	234
WP_000535865.1	lcl|NZ_AOUC01000063.1_cds_WP_004455036.1_798	27.404	208	234
WP_000535865.1	lcl|NZ_AOUC01000093.1_cds_WP_036077478.1_1215	28.829	111	234
WP_001117631.1	lcl|NZ_AOUC01000041.1_cds_WP_004434568.1_596	37.255	255	387
WP_001117631.1	lcl|NZ_AOUC01000218.1_cds_WP_004419331.1_2693	31.892	370	387
WP_001117631.1	lcl|NZ_AOUC01000041.1_cds_WP_004434466.1_590	26.722	363	387
WP_001117631.1	lcl|NZ_AOUC01000149.1_cds_WP_004421210.1_1808	29.682	283	387
WP_001117631.1	lcl|NZ_AOUC01000108.1_cds_WP_004455582.1_1372	27.636	275	387
WP_001117631.1	lcl|NZ_AOUC01000037.1_cds_WP_036034116.1_539	25.341	367	387
WP_029781911.1	lcl|NZ_AOUC01000041.1_cds_WP_004434756.1_588	33.058	242	572
WP_029781911.1	lcl|NZ_AOUC01000063.1_cds_WP_004455036.1_798	32.768	177	572
WP_029781911.1	lcl|NZ_AOUC01000209.1_cds_WP_004422152.1_2529	21.739	138	572
WP_029781911.1	lcl|NZ_AOUC01000093.1_cds_WP_036077478.1_1215	32.479	117	572
WP_029781911.1	lcl|NZ_AOUC01000041.1_cds_WP_004434756.1_588	33.058	242	572
WP_029781911.1	lcl|NZ_AOUC01000063.1_cds_WP_004455036.1_798	32.768	177	572
WP_029781911.1	lcl|NZ_AOUC01000209.1_cds_WP_004422152.1_2529	21.739	138	572
WP_029781911.1	lcl|NZ_AOUC01000093.1_cds_WP_036077478.1_1215	32.479	117	572
WP_000041234.1	lcl|NZ_AOUC01000149.1_cds_WP_004421210.1_1808	31.922	307	417
WP_000041234.1	lcl|NZ_AOUC01000218.1_cds_WP_004419331.1_2693	27.744	328	417
WP_000041234.1	lcl|NZ_AOUC01000041.1_cds_WP_004434466.1_590	28.090	356	417
WP_000041234.1	lcl|NZ_AOUC01000041.1_cds_WP_004434568.1_596	36.449	214	417
