WP_000340715.1	lcl|NZ_JQPN01000125.1_cds_WP_000340715.1_2656	100.000	86	106
WP_000410268.1	lcl|NZ_JQPN01000125.1_cds_WP_000410266.1_2657	99.677	310	318
WP_000410268.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	25.680	331	318
WP_000410268.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	24.611	321	318
WP_000410268.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	23.958	288	318
WP_002076509.1	lcl|NZ_JQPN01000160.1_cds_WP_000282882.1_3171	30.213	235	223
WP_002076509.1	lcl|NZ_JQPN01000050.1_cds_WP_001099039.1_1422	26.906	223	223
WP_002076509.1	lcl|NZ_JQPN01000185.1_cds_WP_061231898.1_3372	29.808	104	223
WP_002076509.1	lcl|NZ_JQPN01000043.1_cds_WP_000868623.1_1250	29.670	91	223
WP_002076509.1	lcl|NZ_JQPN01000119.1_cds_WP_001114273.1_2608	26.705	176	223
WP_002076509.1	lcl|NZ_JQPN01000073.1_cds_WP_000262844.1_1887	24.638	207	223
WP_001136119.1	lcl|NZ_JQPN01000121.1_cds_WP_001033784.1_2641	32.955	352	354
WP_001136119.1	lcl|NZ_JQPN01000065.1_cds_WP_061231787.1_1766	34.237	295	354
WP_001136119.1	lcl|NZ_JQPN01000121.1_cds_WP_002072154.1_2635	28.435	313	354
WP_001136119.1	lcl|NZ_JQPN01000121.1_cds_WP_001033784.1_2641	32.955	352	354
WP_001136119.1	lcl|NZ_JQPN01000065.1_cds_WP_061231787.1_1766	34.237	295	354
WP_001136119.1	lcl|NZ_JQPN01000121.1_cds_WP_002072154.1_2635	28.435	313	354
WP_000535865.1	lcl|NZ_JQPN01000129.1_cds_WP_000696059.1_2734	43.373	166	234
WP_000535865.1	lcl|NZ_JQPN01000114.1_cds_WP_001014587.1_2513	28.365	208	234
WP_000535865.1	lcl|NZ_JQPN01000121.1_cds_WP_000440091.1_2636	23.043	230	234
WP_000535865.1	lcl|NZ_JQPN01000159.1_cds_WP_000721854.1_3151	33.333	111	234
WP_001117631.1	lcl|NZ_JQPN01000090.1_cds_WP_001281953.1_2198	31.989	372	387
WP_001117631.1	lcl|NZ_JQPN01000096.1_cds_WP_000228801.1_2292	33.891	239	387
WP_001117631.1	lcl|NZ_JQPN01000125.1_cds_WP_000608294.1_2665	28.448	348	387
WP_001117631.1	lcl|NZ_JQPN01000121.1_cds_WP_000172659.1_2633	34.000	250	387
WP_001117631.1	lcl|NZ_JQPN01000125.1_cds_WP_001198107.1_2664	37.864	206	387
WP_001117631.1	lcl|NZ_JQPN01000163.1_cds_WP_000575181.1_3188	28.975	283	387
WP_001117631.1	lcl|NZ_JQPN01000197.1_cds_WP_000538755.1_3438	26.480	321	387
WP_001117631.1	lcl|NZ_JQPN01000011.1_cds_WP_001982414.1_277	24.251	367	387
WP_029781911.1	lcl|NZ_JQPN01000129.1_cds_WP_000696059.1_2734	35.918	245	572
WP_029781911.1	lcl|NZ_JQPN01000121.1_cds_WP_000440091.1_2636	27.941	204	572
WP_029781911.1	lcl|NZ_JQPN01000122.1_cds_WP_000613389.1_2647	21.538	130	572
WP_029781911.1	lcl|NZ_JQPN01000159.1_cds_WP_000721854.1_3151	34.513	113	572
WP_029781911.1	lcl|NZ_JQPN01000129.1_cds_WP_000696059.1_2734	35.918	245	572
WP_029781911.1	lcl|NZ_JQPN01000121.1_cds_WP_000440091.1_2636	27.941	204	572
WP_029781911.1	lcl|NZ_JQPN01000122.1_cds_WP_000613389.1_2647	21.538	130	572
