WP_000340715.1	lcl|NZ_JADDWA010000005.1_cds_WP_002725873.1_2675	91.860	86	106
WP_000410268.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733579.1_2676	93.548	310	318
WP_000410268.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733534.1_2679	27.143	280	318
WP_000410268.1	lcl|NZ_JADDWA010000017.1_cds_WP_002722638.1_606	22.671	322	318
WP_000410268.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740024.1_2770	25.000	288	318
WP_000410268.1	lcl|NZ_JADDWA010000006.1_cds_WP_002728309.1_2921	25.402	311	318
WP_000410268.1	lcl|NZ_JADDWA010000013.1_cds_WP_002743770.1_357	22.353	170	318
WP_000410268.1	lcl|NZ_JADDWA010000005.1_cds_WP_016749081.1_2708	24.342	152	318
WP_002076509.1	lcl|NZ_JADDWA010000033.1_cds_WP_032856387.1_1714	26.222	225	223
WP_002076509.1	lcl|NZ_JADDWA010000005.1_cds_WP_002742128.1_2766	30.579	121	223
WP_002076509.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733661.1_2746	33.696	92	223
WP_002076509.1	lcl|NZ_JADDWA010000018.1_cds_WP_002731944.1_649	30.769	104	223
WP_002076509.1	lcl|NZ_JADDWA010000009.1_cds_WP_002726501.1_3366	29.787	94	223
WP_002076509.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733618.1_2773	25.568	176	223
WP_001136119.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740722.1_2719	36.607	336	354
WP_001136119.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740726.1_2723	33.728	338	354
WP_001136119.1	lcl|NZ_JADDWA010000027.1_cds_WP_002730849.1_1281	34.375	288	354
WP_001136119.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740722.1_2719	36.607	336	354
WP_001136119.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740726.1_2723	33.728	338	354
WP_001136119.1	lcl|NZ_JADDWA010000027.1_cds_WP_002730849.1_1281	34.375	288	354
WP_000535865.1	lcl|NZ_JADDWA010000022.1_cds_WP_002738760.1_1029	30.952	210	234
WP_000535865.1	lcl|NZ_JADDWA010000019.1_cds_WP_002723863.1_705	29.091	110	234
WP_002183331.1	lcl|NZ_JADDWA010000011.1_cds_WP_002734213.1_181	26.776	183	204
WP_001117631.1	lcl|NZ_JADDWA010000025.1_cds_WP_002728994.1_1194	30.914	372	387
WP_001117631.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740861.1_2684	33.475	236	387
WP_001117631.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740826.1_2683	37.379	206	387
WP_001117631.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740294.1_2764	32.155	283	387
WP_001117631.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733737.1_2704	31.507	219	387
WP_001117631.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733599.1_2717	32.319	263	387
WP_001117631.1	lcl|NZ_JADDWA010000006.1_cds_WP_002738884.1_2970	27.554	323	387
WP_001117631.1	lcl|NZ_JADDWA010000007.1_cds_WP_002724641.1_3189	25.137	366	387
WP_000697351.1	lcl|NZ_JADDWA010000077.1_cds_WP_004278354.1_3090	40.902	599	583
WP_029781911.1	lcl|NZ_JADDWA010000048.1_cds_WP_002740796.1_2293	22.047	127	572
WP_029781911.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740235.1_2733	19.907	216	572
WP_029781911.1	lcl|NZ_JADDWA010000048.1_cds_WP_002740796.1_2293	22.047	127	572
WP_029781911.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740235.1_2733	19.907	216	572
WP_000041234.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740826.1_2683	33.876	307	417
WP_000041234.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740861.1_2684	32.143	336	417
WP_000041234.1	lcl|NZ_JADDWA010000025.1_cds_WP_002728994.1_1194	27.794	349	417
WP_000041234.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740294.1_2764	31.802	283	417
WP_000041234.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733737.1_2704	32.197	264	417
WP_000041234.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733599.1_2717	29.461	241	417
WP_000041234.1	lcl|NZ_JADDWA010000006.1_cds_WP_002738884.1_2970	28.514	249	417
WP_000041234.1	lcl|NZ_JADDWA010000007.1_cds_WP_002724641.1_3189	25.000	252	417
WP_002108490.1	lcl|NZ_JADDWA010000077.1_cds_WP_004278354.1_3090	30.063	632	588
WP_002108506.1	lcl|NZ_JADDWA010000021.1_cds_WP_002731433.1_989	28.070	171	216
WP_002108506.1	lcl|NZ_JADDWA010000053.1_cds_WP_002722230.1_2556	28.729	181	216
WP_002108506.1	lcl|NZ_JADDWA010000010.1_cds_WP_002740244.1_80	25.143	175	216
WP_002108506.1	lcl|NZ_JADDWA010000006.1_cds_WP_002726632.1_2953	31.783	129	216
WP_025180280.1	lcl|NZ_JADDWA010000022.1_cds_WP_002738760.1_1029	28.689	244	242
WP_025180280.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733600.1_2737	22.500	120	242
WP_002108525.1	lcl|NZ_JADDWA010000023.1_cds_WP_002739054.1_1071	32.819	259	255
WP_002108525.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733582.1_2739	27.059	255	255
WP_002108525.1	lcl|NZ_JADDWA010000020.1_cds_WP_002728745.1_946	27.451	255	255
WP_002108525.1	lcl|NZ_JADDWA010000053.1_cds_WP_002722237.1_2547	27.059	255	255
WP_002108525.1	lcl|NZ_JADDWA010000006.1_cds_WP_002735533.1_2957	28.148	270	255
WP_002108525.1	lcl|NZ_JADDWA010000060.1_cds_WP_002728460.1_2790	25.279	269	255
WP_002108525.1	lcl|NZ_JADDWA010000008.1_cds_WP_002722691.1_3278	26.054	261	255
WP_002108525.1	lcl|NZ_JADDWA010000031.1_cds_WP_002741131.1_1607	25.824	182	255
WP_002108525.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740024.1_2770	29.534	193	255
WP_002108525.1	lcl|NZ_JADDWA010000012.1_cds_WP_002728891.1_252	25.907	193	255
WP_002108525.1	lcl|NZ_JADDWA010000003.1_cds_WP_002741431.1_2010	26.396	197	255
WP_002108525.1	lcl|NZ_JADDWA010000012.1_cds_WP_032853204.1_247	23.699	173	255
WP_002108525.1	lcl|NZ_JADDWA010000017.1_cds_WP_002722638.1_606	37.681	69	255
WP_002108525.1	lcl|NZ_JADDWA010000030.1_cds_WP_002727447.1_1565	25.389	193	255
WP_002108525.1	lcl|NZ_JADDWA010000050.1_cds_WP_002739544.1_2468	23.469	196	255
WP_002108502.1	lcl|NZ_JADDWA010000057.1_cds_WP_002740185.1_2617	27.935	247	314
WP_002108526.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740722.1_2719	37.729	273	282
WP_002108526.1	lcl|NZ_JADDWA010000027.1_cds_WP_002730849.1_1281	39.350	277	282
WP_002108526.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740726.1_2723	33.333	291	282
WP_002078520.1	lcl|NZ_JADDWA010000025.1_cds_WP_002728994.1_1194	38.000	400	401
WP_002078520.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740861.1_2684	31.452	372	401
WP_002078520.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733599.1_2717	29.771	393	401
WP_002078520.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740294.1_2764	30.000	360	401
WP_002078520.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733737.1_2704	29.189	370	401
WP_002078520.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740826.1_2683	29.156	391	401
WP_002078520.1	lcl|NZ_JADDWA010000007.1_cds_WP_002724641.1_3189	26.042	384	401
WP_002078520.1	lcl|NZ_JADDWA010000006.1_cds_WP_002738884.1_2970	27.577	359	401
WP_025180279.1	lcl|NZ_JADDWA010000067.1_cds_WP_002742222.1_2888	32.087	321	568
WP_025180279.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740724.1_2701	33.333	210	568
WP_025180279.1	lcl|NZ_JADDWA010000005.1_cds_IP951_RS03060_2712	32.547	212	568
WP_025180279.1	lcl|NZ_JADDWA010000001.1_cds_WP_002723347.1_740	31.579	209	568
WP_025180279.1	lcl|NZ_JADDWA010000031.1_cds_WP_002741286.1_1639	33.186	226	568
WP_025180279.1	lcl|NZ_JADDWA010000002.1_cds_WP_002734207.1_1488	31.658	199	568
WP_025180279.1	lcl|NZ_JADDWA010000016.1_cds_WP_002733736.1_537	31.313	198	568
WP_025180279.1	lcl|NZ_JADDWA010000009.1_cds_WP_002726143.1_3347	29.493	217	568
WP_025180279.1	lcl|NZ_JADDWA010000008.1_cds_WP_002739451.1_3236	31.472	197	568
WP_025180279.1	lcl|NZ_JADDWA010000010.1_cds_WP_002728388.1_66	33.498	203	568
WP_025180279.1	lcl|NZ_JADDWA010000029.1_cds_WP_002729296.1_1398	29.231	195	568
WP_025180279.1	lcl|NZ_JADDWA010000054.1_cds_WP_002738485.1_2574	30.579	242	568
WP_025180279.1	lcl|NZ_JADDWA010000010.1_cds_WP_032854486.1_82	32.749	171	568
WP_025180279.1	lcl|NZ_JADDWA010000004.1_cds_WP_002730493.1_2406	28.261	184	568
WP_025180279.1	lcl|NZ_JADDWA010000003.1_cds_WP_002721914.1_1955	29.189	185	568
WP_025180279.1	lcl|NZ_JADDWA010000027.1_cds_WP_002733837.1_1311	28.155	206	568
WP_025180279.1	lcl|NZ_JADDWA010000027.1_cds_WP_002733837.1_1311	27.184	206	568
WP_025180279.1	lcl|NZ_JADDWA010000004.1_cds_WP_002724311.1_2387	31.651	218	568
WP_025180279.1	lcl|NZ_JADDWA010000004.1_cds_WP_002724285.1_2388	30.964	197	568
WP_025180279.1	lcl|NZ_JADDWA010000011.1_cds_WP_002752475.1_176	27.979	193	568
WP_025180279.1	lcl|NZ_JADDWA010000003.1_cds_WP_002721827.1_1923	29.245	212	568
WP_025180279.1	lcl|NZ_JADDWA010000051.1_cds_WP_002739367.1_2499	28.571	189	568
WP_025180279.1	lcl|NZ_JADDWA010000001.1_cds_WP_002735056.1_825	26.471	204	568
WP_025180279.1	lcl|NZ_JADDWA010000008.1_cds_WP_002725984.1_3268	28.415	183	568
WP_025180279.1	lcl|NZ_JADDWA010000013.1_cds_WP_032853264.1_328	26.154	195	568
WP_025180279.1	lcl|NZ_JADDWA010000013.1_cds_WP_032853264.1_328	25.275	182	568
WP_025180279.1	lcl|NZ_JADDWA010000004.1_cds_WP_002739909.1_2344	27.368	190	568
WP_025180279.1	lcl|NZ_JADDWA010000004.1_cds_WP_002739909.1_2344	24.365	197	568
WP_025180279.1	lcl|NZ_JADDWA010000004.1_cds_WP_002724740.1_2367	26.061	165	568
WP_025180279.1	lcl|NZ_JADDWA010000011.1_cds_WP_002725125.1_164	29.050	179	568
WP_025180279.1	lcl|NZ_JADDWA010000011.1_cds_WP_002729758.1_167	26.570	207	568
WP_025180279.1	lcl|NZ_JADDWA010000004.1_cds_WP_002734915.1_2335	26.012	173	568
WP_025180279.1	lcl|NZ_JADDWA010000013.1_cds_WP_002723659.1_319	26.531	196	568
WP_025180279.1	lcl|NZ_JADDWA010000009.1_cds_WP_016762616.1_3333	31.944	72	568
WP_025180279.1	lcl|NZ_JADDWA010000067.1_cds_WP_002742222.1_2888	32.087	321	568
WP_025180279.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740724.1_2701	33.333	210	568
WP_025180279.1	lcl|NZ_JADDWA010000005.1_cds_IP951_RS03060_2712	32.547	212	568
WP_025180279.1	lcl|NZ_JADDWA010000001.1_cds_WP_002723347.1_740	31.579	209	568
WP_025180279.1	lcl|NZ_JADDWA010000031.1_cds_WP_002741286.1_1639	33.186	226	568
WP_025180279.1	lcl|NZ_JADDWA010000002.1_cds_WP_002734207.1_1488	31.658	199	568
WP_025180279.1	lcl|NZ_JADDWA010000016.1_cds_WP_002733736.1_537	31.313	198	568
WP_025180279.1	lcl|NZ_JADDWA010000009.1_cds_WP_002726143.1_3347	29.493	217	568
WP_025180279.1	lcl|NZ_JADDWA010000008.1_cds_WP_002739451.1_3236	31.472	197	568
WP_025180279.1	lcl|NZ_JADDWA010000010.1_cds_WP_002728388.1_66	33.498	203	568
WP_025180279.1	lcl|NZ_JADDWA010000029.1_cds_WP_002729296.1_1398	29.231	195	568
WP_025180279.1	lcl|NZ_JADDWA010000054.1_cds_WP_002738485.1_2574	30.579	242	568
WP_025180279.1	lcl|NZ_JADDWA010000010.1_cds_WP_032854486.1_82	32.749	171	568
WP_025180279.1	lcl|NZ_JADDWA010000004.1_cds_WP_002730493.1_2406	28.261	184	568
