WP_000340715.1	lcl|NZ_AOHA02000086.1_cds_WP_004462903.1_54	95.349	86	106
WP_000410268.1	lcl|NZ_AOHA02000086.1_cds_WP_004472299.1_53	90.221	317	318
WP_000410268.1	lcl|NZ_AOHA02000086.1_cds_WP_004470124.1_50	27.046	281	318
WP_000410268.1	lcl|NZ_AOHA02000041.1_cds_WP_004473914.1_1875	24.528	318	318
WP_000410268.1	lcl|NZ_AOHA02000072.1_cds_WP_004465060.1_596	24.306	288	318
WP_000410268.1	lcl|NZ_AOHA02000061.1_cds_WP_004468319.1_1105	23.243	185	318
WP_000410268.1	lcl|NZ_AOHA02000018.1_cds_WP_004461234.1_2726	25.359	209	318
WP_002076509.1	lcl|NZ_AOHA02000072.1_cds_WP_004493579.1_591	33.058	121	223
WP_002076509.1	lcl|NZ_AOHA02000049.1_cds_WP_004493226.1_1528	26.126	222	223
WP_002076509.1	lcl|NZ_AOHA02000022.1_cds_WP_004459124.1_2605	29.808	104	223
WP_002076509.1	lcl|NZ_AOHA02000072.1_cds_WP_004490114.1_600	25.000	176	223
WP_002076509.1	lcl|NZ_AOHA02000067.1_cds_WP_004493529.1_813	30.928	97	223
WP_002076509.1	lcl|NZ_AOHA02000078.1_cds_WP_004471866.1_376	24.638	207	223
WP_001136119.1	lcl|NZ_AOHA02000086.1_cds_WP_004493810.1_21	33.523	352	354
WP_001136119.1	lcl|NZ_AOHA02000058.1_cds_WP_004460833.1_1276	33.788	293	354
WP_001136119.1	lcl|NZ_AOHA02000086.1_cds_WP_004493808.1_27	27.324	355	354
WP_001136119.1	lcl|NZ_AOHA02000086.1_cds_WP_004493810.1_21	33.523	352	354
WP_001136119.1	lcl|NZ_AOHA02000058.1_cds_WP_004460833.1_1276	33.788	293	354
WP_001136119.1	lcl|NZ_AOHA02000086.1_cds_WP_004493808.1_27	27.324	355	354
WP_000535865.1	lcl|NZ_AOHA02000086.1_cds_WP_004469989.1_26	23.043	230	234
WP_000535865.1	lcl|NZ_AOHA02000081.1_cds_WP_004493755.1_126	30.476	210	234
WP_000535865.1	lcl|NZ_AOHA02000019.1_cds_WP_004475283.1_2670	30.000	110	234
WP_002183331.1	lcl|NZ_AOHA02000081.1_cds_WP_004479241.1_260	26.776	183	204
WP_001117631.1	lcl|NZ_AOHA02000086.1_cds_WP_004493793.1_36	37.143	245	387
WP_001117631.1	lcl|NZ_AOHA02000061.1_cds_WP_004466571.1_1143	30.623	369	387
WP_001117631.1	lcl|NZ_AOHA02000086.1_cds_WP_004493806.1_29	33.600	250	387
