WP_000340715.1	lcl|NZ_AOHC02000052.1_cds_WP_003009553.1_390	93.023	86	106
WP_000410268.1	lcl|NZ_AOHC02000052.1_cds_WP_003009527.1_389	90.764	314	318
WP_000410268.1	lcl|NZ_AOHC02000052.1_cds_WP_003009535.1_386	25.786	318	318
WP_000410268.1	lcl|NZ_AOHC02000052.1_cds_WP_003009573.1_356	23.333	240	318
WP_000410268.1	lcl|NZ_AOHC02000037.1_cds_WP_003004626.1_1370	24.062	320	318
WP_000410268.1	lcl|NZ_AOHC02000052.1_cds_WP_003009724.1_294	23.776	286	318
WP_000410268.1	lcl|NZ_AOHC02000041.1_cds_WP_003006680.1_1039	21.311	183	318
WP_000410268.1	lcl|NZ_AOHC02000029.1_cds_WP_036095984.1_1851	24.885	217	318
WP_000020777.1	lcl|NZ_AOHC02000052.1_cds_WP_003009722.1_346	43.697	357	361
WP_002076509.1	lcl|NZ_AOHC02000052.1_cds_WP_003009471.1_298	29.353	201	223
WP_002076509.1	lcl|NZ_AOHC02000042.1_cds_WP_003006981.1_692	25.664	226	223
WP_002076509.1	lcl|NZ_AOHC02000015.1_cds_WP_002996527.1_2819	29.268	123	223
WP_002076509.1	lcl|NZ_AOHC02000052.1_cds_WP_003009310.1_320	28.261	92	223
WP_002076509.1	lcl|NZ_AOHC02000029.1_cds_WP_003001955.1_1821	29.670	91	223
WP_002076509.1	lcl|NZ_AOHC02000052.1_cds_WP_003009932.1_299	22.000	200	223
WP_002076509.1	lcl|NZ_AOHC02000014.1_cds_WP_002996015.1_2886	30.851	94	223
WP_001136119.1	lcl|NZ_AOHC02000052.1_cds_WP_003009812.1_353	36.747	332	354
WP_001136119.1	lcl|NZ_AOHC02000052.1_cds_WP_003009456.1_349	34.663	326	354
WP_001136119.1	lcl|NZ_AOHC02000007.1_cds_WP_002993752.1_3536	33.559	295	354
WP_001136119.1	lcl|NZ_AOHC02000052.1_cds_WP_003009812.1_353	36.747	332	354
WP_001136119.1	lcl|NZ_AOHC02000052.1_cds_WP_003009456.1_349	34.663	326	354
WP_001136119.1	lcl|NZ_AOHC02000007.1_cds_WP_002993752.1_3536	33.559	295	354
WP_000535865.1	lcl|NZ_AOHC02000012.1_cds_WP_036095123.1_3259	28.846	208	234
WP_000535865.1	lcl|NZ_AOHC02000028.1_cds_WP_003001526.1_1937	32.432	111	234
WP_000535865.1	lcl|NZ_AOHC02000052.1_cds_WP_003009735.1_331	27.049	122	234
WP_002183331.1	lcl|NZ_AOHC02000012.1_cds_WP_002995372.1_3338	27.273	187	204
WP_001117631.1	lcl|NZ_AOHC02000012.1_cds_WP_036095202.1_3274	31.183	372	387
WP_001117631.1	lcl|NZ_AOHC02000052.1_cds_WP_003009662.1_355	34.601	263	387
WP_001117631.1	lcl|NZ_AOHC02000052.1_cds_WP_003009532.1_300	31.142	289	387
WP_001117631.1	lcl|NZ_AOHC02000052.1_cds_WP_003009401.1_365	32.420	219	387
WP_001117631.1	lcl|NZ_AOHC02000052.1_cds_WP_036096948.1_348	26.203	374	387
WP_001117631.1	lcl|NZ_AOHC02000023.1_cds_WP_002999813.1_2214	26.875	320	387
WP_001117631.1	lcl|NZ_AOHC02000041.1_cds_WP_036096647.1_1013	25.137	366	387
WP_000697351.1	lcl|NZ_AOHC02000052.1_cds_WP_003009473.1_343	29.459	628	583
WP_029781911.1	lcl|NZ_AOHC02000012.1_cds_WP_036095123.1_3259	31.313	198	572
WP_029781911.1	lcl|NZ_AOHC02000052.1_cds_WP_003009883.1_334	21.076	223	572
WP_029781911.1	lcl|NZ_AOHC02000038.1_cds_WP_036096386.1_1198	22.069	145	572
WP_029781911.1	lcl|NZ_AOHC02000012.1_cds_WP_036095123.1_3259	31.313	198	572
WP_029781911.1	lcl|NZ_AOHC02000052.1_cds_WP_003009883.1_334	21.076	223	572
WP_029781911.1	lcl|NZ_AOHC02000038.1_cds_WP_036096386.1_1198	22.069	145	572
WP_000041234.1	lcl|NZ_AOHC02000052.1_cds_WP_003009532.1_300	33.829	269	417
WP_000041234.1	lcl|NZ_AOHC02000012.1_cds_WP_036095202.1_3274	28.049	328	417
WP_000041234.1	lcl|NZ_AOHC02000052.1_cds_WP_003009401.1_365	30.592	304	417
WP_000041234.1	lcl|NZ_AOHC02000052.1_cds_WP_036096948.1_348	31.044	364	417
WP_000041234.1	lcl|NZ_AOHC02000052.1_cds_WP_003009662.1_355	28.731	268	417
WP_000041234.1	lcl|NZ_AOHC02000023.1_cds_WP_002999813.1_2214	27.519	258	417
WP_000041234.1	lcl|NZ_AOHC02000041.1_cds_WP_036096647.1_1013	25.000	252	417
WP_002108487.1	lcl|NZ_AOHC02000052.1_cds_WP_036096945.1_342	27.500	160	182
WP_002108490.1	lcl|NZ_AOHC02000052.1_cds_WP_003009473.1_343	43.163	607	588
WP_002108506.1	lcl|NZ_AOHC02000021.1_cds_WP_155119637.1_2541	35.156	128	216
WP_002108506.1	lcl|NZ_AOHC02000053.1_cds_WP_003010193.1_205	28.834	163	216
WP_002108506.1	lcl|NZ_AOHC02000030.1_cds_WP_003002525.1_1788	26.623	154	216
WP_002108506.1	lcl|NZ_AOHC02000019.1_cds_WP_002997800.1_2583	27.922	154	216
WP_002108506.1	lcl|NZ_AOHC02000049.1_cds_LEP1GSC060_RS16005_553	25.410	122	216
WP_025180280.1	lcl|NZ_AOHC02000012.1_cds_WP_036095123.1_3259	28.000	250	242
WP_025180280.1	lcl|NZ_AOHC02000052.1_cds_WP_003009735.1_331	23.333	120	242
WP_002108525.1	lcl|NZ_AOHC02000037.1_cds_WP_003004193.1_1394	31.660	259	255
WP_002108525.1	lcl|NZ_AOHC02000052.1_cds_WP_003009650.1_329	28.629	248	255
WP_002108525.1	lcl|NZ_AOHC02000026.1_cds_WP_003000971.1_1982	28.235	255	255
WP_002108525.1	lcl|NZ_AOHC02000053.1_cds_WP_003010283.1_196	29.457	258	255
WP_002108525.1	lcl|NZ_AOHC02000028.1_cds_WP_003001519.1_1942	26.336	262	255
WP_002108525.1	lcl|NZ_AOHC02000014.1_cds_WP_002995972.1_2950	24.164	269	255
WP_002108525.1	lcl|NZ_AOHC02000026.1_cds_WP_003001074.1_2041	24.904	261	255
WP_002108525.1	lcl|NZ_AOHC02000052.1_cds_WP_036096972.1_371	27.686	242	255
WP_002108525.1	lcl|NZ_AOHC02000038.1_cds_WP_003005344.1_1232	25.352	213	255
WP_002108525.1	lcl|NZ_AOHC02000029.1_cds_WP_003001788.1_1918	27.473	182	255
WP_002108525.1	lcl|NZ_AOHC02000052.1_cds_WP_003009724.1_294	30.052	193	255
WP_002108525.1	lcl|NZ_AOHC02000021.1_cds_WP_002999232.1_2400	24.615	195	255
WP_002108525.1	lcl|NZ_AOHC02000021.1_cds_WP_002998716.1_2431	25.907	193	255
WP_002108525.1	lcl|NZ_AOHC02000025.1_cds_WP_003000487.1_2132	26.316	190	255
WP_002108525.1	lcl|NZ_AOHC02000021.1_cds_WP_002999322.1_2426	23.563	174	255
WP_002108525.1	lcl|NZ_AOHC02000037.1_cds_WP_003004626.1_1370	39.130	69	255
WP_002108502.1	lcl|NZ_AOHC02000001.1_cds_WP_002992656.1_3623	24.419	258	314
WP_002108526.1	lcl|NZ_AOHC02000052.1_cds_WP_003009812.1_353	37.363	273	282
WP_002108526.1	lcl|NZ_AOHC02000007.1_cds_WP_002993752.1_3536	38.676	287	282
WP_002108526.1	lcl|NZ_AOHC02000052.1_cds_WP_003009456.1_349	34.191	272	282
WP_002078520.1	lcl|NZ_AOHC02000012.1_cds_WP_036095202.1_3274	37.750	400	401
WP_002078520.1	lcl|NZ_AOHC02000052.1_cds_WP_003009532.1_300	31.044	364	401
WP_002078520.1	lcl|NZ_AOHC02000052.1_cds_WP_003009401.1_365	30.811	370	401
WP_002078520.1	lcl|NZ_AOHC02000052.1_cds_WP_003009662.1_355	24.615	390	401
WP_002078520.1	lcl|NZ_AOHC02000052.1_cds_WP_036096948.1_348	28.906	384	401
WP_002078520.1	lcl|NZ_AOHC02000041.1_cds_WP_036096647.1_1013	25.510	392	401
WP_002078520.1	lcl|NZ_AOHC02000023.1_cds_WP_002999813.1_2214	27.095	358	401
WP_025180279.1	lcl|NZ_AOHC02000012.1_cds_WP_002994883.1_3402	31.250	320	568
WP_025180279.1	lcl|NZ_AOHC02000052.1_cds_WP_003009503.1_368	33.168	202	568
WP_025180279.1	lcl|NZ_AOHC02000041.1_cds_WP_003006653.1_966	31.330	233	568
WP_025180279.1	lcl|NZ_AOHC02000037.1_cds_WP_003004170.1_1272	33.173	208	568
WP_025180279.1	lcl|NZ_AOHC02000012.1_cds_WP_002994989.1_3353	30.594	219	568
WP_025180279.1	lcl|NZ_AOHC02000042.1_cds_WP_003007042.1_704	32.051	234	568
