WP_000340715.1	lcl|NZ_ANMX01000099.1_cds_WP_000340715.1_1904	100.000	86	106
WP_000410268.1	lcl|NZ_ANMX01000099.1_cds_WP_000410273.1_1903	99.677	310	318
WP_000410268.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	25.680	331	318
WP_000410268.1	lcl|NZ_ANMX01000194.1_cds_WP_000744700.1_3707	24.611	321	318
WP_000410268.1	lcl|NZ_ANMX01000145.1_cds_WP_000723092.1_2655	24.221	289	318
WP_000410268.1	lcl|NZ_ANMX01000159.1_cds_WP_001033107.1_3082	20.000	265	318
WP_002076509.1	lcl|NZ_ANMX01000145.1_cds_WP_000282880.1_2659	30.638	235	223
WP_002076509.1	lcl|NZ_ANMX01000209.1_cds_WP_001099028.1_4002	26.906	223	223
WP_002076509.1	lcl|NZ_ANMX01000064.1_cds_WP_000840860.1_1156	29.808	104	223
WP_002076509.1	lcl|NZ_ANMX01000099.1_cds_WP_001967899.1_1889	30.928	97	223
WP_002076509.1	lcl|NZ_ANMX01000027.1_cds_WP_000868621.1_462	29.670	91	223
WP_002076509.1	lcl|NZ_ANMX01000215.1_cds_WP_000262844.1_4057	24.638	207	223
WP_002076509.1	lcl|NZ_ANMX01000145.1_cds_WP_001114267.1_2652	26.705	176	223
WP_001136119.1	lcl|NZ_ANMX01000159.1_cds_WP_001033783.1_3097	32.386	352	354
WP_001136119.1	lcl|NZ_ANMX01000093.1_cds_WP_001011674.1_1718	33.898	295	354
WP_001136119.1	lcl|NZ_ANMX01000159.1_cds_WP_001033783.1_3097	32.386	352	354
WP_001136119.1	lcl|NZ_ANMX01000093.1_cds_WP_001011674.1_1718	33.898	295	354
WP_000535865.1	lcl|NZ_ANMX01000159.1_cds_WP_000691020.1_3094	42.771	166	234
WP_000535865.1	lcl|NZ_ANMX01000082.1_cds_WP_001014596.1_1482	28.365	208	234
WP_000535865.1	lcl|NZ_ANMX01000069.1_cds_WP_000721859.1_1257	33.333	111	234
WP_001117631.1	lcl|NZ_ANMX01000159.1_cds_WP_000331751.1_3086	38.211	246	387
WP_001117631.1	lcl|NZ_ANMX01000083.1_cds_WP_001281953.1_1492	31.989	372	387
