WP_000340715.1	lcl|NZ_JQQZ01000209.1_cds_WP_002725873.1_3062	91.860	86	106
WP_000410268.1	lcl|NZ_JQQZ01000209.1_cds_WP_061209188.1_3061	93.548	310	318
WP_000410268.1	lcl|NZ_JQQZ01000102.1_cds_WP_011671202.1_1853	22.360	322	318
WP_000410268.1	lcl|NZ_JQQZ01000160.1_cds_WP_011671706.1_2577	24.653	288	318
WP_000410268.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209097.1_1531	21.014	276	318
WP_000410268.1	lcl|NZ_JQQZ01000068.1_cds_WP_061221080.1_1319	26.141	241	318
WP_000410268.1	lcl|NZ_JQQZ01000156.1_cds_WP_061221461.1_2523	22.353	170	318
WP_002076509.1	lcl|NZ_JQQZ01000213.1_cds_WP_061221647.1_3092	49.751	201	223
WP_002076509.1	lcl|NZ_JQQZ01000134.1_cds_WP_002759031.1_2221	26.577	222	223
WP_002076509.1	lcl|NZ_JQQZ01000160.1_cds_WP_011669970.1_2581	30.579	121	223
WP_002076509.1	lcl|NZ_JQQZ01000160.1_cds_WP_061221487.1_2601	34.783	92	223
WP_002076509.1	lcl|NZ_JQQZ01000015.1_cds_WP_011669670.1_261	30.769	104	223
WP_002076509.1	lcl|NZ_JQQZ01000066.1_cds_WP_002734441.1_1282	29.787	94	223
WP_002076509.1	lcl|NZ_JQQZ01000160.1_cds_WP_061221473.1_2574	25.568	176	223
WP_001136119.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209100.1_1534	37.313	335	354
WP_001136119.1	lcl|NZ_JQQZ01000058.1_cds_WP_061208977.1_1069	34.375	288	354
WP_001136119.1	lcl|NZ_JQQZ01000160.1_cds_WP_061208040.1_2615	30.312	353	354
WP_001136119.1	lcl|NZ_JQQZ01000213.1_cds_WP_061208758.1_3091	26.754	228	354
WP_001136119.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209100.1_1534	37.313	335	354
WP_001136119.1	lcl|NZ_JQQZ01000058.1_cds_WP_061208977.1_1069	34.375	288	354
WP_001136119.1	lcl|NZ_JQQZ01000160.1_cds_WP_061208040.1_2615	30.312	353	354
WP_001136119.1	lcl|NZ_JQQZ01000213.1_cds_WP_061208758.1_3091	26.754	228	354
WP_000535865.1	lcl|NZ_JQQZ01000114.1_cds_WP_061208046.1_1994	30.952	210	234
WP_000535865.1	lcl|NZ_JQQZ01000084.1_cds_WP_061221151.1_1593	29.091	110	234
WP_002183331.1	lcl|NZ_JQQZ01000123.1_cds_WP_061208211.1_2120	26.776	183	204
WP_001117631.1	lcl|NZ_JQQZ01000073.1_cds_WP_061221100.1_1377	30.914	372	387
WP_001117631.1	lcl|NZ_JQQZ01000160.1_cds_WP_061221479.1_2583	31.707	287	387
WP_001117631.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209098.1_1532	35.223	247	387
WP_001117631.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209108.1_1543	32.787	244	387
WP_001117631.1	lcl|NZ_JQQZ01000040.1_cds_WP_061220870.1_727	26.791	321	387
WP_001117631.1	lcl|NZ_JQQZ01000011.1_cds_WP_061208874.1_226	25.137	366	387
WP_000697351.1	lcl|NZ_JQQZ01000153.1_cds_WP_061221441.1_2454	41.569	599	583
WP_029781911.1	lcl|NZ_JQQZ01000090.1_cds_WP_061208919.1_1668	22.047	127	572
WP_029781911.1	lcl|NZ_JQQZ01000090.1_cds_WP_061208919.1_1668	22.047	127	572
WP_000041234.1	lcl|NZ_JQQZ01000073.1_cds_WP_061221100.1_1377	27.794	349	417
WP_000041234.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209108.1_1543	31.389	360	417
WP_000041234.1	lcl|NZ_JQQZ01000160.1_cds_WP_061221479.1_2583	31.802	283	417
WP_000041234.1	lcl|NZ_JQQZ01000040.1_cds_WP_061220870.1_727	28.685	251	417
WP_000041234.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209098.1_1532	29.289	239	417
WP_000041234.1	lcl|NZ_JQQZ01000011.1_cds_WP_061208874.1_226	25.000	252	417
WP_002108490.1	lcl|NZ_JQQZ01000153.1_cds_WP_061221441.1_2454	30.696	632	588
WP_002108506.1	lcl|NZ_JQQZ01000204.1_cds_WP_026131201.1_3028	27.485	171	216
WP_002108506.1	lcl|NZ_JQQZ01000054.1_cds_WP_002756542.1_1010	28.177	181	216
WP_002108506.1	lcl|NZ_JQQZ01000014.1_cds_WP_061208348.1_243	23.757	181	216
WP_002108506.1	lcl|NZ_JQQZ01000100.1_cds_WP_061221224.1_1811	31.008	129	216
WP_002108485.1	lcl|NZ_JQQZ01000010.1_cds_WP_061220701.1_206	34.545	55	305
WP_025180280.1	lcl|NZ_JQQZ01000114.1_cds_WP_061208046.1_1994	28.689	244	242
WP_002108525.1	lcl|NZ_JQQZ01000111.1_cds_WP_002756305.1_1975	32.819	259	255
WP_002108525.1	lcl|NZ_JQQZ01000268.1_cds_WP_002750258.1_3296	27.451	255	255
WP_002108525.1	lcl|NZ_JQQZ01000054.1_cds_WP_002722237.1_1019	27.059	255	255
WP_002108525.1	lcl|NZ_JQQZ01000077.1_cds_WP_002735533.1_1452	28.148	270	255
WP_002108525.1	lcl|NZ_JQQZ01000039.1_cds_WP_011670174.1_696	26.022	269	255
WP_002108525.1	lcl|NZ_JQQZ01000070.1_cds_WP_011670621.1_1341	26.054	261	255
WP_002108525.1	lcl|NZ_JQQZ01000080.1_cds_WP_061207988.1_1485	26.374	182	255
WP_002108525.1	lcl|NZ_JQQZ01000160.1_cds_WP_011671706.1_2577	30.052	193	255
WP_002108525.1	lcl|NZ_JQQZ01000161.1_cds_WP_002755553.1_2618	25.907	193	255
WP_002108525.1	lcl|NZ_JQQZ01000161.1_cds_WP_061207957.1_2624	24.855	173	255
WP_002108525.1	lcl|NZ_JQQZ01000034.1_cds_WP_002727146.1_601	26.396	197	255
WP_002108525.1	lcl|NZ_JQQZ01000102.1_cds_WP_011671202.1_1853	36.111	72	255
WP_002108525.1	lcl|NZ_JQQZ01000174.1_cds_WP_002739544.1_2777	23.469	196	255
WP_002108502.1	lcl|NZ_JQQZ01000150.1_cds_WP_061221420.1_2409	28.340	247	314
WP_002108526.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209100.1_1534	35.036	274	282
WP_002108526.1	lcl|NZ_JQQZ01000058.1_cds_WP_061208977.1_1069	39.350	277	282
WP_002108526.1	lcl|NZ_JQQZ01000160.1_cds_WP_061208040.1_2615	33.091	275	282
WP_002108526.1	lcl|NZ_JQQZ01000213.1_cds_WP_061208758.1_3091	29.545	264	282
WP_002078520.1	lcl|NZ_JQQZ01000073.1_cds_WP_061221100.1_1377	38.000	400	401
WP_002078520.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209108.1_1543	33.333	390	401
WP_002078520.1	lcl|NZ_JQQZ01000160.1_cds_WP_061221479.1_2583	29.810	369	401
WP_002078520.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209098.1_1532	28.463	397	401
WP_002078520.1	lcl|NZ_JQQZ01000011.1_cds_WP_061208874.1_226	26.042	384	401
WP_002078520.1	lcl|NZ_JQQZ01000040.1_cds_WP_061220870.1_727	27.577	359	401
WP_025180279.1	lcl|NZ_JQQZ01000053.1_cds_WP_061207593.1_959	32.399	321	568
WP_025180279.1	lcl|NZ_JQQZ01000213.1_cds_WP_061208759.1_3097	34.649	228	568
WP_025180279.1	lcl|NZ_JQQZ01000065.1_cds_WP_002723347.1_1252	31.579	209	568
WP_025180279.1	lcl|NZ_JQQZ01000107.1_cds_WP_011671171.1_1896	33.186	226	568
WP_025180279.1	lcl|NZ_JQQZ01000008.1_cds_WP_061207927.1_168	31.658	199	568
WP_025180279.1	lcl|NZ_JQQZ01000062.1_cds_WP_061208076.1_1225	31.313	198	568
WP_025180279.1	lcl|NZ_JQQZ01000164.1_cds_WP_002726143.1_2665	29.493	217	568
WP_025180279.1	lcl|NZ_JQQZ01000154.1_cds_WP_002739451.1_2477	31.472	197	568
WP_025180279.1	lcl|NZ_JQQZ01000006.1_cds_WP_002751341.1_91	33.498	203	568
WP_025180279.1	lcl|NZ_JQQZ01000023.1_cds_WP_061207856.1_400	29.231	195	568
WP_025180279.1	lcl|NZ_JQQZ01000041.1_cds_WP_011671900.1_737	31.405	242	568
WP_025180279.1	lcl|NZ_JQQZ01000006.1_cds_WP_061220664.1_107	34.641	153	568
WP_025180279.1	lcl|NZ_JQQZ01000126.1_cds_WP_002730493.1_2146	28.261	184	568
WP_025180279.1	lcl|NZ_JQQZ01000060.1_cds_WP_002721914.1_1153	29.189	185	568
WP_025180279.1	lcl|NZ_JQQZ01000018.1_cds_WP_002724311.1_306	31.651	218	568
WP_025180279.1	lcl|NZ_JQQZ01000036.1_cds_WP_061220838.1_631	28.155	206	568
WP_025180279.1	lcl|NZ_JQQZ01000036.1_cds_WP_061220838.1_631	26.699	206	568
WP_025180279.1	lcl|NZ_JQQZ01000018.1_cds_WP_061220739.1_307	30.964	197	568
WP_025180279.1	lcl|NZ_JQQZ01000123.1_cds_WP_061208213.1_2116	27.979	193	568
WP_025180279.1	lcl|NZ_JQQZ01000022.1_cds_WP_011670070.1_381	29.245	212	568
WP_025180279.1	lcl|NZ_JQQZ01000007.1_cds_WP_061220681.1_140	28.042	189	568
WP_025180279.1	lcl|NZ_JQQZ01000033.1_cds_WP_002735056.1_596	26.471	204	568
WP_025180279.1	lcl|NZ_JQQZ01000116.1_cds_WP_002725984.1_2011	28.415	183	568
WP_025180279.1	lcl|NZ_JQQZ01000168.1_cds_WP_061209043.1_2710	26.154	195	568
WP_025180279.1	lcl|NZ_JQQZ01000168.1_cds_WP_061209043.1_2710	25.000	192	568
WP_025180279.1	lcl|NZ_JQQZ01000181.1_cds_WP_061208842.1_2823	27.368	190	568
WP_025180279.1	lcl|NZ_JQQZ01000181.1_cds_WP_061208842.1_2823	23.858	197	568
WP_025180279.1	lcl|NZ_JQQZ01000042.1_cds_WP_061208575.1_743	26.667	165	568
WP_025180279.1	lcl|NZ_JQQZ01000165.1_cds_WP_011670765.1_2676	29.050	179	568
WP_025180279.1	lcl|NZ_JQQZ01000165.1_cds_WP_061221507.1_2673	26.442	208	568
WP_025180279.1	lcl|NZ_JQQZ01000202.1_cds_WP_061209046.1_3018	26.531	196	568
WP_025180279.1	lcl|NZ_JQQZ01000264.1_cds_WP_061221716.1_3281	26.012	173	568
WP_025180279.1	lcl|NZ_JQQZ01000016.1_cds_WP_061208851.1_288	31.944	72	568
WP_025180279.1	lcl|NZ_JQQZ01000053.1_cds_WP_061207593.1_959	32.399	321	568
WP_025180279.1	lcl|NZ_JQQZ01000213.1_cds_WP_061208759.1_3097	34.649	228	568
WP_025180279.1	lcl|NZ_JQQZ01000065.1_cds_WP_002723347.1_1252	31.579	209	568
WP_025180279.1	lcl|NZ_JQQZ01000107.1_cds_WP_011671171.1_1896	33.186	226	568
WP_025180279.1	lcl|NZ_JQQZ01000008.1_cds_WP_061207927.1_168	31.658	199	568
WP_025180279.1	lcl|NZ_JQQZ01000062.1_cds_WP_061208076.1_1225	31.313	198	568
WP_025180279.1	lcl|NZ_JQQZ01000164.1_cds_WP_002726143.1_2665	29.493	217	568
WP_025180279.1	lcl|NZ_JQQZ01000154.1_cds_WP_002739451.1_2477	31.472	197	568
WP_025180279.1	lcl|NZ_JQQZ01000006.1_cds_WP_002751341.1_91	33.498	203	568
WP_025180279.1	lcl|NZ_JQQZ01000023.1_cds_WP_061207856.1_400	29.231	195	568
WP_025180279.1	lcl|NZ_JQQZ01000041.1_cds_WP_011671900.1_737	31.405	242	568
WP_025180279.1	lcl|NZ_JQQZ01000006.1_cds_WP_061220664.1_107	34.641	153	568
WP_025180279.1	lcl|NZ_JQQZ01000126.1_cds_WP_002730493.1_2146	28.261	184	568
WP_025180279.1	lcl|NZ_JQQZ01000060.1_cds_WP_002721914.1_1153	29.189	185	568
WP_025180279.1	lcl|NZ_JQQZ01000018.1_cds_WP_002724311.1_306	31.651	218	568
WP_025180279.1	lcl|NZ_JQQZ01000036.1_cds_WP_061220838.1_631	28.155	206	568
WP_025180279.1	lcl|NZ_JQQZ01000036.1_cds_WP_061220838.1_631	26.699	206	568
WP_025180279.1	lcl|NZ_JQQZ01000018.1_cds_WP_061220739.1_307	30.964	197	568
WP_025180279.1	lcl|NZ_JQQZ01000123.1_cds_WP_061208213.1_2116	27.979	193	568
WP_025180279.1	lcl|NZ_JQQZ01000022.1_cds_WP_011670070.1_381	29.245	212	568
WP_025180279.1	lcl|NZ_JQQZ01000007.1_cds_WP_061220681.1_140	28.042	189	568
WP_025180279.1	lcl|NZ_JQQZ01000033.1_cds_WP_002735056.1_596	26.471	204	568
WP_025180279.1	lcl|NZ_JQQZ01000116.1_cds_WP_002725984.1_2011	28.415	183	568
WP_025180279.1	lcl|NZ_JQQZ01000168.1_cds_WP_061209043.1_2710	26.154	195	568
WP_025180279.1	lcl|NZ_JQQZ01000168.1_cds_WP_061209043.1_2710	25.000	192	568
WP_025180279.1	lcl|NZ_JQQZ01000181.1_cds_WP_061208842.1_2823	27.368	190	568
WP_025180279.1	lcl|NZ_JQQZ01000181.1_cds_WP_061208842.1_2823	23.858	197	568
WP_025180279.1	lcl|NZ_JQQZ01000042.1_cds_WP_061208575.1_743	26.667	165	568
WP_025180279.1	lcl|NZ_JQQZ01000165.1_cds_WP_011670765.1_2676	29.050	179	568
WP_025180279.1	lcl|NZ_JQQZ01000165.1_cds_WP_061221507.1_2673	26.442	208	568
WP_025180279.1	lcl|NZ_JQQZ01000202.1_cds_WP_061209046.1_3018	26.531	196	568
WP_025180279.1	lcl|NZ_JQQZ01000264.1_cds_WP_061221716.1_3281	26.012	173	568
WP_025180279.1	lcl|NZ_JQQZ01000016.1_cds_WP_061208851.1_288	31.944	72	568
WP_025180278.1	lcl|NZ_JQQZ01000213.1_cds_WP_061208753.1_3096	26.518	313	351
WP_000665193.1	lcl|NZ_JQQZ01000160.1_cds_WP_061208035.1_2608	23.529	612	586
WP_000665193.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209096.1_1529	24.382	283	586
WP_000848826.1	lcl|NZ_JQQZ01000049.1_cds_JG02_RS04515_873	31.148	61	279
WP_001047906.1	lcl|NZ_JQQZ01000022.1_cds_WP_002750963.1_380	35.593	118	211
WP_000848236.1	lcl|NZ_JQQZ01000084.1_cds_WP_061221151.1_1593	38.017	242	251
WP_002099938.1	lcl|NZ_JQQZ01000080.1_cds_WP_061221125.1_1489	30.075	266	254
WP_002099938.1	lcl|NZ_JQQZ01000005.1_cds_WP_002732288.1_54	28.352	261	254
WP_002099938.1	lcl|NZ_JQQZ01000159.1_cds_WP_011670180.1_2565	25.296	253	254
WP_000661927.1	lcl|NZ_JQQZ01000014.1_cds_WP_061208348.1_243	26.132	287	320
WP_000661927.1	lcl|NZ_JQQZ01000295.1_cds_WP_228008661.1_3343	27.807	187	320
WP_000661927.1	lcl|NZ_JQQZ01000010.1_cds_WP_061220701.1_206	23.016	252	320
WP_000661927.1	lcl|NZ_JQQZ01000025.1_cds_WP_061208385.1_479	26.042	192	320
WP_000661927.1	lcl|NZ_JQQZ01000160.1_cds_WP_061208034.1_2607	27.273	110	320
WP_000661927.1	lcl|NZ_JQQZ01000146.1_cds_WP_044095380.1_2325	23.182	220	320
WP_000661927.1	lcl|NZ_JQQZ01000160.1_cds_WP_081098161.1_2614	24.051	237	320
WP_000837189.1	lcl|NZ_JQQZ01000150.1_cds_WP_011670298.1_2415	27.458	295	332
WP_000837189.1	lcl|NZ_JQQZ01000213.1_cds_WP_061221648.1_3093	28.571	245	332
WP_000837189.1	lcl|NZ_JQQZ01000150.1_cds_WP_011670298.1_2415	27.458	295	332
WP_000837189.1	lcl|NZ_JQQZ01000213.1_cds_WP_061221648.1_3093	28.571	245	332
WP_000651740.1	lcl|NZ_JQQZ01000160.1_cds_WP_061221487.1_2601	35.193	233	301
WP_000651740.1	lcl|NZ_JQQZ01000134.1_cds_WP_002759031.1_2221	47.475	99	301
WP_000651740.1	lcl|NZ_JQQZ01000160.1_cds_WP_011669970.1_2581	32.365	241	301
WP_000651740.1	lcl|NZ_JQQZ01000213.1_cds_WP_061221647.1_3092	28.283	99	301
WP_000651740.1	lcl|NZ_JQQZ01000019.1_cds_WP_002723163.1_324	25.714	140	301
WP_000651740.1	lcl|NZ_JQQZ01000034.1_cds_WP_061220821.1_598	30.612	98	301
WP_025180277.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209103.1_1537	32.990	97	380
WP_000579360.1	lcl|NZ_JQQZ01000059.1_cds_WP_002739089.1_1084	35.780	218	204
WP_000579360.1	lcl|NZ_JQQZ01000081.1_cds_WP_061209105.1_1539	33.010	206	204
