WP_000340715.1	lcl|NZ_JADDXL010000008.1_cds_WP_002725873.1_3286	91.860	86	106
WP_000410268.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733579.1_3287	93.548	310	318
WP_000410268.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733534.1_3290	27.143	280	318
WP_000410268.1	lcl|NZ_JADDXL010000013.1_cds_WP_002722638.1_357	22.671	322	318
WP_000410268.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740024.1_3381	25.000	288	318
WP_000410268.1	lcl|NZ_JADDXL010000002.1_cds_WP_002728309.1_1813	25.402	311	318
WP_000410268.1	lcl|NZ_JADDXL010000021.1_cds_WP_002743770.1_1255	22.353	170	318
WP_000410268.1	lcl|NZ_JADDXL010000008.1_cds_WP_016749081.1_3319	24.342	152	318
WP_002076509.1	lcl|NZ_JADDXL010000015.1_cds_WP_002738595.1_532	26.126	222	223
WP_002076509.1	lcl|NZ_JADDXL010000008.1_cds_WP_002742128.1_3377	30.579	121	223
WP_002076509.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733661.1_3357	33.696	92	223
WP_002076509.1	lcl|NZ_JADDXL010000009.1_cds_WP_002731944.1_3449	30.769	104	223
WP_002076509.1	lcl|NZ_JADDXL010000011.1_cds_WP_002726501.1_158	29.787	94	223
WP_002076509.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733618.1_3384	25.568	176	223
WP_001136119.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740722.1_3330	36.607	336	354
WP_001136119.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740726.1_3334	33.728	338	354
WP_001136119.1	lcl|NZ_JADDXL010000004.1_cds_WP_002730849.1_2745	34.375	288	354
WP_001136119.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740722.1_3330	36.607	336	354
WP_001136119.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740726.1_3334	33.728	338	354
WP_001136119.1	lcl|NZ_JADDXL010000004.1_cds_WP_002730849.1_2745	34.375	288	354
WP_000535865.1	lcl|NZ_JADDXL010000002.1_cds_WP_002738760.1_1692	30.952	210	234
WP_000535865.1	lcl|NZ_JADDXL010000002.1_cds_WP_002723863.1_1888	29.091	110	234
WP_002183331.1	lcl|NZ_JADDXL010000014.1_cds_WP_002734213.1_502	26.776	183	204
