WP_000340715.1	lcl|NZ_AHNJ02000016.1_cds_WP_000340715.1_3317	100.000	86	106
WP_000410268.1	lcl|NZ_AHNJ02000016.1_cds_WP_000410273.1_3316	99.677	310	318
WP_000410268.1	lcl|NZ_AHNJ02000016.1_cds_WP_000646251.1_3313	25.680	331	318
WP_000410268.1	lcl|NZ_AHNJ02000009.1_cds_WP_000744700.1_3617	24.611	321	318
WP_000410268.1	lcl|NZ_AHNJ02000016.1_cds_WP_000723086.1_3246	24.306	288	318
WP_002076509.1	lcl|NZ_AHNJ02000016.1_cds_WP_002106347.1_3250	30.213	235	223
WP_002076509.1	lcl|NZ_AHNJ02000034.1_cds_WP_001099038.1_2397	26.906	223	223
WP_002076509.1	lcl|NZ_AHNJ02000034.1_cds_WP_000840860.1_2323	29.808	104	223
WP_002076509.1	lcl|NZ_AHNJ02000037.1_cds_WP_000868621.1_2292	29.670	91	223
WP_002076509.1	lcl|NZ_AHNJ02000016.1_cds_WP_001114264.1_3243	26.705	176	223
WP_002076509.1	lcl|NZ_AHNJ02000071.1_cds_WP_000262844.1_293	24.638	207	223
WP_001136119.1	lcl|NZ_AHNJ02000016.1_cds_WP_001033782.1_3284	32.584	356	354
WP_001136119.1	lcl|NZ_AHNJ02000028.1_cds_WP_001011677.1_2743	33.559	295	354
WP_001136119.1	lcl|NZ_AHNJ02000016.1_cds_WP_002068380.1_3290	28.435	313	354
WP_001136119.1	lcl|NZ_AHNJ02000016.1_cds_WP_001033782.1_3284	32.584	356	354
WP_001136119.1	lcl|NZ_AHNJ02000028.1_cds_WP_001011677.1_2743	33.559	295	354
WP_001136119.1	lcl|NZ_AHNJ02000016.1_cds_WP_002068380.1_3290	28.435	313	354
WP_000535865.1	lcl|NZ_AHNJ02000062.1_cds_WP_002109213.1_930	43.373	166	234
WP_000535865.1	lcl|NZ_AHNJ02000071.1_cds_WP_001014595.1_253	28.365	208	234
WP_000535865.1	lcl|NZ_AHNJ02000016.1_cds_WP_000440092.1_3289	23.043	230	234
WP_000535865.1	lcl|NZ_AHNJ02000028.1_cds_WP_000721859.1_2572	33.333	111	234
WP_001117631.1	lcl|NZ_AHNJ02000064.1_cds_WP_001281953.1_487	31.989	372	387
WP_001117631.1	lcl|NZ_AHNJ02000016.1_cds_WP_000608292.1_3308	28.448	348	387
WP_001117631.1	lcl|NZ_AHNJ02000016.1_cds_WP_001198107.1_3309	37.864	206	387
WP_001117631.1	lcl|NZ_AHNJ02000016.1_cds_WP_000172657.1_3292	33.600	250	387
WP_001117631.1	lcl|NZ_AHNJ02000016.1_cds_WP_000575178.1_3252	29.329	283	387
WP_001117631.1	lcl|NZ_AHNJ02000022.1_cds_WP_000538749.1_3113	26.480	321	387
WP_001117631.1	lcl|NZ_AHNJ02000026.1_cds_WP_001982414.1_2924	24.251	367	387
WP_029781911.1	lcl|NZ_AHNJ02000062.1_cds_WP_002109213.1_930	36.327	245	572
WP_029781911.1	lcl|NZ_AHNJ02000016.1_cds_WP_000440092.1_3289	27.941	204	572
WP_029781911.1	lcl|NZ_AHNJ02000042.1_cds_WP_000613386.1_1818	21.538	130	572
WP_029781911.1	lcl|NZ_AHNJ02000028.1_cds_WP_000721859.1_2572	34.188	117	572
WP_029781911.1	lcl|NZ_AHNJ02000062.1_cds_WP_002109213.1_930	36.327	245	572
WP_029781911.1	lcl|NZ_AHNJ02000016.1_cds_WP_000440092.1_3289	27.941	204	572
WP_029781911.1	lcl|NZ_AHNJ02000042.1_cds_WP_000613386.1_1818	21.538	130	572
WP_029781911.1	lcl|NZ_AHNJ02000028.1_cds_WP_000721859.1_2572	34.188	117	572
WP_000041234.1	lcl|NZ_AHNJ02000016.1_cds_WP_001198107.1_3309	34.161	322	417
WP_000041234.1	lcl|NZ_AHNJ02000016.1_cds_WP_000608292.1_3308	32.047	337	417
WP_000041234.1	lcl|NZ_AHNJ02000016.1_cds_WP_000575178.1_3252	32.573	307	417
WP_000041234.1	lcl|NZ_AHNJ02000016.1_cds_WP_000172657.1_3292	31.385	325	417
WP_000041234.1	lcl|NZ_AHNJ02000064.1_cds_WP_001281953.1_487	28.354	328	417
WP_000041234.1	lcl|NZ_AHNJ02000022.1_cds_WP_000538749.1_3113	25.581	387	417
WP_000041234.1	lcl|NZ_AHNJ02000026.1_cds_WP_001982414.1_2924	24.206	252	417
WP_002108506.1	lcl|NZ_AHNJ02000070.1_cds_WP_000012765.1_351	35.385	130	216
WP_002108506.1	lcl|NZ_AHNJ02000058.1_cds_WP_000230181.1_1218	30.061	163	216
WP_002108506.1	lcl|NZ_AHNJ02000028.1_cds_WP_002108871.1_2593	25.714	105	216
WP_002108506.1	lcl|NZ_AHNJ02000028.1_cds_WP_000602007.1_2545	26.712	146	216
WP_025180280.1	lcl|NZ_AHNJ02000062.1_cds_WP_002109213.1_930	31.557	244	242
WP_025180280.1	lcl|NZ_AHNJ02000071.1_cds_WP_001014595.1_253	29.268	246	242
WP_002108525.1	lcl|NZ_AHNJ02000009.1_cds_WP_000998676.1_3591	31.660	259	255
WP_002108525.1	lcl|NZ_AHNJ02000016.1_cds_WP_000412930.1_3276	28.846	260	255
WP_002108525.1	lcl|NZ_AHNJ02000058.1_cds_WP_000566240.1_1237	27.843	255	255
WP_002108525.1	lcl|NZ_AHNJ02000073.1_cds_WP_000043153.1_218	26.336	262	255
WP_002108525.1	lcl|NZ_AHNJ02000076.1_cds_WP_000351753.1_30	24.907	269	255
WP_002108525.1	lcl|NZ_AHNJ02000042.1_cds_WP_000653653.1_1748	26.054	261	255
WP_002108525.1	lcl|NZ_AHNJ02000058.1_cds_WP_002080077.1_1209	27.490	251	255
WP_002108525.1	lcl|NZ_AHNJ02000016.1_cds_WP_000750438.1_3272	24.409	254	255
WP_002108525.1	lcl|NZ_AHNJ02000016.1_cds_WP_000980525.1_3298	38.235	102	255
WP_002108525.1	lcl|NZ_AHNJ02000009.1_cds_WP_000646913.1_3767	26.230	183	255
WP_002108525.1	lcl|NZ_AHNJ02000016.1_cds_WP_000723086.1_3246	29.851	201	255
WP_002108525.1	lcl|NZ_AHNJ02000058.1_cds_WP_002067215.1_1278	26.289	194	255
WP_002108525.1	lcl|NZ_AHNJ02000062.1_cds_WP_001074690.1_688	25.389	193	255
WP_002108525.1	lcl|NZ_AHNJ02000058.1_cds_WP_001069862.1_1273	26.136	176	255
WP_002108525.1	lcl|NZ_AHNJ02000009.1_cds_WP_000744700.1_3617	34.722	72	255
WP_002108525.1	lcl|NZ_AHNJ02000027.1_cds_WP_000093664.1_2828	23.500	200	255
WP_002108502.1	lcl|NZ_AHNJ02000064.1_cds_WP_002185292.1_543	29.091	330	314
WP_002108526.1	lcl|NZ_AHNJ02000028.1_cds_WP_001011677.1_2743	38.676	287	282
WP_002108526.1	lcl|NZ_AHNJ02000016.1_cds_WP_001033782.1_3284	35.235	298	282
WP_002108526.1	lcl|NZ_AHNJ02000016.1_cds_WP_002068380.1_3290	27.574	272	282
WP_002078520.1	lcl|NZ_AHNJ02000064.1_cds_WP_001281953.1_487	37.905	401	401
WP_002078520.1	lcl|NZ_AHNJ02000016.1_cds_WP_000172657.1_3292	33.842	393	401
WP_002078520.1	lcl|NZ_AHNJ02000016.1_cds_WP_000608292.1_3308	31.452	372	401
WP_002078520.1	lcl|NZ_AHNJ02000016.1_cds_WP_000575178.1_3252	28.142	366	401
WP_002078520.1	lcl|NZ_AHNJ02000016.1_cds_WP_001198107.1_3309	30.579	363	401
WP_002078520.1	lcl|NZ_AHNJ02000026.1_cds_WP_001982414.1_2924	25.521	384	401
WP_002078520.1	lcl|NZ_AHNJ02000022.1_cds_WP_000538749.1_3113	26.509	381	401
WP_025180279.1	lcl|NZ_AHNJ02000024.1_cds_WP_042710234.1_3025	30.163	368	568
WP_025180279.1	lcl|NZ_AHNJ02000022.1_cds_WP_000667646.1_3088	32.381	210	568
WP_025180279.1	lcl|NZ_AHNJ02000009.1_cds_WP_000828456.1_3707	31.858	226	568
WP_025180279.1	lcl|NZ_AHNJ02000016.1_cds_WP_002106376.1_3294	31.132	212	568
WP_025180279.1	lcl|NZ_AHNJ02000024.1_cds_WP_000942282.1_3011	33.663	202	568
WP_025180279.1	lcl|NZ_AHNJ02000062.1_cds_WP_000666552.1_811	30.811	185	568
WP_025180279.1	lcl|NZ_AHNJ02000042.1_cds_WP_001161019.1_1855	31.088	193	568
WP_025180279.1	lcl|NZ_AHNJ02000016.1_cds_WP_000651459.1_3203	30.570	193	568
WP_025180279.1	lcl|NZ_AHNJ02000076.1_cds_WP_000047473.1_104	33.505	194	568
WP_025180279.1	lcl|NZ_AHNJ02000042.1_cds_WP_000510777.1_1955	29.442	197	568
WP_025180279.1	lcl|NZ_AHNJ02000034.1_cds_WP_000184524.1_2385	31.606	193	568
WP_025180279.1	lcl|NZ_AHNJ02000028.1_cds_WP_002108883.1_2595	34.641	153	568
WP_025180279.1	lcl|NZ_AHNJ02000005.1_cds_WP_001052495.1_3895	29.444	180	568
WP_025180279.1	lcl|NZ_AHNJ02000005.1_cds_WP_000619177.1_3849	30.570	193	568
WP_025180279.1	lcl|NZ_AHNJ02000042.1_cds_WP_000603361.1_1737	31.522	184	568
WP_025180279.1	lcl|NZ_AHNJ02000028.1_cds_WP_001049205.1_2710	30.978	184	568
WP_025180279.1	lcl|NZ_AHNJ02000028.1_cds_WP_001049205.1_2710	25.822	213	568
WP_025180279.1	lcl|NZ_AHNJ02000062.1_cds_WP_000433117.1_758	28.108	185	568
WP_025180279.1	lcl|NZ_AHNJ02000009.1_cds_WP_000052667.1_3808	27.638	199	568
WP_025180279.1	lcl|NZ_AHNJ02000005.1_cds_WP_000218830.1_3848	29.858	211	568
WP_025180279.1	lcl|NZ_AHNJ02000057.1_cds_WP_001982953.1_1293	26.943	193	568
WP_025180279.1	lcl|NZ_AHNJ02000016.1_cds_WP_000054169.1_3409	30.000	190	568
WP_025180279.1	lcl|NZ_AHNJ02000015.1_cds_WP_000590871.1_3436	25.654	191	568
WP_025180279.1	lcl|NZ_AHNJ02000015.1_cds_WP_000590871.1_3436	25.668	187	568
WP_025180279.1	lcl|NZ_AHNJ02000062.1_cds_WP_001089499.1_790	28.293	205	568
WP_025180279.1	lcl|NZ_AHNJ02000024.1_cds_WP_000626143.1_3031	27.368	190	568
WP_025180279.1	lcl|NZ_AHNJ02000024.1_cds_WP_000626143.1_3031	23.462	260	568
WP_025180279.1	lcl|NZ_AHNJ02000046.1_cds_WP_000598571.1_1636	26.061	165	568
WP_025180279.1	lcl|NZ_AHNJ02000073.1_cds_WP_000431145.1_244	26.316	228	568
WP_025180279.1	lcl|NZ_AHNJ02000028.1_cds_WP_000136057.1_2566	26.904	197	568
WP_025180279.1	lcl|NZ_AHNJ02000073.1_cds_WP_001141162.1_247	22.167	203	568
WP_025180279.1	lcl|NZ_AHNJ02000037.1_cds_WP_002108942.1_2236	24.138	203	568
WP_025180279.1	lcl|NZ_AHNJ02000042.1_cds_WP_000281021.1_1836	31.944	72	568
WP_025180279.1	lcl|NZ_AHNJ02000024.1_cds_WP_042710234.1_3025	30.163	368	568
WP_025180279.1	lcl|NZ_AHNJ02000022.1_cds_WP_000667646.1_3088	32.381	210	568
WP_025180279.1	lcl|NZ_AHNJ02000009.1_cds_WP_000828456.1_3707	31.858	226	568
