WP_000340715.1	lcl|NZ_RQGG01000051.1_cds_WP_135621270.1_2757	63.514	74	106
WP_000410268.1	lcl|NZ_RQGG01000051.1_cds_WP_135621271.1_2758	83.758	314	318
WP_000410268.1	lcl|NZ_RQGG01000032.1_cds_WP_135619893.1_376	23.636	330	318
WP_000410268.1	lcl|NZ_RQGG01000010.1_cds_WP_135617801.1_1700	24.118	170	318
WP_000410268.1	lcl|NZ_RQGG01000018.1_cds_WP_135618875.1_2183	22.430	321	318
WP_002076509.1	lcl|NZ_RQGG01000013.1_cds_WP_135618266.1_686	26.050	238	223
WP_002076509.1	lcl|NZ_RQGG01000005.1_cds_WP_135617289.1_2978	32.653	98	223
WP_002076509.1	lcl|NZ_RQGG01000013.1_cds_WP_135618388.1_777	31.452	124	223
WP_002076509.1	lcl|NZ_RQGG01000028.1_cds_WP_135619270.1_1862	30.851	94	223
WP_001136119.1	lcl|NZ_RQGG01000041.1_cds_WP_167481420.1_3410	33.523	352	354
WP_001136119.1	lcl|NZ_RQGG01000007.1_cds_WP_135617559.1_1388	36.882	263	354
WP_001136119.1	lcl|NZ_RQGG01000041.1_cds_WP_167481420.1_3410	33.523	352	354
WP_001136119.1	lcl|NZ_RQGG01000007.1_cds_WP_135617559.1_1388	36.882	263	354
WP_000535865.1	lcl|NZ_RQGG01000046.1_cds_WP_135620717.1_2998	28.216	241	234
WP_000535865.1	lcl|NZ_RQGG01000046.1_cds_WP_135620696.1_2983	28.205	117	234
WP_001117631.1	lcl|NZ_RQGG01000036.1_cds_WP_135620250.1_1489	32.329	365	387
WP_001117631.1	lcl|NZ_RQGG01000007.1_cds_WP_135617416.1_1217	23.446	354	387
WP_029781911.1	lcl|NZ_RQGG01000046.1_cds_WP_135620717.1_2998	30.469	256	572
WP_029781911.1	lcl|NZ_RQGG01000013.1_cds_WP_135618183.1_636	26.761	213	572
WP_029781911.1	lcl|NZ_RQGG01000046.1_cds_WP_135620717.1_2998	30.469	256	572
WP_029781911.1	lcl|NZ_RQGG01000013.1_cds_WP_135618183.1_636	26.761	213	572
WP_000041234.1	lcl|NZ_RQGG01000036.1_cds_WP_135620250.1_1489	27.190	331	417
WP_000041234.1	lcl|NZ_RQGG01000050.1_cds_WP_135621051.1_2320	30.660	212	417
WP_000041234.1	lcl|NZ_RQGG01000007.1_cds_WP_135617416.1_1217	26.616	263	417
WP_002108506.1	lcl|NZ_RQGG01000041.1_cds_WP_135620324.1_3417	31.132	106	216
WP_002108506.1	lcl|NZ_RQGG01000037.1_cds_WP_135620287.1_3291	30.519	154	216
WP_002108506.1	lcl|NZ_RQGG01000010.1_cds_WP_167481372.1_1667	34.783	115	216
WP_002108506.1	lcl|NZ_RQGG01000037.1_cds_WP_135620266.1_3267	27.500	120	216
WP_025180280.1	lcl|NZ_RQGG01000046.1_cds_WP_135620717.1_2998	28.099	242	242
WP_025180280.1	lcl|NZ_RQGG01000046.1_cds_WP_135620696.1_2983	27.027	111	242
WP_002108525.1	lcl|NZ_RQGG01000036.1_cds_WP_135620127.1_1510	30.859	256	255
WP_002108525.1	lcl|NZ_RQGG01000013.1_cds_WP_135618463.1_848	31.250	256	255
WP_002108525.1	lcl|NZ_RQGG01000015.1_cds_WP_100727124.1_3083	28.400	250	255
