WP_000340715.1	lcl|NZ_APGN01000146.1_cds_WP_004462903.1_1592	95.349	86	106
WP_000410268.1	lcl|NZ_APGN01000146.1_cds_WP_004464977.1_1593	91.824	318	318
WP_000410268.1	lcl|NZ_APGN01000146.1_cds_WP_004464967.1_1644	24.731	279	318
WP_000410268.1	lcl|NZ_APGN01000223.1_cds_WP_004461583.1_2691	24.528	318	318
WP_000410268.1	lcl|NZ_APGN01000146.1_cds_WP_004476514.1_1665	24.306	288	318
WP_000410268.1	lcl|NZ_APGN01000146.1_cds_WP_004465002.1_1646	25.683	183	318
WP_000410268.1	lcl|NZ_APGN01000260.1_cds_WP_004468319.1_3156	23.243	185	318
WP_000410268.1	lcl|NZ_APGN01000227.1_cds_WP_004461234.1_2736	25.359	209	318
WP_000020777.1	lcl|NZ_APGN01000146.1_cds_WP_004475166.1_1594	97.230	361	361
WP_002076509.1	lcl|NZ_APGN01000146.1_cds_WP_004475139.1_1595	98.206	223	223
WP_002076509.1	lcl|NZ_APGN01000146.1_cds_WP_004494281.1_1660	32.231	121	223
WP_002076509.1	lcl|NZ_APGN01000189.1_cds_WP_004494435.1_2204	26.126	222	223
WP_002076509.1	lcl|NZ_APGN01000146.1_cds_WP_004464983.1_1639	27.197	239	223
WP_002076509.1	lcl|NZ_APGN01000057.1_cds_WP_004459124.1_642	29.808	104	223
WP_002076509.1	lcl|NZ_APGN01000133.1_cds_WP_004494236.1_1438	25.000	176	223
WP_002076509.1	lcl|NZ_APGN01000251.1_cds_WP_004479837.1_3032	30.928	97	223
WP_002076509.1	lcl|NZ_APGN01000096.1_cds_WP_004465531.1_969	24.638	207	223
WP_001136119.1	lcl|NZ_APGN01000146.1_cds_WP_004494310.1_1596	98.305	354	354
WP_001136119.1	lcl|NZ_APGN01000146.1_cds_WP_004476535.1_1618	36.905	252	354
WP_001136119.1	lcl|NZ_APGN01000158.1_cds_WP_004494341.1_1775	33.788	293	354
WP_001136119.1	lcl|NZ_APGN01000146.1_cds_WP_004494310.1_1596	98.305	354	354
WP_001136119.1	lcl|NZ_APGN01000146.1_cds_WP_004476535.1_1618	36.905	252	354
WP_001136119.1	lcl|NZ_APGN01000158.1_cds_WP_004494341.1_1775	33.788	293	354
WP_000535865.1	lcl|NZ_APGN01000146.1_cds_WP_004494293.1_1597	92.735	234	234
WP_000535865.1	lcl|NZ_APGN01000146.1_cds_WP_004494312.1_1614	38.426	216	234
WP_000535865.1	lcl|NZ_APGN01000146.1_cds_WP_004475113.1_1603	34.375	224	234
WP_000535865.1	lcl|NZ_APGN01000012.1_cds_WP_004493877.1_224	30.476	210	234
WP_000535865.1	lcl|NZ_APGN01000146.1_cds_WP_004465132.1_1629	29.365	126	234
WP_000535865.1	lcl|NZ_APGN01000222.1_cds_WP_004464381.1_2621	30.000	110	234
WP_002183331.1	lcl|NZ_APGN01000045.1_cds_WP_004468563.1_528	26.776	183	204
WP_001117631.1	lcl|NZ_APGN01000146.1_cds_WP_004476552.1_1601	98.450	387	387
WP_001117631.1	lcl|NZ_APGN01000146.1_cds_WP_004465299.1_1621	29.477	363	387
WP_001117631.1	lcl|NZ_APGN01000146.1_cds_WP_004475202.1_1604	34.025	241	387
WP_001117631.1	lcl|NZ_APGN01000056.1_cds_WP_004466571.1_622	30.623	369	387
WP_001117631.1	lcl|NZ_APGN01000146.1_cds_WP_004494297.1_1658	29.965	287	387
WP_001117631.1	lcl|NZ_APGN01000162.1_cds_WP_004480135.1_1844	26.182	275	387
WP_001117631.1	lcl|NZ_APGN01000008.1_cds_WP_004460480.1_175	24.658	365	387
WP_000697351.1	lcl|NZ_APGN01000146.1_cds_WP_004494287.1_1602	98.456	583	583
WP_000697351.1	lcl|NZ_APGN01000013.1_cds_WP_026131460.1_227	42.070	599	583
WP_000697351.1	lcl|NZ_APGN01000146.1_cds_WP_004494307.1_1607	29.605	608	583
WP_029781911.1	lcl|NZ_APGN01000146.1_cds_WP_004475113.1_1603	96.503	572	572
WP_029781911.1	lcl|NZ_APGN01000146.1_cds_WP_004494312.1_1614	36.481	233	572
WP_029781911.1	lcl|NZ_APGN01000146.1_cds_WP_004494293.1_1597	34.667	225	572
WP_029781911.1	lcl|NZ_APGN01000012.1_cds_WP_004493877.1_224	30.256	195	572
WP_029781911.1	lcl|NZ_APGN01000258.1_cds_WP_004494679.1_3126	23.622	127	572
WP_029781911.1	lcl|NZ_APGN01000222.1_cds_WP_004464381.1_2621	31.897	116	572
WP_029781911.1	lcl|NZ_APGN01000146.1_cds_WP_004475113.1_1603	96.503	572	572
WP_029781911.1	lcl|NZ_APGN01000146.1_cds_WP_004494312.1_1614	36.481	233	572
WP_029781911.1	lcl|NZ_APGN01000146.1_cds_WP_004494293.1_1597	34.667	225	572
WP_029781911.1	lcl|NZ_APGN01000012.1_cds_WP_004493877.1_224	30.256	195	572
WP_029781911.1	lcl|NZ_APGN01000258.1_cds_WP_004494679.1_3126	23.622	127	572
WP_029781911.1	lcl|NZ_APGN01000222.1_cds_WP_004464381.1_2621	31.897	116	572
