WP_000340715.1	lcl|NZ_LMXK01000072.1_cds_WP_000340715.1_2600	100.000	86	106
WP_000410268.1	lcl|NZ_LMXK01000072.1_cds_WP_000410273.1_2599	99.677	310	318
WP_000410268.1	lcl|NZ_LMXK01000072.1_cds_WP_000646253.1_2596	25.982	331	318
WP_000410268.1	lcl|NZ_LMXK01000006.1_cds_WP_000744700.1_434	24.611	321	318
WP_000410268.1	lcl|NZ_LMXK01000003.1_cds_WP_000723090.1_242	24.306	288	318
WP_000410268.1	lcl|NZ_LMXK01000003.1_cds_WP_001033107.1_293	20.000	265	318
WP_002076509.1	lcl|NZ_LMXK01000003.1_cds_WP_000282884.1_246	30.213	235	223
WP_002076509.1	lcl|NZ_LMXK01000051.1_cds_WP_001099029.1_2139	26.906	223	223
WP_002076509.1	lcl|NZ_LMXK01000090.1_cds_WP_000840860.1_2893	29.808	104	223
WP_002076509.1	lcl|NZ_LMXK01000072.1_cds_WP_000730131.1_2585	30.928	97	223
WP_002076509.1	lcl|NZ_LMXK01000014.1_cds_WP_000868621.1_855	29.670	91	223
WP_002076509.1	lcl|NZ_LMXK01000003.1_cds_WP_001114264.1_239	26.705	176	223
WP_002076509.1	lcl|NZ_LMXK01000173.1_cds_WP_002186708.1_3650	24.638	207	223
WP_001136119.1	lcl|NZ_LMXK01000003.1_cds_WP_001033783.1_278	32.386	352	354
WP_001136119.1	lcl|NZ_LMXK01000076.1_cds_WP_001011674.1_2656	33.898	295	354
WP_001136119.1	lcl|NZ_LMXK01000003.1_cds_WP_001033783.1_278	32.386	352	354
WP_001136119.1	lcl|NZ_LMXK01000076.1_cds_WP_001011674.1_2656	33.898	295	354
WP_000535865.1	lcl|NZ_LMXK01000003.1_cds_WP_000691020.1_281	42.771	166	234
WP_000535865.1	lcl|NZ_LMXK01000077.1_cds_WP_001014597.1_2669	28.365	208	234
WP_000535865.1	lcl|NZ_LMXK01000059.1_cds_WP_000721859.1_2333	33.333	111	234
WP_001117631.1	lcl|NZ_LMXK01000003.1_cds_WP_000331752.1_289	38.211	246	387
WP_001117631.1	lcl|NZ_LMXK01000184.1_cds_WP_001281953.1_3697	31.989	372	387
WP_001117631.1	lcl|NZ_LMXK01000003.1_cds_WP_000172653.1_283	32.016	253	387
WP_001117631.1	lcl|NZ_LMXK01000089.1_cds_WP_000538749.1_2882	26.480	321	387
WP_001117631.1	lcl|NZ_LMXK01000056.1_cds_WP_001982414.1_2258	24.251	367	387
WP_029781911.1	lcl|NZ_LMXK01000003.1_cds_WP_000691020.1_281	35.391	243	572
WP_029781911.1	lcl|NZ_LMXK01000005.1_cds_WP_000613393.1_381	21.649	194	572
WP_029781911.1	lcl|NZ_LMXK01000059.1_cds_WP_000721859.1_2333	34.188	117	572
WP_029781911.1	lcl|NZ_LMXK01000003.1_cds_WP_000691020.1_281	35.391	243	572
WP_029781911.1	lcl|NZ_LMXK01000005.1_cds_WP_000613393.1_381	21.649	194	572
WP_029781911.1	lcl|NZ_LMXK01000059.1_cds_WP_000721859.1_2333	34.188	117	572
WP_000041234.1	lcl|NZ_LMXK01000184.1_cds_WP_001281953.1_3697	28.354	328	417
WP_000041234.1	lcl|NZ_LMXK01000003.1_cds_WP_000331752.1_289	37.383	214	417
WP_000041234.1	lcl|NZ_LMXK01000003.1_cds_WP_000172653.1_283	30.395	329	417
WP_000041234.1	lcl|NZ_LMXK01000089.1_cds_WP_000538749.1_2882	25.581	387	417
WP_000041234.1	lcl|NZ_LMXK01000056.1_cds_WP_001982414.1_2258	24.206	252	417
WP_002108487.1	lcl|NZ_LMXK01000003.1_cds_WP_001975371.1_277	27.660	141	182
WP_002108506.1	lcl|NZ_LMXK01000004.1_cds_WP_000012760.1_318	35.385	130	216
WP_002108506.1	lcl|NZ_LMXK01000036.1_cds_WP_000230181.1_1729	30.061	163	216
WP_002108506.1	lcl|NZ_LMXK01000068.1_cds_WP_000914167.1_2517	24.762	105	216
WP_002108506.1	lcl|NZ_LMXK01000134.1_cds_WP_000602007.1_3385	26.712	146	216
WP_025180280.1	lcl|NZ_LMXK01000003.1_cds_WP_000691020.1_281	31.557	244	242
WP_025180280.1	lcl|NZ_LMXK01000077.1_cds_WP_001014597.1_2669	29.268	246	242
WP_002108525.1	lcl|NZ_LMXK01000062.1_cds_WP_000998676.1_2387	31.660	259	255
WP_002108525.1	lcl|NZ_LMXK01000003.1_cds_WP_000412931.1_271	28.846	260	255
WP_002108525.1	lcl|NZ_LMXK01000036.1_cds_WP_000566240.1_1710	27.843	255	255
WP_002108525.1	lcl|NZ_LMXK01000081.1_cds_WP_000043152.1_2757	26.718	262	255
WP_002108525.1	lcl|NZ_LMXK01000019.1_cds_WP_060762717.1_1058	24.907	269	255
WP_002108525.1	lcl|NZ_LMXK01000082.1_cds_WP_000653652.1_2767	26.054	261	255
WP_002108525.1	lcl|NZ_LMXK01000036.1_cds_WP_002080077.1_1738	27.490	251	255
WP_002108525.1	lcl|NZ_LMXK01000003.1_cds_WP_000750438.1_267	24.409	254	255
WP_002108525.1	lcl|NZ_LMXK01000002.1_cds_WP_000646908.1_194	26.230	183	255
WP_002108525.1	lcl|NZ_LMXK01000003.1_cds_WP_000723090.1_242	29.851	201	255
WP_002108525.1	lcl|NZ_LMXK01000027.1_cds_WP_002067215.1_1396	26.289	194	255
WP_002108525.1	lcl|NZ_LMXK01000010.1_cds_WP_001074690.1_632	25.389	193	255
WP_002108525.1	lcl|NZ_LMXK01000027.1_cds_WP_001069862.1_1390	26.136	176	255
WP_002108525.1	lcl|NZ_LMXK01000006.1_cds_WP_000744700.1_434	34.722	72	255
WP_002108525.1	lcl|NZ_LMXK01000088.1_cds_WP_000093664.1_2859	23.500	200	255
WP_002108502.1	lcl|NZ_LMXK01000008.1_cds_WP_002185292.1_515	29.091	330	314
WP_002108526.1	lcl|NZ_LMXK01000076.1_cds_WP_001011674.1_2656	39.024	287	282
WP_002108526.1	lcl|NZ_LMXK01000003.1_cds_WP_001033783.1_278	35.235	298	282
WP_002078520.1	lcl|NZ_LMXK01000184.1_cds_WP_001281953.1_3697	37.905	401	401
WP_002078520.1	lcl|NZ_LMXK01000003.1_cds_WP_000172653.1_283	31.343	402	401
WP_002078520.1	lcl|NZ_LMXK01000003.1_cds_WP_000331752.1_289	33.867	375	401
WP_002078520.1	lcl|NZ_LMXK01000056.1_cds_WP_001982414.1_2258	25.521	384	401
WP_002078520.1	lcl|NZ_LMXK01000089.1_cds_WP_000538749.1_2882	26.509	381	401
WP_025180279.1	lcl|NZ_LMXK01000037.1_cds_WP_000172203.1_1760	30.163	368	568
WP_025180279.1	lcl|NZ_LMXK01000097.1_cds_WP_000667646.1_3007	32.381	210	568
WP_025180279.1	lcl|NZ_LMXK01000003.1_cds_WP_001035839.1_286	31.944	216	568
WP_025180279.1	lcl|NZ_LMXK01000002.1_cds_WP_000828458.1_135	32.301	226	568
WP_025180279.1	lcl|NZ_LMXK01000037.1_cds_LA733_RS08815_1746	33.663	202	568
WP_025180279.1	lcl|NZ_LMXK01000106.1_cds_WP_000666552.1_3128	30.811	185	568
WP_025180279.1	lcl|NZ_LMXK01000115.1_cds_WP_001161020.1_3220	31.088	193	568
WP_025180279.1	lcl|NZ_LMXK01000117.1_cds_WP_000651459.1_3240	30.570	193	568
WP_025180279.1	lcl|NZ_LMXK01000001.1_cds_WP_000047473.1_105	33.505	194	568
WP_025180279.1	lcl|NZ_LMXK01000055.1_cds_WP_000510777.1_2242	29.442	197	568
WP_025180279.1	lcl|NZ_LMXK01000051.1_cds_WP_000184524.1_2127	31.606	193	568
WP_025180279.1	lcl|NZ_LMXK01000068.1_cds_WP_000536754.1_2519	34.641	153	568
WP_025180279.1	lcl|NZ_LMXK01000102.1_cds_WP_000619176.1_3066	31.088	193	568
WP_025180279.1	lcl|NZ_LMXK01000170.1_cds_WP_000603361.1_3632	31.522	184	568
WP_025180279.1	lcl|NZ_LMXK01000038.1_cds_WP_001049205.1_1773	30.978	184	568
WP_025180279.1	lcl|NZ_LMXK01000038.1_cds_WP_001049205.1_1773	25.822	213	568
WP_025180279.1	lcl|NZ_LMXK01000026.1_cds_WP_000433117.1_1333	28.108	185	568
WP_025180279.1	lcl|NZ_LMXK01000104.1_cds_WP_000052667.1_3100	27.638	199	568
WP_025180279.1	lcl|NZ_LMXK01000102.1_cds_WP_000127308.1_3065	29.680	219	568
WP_025180279.1	lcl|NZ_LMXK01000018.1_cds_WP_001982953.1_1003	26.943	193	568
WP_025180279.1	lcl|NZ_LMXK01000091.1_cds_WP_000054164.1_2915	30.000	190	568
WP_025180279.1	lcl|NZ_LMXK01000219.1_cds_WP_000590873.1_3777	25.654	191	568
WP_025180279.1	lcl|NZ_LMXK01000219.1_cds_WP_000590873.1_3777	24.176	182	568
WP_025180279.1	lcl|NZ_LMXK01000107.1_cds_WP_001089498.1_3137	28.293	205	568
WP_025180279.1	lcl|NZ_LMXK01000037.1_cds_WP_000626143.1_1766	27.368	190	568
WP_025180279.1	lcl|NZ_LMXK01000037.1_cds_WP_000626143.1_1766	23.462	260	568
WP_025180279.1	lcl|NZ_LMXK01000066.1_cds_WP_000598571.1_2474	26.061	165	568
WP_025180279.1	lcl|NZ_LMXK01000080.1_cds_WP_000431144.1_2725	26.316	228	568
WP_025180279.1	lcl|NZ_LMXK01000012.1_cds_LA733_RS03835_753	45.238	42	568
WP_025180279.1	lcl|NZ_LMXK01000012.1_cds_LA733_RS03835_753	32.857	70	568
WP_025180279.1	lcl|NZ_LMXK01000059.1_cds_WP_000136057.1_2327	26.904	197	568
WP_025180279.1	lcl|NZ_LMXK01000180.1_cds_WP_001141162.1_3680	22.167	203	568
WP_025180279.1	lcl|NZ_LMXK01000078.1_cds_WP_000481719.1_2689	24.138	203	568
WP_025180279.1	lcl|NZ_LMXK01000005.1_cds_WP_000281021.1_363	31.944	72	568
WP_025180279.1	lcl|NZ_LMXK01000037.1_cds_WP_000172203.1_1760	30.163	368	568
WP_025180279.1	lcl|NZ_LMXK01000097.1_cds_WP_000667646.1_3007	32.381	210	568
