WP_000340715.1	lcl|NZ_JQQF01000007.1_cds_WP_000340715.1_278	100.000	86	106
WP_000410268.1	lcl|NZ_JQQF01000007.1_cds_WP_000410273.1_277	99.677	310	318
WP_000410268.1	lcl|NZ_JQQF01000007.1_cds_WP_000646251.1_274	25.680	331	318
WP_000410268.1	lcl|NZ_JQQF01000010.1_cds_WP_000744700.1_456	24.611	321	318
WP_000410268.1	lcl|NZ_JQQF01000074.1_cds_WP_000723090.1_2132	24.306	288	318
WP_002076509.1	lcl|NZ_JQQF01000074.1_cds_WP_000282880.1_2136	30.638	235	223
WP_002076509.1	lcl|NZ_JQQF01000301.1_cds_WP_001099037.1_4000	26.457	223	223
WP_002076509.1	lcl|NZ_JQQF01000098.1_cds_WP_000840860.1_2607	29.808	104	223
WP_002076509.1	lcl|NZ_JQQF01000055.1_cds_WP_000868621.1_1650	29.670	91	223
WP_002076509.1	lcl|NZ_JQQF01000074.1_cds_WP_001114264.1_2129	26.705	176	223
WP_002076509.1	lcl|NZ_JQQF01000140.1_cds_WP_000262844.1_3155	24.638	207	223
WP_001136119.1	lcl|NZ_JQQF01000007.1_cds_WP_001033784.1_245	32.955	352	354
WP_001136119.1	lcl|NZ_JQQF01000173.1_cds_WP_001011673.1_3491	33.898	295	354
WP_001136119.1	lcl|NZ_JQQF01000007.1_cds_WP_002068380.1_251	28.435	313	354
WP_001136119.1	lcl|NZ_JQQF01000007.1_cds_WP_001033784.1_245	32.955	352	354
WP_001136119.1	lcl|NZ_JQQF01000173.1_cds_WP_001011673.1_3491	33.898	295	354
WP_001136119.1	lcl|NZ_JQQF01000007.1_cds_WP_002068380.1_251	28.435	313	354
WP_000535865.1	lcl|NZ_JQQF01000057.1_cds_WP_061296050.1_1692	43.373	166	234
WP_000535865.1	lcl|NZ_JQQF01000151.1_cds_WP_001014594.1_3288	28.365	208	234
WP_000535865.1	lcl|NZ_JQQF01000007.1_cds_WP_000440092.1_250	23.043	230	234
WP_000535865.1	lcl|NZ_JQQF01000056.1_cds_WP_000721860.1_1677	33.333	111	234
WP_001117631.1	lcl|NZ_JQQF01000007.1_cds_WP_000582222.1_259	38.211	246	387
WP_001117631.1	lcl|NZ_JQQF01000153.1_cds_WP_001281953.1_3296	31.989	372	387
WP_001117631.1	lcl|NZ_JQQF01000007.1_cds_WP_000608295.1_269	28.448	348	387
WP_001117631.1	lcl|NZ_JQQF01000007.1_cds_WP_000172660.1_253	34.000	250	387
WP_001117631.1	lcl|NZ_JQQF01000007.1_cds_WP_001198107.1_270	37.864	206	387
WP_001117631.1	lcl|NZ_JQQF01000074.1_cds_WP_000575178.1_2138	29.329	283	387
WP_001117631.1	lcl|NZ_JQQF01000204.1_cds_WP_061296562.1_3675	26.791	321	387
WP_001117631.1	lcl|NZ_JQQF01000064.1_cds_WP_001982414.1_1894	24.251	367	387
WP_029781911.1	lcl|NZ_JQQF01000057.1_cds_WP_061296050.1_1692	36.327	245	572
WP_029781911.1	lcl|NZ_JQQF01000007.1_cds_WP_000440092.1_250	27.941	204	572
WP_029781911.1	lcl|NZ_JQQF01000071.1_cds_WP_061296146.1_2107	21.538	130	572
WP_029781911.1	lcl|NZ_JQQF01000056.1_cds_WP_000721860.1_1677	34.188	117	572
WP_029781911.1	lcl|NZ_JQQF01000057.1_cds_WP_061296050.1_1692	36.327	245	572
WP_029781911.1	lcl|NZ_JQQF01000007.1_cds_WP_000440092.1_250	27.941	204	572
WP_029781911.1	lcl|NZ_JQQF01000071.1_cds_WP_061296146.1_2107	21.538	130	572
WP_029781911.1	lcl|NZ_JQQF01000056.1_cds_WP_000721860.1_1677	34.188	117	572
WP_000041234.1	lcl|NZ_JQQF01000007.1_cds_WP_001198107.1_270	34.161	322	417
WP_000041234.1	lcl|NZ_JQQF01000007.1_cds_WP_000608295.1_269	33.677	291	417
WP_000041234.1	lcl|NZ_JQQF01000074.1_cds_WP_000575178.1_2138	32.573	307	417
WP_000041234.1	lcl|NZ_JQQF01000153.1_cds_WP_001281953.1_3296	28.354	328	417
WP_000041234.1	lcl|NZ_JQQF01000007.1_cds_WP_000172660.1_253	30.769	325	417
WP_000041234.1	lcl|NZ_JQQF01000007.1_cds_WP_000582222.1_259	37.383	214	417
WP_000041234.1	lcl|NZ_JQQF01000204.1_cds_WP_061296562.1_3675	25.581	387	417
WP_000041234.1	lcl|NZ_JQQF01000064.1_cds_WP_001982414.1_1894	24.206	252	417
WP_002108506.1	lcl|NZ_JQQF01000062.1_cds_WP_000012765.1_1837	35.385	130	216
WP_002108506.1	lcl|NZ_JQQF01000058.1_cds_WP_000230181.1_1744	30.061	163	216
WP_002108506.1	lcl|NZ_JQQF01000070.1_cds_WP_020784855.1_2055	25.714	105	216
WP_002108506.1	lcl|NZ_JQQF01000044.1_cds_WP_000602007.1_1419	26.712	146	216
WP_025180280.1	lcl|NZ_JQQF01000057.1_cds_WP_061296050.1_1692	31.557	244	242
WP_025180280.1	lcl|NZ_JQQF01000151.1_cds_WP_001014594.1_3288	29.268	246	242
WP_002108525.1	lcl|NZ_JQQF01000054.1_cds_WP_000998676.1_1635	31.660	259	255
WP_002108525.1	lcl|NZ_JQQF01000074.1_cds_WP_000412931.1_2163	28.846	260	255
WP_002108525.1	lcl|NZ_JQQF01000058.1_cds_WP_000566240.1_1725	27.843	255	255
WP_002108525.1	lcl|NZ_JQQF01000047.1_cds_WP_000043153.1_1505	26.336	262	255
WP_002108525.1	lcl|NZ_JQQF01000058.1_cds_WP_001968389.1_1753	26.693	251	255
WP_002108525.1	lcl|NZ_JQQF01000080.1_cds_WP_000351753.1_2319	24.907	269	255
WP_002108525.1	lcl|NZ_JQQF01000079.1_cds_WP_000653653.1_2286	26.054	261	255
WP_002108525.1	lcl|NZ_JQQF01000074.1_cds_WP_000750438.1_2159	24.409	254	255
WP_002108525.1	lcl|NZ_JQQF01000035.1_cds_WP_017858338.1_992	26.230	183	255
WP_002108525.1	lcl|NZ_JQQF01000074.1_cds_WP_000723090.1_2132	29.851	201	255
WP_002108525.1	lcl|NZ_JQQF01000067.1_cds_WP_002067215.1_1931	26.289	194	255
WP_002108525.1	lcl|NZ_JQQF01000033.1_cds_WP_001074690.1_870	25.389	193	255
WP_002108525.1	lcl|NZ_JQQF01000067.1_cds_WP_001069862.1_1937	26.136	176	255
WP_002108525.1	lcl|NZ_JQQF01000010.1_cds_WP_000744700.1_456	34.722	72	255
WP_002108525.1	lcl|NZ_JQQF01000051.1_cds_WP_000093664.1_1528	23.500	200	255
WP_002108502.1	lcl|NZ_JQQF01000195.1_cds_WP_002185292.1_3614	29.091	330	314
WP_002108526.1	lcl|NZ_JQQF01000173.1_cds_WP_001011673.1_3491	39.024	287	282
WP_002108526.1	lcl|NZ_JQQF01000007.1_cds_WP_001033784.1_245	35.354	297	282
WP_002108526.1	lcl|NZ_JQQF01000007.1_cds_WP_002068380.1_251	27.574	272	282
WP_002078520.1	lcl|NZ_JQQF01000153.1_cds_WP_001281953.1_3296	37.905	401	401
WP_002078520.1	lcl|NZ_JQQF01000007.1_cds_WP_000172660.1_253	33.842	393	401
WP_002078520.1	lcl|NZ_JQQF01000007.1_cds_WP_000582222.1_259	33.333	375	401
WP_002078520.1	lcl|NZ_JQQF01000007.1_cds_WP_000608295.1_269	31.452	372	401
WP_002078520.1	lcl|NZ_JQQF01000074.1_cds_WP_000575178.1_2138	28.142	366	401
WP_002078520.1	lcl|NZ_JQQF01000007.1_cds_WP_001198107.1_270	30.579	363	401
WP_002078520.1	lcl|NZ_JQQF01000064.1_cds_WP_001982414.1_1894	25.521	384	401
WP_002078520.1	lcl|NZ_JQQF01000204.1_cds_WP_061296562.1_3675	26.509	381	401
WP_025180279.1	lcl|NZ_JQQF01000097.1_cds_WP_061296303.1_2585	30.707	368	568
WP_025180279.1	lcl|NZ_JQQF01000110.1_cds_WP_000667646.1_2804	32.381	210	568
WP_025180279.1	lcl|NZ_JQQF01000035.1_cds_WP_000828456.1_932	31.858	226	568
WP_025180279.1	lcl|NZ_JQQF01000007.1_cds_WP_061295553.1_255	31.132	212	568
WP_025180279.1	lcl|NZ_JQQF01000097.1_cds_WP_000942282.1_2571	33.663	202	568
WP_025180279.1	lcl|NZ_JQQF01000121.1_cds_WP_000666552.1_2931	30.811	185	568
WP_025180279.1	lcl|NZ_JQQF01000036.1_cds_WP_001161019.1_1100	31.088	193	568
WP_025180279.1	lcl|NZ_JQQF01000141.1_cds_WP_000651459.1_3177	30.570	193	568
WP_025180279.1	lcl|NZ_JQQF01000009.1_cds_WP_000047473.1_359	33.505	194	568
WP_025180279.1	lcl|NZ_JQQF01000189.1_cds_WP_000510777.1_3574	29.442	197	568
WP_025180279.1	lcl|NZ_JQQF01000081.1_cds_WP_000184524.1_2339	31.606	193	568
WP_025180279.1	lcl|NZ_JQQF01000070.1_cds_WP_000536752.1_2057	34.641	153	568
WP_025180279.1	lcl|NZ_JQQF01000187.1_cds_WP_001052498.1_3554	30.000	180	568
