WP_000340715.1	lcl|NZ_AOHJ01000104.1_cds_WP_000340715.1_2107	100.000	86	106
WP_000410268.1	lcl|NZ_AOHJ01000104.1_cds_WP_000410266.1_2108	99.677	310	318
WP_000410268.1	lcl|NZ_AOHJ01000104.1_cds_WP_000646254.1_2111	25.680	331	318
WP_000410268.1	lcl|NZ_AOHJ01000112.1_cds_WP_000744698.1_2359	24.611	321	318
WP_000410268.1	lcl|NZ_AOHJ01000145.1_cds_WP_000723091.1_3139	23.958	288	318
WP_002076509.1	lcl|NZ_AOHJ01000145.1_cds_WP_000282882.1_3143	30.213	235	223
WP_002076509.1	lcl|NZ_AOHJ01000098.1_cds_WP_001099039.1_1944	26.906	223	223
WP_002076509.1	lcl|NZ_AOHJ01000121.1_cds_WP_000840861.1_2551	29.808	104	223
WP_002076509.1	lcl|NZ_AOHJ01000174.1_cds_WP_000868621.1_3652	29.670	91	223
WP_002076509.1	lcl|NZ_AOHJ01000145.1_cds_WP_001114273.1_3136	26.705	176	223
WP_002076509.1	lcl|NZ_AOHJ01000029.1_cds_WP_000262844.1_570	24.638	207	223
WP_001136119.1	lcl|NZ_AOHJ01000150.1_cds_WP_001033784.1_3317	32.955	352	354
WP_001136119.1	lcl|NZ_AOHJ01000103.1_cds_WP_001011666.1_2090	34.237	295	354
WP_001136119.1	lcl|NZ_AOHJ01000150.1_cds_WP_002072154.1_3323	28.435	313	354
WP_001136119.1	lcl|NZ_AOHJ01000150.1_cds_WP_001033784.1_3317	32.955	352	354
WP_001136119.1	lcl|NZ_AOHJ01000103.1_cds_WP_001011666.1_2090	34.237	295	354
WP_001136119.1	lcl|NZ_AOHJ01000150.1_cds_WP_002072154.1_3323	28.435	313	354
WP_000535865.1	lcl|NZ_AOHJ01000097.1_cds_WP_000696059.1_1890	43.373	166	234
WP_000535865.1	lcl|NZ_AOHJ01000137.1_cds_WP_001014594.1_2951	28.365	208	234
WP_000535865.1	lcl|NZ_AOHJ01000150.1_cds_WP_000440091.1_3322	23.043	230	234
WP_000535865.1	lcl|NZ_AOHJ01000123.1_cds_WP_000721854.1_2622	33.333	111	234
WP_001117631.1	lcl|NZ_AOHJ01000163.1_cds_WP_001281953.1_3517	31.989	372	387
WP_001117631.1	lcl|NZ_AOHJ01000010.1_cds_WP_000228801.1_114	33.891	239	387
WP_001117631.1	lcl|NZ_AOHJ01000104.1_cds_WP_000608294.1_2116	28.448	348	387
WP_001117631.1	lcl|NZ_AOHJ01000150.1_cds_WP_000172659.1_3325	34.000	250	387
WP_001117631.1	lcl|NZ_AOHJ01000104.1_cds_WP_001198107.1_2115	37.864	206	387
WP_001117631.1	lcl|NZ_AOHJ01000064.1_cds_WP_000575181.1_1394	28.975	283	387
WP_001117631.1	lcl|NZ_AOHJ01000070.1_cds_WP_000538754.1_1537	26.480	321	387
WP_001117631.1	lcl|NZ_AOHJ01000082.1_cds_WP_001982414.1_1706	24.251	367	387
WP_029781911.1	lcl|NZ_AOHJ01000097.1_cds_WP_000696059.1_1890	35.918	245	572
WP_029781911.1	lcl|NZ_AOHJ01000150.1_cds_WP_000440091.1_3322	27.941	204	572
WP_029781911.1	lcl|NZ_AOHJ01000155.1_cds_WP_000613389.1_3382	21.538	130	572
WP_029781911.1	lcl|NZ_AOHJ01000123.1_cds_WP_000721854.1_2622	34.513	113	572
WP_029781911.1	lcl|NZ_AOHJ01000097.1_cds_WP_000696059.1_1890	35.918	245	572
WP_029781911.1	lcl|NZ_AOHJ01000150.1_cds_WP_000440091.1_3322	27.941	204	572
WP_029781911.1	lcl|NZ_AOHJ01000155.1_cds_WP_000613389.1_3382	21.538	130	572
WP_029781911.1	lcl|NZ_AOHJ01000123.1_cds_WP_000721854.1_2622	34.513	113	572
WP_000041234.1	lcl|NZ_AOHJ01000104.1_cds_WP_001198107.1_2115	34.161	322	417
WP_000041234.1	lcl|NZ_AOHJ01000104.1_cds_WP_000608294.1_2116	33.677	291	417
WP_000041234.1	lcl|NZ_AOHJ01000064.1_cds_WP_000575181.1_1394	32.248	307	417
WP_000041234.1	lcl|NZ_AOHJ01000163.1_cds_WP_001281953.1_3517	28.354	328	417
WP_000041234.1	lcl|NZ_AOHJ01000150.1_cds_WP_000172659.1_3325	30.769	325	417
WP_000041234.1	lcl|NZ_AOHJ01000010.1_cds_WP_000228801.1_114	35.319	235	417
WP_000041234.1	lcl|NZ_AOHJ01000070.1_cds_WP_000538754.1_1537	25.781	384	417
WP_000041234.1	lcl|NZ_AOHJ01000082.1_cds_WP_001982414.1_1706	24.206	252	417
WP_002108506.1	lcl|NZ_AOHJ01000068.1_cds_WP_000012765.1_1458	35.385	130	216
WP_002108506.1	lcl|NZ_AOHJ01000049.1_cds_WP_002192381.1_1067	30.061	163	216
WP_002108506.1	lcl|NZ_AOHJ01000014.1_cds_WP_000914168.1_218	24.762	105	216
WP_002108506.1	lcl|NZ_AOHJ01000006.1_cds_WP_000602004.1_84	26.712	146	216
WP_002108506.1	lcl|NZ_AOHJ01000077.1_cds_WP_000780979.1_1647	26.168	107	216
WP_025180280.1	lcl|NZ_AOHJ01000097.1_cds_WP_000696059.1_1890	31.967	244	242
WP_025180280.1	lcl|NZ_AOHJ01000137.1_cds_WP_001014594.1_2951	29.268	246	242
WP_002108525.1	lcl|NZ_AOHJ01000112.1_cds_WP_000998678.1_2332	31.660	259	255
WP_002108525.1	lcl|NZ_AOHJ01000121.1_cds_WP_000412931.1_2576	28.846	260	255
WP_002108525.1	lcl|NZ_AOHJ01000049.1_cds_WP_000566240.1_1048	27.843	255	255
WP_002108525.1	lcl|NZ_AOHJ01000139.1_cds_WP_000043153.1_2971	26.336	262	255
WP_002108525.1	lcl|NZ_AOHJ01000031.1_cds_WP_000351751.1_713	24.907	269	255
WP_002108525.1	lcl|NZ_AOHJ01000030.1_cds_WP_000653652.1_592	26.054	261	255
WP_002108525.1	lcl|NZ_AOHJ01000049.1_cds_WP_002072686.1_1076	27.490	251	255
WP_002108525.1	lcl|NZ_AOHJ01000121.1_cds_WP_000750481.1_2572	24.016	254	255
WP_002108525.1	lcl|NZ_AOHJ01000135.1_cds_WP_000646912.1_2874	26.230	183	255
WP_002108525.1	lcl|NZ_AOHJ01000145.1_cds_WP_000723091.1_3139	29.851	201	255
WP_002108525.1	lcl|NZ_AOHJ01000041.1_cds_WP_000800040.1_937	26.289	194	255
WP_002108525.1	lcl|NZ_AOHJ01000149.1_cds_WP_001074690.1_3284	25.389	193	255
WP_002108525.1	lcl|NZ_AOHJ01000041.1_cds_WP_001069863.1_942	26.136	176	255
WP_002108525.1	lcl|NZ_AOHJ01000112.1_cds_WP_000744698.1_2359	34.722	72	255
WP_002108525.1	lcl|NZ_AOHJ01000068.1_cds_WP_000093664.1_1515	23.500	200	255
WP_002108502.1	lcl|NZ_AOHJ01000022.1_cds_WP_002115880.1_488	29.394	330	314
WP_002108526.1	lcl|NZ_AOHJ01000103.1_cds_WP_001011666.1_2090	39.024	287	282
WP_002108526.1	lcl|NZ_AOHJ01000150.1_cds_WP_001033784.1_3317	35.354	297	282
WP_002108526.1	lcl|NZ_AOHJ01000150.1_cds_WP_002072154.1_3323	27.941	272	282
