WP_002725873.1	lcl|NZ_NPEF02000017.1_cds_WP_100747355.1_2889	92.683	82	106
WP_002733579.1	lcl|NZ_NPEF02000017.1_cds_WP_100747354.1_2890	78.846	312	314
WP_002733579.1	lcl|NZ_NPEF02000017.1_cds_WP_100765507.1_2892	23.054	334	314
WP_002733579.1	lcl|NZ_NPEF02000001.1_cds_WP_100745423.1_42	23.457	324	314
WP_002733646.1	lcl|NZ_NPEF02000004.1_cds_WP_100747891.1_971	36.076	158	185
WP_258203953.1	lcl|NZ_NPEF02000017.1_cds_WP_100765507.1_2892	29.846	325	329
WP_258203953.1	lcl|NZ_NPEF02000001.1_cds_WP_100745423.1_42	29.841	315	329
WP_258203953.1	lcl|NZ_NPEF02000001.1_cds_WP_100764520.1_287	31.715	309	329
WP_258203953.1	lcl|NZ_NPEF02000033.1_cds_WP_100746229.1_3817	28.571	336	329
WP_258203953.1	lcl|NZ_NPEF02000001.1_cds_WP_100747959.1_168	29.524	315	329
WP_258203953.1	lcl|NZ_NPEF02000001.1_cds_WP_100748083.1_396	29.429	333	329
WP_258203953.1	lcl|NZ_NPEF02000017.1_cds_WP_100747354.1_2890	24.606	317	329
WP_258203953.1	lcl|NZ_NPEF02000008.1_cds_WP_100748200.1_1635	26.230	244	329
WP_258203953.1	lcl|NZ_NPEF02000012.1_cds_WP_100746862.1_2105	26.068	234	329
WP_258203953.1	lcl|NZ_NPEF02000019.1_cds_WP_100765730.1_3092	28.571	266	329
WP_258203953.1	lcl|NZ_NPEF02000039.1_cds_WP_317574021.1_3899	26.567	335	329
WP_258203953.1	lcl|NZ_NPEF02000001.1_cds_CH379_RS02280_445	27.444	266	329
WP_250066499.1	lcl|NZ_NPEF02000017.1_cds_WP_317573405.1_2898	27.049	244	267
WP_250066499.1	lcl|NZ_NPEF02000008.1_cds_WP_100745270.1_1445	27.461	193	267
WP_250066499.1	lcl|NZ_NPEF02000008.1_cds_WP_100765502.1_1553	27.660	188	267
WP_250066499.1	lcl|NZ_NPEF02000033.1_cds_WP_207763178.1_3816	25.926	189	267
WP_002740779.1	lcl|NZ_NPEF02000018.1_cds_WP_317573488.1_2992	27.381	336	509
WP_002740779.1	lcl|NZ_NPEF02000018.1_cds_WP_100747586.1_2993	30.000	90	509
WP_002740779.1	lcl|NZ_NPEF02000018.1_cds_WP_317573488.1_2992	27.381	336	509
WP_002740779.1	lcl|NZ_NPEF02000018.1_cds_WP_100747586.1_2993	30.000	90	509
WP_250066500.1	lcl|NZ_NPEF02000001.1_cds_WP_100745423.1_42	27.174	276	330
WP_250066500.1	lcl|NZ_NPEF02000017.1_cds_WP_100765507.1_2892	24.199	281	330
WP_250066500.1	lcl|NZ_NPEF02000001.1_cds_WP_100764520.1_287	27.599	279	330
WP_250066500.1	lcl|NZ_NPEF02000001.1_cds_WP_100747959.1_168	28.521	284	330
WP_250066500.1	lcl|NZ_NPEF02000039.1_cds_WP_317574021.1_3899	25.105	239	330
WP_250066500.1	lcl|NZ_NPEF02000008.1_cds_WP_100748200.1_1635	25.888	197	330
WP_250066500.1	lcl|NZ_NPEF02000033.1_cds_WP_100746229.1_3817	30.075	133	330
WP_250066500.1	lcl|NZ_NPEF02000030.1_cds_WP_100747156.1_3700	51.515	33	330
WP_002740826.1	lcl|NZ_NPEF02000017.1_cds_WP_100765434.1_2911	35.150	367	366
WP_002740826.1	lcl|NZ_NPEF02000017.1_cds_WP_100765430.1_2914	33.043	345	366
WP_002740826.1	lcl|NZ_NPEF02000008.1_cds_WP_207763204.1_1440	28.989	376	366
WP_002740826.1	lcl|NZ_NPEF02000017.1_cds_WP_317573413.1_2906	30.882	340	366
WP_002740826.1	lcl|NZ_NPEF02000016.1_cds_WP_100747108.1_2769	30.362	359	366
WP_002740826.1	lcl|NZ_NPEF02000017.1_cds_WP_100748380.1_2893	34.783	230	366
WP_002740826.1	lcl|NZ_NPEF02000008.1_cds_WP_165783399.1_1564	28.649	185	366
WP_002740861.1	lcl|NZ_NPEF02000017.1_cds_WP_100765434.1_2911	36.339	366	367
WP_002740861.1	lcl|NZ_NPEF02000017.1_cds_WP_100765430.1_2914	35.097	359	367
WP_002740861.1	lcl|NZ_NPEF02000016.1_cds_WP_100747108.1_2769	32.190	379	367
WP_002740861.1	lcl|NZ_NPEF02000017.1_cds_WP_317573413.1_2906	33.051	354	367
WP_002740861.1	lcl|NZ_NPEF02000008.1_cds_WP_207763204.1_1440	31.579	380	367
WP_002740861.1	lcl|NZ_NPEF02000017.1_cds_WP_100748380.1_2893	28.834	326	367
WP_002740861.1	lcl|NZ_NPEF02000008.1_cds_WP_165783399.1_1564	22.626	358	367
WP_002740861.1	lcl|NZ_NPEF02000004.1_cds_WP_100747452.1_1005	33.708	89	367
WP_002740998.1	lcl|NZ_NPEF02000015.1_cds_WP_100747290.1_2634	46.502	243	265
WP_004777170.1	lcl|NZ_NPEF02000005.1_cds_WP_100747739.1_1187	38.487	304	310
WP_004777170.1	lcl|NZ_NPEF02000002.1_cds_WP_100764622.1_699	26.389	288	310
WP_004777170.1	lcl|NZ_NPEF02000004.1_cds_WP_100765092.1_917	24.046	262	310
WP_004777170.1	lcl|NZ_NPEF02000005.1_cds_WP_100747739.1_1187	38.487	304	310
WP_004777170.1	lcl|NZ_NPEF02000002.1_cds_WP_100764622.1_699	26.389	288	310
WP_004777170.1	lcl|NZ_NPEF02000004.1_cds_WP_100765092.1_917	24.046	262	310
WP_002740917.1	lcl|NZ_NPEF02000001.1_cds_WP_100764933.1_70	29.487	78	221
WP_002740917.1	lcl|NZ_NPEF02000005.1_cds_WP_100746874.1_1171	28.431	102	221
WP_002733615.1	lcl|NZ_NPEF02000001.1_cds_WP_207763231.1_76	28.777	139	177
WP_002733714.1	lcl|NZ_NPEF02000027.1_cds_WP_100745998.1_3620	22.892	249	406
WP_002733714.1	lcl|NZ_NPEF02000005.1_cds_WP_100746875.1_1170	21.635	208	406
WP_002733587.1	lcl|NZ_NPEF02000017.1_cds_WP_100765430.1_2914	32.456	342	361
WP_002733587.1	lcl|NZ_NPEF02000008.1_cds_WP_207763204.1_1440	28.721	383	361
WP_002733587.1	lcl|NZ_NPEF02000017.1_cds_WP_317573413.1_2906	31.751	337	361
WP_002733587.1	lcl|NZ_NPEF02000017.1_cds_WP_100765434.1_2911	31.897	348	361
WP_002733587.1	lcl|NZ_NPEF02000017.1_cds_WP_100748380.1_2893	30.677	251	361
WP_002733587.1	lcl|NZ_NPEF02000008.1_cds_WP_165783399.1_1564	25.275	364	361
WP_002733555.1	lcl|NZ_NPEF02000001.1_cds_WP_100764933.1_70	26.829	123	409
WP_002733555.1	lcl|NZ_NPEF02000005.1_cds_WP_100746875.1_1170	22.297	148	409
WP_002733737.1	lcl|NZ_NPEF02000017.1_cds_WP_100765434.1_2911	42.938	354	363
WP_002733737.1	lcl|NZ_NPEF02000017.1_cds_WP_100765430.1_2914	34.492	374	363
WP_002733737.1	lcl|NZ_NPEF02000016.1_cds_WP_100747108.1_2769	34.571	350	363
WP_002733737.1	lcl|NZ_NPEF02000008.1_cds_WP_207763204.1_1440	28.342	374	363
WP_002733737.1	lcl|NZ_NPEF02000017.1_cds_WP_317573413.1_2906	32.239	335	363
WP_002733737.1	lcl|NZ_NPEF02000017.1_cds_WP_100748380.1_2893	28.249	354	363
WP_016749081.1	lcl|NZ_NPEF02000001.1_cds_WP_100747959.1_168	26.888	331	313
WP_016749081.1	lcl|NZ_NPEF02000017.1_cds_WP_100765507.1_2892	25.316	316	313
WP_016749081.1	lcl|NZ_NPEF02000001.1_cds_WP_100764520.1_287	25.938	320	313
WP_016749081.1	lcl|NZ_NPEF02000001.1_cds_WP_100745423.1_42	25.312	320	313
WP_016749081.1	lcl|NZ_NPEF02000033.1_cds_WP_100746229.1_3817	23.282	262	313
WP_016749081.1	lcl|NZ_NPEF02000013.1_cds_WP_317573110.1_2299	24.731	186	313
WP_016749081.1	lcl|NZ_NPEF02000017.1_cds_WP_100747354.1_2890	24.545	330	313
WP_016749081.1	lcl|NZ_NPEF02000008.1_cds_WP_100745265.1_1453	25.703	249	313
WP_002744551.1	lcl|NZ_NPEF02000017.1_cds_WP_100765507.1_2892	26.016	246	311
WP_002744551.1	lcl|NZ_NPEF02000001.1_cds_WP_100764520.1_287	30.270	185	311
WP_002744551.1	lcl|NZ_NPEF02000019.1_cds_WP_100765730.1_3092	28.477	151	311
WP_002744551.1	lcl|NZ_NPEF02000001.1_cds_WP_100747959.1_168	23.792	269	311
WP_002744551.1	lcl|NZ_NPEF02000013.1_cds_WP_317573110.1_2299	23.176	233	311
WP_002744551.1	lcl|NZ_NPEF02000001.1_cds_WP_100745423.1_42	22.388	268	311
WP_002741093.1	lcl|NZ_NPEF02000017.1_cds_WP_100748418.1_2933	24.348	115	361
WP_002741093.1	lcl|NZ_NPEF02000017.1_cds_WP_100765237.1_2925	21.008	119	361
WP_002733589.1	lcl|NZ_NPEF02000001.1_cds_WP_165783872.1_434	42.553	282	595
WP_002733589.1	lcl|NZ_NPEF02000008.1_cds_WP_100764476.1_1602	42.276	246	595
