WP_002725873.1	lcl|NZ_AFLY02000029.1_cds_WP_004421256.1_2860	92.683	82	106
WP_002733579.1	lcl|NZ_AFLY02000029.1_cds_WP_004421326.1_2859	91.401	314	314
WP_002733579.1	lcl|NZ_AFLY02000016.1_cds_WP_004419974.1_3365	24.085	328	314
WP_002733579.1	lcl|NZ_AFLY02000029.1_cds_WP_004421375.1_2856	27.309	249	314
WP_002733579.1	lcl|NZ_AFLY02000029.1_cds_WP_004421482.1_2776	23.103	290	314
WP_002733579.1	lcl|NZ_AFLY02000067.1_cds_WP_004425902.1_521	25.000	276	314
WP_026054882.1	lcl|NZ_AFLY02000029.1_cds_WP_004421179.1_2858	87.123	365	365
WP_002733646.1	lcl|NZ_AFLY02000029.1_cds_WP_004421442.1_2857	95.135	185	185
WP_002733646.1	lcl|NZ_AFLY02000057.1_cds_WP_004424034.1_1481	41.429	140	185
WP_258203953.1	lcl|NZ_AFLY02000029.1_cds_WP_004421375.1_2856	96.960	329	329
WP_258203953.1	lcl|NZ_AFLY02000016.1_cds_WP_004419974.1_3365	31.111	315	329
WP_258203953.1	lcl|NZ_AFLY02000029.1_cds_WP_004421482.1_2776	31.642	335	329
WP_258203953.1	lcl|NZ_AFLY02000067.1_cds_WP_004425902.1_521	31.373	306	329
WP_258203953.1	lcl|NZ_AFLY02000016.1_cds_WP_004419871.1_3520	30.303	330	329
WP_258203953.1	lcl|NZ_AFLY02000067.1_cds_WP_002148036.1_512	29.846	325	329
WP_258203953.1	lcl|NZ_AFLY02000029.1_cds_WP_004421253.1_2853	28.990	307	329
WP_258203953.1	lcl|NZ_AFLY02000067.1_cds_WP_002155619.1_542	26.686	341	329
WP_258203953.1	lcl|NZ_AFLY02000029.1_cds_WP_004421326.1_2859	26.119	268	329
WP_258203953.1	lcl|NZ_AFLY02000029.1_cds_WP_004421384.1_2793	26.642	274	329
WP_258203953.1	lcl|NZ_AFLY02000063.1_cds_WP_004425490.1_836	25.228	329	329
WP_258203953.1	lcl|NZ_AFLY02000057.1_cds_WP_004424129.1_1279	28.090	267	329
WP_258203953.1	lcl|NZ_AFLY02000069.1_cds_WP_039940253.1_399	25.191	262	329
WP_258203953.1	lcl|NZ_AFLY02000045.1_cds_WP_004422676.1_2082	27.160	243	329
WP_258203953.1	lcl|NZ_AFLY02000029.1_cds_WP_004421464.1_2834	25.714	175	329
WP_250066499.1	lcl|NZ_AFLY02000029.1_cds_WP_004421408.1_2855	93.258	267	267
WP_250066499.1	lcl|NZ_AFLY02000029.1_cds_WP_004421125.1_2775	28.042	189	267
WP_250066499.1	lcl|NZ_AFLY02000040.1_cds_WP_004422352.1_2243	27.320	194	267
WP_250066499.1	lcl|NZ_AFLY02000055.1_cds_WP_002146975.1_1803	36.047	86	267
WP_002740779.1	lcl|NZ_AFLY02000029.1_cds_WP_004420971.1_2854	95.686	510	509
WP_002740779.1	lcl|NZ_AFLY02000057.1_cds_WP_004423689.1_1204	26.852	324	509
WP_002740779.1	lcl|NZ_AFLY02000057.1_cds_WP_002148203.1_1205	31.111	90	509
WP_002740779.1	lcl|NZ_AFLY02000029.1_cds_WP_004420971.1_2854	95.686	510	509
WP_002740779.1	lcl|NZ_AFLY02000057.1_cds_WP_004423689.1_1204	26.852	324	509
WP_002740779.1	lcl|NZ_AFLY02000057.1_cds_WP_002148203.1_1205	31.111	90	509
WP_250066500.1	lcl|NZ_AFLY02000029.1_cds_WP_004421253.1_2853	95.455	330	330
WP_250066500.1	lcl|NZ_AFLY02000029.1_cds_WP_004421375.1_2856	28.990	307	330
WP_250066500.1	lcl|NZ_AFLY02000029.1_cds_WP_004421482.1_2776	26.648	349	330
WP_250066500.1	lcl|NZ_AFLY02000067.1_cds_WP_004425902.1_521	25.092	271	330
WP_250066500.1	lcl|NZ_AFLY02000016.1_cds_WP_004419974.1_3365	27.187	320	330
WP_250066500.1	lcl|NZ_AFLY02000063.1_cds_WP_004425490.1_836	27.092	251	330
WP_250066500.1	lcl|NZ_AFLY02000016.1_cds_WP_004419871.1_3520	29.572	257	330
WP_250066500.1	lcl|NZ_AFLY02000067.1_cds_WP_002155619.1_542	25.339	221	330
