WP_002725873.1	lcl|NZ_JASEXN010000052.1_cds_WP_004462903.1_3299	97.561	82	106
WP_002733579.1	lcl|NZ_JASEXN010000052.1_cds_WP_061205762.1_3300	91.720	314	314
WP_002733579.1	lcl|NZ_JASEXN010000001.1_cds_WP_004461583.1_199	23.692	325	314
WP_002733579.1	lcl|NZ_JASEXN010000048.1_cds_WP_061205813.1_3255	22.101	276	314
WP_002733579.1	lcl|NZ_JASEXN010000064.1_cds_WP_004465060.1_3439	23.132	281	314
WP_002733579.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_370	25.087	287	314
WP_002733579.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_253	25.087	287	314
WP_002733646.1	lcl|NZ_JASEXN010000005.1_cds_WP_004460143.1_765	35.714	154	185
WP_258203953.1	lcl|NZ_JASEXN010000052.1_cds_WP_282965821.1_3303	31.214	346	329
WP_258203953.1	lcl|NZ_JASEXN010000064.1_cds_WP_004465060.1_3439	31.343	335	329
WP_258203953.1	lcl|NZ_JASEXN010000001.1_cds_WP_004461583.1_199	29.841	315	329
WP_258203953.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_370	32.476	311	329
WP_258203953.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_253	32.476	311	329
WP_258203953.1	lcl|NZ_JASEXN010000048.1_cds_WP_061205813.1_3255	30.769	299	329
WP_258203953.1	lcl|NZ_JASEXN010000001.1_cds_WP_004472946.1_83	28.882	322	329
WP_258203953.1	lcl|NZ_JASEXN010000010.1_cds_WP_004466638.1_1473	27.010	311	329
WP_258203953.1	lcl|NZ_JASEXN010000002.1_cds_WP_004467290.1_367	28.571	322	329
WP_258203953.1	lcl|NZ_JASEXN010000002.1_cds_WP_004467290.1_256	28.571	322	329
WP_258203953.1	lcl|NZ_JASEXN010000062.1_cds_WP_061205836.1_3419	25.000	268	329
WP_258203953.1	lcl|NZ_JASEXN010000007.1_cds_WP_282965574.1_1203	25.507	345	329
WP_258203953.1	lcl|NZ_JASEXN010000052.1_cds_WP_061205762.1_3300	26.667	270	329
WP_258203953.1	lcl|NZ_JASEXN010000071.1_cds_WP_282968833.1_3507	26.050	238	329
WP_258203953.1	lcl|NZ_JASEXN010000013.1_cds_WP_004464543.1_1806	27.099	262	329
WP_258203953.1	lcl|NZ_JASEXN010000003.1_cds_WP_282965630.1_495	24.471	331	329
WP_258203953.1	lcl|NZ_JASEXN010000007.1_cds_WP_061205801.1_1150	27.459	244	329
WP_258203953.1	lcl|NZ_JASEXN010000062.1_cds_WP_282965809.1_3421	30.460	174	329
WP_258203953.1	lcl|NZ_JASEXN010000071.1_cds_WP_282965804.1_3508	23.529	221	329
WP_250066499.1	lcl|NZ_JASEXN010000048.1_cds_WP_282965817.1_3250	29.834	181	267
WP_250066499.1	lcl|NZ_JASEXN010000062.1_cds_WP_004477718.1_3422	27.670	206	267
WP_250066499.1	lcl|NZ_JASEXN010000010.1_cds_WP_004466848.1_1512	31.313	198	267
WP_250066499.1	lcl|NZ_JASEXN010000064.1_cds_WP_004475142.1_3440	27.895	190	267
WP_250066499.1	lcl|NZ_JASEXN010000002.1_cds_WP_016754360.1_400	26.344	186	267
WP_250066499.1	lcl|NZ_JASEXN010000002.1_cds_WP_016754360.1_223	26.344	186	267
WP_250066499.1	lcl|NZ_JASEXN010000010.1_cds_WP_004490253.1_1472	25.789	190	267
WP_002740779.1	lcl|NZ_JASEXN010000027.1_cds_WP_004463881.1_2674	26.994	326	509
WP_002740779.1	lcl|NZ_JASEXN010000027.1_cds_WP_004460640.1_2673	33.333	90	509
WP_002740779.1	lcl|NZ_JASEXN010000027.1_cds_WP_004463881.1_2674	26.994	326	509
WP_002740779.1	lcl|NZ_JASEXN010000027.1_cds_WP_004460640.1_2673	33.333	90	509
WP_250066500.1	lcl|NZ_JASEXN010000001.1_cds_WP_004461583.1_199	28.777	278	330
WP_250066500.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_370	24.542	273	330
WP_250066500.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_253	24.542	273	330
WP_250066500.1	lcl|NZ_JASEXN010000048.1_cds_WP_061205813.1_3255	25.362	276	330
