WP_002725873.1	lcl|NZ_MVIS01000037.1_cds_WP_004753574.1_2278	91.463	82	106
WP_002733579.1	lcl|NZ_MVIS01000037.1_cds_WP_004761722.1_2277	92.675	314	314
WP_002733579.1	lcl|NZ_MVIS01000037.1_cds_WP_004755430.1_2274	27.309	249	314
WP_002733579.1	lcl|NZ_MVIS01000006.1_cds_WP_004753565.1_3059	23.171	328	314
WP_002733579.1	lcl|NZ_MVIS01000069.1_cds_WP_004755262.1_3191	22.776	281	314
WP_002733579.1	lcl|NZ_MVIS01000037.1_cds_WP_004755319.1_2271	25.152	330	314
WP_026054882.1	lcl|NZ_MVIS01000037.1_cds_WP_004777161.1_2276	86.575	365	365
WP_002733646.1	lcl|NZ_MVIS01000037.1_cds_WP_004753627.1_2275	97.297	185	185
WP_002733646.1	lcl|NZ_MVIS01000002.1_cds_WP_004752075.1_1051	41.429	140	185
WP_258203953.1	lcl|NZ_MVIS01000037.1_cds_WP_004755430.1_2274	98.480	329	329
WP_258203953.1	lcl|NZ_MVIS01000006.1_cds_WP_004753565.1_3059	31.746	315	329
WP_258203953.1	lcl|NZ_MVIS01000069.1_cds_WP_004755262.1_3191	31.045	335	329
WP_258203953.1	lcl|NZ_MVIS01000012.1_cds_WP_004751543.1_432	31.169	308	329
WP_258203953.1	lcl|NZ_MVIS01000031.1_cds_WP_004755135.1_2004	30.816	331	329
WP_258203953.1	lcl|NZ_MVIS01000012.1_cds_WP_004751412.1_443	29.846	325	329
WP_258203953.1	lcl|NZ_MVIS01000005.1_cds_WP_004754991.1_2814	27.729	339	329
WP_258203953.1	lcl|NZ_MVIS01000037.1_cds_WP_004755319.1_2271	29.316	307	329
WP_258203953.1	lcl|NZ_MVIS01000037.1_cds_WP_004761722.1_2277	26.866	268	329
WP_258203953.1	lcl|NZ_MVIS01000060.1_cds_WP_002733698.1_3098	26.642	274	329
WP_258203953.1	lcl|NZ_MVIS01000040.1_cds_WP_004755140.1_2489	25.984	254	329
WP_258203953.1	lcl|NZ_MVIS01000002.1_cds_WP_004751780.1_1141	29.213	267	329
WP_258203953.1	lcl|NZ_MVIS01000033.1_cds_WP_004750263.1_2134	25.573	262	329
WP_258203953.1	lcl|NZ_MVIS01000009.1_cds_WP_004760438.1_3568	27.984	243	329
WP_250066499.1	lcl|NZ_MVIS01000037.1_cds_WP_004754505.1_2273	95.131	267	267
WP_250066499.1	lcl|NZ_MVIS01000069.1_cds_WP_004754191.1_3192	27.513	189	267
WP_250066499.1	lcl|NZ_MVIS01000023.1_cds_WP_004760150.1_1469	33.929	112	267
