WP_002725873.1	lcl|NZ_LLJK01000020.1_cds_WP_004753574.1_1951	91.463	82	106
WP_002733579.1	lcl|NZ_LLJK01000020.1_cds_WP_016751141.1_1952	93.312	314	314
WP_002733579.1	lcl|NZ_LLJK01000020.1_cds_WP_004755430.1_1955	27.309	249	314
WP_002733579.1	lcl|NZ_LLJK01000009.1_cds_WP_004753565.1_682	23.171	328	314
WP_002733579.1	lcl|NZ_LLJK01000015.1_cds_WP_016750836.1_1051	22.776	281	314
WP_002733579.1	lcl|NZ_LLJK01000020.1_cds_WP_004755319.1_1958	25.152	330	314
WP_002733579.1	lcl|NZ_LLJK01000043.1_cds_WP_016561072.1_3449	22.330	309	314
WP_026054882.1	lcl|NZ_LLJK01000020.1_cds_WP_016751140.1_1953	86.301	365	365
WP_002733646.1	lcl|NZ_LLJK01000020.1_cds_WP_004766667.1_1954	96.757	185	185
WP_002733646.1	lcl|NZ_LLJK01000040.1_cds_WP_004752075.1_3200	41.429	140	185
WP_258203953.1	lcl|NZ_LLJK01000020.1_cds_WP_004755430.1_1955	98.480	329	329
WP_258203953.1	lcl|NZ_LLJK01000009.1_cds_WP_004753565.1_682	31.746	315	329
WP_258203953.1	lcl|NZ_LLJK01000015.1_cds_WP_016750836.1_1051	31.045	335	329
WP_258203953.1	lcl|NZ_LLJK01000043.1_cds_WP_016561072.1_3449	30.844	308	329
WP_258203953.1	lcl|NZ_LLJK01000029.1_cds_WP_004755135.1_2602	30.816	331	329
WP_258203953.1	lcl|NZ_LLJK01000043.1_cds_WP_004751412.1_3437	29.846	325	329
WP_258203953.1	lcl|NZ_LLJK01000040.1_cds_WP_004754991.1_3264	27.729	339	329
WP_258203953.1	lcl|NZ_LLJK01000020.1_cds_WP_004755319.1_1958	29.316	307	329
WP_258203953.1	lcl|NZ_LLJK01000020.1_cds_WP_016751141.1_1952	26.866	268	329
WP_258203953.1	lcl|NZ_LLJK01000040.1_cds_WP_002733698.1_3004	26.642	274	329
WP_258203953.1	lcl|NZ_LLJK01000015.1_cds_WP_004755140.1_1115	25.984	254	329
WP_258203953.1	lcl|NZ_LLJK01000023.1_cds_WP_016750792.1_2050	29.213	267	329
WP_258203953.1	lcl|NZ_LLJK01000002.1_cds_WP_004750263.1_324	25.573	262	329
WP_258203953.1	lcl|NZ_LLJK01000006.1_cds_WP_016751119.1_594	27.572	243	329
WP_250066499.1	lcl|NZ_LLJK01000020.1_cds_WP_004758405.1_1956	95.506	267	267
WP_250066499.1	lcl|NZ_LLJK01000015.1_cds_WP_004754191.1_1052	27.513	189	267
WP_250066499.1	lcl|NZ_LLJK01000040.1_cds_WP_016751285.1_3243	33.929	112	267
WP_250066499.1	lcl|NZ_LLJK01000043.1_cds_WP_004758210.1_3538	27.660	188	267
WP_002740779.1	lcl|NZ_LLJK01000020.1_cds_WP_016751139.1_1957	99.411	509	509
WP_002740779.1	lcl|NZ_LLJK01000023.1_cds_WP_004751764.1_2121	25.758	330	509
WP_002740779.1	lcl|NZ_LLJK01000023.1_cds_WP_004767754.1_2120	31.111	90	509
WP_002740779.1	lcl|NZ_LLJK01000020.1_cds_WP_016751139.1_1957	99.411	509	509
WP_002740779.1	lcl|NZ_LLJK01000023.1_cds_WP_004751764.1_2121	25.758	330	509
WP_002740779.1	lcl|NZ_LLJK01000023.1_cds_WP_004767754.1_2120	31.111	90	509
WP_250066500.1	lcl|NZ_LLJK01000020.1_cds_WP_004755319.1_1958	97.879	330	330
WP_250066500.1	lcl|NZ_LLJK01000020.1_cds_WP_004755430.1_1955	28.387	310	330
WP_250066500.1	lcl|NZ_LLJK01000043.1_cds_WP_016561072.1_3449	25.830	271	330
WP_250066500.1	lcl|NZ_LLJK01000015.1_cds_WP_016750836.1_1051	25.449	334	330
WP_250066500.1	lcl|NZ_LLJK01000009.1_cds_WP_004753565.1_682	26.250	320	330
WP_250066500.1	lcl|NZ_LLJK01000015.1_cds_WP_004755140.1_1115	26.693	251	330
WP_250066500.1	lcl|NZ_LLJK01000029.1_cds_WP_004755135.1_2602	29.412	255	330
WP_250066500.1	lcl|NZ_LLJK01000040.1_cds_WP_004754991.1_3264	25.333	225	330
WP_250066500.1	lcl|NZ_LLJK01000020.1_cds_WP_016751141.1_1952	24.390	328	330
WP_002740826.1	lcl|NZ_LLJK01000020.1_cds_WP_016751138.1_1959	98.634	366	366
WP_002740826.1	lcl|NZ_LLJK01000020.1_cds_WP_004753525.1_1960	39.452	365	366
WP_002740826.1	lcl|NZ_LLJK01000015.1_cds_WP_004768410.1_1045	34.670	349	366
WP_002740826.1	lcl|NZ_LLJK01000040.1_cds_WP_004754030.1_3249	28.760	379	366
WP_002740826.1	lcl|NZ_LLJK01000021.1_cds_WP_004754985.1_1986	32.199	382	366
WP_002740826.1	lcl|NZ_LLJK01000021.1_cds_WP_016560426.1_1973	30.585	376	366
WP_002740826.1	lcl|NZ_LLJK01000017.1_cds_WP_004752829.1_1336	30.641	359	366
WP_002740826.1	lcl|NZ_LLJK01000017.1_cds_WP_004771239.1_1259	32.105	190	366
WP_002740861.1	lcl|NZ_LLJK01000020.1_cds_WP_004753525.1_1960	99.183	367	367
WP_002740861.1	lcl|NZ_LLJK01000020.1_cds_WP_016751138.1_1959	39.726	365	367
WP_002740861.1	lcl|NZ_LLJK01000015.1_cds_WP_004768410.1_1045	35.165	364	367
WP_002740861.1	lcl|NZ_LLJK01000021.1_cds_WP_004754985.1_1986	31.233	365	367
WP_002740861.1	lcl|NZ_LLJK01000017.1_cds_WP_004752829.1_1336	30.645	372	367
WP_002740861.1	lcl|NZ_LLJK01000021.1_cds_WP_016560426.1_1973	40.175	229	367
WP_002740861.1	lcl|NZ_LLJK01000040.1_cds_WP_004754030.1_3249	30.952	378	367
WP_002740861.1	lcl|NZ_LLJK01000017.1_cds_WP_004771239.1_1259	24.302	358	367
WP_002740729.1	lcl|NZ_LLJK01000020.1_cds_WP_004755296.1_1961	98.897	544	544
WP_002740729.1	lcl|NZ_LLJK01000020.1_cds_WP_004755296.1_1961	98.897	544	544
WP_002740998.1	lcl|NZ_LLJK01000020.1_cds_WP_002740998.1_1962	100.000	265	265
WP_002740998.1	lcl|NZ_LLJK01000019.1_cds_WP_004755702.1_1638	47.325	243	265
WP_004777170.1	lcl|NZ_LLJK01000020.1_cds_WP_004777170.1_1963	100.000	310	310
WP_004777170.1	lcl|NZ_LLJK01000028.1_cds_WP_004751322.1_2466	36.842	304	310
WP_004777170.1	lcl|NZ_LLJK01000011.1_cds_WP_004754016.1_888	26.645	304	310
WP_004777170.1	lcl|NZ_LLJK01000023.1_cds_WP_004752420.1_2027	22.901	262	310
WP_004777170.1	lcl|NZ_LLJK01000020.1_cds_WP_004777170.1_1963	100.000	310	310
WP_004777170.1	lcl|NZ_LLJK01000028.1_cds_WP_004751322.1_2466	36.842	304	310
WP_004777170.1	lcl|NZ_LLJK01000011.1_cds_WP_004754016.1_888	26.645	304	310
WP_004777170.1	lcl|NZ_LLJK01000023.1_cds_WP_004752420.1_2027	22.901	262	310
WP_002740848.1	lcl|NZ_LLJK01000020.1_cds_WP_004777160.1_1964	98.485	264	264
WP_002733551.1	lcl|NZ_LLJK01000020.1_cds_WP_002733551.1_1965	100.000	130	130
WP_004777167.1	lcl|NZ_LLJK01000020.1_cds_WP_004777167.1_1966	100.000	144	144
WP_002740917.1	lcl|NZ_LLJK01000020.1_cds_WP_002740917.1_1967	100.000	221	221
WP_002740917.1	lcl|NZ_LLJK01000009.1_cds_WP_004763571.1_710	28.205	78	221
WP_002740917.1	lcl|NZ_LLJK01000028.1_cds_WP_004751308.1_2483	29.703	101	221
WP_002733615.1	lcl|NZ_LLJK01000021.1_cds_WP_016560441.1_1971	53.448	174	177
WP_002733615.1	lcl|NZ_LLJK01000009.1_cds_WP_004754859.1_717	30.921	152	177
WP_002733714.1	lcl|NZ_LLJK01000021.1_cds_WP_016560449.1_1972	66.418	402	406
WP_002733714.1	lcl|NZ_LLJK01000021.1_cds_APS47_RS09985_1970	24.351	308	406
WP_002733714.1	lcl|NZ_LLJK01000021.1_cds_APS47_RS09985_1970	32.353	68	406
WP_002733714.1	lcl|NZ_LLJK01000028.1_cds_WP_004751353.1_2484	25.000	208	406
WP_002733714.1	lcl|NZ_LLJK01000009.1_cds_WP_004763571.1_710	23.926	163	406
WP_002733587.1	lcl|NZ_LLJK01000021.1_cds_WP_016560426.1_1973	84.765	361	361
WP_002733587.1	lcl|NZ_LLJK01000040.1_cds_WP_004754030.1_3249	30.105	382	361
WP_002733587.1	lcl|NZ_LLJK01000020.1_cds_WP_004753525.1_1960	41.048	229	361
WP_002733587.1	lcl|NZ_LLJK01000020.1_cds_WP_016751138.1_1959	32.869	359	361
WP_002733587.1	lcl|NZ_LLJK01000021.1_cds_WP_004754985.1_1986	30.137	365	361
WP_002733587.1	lcl|NZ_LLJK01000015.1_cds_WP_004768410.1_1045	33.465	254	361
