WP_002725873.1	lcl|NZ_RQFE01000014.1_cds_WP_135633099.1_3500	63.514	74	106
WP_002733579.1	lcl|NZ_RQFE01000014.1_cds_WP_135633097.1_3499	80.968	310	314
WP_002733579.1	lcl|NZ_RQFE01000024.1_cds_WP_135634167.1_250	23.839	323	314
WP_002733579.1	lcl|NZ_RQFE01000024.1_cds_WP_135634215.1_277	25.915	328	314
WP_002733579.1	lcl|NZ_RQFE01000011.1_cds_WP_135632088.1_1003	26.738	187	314
WP_002733579.1	lcl|NZ_RQFE01000014.1_cds_WP_135633059.1_3480	20.818	269	314
WP_002733579.1	lcl|NZ_RQFE01000024.1_cds_WP_135635229.1_860	22.590	332	314
WP_002733646.1	lcl|NZ_RQFE01000011.1_cds_WP_135632379.1_1378	31.214	173	185
WP_258203953.1	lcl|NZ_RQFE01000024.1_cds_WP_135634167.1_250	31.210	314	329
WP_258203953.1	lcl|NZ_RQFE01000011.1_cds_WP_135632088.1_1003	29.129	333	329
WP_258203953.1	lcl|NZ_RQFE01000024.1_cds_WP_135635229.1_860	30.323	310	329
WP_258203953.1	lcl|NZ_RQFE01000009.1_cds_WP_135631984.1_3226	29.032	341	329
WP_258203953.1	lcl|NZ_RQFE01000024.1_cds_WP_135634855.1_661	27.628	333	329
WP_258203953.1	lcl|NZ_RQFE01000024.1_cds_WP_135634215.1_277	27.331	311	329
WP_258203953.1	lcl|NZ_RQFE01000014.1_cds_WP_135633059.1_3480	26.332	319	329
WP_258203953.1	lcl|NZ_RQFE01000014.1_cds_WP_135633097.1_3499	26.582	316	329
WP_258203953.1	lcl|NZ_RQFE01000014.1_cds_WP_135633039.1_3469	23.810	315	329
WP_258203953.1	lcl|NZ_RQFE01000014.1_cds_WP_135633031.1_3465	26.692	266	329
WP_258203953.1	lcl|NZ_RQFE01000014.1_cds_WP_135633067.1_3484	27.132	258	329
WP_258203953.1	lcl|NZ_RQFE01000009.1_cds_WP_208742289.1_3237	26.840	231	329
WP_258203953.1	lcl|NZ_RQFE01000011.1_cds_WP_135632104.1_1019	25.373	268	329
WP_258203953.1	lcl|NZ_RQFE01000021.1_cds_WP_135633413.1_3343	27.374	179	329
WP_258203953.1	lcl|NZ_RQFE01000024.1_cds_WP_135634057.1_181	28.112	249	329
WP_258203953.1	lcl|NZ_RQFE01000014.1_cds_WP_208742317.1_3472	26.061	165	329
WP_250066499.1	lcl|NZ_RQFE01000014.1_cds_WP_135633041.1_3470	24.793	242	267
WP_250066499.1	lcl|NZ_RQFE01000011.1_cds_WP_135632129.1_1080	25.564	266	267
WP_250066499.1	lcl|NZ_RQFE01000024.1_cds_WP_135634702.1_568	37.363	91	267
WP_250066499.1	lcl|NZ_RQFE01000024.1_cds_WP_135635001.1_747	27.711	166	267
WP_250066499.1	lcl|NZ_RQFE01000011.1_cds_WP_135632089.1_1004	24.742	194	267
WP_250066499.1	lcl|NZ_RQFE01000009.1_cds_WP_135631983.1_3225	27.461	193	267
WP_002740779.1	lcl|NZ_RQFE01000011.1_cds_WP_135632948.1_1356	25.309	324	509
WP_002740779.1	lcl|NZ_RQFE01000011.1_cds_WP_135632361.1_1355	30.189	106	509
WP_002740779.1	lcl|NZ_RQFE01000011.1_cds_WP_135632948.1_1356	25.309	324	509
WP_002740779.1	lcl|NZ_RQFE01000011.1_cds_WP_135632361.1_1355	30.189	106	509
WP_250066500.1	lcl|NZ_RQFE01000024.1_cds_WP_135635229.1_860	25.180	278	330
WP_250066500.1	lcl|NZ_RQFE01000024.1_cds_WP_135634167.1_250	27.174	276	330
WP_250066500.1	lcl|NZ_RQFE01000024.1_cds_WP_135634215.1_277	25.301	332	330
WP_250066500.1	lcl|NZ_RQFE01000014.1_cds_WP_135633059.1_3480	25.581	258	330
WP_250066500.1	lcl|NZ_RQFE01000011.1_cds_WP_135632088.1_1003	22.961	331	330
WP_250066500.1	lcl|NZ_RQFE01000009.1_cds_WP_135631984.1_3226	24.058	345	330
WP_250066500.1	lcl|NZ_RQFE01000024.1_cds_WP_135634873.1_674	30.909	110	330
WP_250066500.1	lcl|NZ_RQFE01000021.1_cds_WP_135633413.1_3343	30.128	156	330
WP_250066500.1	lcl|NZ_RQFE01000014.1_cds_WP_135633039.1_3469	25.907	193	330
WP_250066500.1	lcl|NZ_RQFE01000024.1_cds_WP_135634057.1_181	25.359	209	330
WP_002740826.1	lcl|NZ_RQFE01000024.1_cds_WP_135635538.1_533	28.871	381	366
WP_002740826.1	lcl|NZ_RQFE01000014.1_cds_WP_135633091.1_3496	30.287	383	366
WP_002740826.1	lcl|NZ_RQFE01000031.1_cds_WP_135637239.1_2383	28.371	356	366
WP_002740826.1	lcl|NZ_RQFE01000031.1_cds_WP_135636626.1_2028	26.180	233	366
WP_002740861.1	lcl|NZ_RQFE01000014.1_cds_WP_135633091.1_3496	31.215	362	367
WP_002740861.1	lcl|NZ_RQFE01000031.1_cds_WP_135637239.1_2383	28.723	376	367
WP_002740861.1	lcl|NZ_RQFE01000024.1_cds_WP_135635538.1_533	28.836	378	367
WP_002740861.1	lcl|NZ_RQFE01000031.1_cds_WP_135636626.1_2028	25.843	356	367
WP_002740861.1	lcl|NZ_RQFE01000007.1_cds_WP_135631349.1_2421	33.962	106	367
WP_002740998.1	lcl|NZ_RQFE01000031.1_cds_WP_135586449.1_1977	42.387	243	265
WP_004777170.1	lcl|NZ_RQFE01000021.1_cds_WP_135633583.1_3442	35.484	310	310
WP_004777170.1	lcl|NZ_RQFE01000007.1_cds_WP_135631467.1_2493	29.393	313	310
WP_004777170.1	lcl|NZ_RQFE01000011.1_cds_WP_135632427.1_1442	22.053	263	310
WP_004777170.1	lcl|NZ_RQFE01000021.1_cds_WP_135633583.1_3442	35.484	310	310
WP_004777170.1	lcl|NZ_RQFE01000007.1_cds_WP_135631467.1_2493	29.393	313	310
WP_004777170.1	lcl|NZ_RQFE01000011.1_cds_WP_135632427.1_1442	22.053	263	310
WP_002733551.1	lcl|NZ_RQFE01000036.1_cds_WP_135637493.1_3664	27.619	105	130
WP_002740917.1	lcl|NZ_RQFE01000011.1_cds_WP_135632446.1_1463	34.021	97	221
WP_002733615.1	lcl|NZ_RQFE01000024.1_cds_WP_135634547.1_471	34.028	144	177
WP_002733714.1	lcl|NZ_RQFE01000014.1_cds_WP_135633069.1_3485	30.521	403	406
WP_002733714.1	lcl|NZ_RQFE01000011.1_cds_WP_135632447.1_1464	25.000	168	406
WP_002733587.1	lcl|NZ_RQFE01000014.1_cds_WP_135633091.1_3496	27.225	382	361
WP_002733587.1	lcl|NZ_RQFE01000024.1_cds_WP_135635538.1_533	27.154	383	361
WP_002733587.1	lcl|NZ_RQFE01000031.1_cds_WP_135636626.1_2028	24.599	374	361
WP_002733587.1	lcl|NZ_RQFE01000031.1_cds_WP_135637239.1_2383	28.916	249	361
WP_002733555.1	lcl|NZ_RQFE01000014.1_cds_WP_135633069.1_3485	29.298	413	409
WP_002733555.1	lcl|NZ_RQFE01000031.1_cds_WP_135636336.1_1871	27.200	125	409
WP_002733737.1	lcl|NZ_RQFE01000031.1_cds_WP_135637239.1_2383	32.591	359	363
WP_002733737.1	lcl|NZ_RQFE01000024.1_cds_WP_135635538.1_533	29.563	389	363
WP_002733737.1	lcl|NZ_RQFE01000014.1_cds_WP_135633091.1_3496	28.261	368	363
WP_002733611.1	lcl|NZ_RQFE01000011.1_cds_WP_135632087.1_1002	40.223	179	176
WP_016749081.1	lcl|NZ_RQFE01000024.1_cds_WP_135634167.1_250	27.241	290	313
WP_016749081.1	lcl|NZ_RQFE01000024.1_cds_WP_135634215.1_277	27.508	309	313
WP_016749081.1	lcl|NZ_RQFE01000024.1_cds_WP_135635229.1_860	25.321	312	313
WP_016749081.1	lcl|NZ_RQFE01000014.1_cds_WP_135633059.1_3480	27.948	229	313
WP_016749081.1	lcl|NZ_RQFE01000014.1_cds_WP_135633039.1_3469	23.827	277	313
WP_016749081.1	lcl|NZ_RQFE01000009.1_cds_WP_135631984.1_3226	23.134	268	313
WP_016749081.1	lcl|NZ_RQFE01000011.1_cds_WP_135632088.1_1003	21.006	338	313
WP_016749081.1	lcl|NZ_RQFE01000014.1_cds_WP_208742317.1_3472	24.739	287	313
WP_016749081.1	lcl|NZ_RQFE01000024.1_cds_WP_135634322.1_337	31.959	97	313
WP_002744551.1	lcl|NZ_RQFE01000009.1_cds_WP_135631984.1_3226	26.224	286	311
WP_002744551.1	lcl|NZ_RQFE01000024.1_cds_WP_135634215.1_277	27.027	296	311
WP_002744551.1	lcl|NZ_RQFE01000024.1_cds_WP_135635229.1_860	30.319	188	311
WP_002744551.1	lcl|NZ_RQFE01000011.1_cds_WP_135632088.1_1003	26.198	313	311
WP_002744551.1	lcl|NZ_RQFE01000011.1_cds_WP_135632104.1_1019	28.667	150	311
WP_002744551.1	lcl|NZ_RQFE01000024.1_cds_WP_135634167.1_250	20.447	313	311
WP_002744551.1	lcl|NZ_RQFE01000009.1_cds_WP_208742289.1_3237	23.176	233	311
WP_002741093.1	lcl|NZ_RQFE01000011.1_cds_WP_135632091.1_1006	22.222	117	361
WP_002741093.1	lcl|NZ_RQFE01000011.1_cds_WP_135632318.1_1300	25.610	164	361
WP_002741093.1	lcl|NZ_RQFE01000014.1_cds_WP_167482667.1_3468	24.219	128	361
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135634674.1_552	30.740	527	595
WP_002733589.1	lcl|NZ_RQFE01000031.1_cds_WP_135636913.1_2188	43.629	259	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135634572.1_489	46.552	232	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135635244.1_868	44.156	231	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135635240.1_866	38.333	240	595
WP_002733589.1	lcl|NZ_RQFE01000014.1_cds_WP_135633093.1_3497	37.021	235	595
WP_002733589.1	lcl|NZ_RQFE01000026.1_cds_WP_135636071.1_3009	29.368	269	595
WP_002733589.1	lcl|NZ_RQFE01000011.1_cds_WP_135632378.1_1377	27.727	220	595
WP_002733589.1	lcl|NZ_RQFE01000007.1_cds_WP_135631558.1_2549	31.818	220	595
WP_002733589.1	lcl|NZ_RQFE01000036.1_cds_WP_135637428.1_3628	25.322	233	595
WP_002733589.1	lcl|NZ_RQFE01000031.1_cds_WP_135636197.1_1792	27.111	225	595
WP_002733589.1	lcl|NZ_RQFE01000007.1_cds_WP_135631661.1_2629	28.632	234	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135635048.1_774	25.510	196	595
WP_002733589.1	lcl|NZ_RQFE01000011.1_cds_WP_135592366.1_1350	27.434	226	595
WP_002733589.1	lcl|NZ_RQFE01000008.1_cds_WP_135631806.1_3767	28.169	71	595
WP_002733589.1	lcl|NZ_RQFE01000026.1_cds_WP_135635636.1_2752	28.365	208	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135635274.1_886	31.792	173	595
WP_002733589.1	lcl|NZ_RQFE01000007.1_cds_WP_135631662.1_2630	26.875	160	595
WP_002733589.1	lcl|NZ_RQFE01000007.1_cds_WP_135631662.1_2630	34.545	55	595
WP_002733589.1	lcl|NZ_RQFE01000011.1_cds_WP_135632120.1_1071	28.755	233	595
WP_002733589.1	lcl|NZ_RQFE01000021.1_cds_WP_135633407.1_3340	30.233	86	595
WP_002733589.1	lcl|NZ_RQFE01000007.1_cds_WP_135631402.1_2453	34.848	66	595
WP_002733589.1	lcl|NZ_RQFE01000031.1_cds_WP_135637050.1_2267	22.936	218	595
WP_002733589.1	lcl|NZ_RQFE01000011.1_cds_WP_135632122.1_1073	24.242	165	595
WP_002733589.1	lcl|NZ_RQFE01000007.1_cds_WP_135631578.1_2561	25.532	188	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135635064.1_782	31.250	64	595
WP_002733589.1	lcl|NZ_RQFE01000008.1_cds_WP_135631779.1_3738	28.079	203	595
WP_002733589.1	lcl|NZ_RQFE01000026.1_cds_WP_244242032.1_2861	26.050	119	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135634674.1_552	30.740	527	595
WP_002733589.1	lcl|NZ_RQFE01000031.1_cds_WP_135636913.1_2188	43.629	259	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135634572.1_489	46.552	232	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135635244.1_868	44.156	231	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135635240.1_866	38.333	240	595
WP_002733589.1	lcl|NZ_RQFE01000014.1_cds_WP_135633093.1_3497	37.021	235	595
WP_002733589.1	lcl|NZ_RQFE01000026.1_cds_WP_135636071.1_3009	29.368	269	595
WP_002733589.1	lcl|NZ_RQFE01000011.1_cds_WP_135632378.1_1377	27.727	220	595
WP_002733589.1	lcl|NZ_RQFE01000007.1_cds_WP_135631558.1_2549	31.818	220	595
WP_002733589.1	lcl|NZ_RQFE01000036.1_cds_WP_135637428.1_3628	25.322	233	595
WP_002733589.1	lcl|NZ_RQFE01000031.1_cds_WP_135636197.1_1792	27.111	225	595
WP_002733589.1	lcl|NZ_RQFE01000007.1_cds_WP_135631661.1_2629	28.632	234	595
WP_002733589.1	lcl|NZ_RQFE01000024.1_cds_WP_135635048.1_774	25.510	196	595
WP_002733589.1	lcl|NZ_RQFE01000011.1_cds_WP_135592366.1_1350	27.434	226	595
WP_002733589.1	lcl|NZ_RQFE01000008.1_cds_WP_135631806.1_3767	28.169	71	595
WP_002733589.1	lcl|NZ_RQFE01000026.1_cds_WP_135635636.1_2752	28.365	208	595
