WP_002725873.1	lcl|NZ_AOGZ02000008.1_cds_WP_040506276.1_3173	59.701	67	106
WP_002733579.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680127.1_3174	82.258	310	314
WP_002733579.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681154.1_2333	25.776	322	314
WP_002733579.1	lcl|NZ_AOGZ02000014.1_cds_WP_002988752.1_2359	22.727	330	314
WP_002733579.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680175.1_3193	20.818	269	314
WP_002733579.1	lcl|NZ_AOGZ02000016.1_cds_WP_015682959.1_330	21.925	187	314
WP_002733579.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681993.1_1791	22.018	327	314
WP_002733646.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682453.1_529	33.065	124	185
WP_258203953.1	lcl|NZ_AOGZ02000014.1_cds_WP_002988752.1_2359	30.892	314	329
WP_258203953.1	lcl|NZ_AOGZ02000016.1_cds_WP_015682959.1_330	29.032	341	329
WP_258203953.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681993.1_1791	29.126	309	329
WP_258203953.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681154.1_2333	28.846	312	329
WP_258203953.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681103.1_1961	27.692	325	329
WP_258203953.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680175.1_3193	26.937	271	329
WP_258203953.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680127.1_3174	25.949	316	329
WP_258203953.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681799.1_2020	27.600	250	329
WP_258203953.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679926.1_3206	26.277	274	329
WP_258203953.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679965.1_3203	24.506	253	329
WP_258203953.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680095.1_3215	22.835	254	329
WP_258203953.1	lcl|NZ_AOGZ02000016.1_cds_WP_198012817.1_319	26.840	231	329
WP_258203953.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680113.1_3246	24.528	265	329
WP_258203953.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682510.1_2412	28.916	249	329
WP_258203953.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682335.1_2696	26.257	179	329
WP_258203953.1	lcl|NZ_AOGZ02000008.1_cds_WP_198012763.1_3201	34.234	111	329
WP_258203953.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682752.1_2012	21.481	270	329
WP_250066499.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679908.1_3307	24.812	266	267
WP_250066499.1	lcl|NZ_AOGZ02000014.1_cds_WP_084597410.1_1897	28.655	171	267
WP_250066499.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679951.1_3210	23.445	209	267
WP_250066499.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682227.1_2049	33.621	116	267
WP_250066499.1	lcl|NZ_AOGZ02000016.1_cds_WP_015683043.1_331	27.979	193	267
WP_002740779.1	lcl|NZ_AOGZ02000014.1_cds_WP_015680896.1_507	25.460	326	509
WP_002740779.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681983.1_506	29.245	106	509
