WP_002725873.1	lcl|NZ_NKYG02000001.1_cds_WP_000340715.1_2808	93.902	82	106
WP_002733579.1	lcl|NZ_NKYG02000001.1_cds_WP_000410273.1_2807	92.994	314	314
WP_002733579.1	lcl|NZ_NKYG02000001.1_cds_WP_000744700.1_424	23.171	328	314
WP_002733579.1	lcl|NZ_NKYG02000001.1_cds_WP_000646251.1_2804	27.309	249	314
WP_002733579.1	lcl|NZ_NKYG02000001.1_cds_WP_000723092.1_2736	23.875	289	314
WP_002733579.1	lcl|NZ_NKYG02000001.1_cds_WP_001067557.1_2801	24.540	326	314
WP_026054882.1	lcl|NZ_NKYG02000001.1_cds_WP_000604524.1_2806	85.479	365	365
WP_002733646.1	lcl|NZ_NKYG02000001.1_cds_WP_000884059.1_2805	95.676	185	185
WP_002733646.1	lcl|NZ_NKYG02000001.1_cds_WP_000351733.1_2432	40.714	140	185
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_000646251.1_2804	99.088	329	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_000744700.1_424	32.381	315	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_000723092.1_2736	31.045	335	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_001984071.1_864	31.475	305	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_000649923.1_263	30.183	328	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_000709513.1_853	29.429	333	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_001067557.1_2801	30.350	257	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_000688695.1_884	29.329	283	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_000475904.1_2753	27.372	274	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_000410273.1_2807	25.705	319	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_001074781.1_2224	29.699	266	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_001003557.1_551	25.000	332	329
WP_258203953.1	lcl|NZ_NKYG02000001.1_cds_WP_000378097.1_2784	24.419	172	329
WP_250066499.1	lcl|NZ_NKYG02000001.1_cds_WP_000774260.1_2803	92.509	267	267
WP_250066499.1	lcl|NZ_NKYG02000001.1_cds_WP_000842260.1_2735	27.895	190	267
WP_250066499.1	lcl|NZ_NKYG02000001.1_cds_WP_000667727.1_908	31.818	110	267
WP_250066499.1	lcl|NZ_NKYG02000001.1_cds_WP_000805357.1_39	27.660	188	267
WP_002740779.1	lcl|NZ_NKYG02000001.1_cds_WP_000602734.1_2802	96.660	509	509
WP_002740779.1	lcl|NZ_NKYG02000001.1_cds_WP_096637623.1_2147	26.852	324	509
WP_002740779.1	lcl|NZ_NKYG02000001.1_cds_WP_042752133.1_2148	31.111	90	509
WP_002740779.1	lcl|NZ_NKYG02000001.1_cds_WP_000602734.1_2802	96.660	509	509
WP_002740779.1	lcl|NZ_NKYG02000001.1_cds_WP_096637623.1_2147	26.852	324	509
WP_002740779.1	lcl|NZ_NKYG02000001.1_cds_WP_042752133.1_2148	31.111	90	509
WP_250066500.1	lcl|NZ_NKYG02000001.1_cds_WP_001067557.1_2801	95.152	330	330
WP_250066500.1	lcl|NZ_NKYG02000001.1_cds_WP_000646251.1_2804	28.990	307	330
WP_250066500.1	lcl|NZ_NKYG02000001.1_cds_WP_001984071.1_864	24.265	272	330
WP_250066500.1	lcl|NZ_NKYG02000001.1_cds_WP_000744700.1_424	26.899	316	330
WP_250066500.1	lcl|NZ_NKYG02000001.1_cds_WP_000723092.1_2736	24.625	333	330
WP_250066500.1	lcl|NZ_NKYG02000001.1_cds_WP_001003557.1_551	27.490	251	330
WP_250066500.1	lcl|NZ_NKYG02000001.1_cds_WP_000649923.1_263	29.412	255	330
WP_250066500.1	lcl|NZ_NKYG02000001.1_cds_WP_000688695.1_884	25.571	219	330
WP_002740826.1	lcl|NZ_NKYG02000001.1_cds_WP_001198107.1_2800	95.628	366	366
WP_002740826.1	lcl|NZ_NKYG02000001.1_cds_WP_000608295.1_2799	40.000	365	366
WP_002740826.1	lcl|NZ_NKYG02000001.1_cds_WP_000575181.1_2742	33.705	359	366
WP_002740826.1	lcl|NZ_NKYG02000001.1_cds_WP_061251957.1_901	28.232	379	366
WP_002740826.1	lcl|NZ_NKYG02000001.1_cds_WP_000172657.1_2783	31.937	382	366
WP_002740826.1	lcl|NZ_NKYG02000001.1_cds_WP_000538753.1_3427	30.084	359	366
WP_002740826.1	lcl|NZ_NKYG02000001.1_cds_WP_002183909.1_982	32.105	190	366
WP_002740861.1	lcl|NZ_NKYG02000001.1_cds_WP_000608295.1_2799	95.368	367	367
WP_002740861.1	lcl|NZ_NKYG02000001.1_cds_WP_001198107.1_2800	39.452	365	367
WP_002740861.1	lcl|NZ_NKYG02000001.1_cds_WP_000575181.1_2742	36.043	369	367
WP_002740861.1	lcl|NZ_NKYG02000001.1_cds_WP_000172657.1_2783	31.781	365	367
WP_002740861.1	lcl|NZ_NKYG02000001.1_cds_WP_000538753.1_3427	31.383	376	367
WP_002740861.1	lcl|NZ_NKYG02000001.1_cds_WP_061251957.1_901	29.894	378	367
WP_002740861.1	lcl|NZ_NKYG02000001.1_cds_WP_002183909.1_982	24.581	358	367
WP_002740729.1	lcl|NZ_NKYG02000001.1_cds_WP_000689744.1_2798	91.728	544	544
WP_002740729.1	lcl|NZ_NKYG02000001.1_cds_WP_000689744.1_2798	91.728	544	544
WP_002740998.1	lcl|NZ_NKYG02000001.1_cds_WP_061251932.1_2797	93.585	265	265
WP_002740998.1	lcl|NZ_NKYG02000001.1_cds_WP_001002663.1_1449	46.091	243	265
WP_004777170.1	lcl|NZ_NKYG02000001.1_cds_WP_001246622.1_2796	94.194	310	310
WP_004777170.1	lcl|NZ_NKYG02000001.1_cds_WP_000501205.1_1969	36.513	304	310
WP_004777170.1	lcl|NZ_NKYG02000001.1_cds_WP_001183723.1_3693	26.471	306	310
WP_004777170.1	lcl|NZ_NKYG02000001.1_cds_WP_000279894.1_2501	23.282	262	310
WP_004777170.1	lcl|NZ_NKYG02000001.1_cds_WP_001246622.1_2796	94.194	310	310
WP_004777170.1	lcl|NZ_NKYG02000001.1_cds_WP_000501205.1_1969	36.513	304	310
WP_004777170.1	lcl|NZ_NKYG02000001.1_cds_WP_001183723.1_3693	26.471	306	310
WP_004777170.1	lcl|NZ_NKYG02000001.1_cds_WP_000279894.1_2501	23.282	262	310
WP_002740848.1	lcl|NZ_NKYG02000001.1_cds_WP_000479980.1_2795	93.561	264	264
WP_002733551.1	lcl|NZ_NKYG02000001.1_cds_WP_000715958.1_2794	96.124	129	130
WP_004777167.1	lcl|NZ_NKYG02000001.1_cds_WP_001088861.1_2793	98.611	144	144
WP_002740917.1	lcl|NZ_NKYG02000001.1_cds_WP_061226679.1_2792	95.023	221	221
WP_002740917.1	lcl|NZ_NKYG02000001.1_cds_WP_001082179.1_395	29.487	78	221
WP_002740917.1	lcl|NZ_NKYG02000001.1_cds_WP_001069831.1_1950	29.358	109	221
WP_002733615.1	lcl|NZ_NKYG02000001.1_cds_WP_000611594.1_2791	82.286	175	177
WP_002733615.1	lcl|NZ_NKYG02000001.1_cds_WP_001206947.1_388	30.921	152	177
WP_002733714.1	lcl|NZ_NKYG02000001.1_cds_WP_001015416.1_2790	78.660	403	406
WP_002733714.1	lcl|NZ_NKYG02000001.1_cds_WP_020784678.1_1949	26.457	223	406
WP_002733714.1	lcl|NZ_NKYG02000001.1_cds_WP_001082179.1_395	25.153	163	406
WP_002733587.1	lcl|NZ_NKYG02000001.1_cds_WP_000608295.1_2799	41.048	229	361
WP_002733587.1	lcl|NZ_NKYG02000001.1_cds_WP_061251957.1_901	29.948	384	361
WP_002733587.1	lcl|NZ_NKYG02000001.1_cds_WP_000172657.1_2783	29.508	366	361
WP_002733587.1	lcl|NZ_NKYG02000001.1_cds_WP_001198107.1_2800	31.092	357	361
WP_002733587.1	lcl|NZ_NKYG02000001.1_cds_WP_000575181.1_2742	31.333	300	361
WP_002733587.1	lcl|NZ_NKYG02000001.1_cds_WP_002183909.1_982	25.549	364	361
WP_002733621.1	lcl|NZ_NKYG02000003.1_cds_CFV95_RS20710_4139	93.750	32	52
WP_002733621.1	lcl|NZ_NKYG02000001.1_cds_CFV95_RS18220_3603	79.167	24	52
WP_016561424.1	lcl|NZ_NKYG02000001.1_cds_WP_000481873.1_2787	32.425	367	402
WP_016561424.1	lcl|NZ_NKYG02000001.1_cds_WP_001011328.1_2786	29.918	244	402
WP_002733555.1	lcl|NZ_NKYG02000001.1_cds_WP_001015416.1_2790	33.333	390	409
WP_002733555.1	lcl|NZ_NKYG02000001.1_cds_WP_020784678.1_1949	24.324	148	409
WP_002733555.1	lcl|NZ_NKYG02000001.1_cds_WP_001082179.1_395	24.224	161	409
WP_002733737.1	lcl|NZ_NKYG02000001.1_cds_WP_000575181.1_2742	38.268	358	363
WP_002733737.1	lcl|NZ_NKYG02000001.1_cds_WP_000608295.1_2799	39.833	359	363
WP_002733737.1	lcl|NZ_NKYG02000001.1_cds_WP_001198107.1_2800	33.616	354	363
WP_002733737.1	lcl|NZ_NKYG02000001.1_cds_WP_000538753.1_3427	34.030	335	363
WP_002733737.1	lcl|NZ_NKYG02000001.1_cds_WP_000172657.1_2783	32.000	375	363
WP_002733737.1	lcl|NZ_NKYG02000001.1_cds_WP_061251957.1_901	27.614	373	363
WP_002733737.1	lcl|NZ_NKYG02000001.1_cds_WP_002183909.1_982	24.348	345	363
WP_002733611.1	lcl|NZ_NKYG02000001.1_cds_WP_001159758.1_2738	40.556	180	176
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_000649923.1_263	28.221	326	313
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_001067557.1_2801	30.317	221	313
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_000744700.1_424	25.312	320	313
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_000646251.1_2804	23.344	317	313
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_001984071.1_864	26.715	277	313
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_000723092.1_2736	20.807	322	313
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_001024125.1_2752	25.969	258	313
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_001003557.1_551	24.314	255	313
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_001074781.1_2224	24.653	288	313
WP_016749081.1	lcl|NZ_NKYG02000001.1_cds_WP_000410273.1_2807	22.086	326	313
WP_002738232.1	lcl|NZ_NKYG02000001.1_cds_WP_000343397.1_2743	31.034	116	134
WP_002744551.1	lcl|NZ_NKYG02000001.1_cds_WP_000646251.1_2804	28.889	270	311
WP_002744551.1	lcl|NZ_NKYG02000001.1_cds_WP_001984071.1_864	28.685	251	311
WP_002744551.1	lcl|NZ_NKYG02000001.1_cds_WP_001074781.1_2224	26.426	333	311
WP_002744551.1	lcl|NZ_NKYG02000001.1_cds_WP_000723092.1_2736	21.672	323	311
WP_002744551.1	lcl|NZ_NKYG02000001.1_cds_WP_000744700.1_424	22.053	263	311
WP_002744551.1	lcl|NZ_NKYG02000001.1_cds_WP_000649923.1_263	23.596	267	311
WP_002744551.1	lcl|NZ_NKYG02000001.1_cds_WP_000688695.1_884	30.625	160	311
WP_002741093.1	lcl|NZ_NKYG02000001.1_cds_WP_000282880.1_2740	29.412	119	361
WP_002741093.1	lcl|NZ_NKYG02000001.1_cds_WP_096637674.1_2739	23.684	266	361
WP_002741093.1	lcl|NZ_NKYG02000001.1_cds_WP_000600953.1_2741	29.464	112	361
WP_002741093.1	lcl|NZ_NKYG02000001.1_cds_WP_001099037.1_1699	21.354	192	361
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000172203.1_3357	41.844	282	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000667646.1_3402	43.277	238	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000828456.1_334	42.723	213	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_002106376.1_2785	34.914	232	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_001052496.1_530	32.900	231	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000942282.1_3343	42.105	76	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000510777.1_3115	27.511	229	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000598571.1_645	26.360	239	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000047473.1_2153	27.386	241	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000619182.1_576	29.258	229	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000433117.1_2463	25.806	248	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000651459.1_2694	25.424	177	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000184524.1_1687	32.500	80	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_045191718.1_3019	30.137	73	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000590871.1_1490	28.947	114	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000481721.1_71	29.762	84	595
WP_002733589.1	lcl|NZ_NKYG02000001.1_cds_WP_000172203.1_3357	41.844	282	595
