WP_002725873.1	lcl|NZ_RQHT01000015.1_cds_WP_135746496.1_2871	60.811	74	106
WP_002733579.1	lcl|NZ_RQHT01000015.1_cds_WP_135746495.1_2870	83.548	310	314
WP_002733579.1	lcl|NZ_RQHT01000014.1_cds_WP_135745382.1_1087	26.837	313	314
WP_002733579.1	lcl|NZ_RQHT01000014.1_cds_WP_135745407.1_1114	23.030	330	314
WP_002733579.1	lcl|NZ_RQHT01000010.1_cds_WP_135743732.1_3199	22.043	186	314
WP_002733579.1	lcl|NZ_RQHT01000015.1_cds_WP_135746462.1_2836	20.818	269	314
WP_002733579.1	lcl|NZ_RQHT01000014.1_cds_WP_135744912.1_533	23.438	320	314
WP_002733579.1	lcl|NZ_RQHT01000015.1_cds_WP_135746431.1_2804	25.806	186	314
WP_026054882.1	lcl|NZ_RQHT01000015.1_cds_WP_135746493.1_2868	54.144	362	365
WP_002733646.1	lcl|NZ_RQHT01000012.1_cds_WP_135744205.1_2490	33.108	148	185
WP_258203953.1	lcl|NZ_RQHT01000014.1_cds_WP_135745407.1_1114	31.210	314	329
WP_258203953.1	lcl|NZ_RQHT01000015.1_cds_WP_135746431.1_2804	27.874	348	329
WP_258203953.1	lcl|NZ_RQHT01000015.1_cds_WP_322113261.1_2826	30.721	319	329
WP_258203953.1	lcl|NZ_RQHT01000014.1_cds_WP_135744912.1_533	29.870	308	329
WP_258203953.1	lcl|NZ_RQHT01000010.1_cds_WP_135743732.1_3199	29.326	341	329
WP_258203953.1	lcl|NZ_RQHT01000014.1_cds_WP_135745382.1_1087	27.476	313	329
WP_258203953.1	lcl|NZ_RQHT01000014.1_cds_WP_135745055.1_707	27.914	326	329
WP_258203953.1	lcl|NZ_RQHT01000015.1_cds_WP_135746473.1_2848	25.806	310	329
WP_258203953.1	lcl|NZ_RQHT01000015.1_cds_WP_135746462.1_2836	26.568	271	329
WP_258203953.1	lcl|NZ_RQHT01000015.1_cds_WP_135746495.1_2870	26.019	319	329
WP_258203953.1	lcl|NZ_RQHT01000014.1_cds_WP_135745111.1_774	29.249	253	329
WP_258203953.1	lcl|NZ_RQHT01000015.1_cds_WP_135746445.1_2819	26.506	249	329
WP_258203953.1	lcl|NZ_RQHT01000014.1_cds_WP_135745455.1_1168	29.200	250	329
WP_258203953.1	lcl|NZ_RQHT01000015.1_cds_WP_135746410.1_2782	25.000	268	329
WP_258203953.1	lcl|NZ_RQHT01000015.1_cds_WP_135746455.1_2829	31.646	158	329
WP_258203953.1	lcl|NZ_RQHT01000014.1_cds_WP_135745689.1_1447	24.314	255	329
WP_258203953.1	lcl|NZ_RQHT01000010.1_cds_WP_208739683.1_3210	26.840	231	329
WP_258203953.1	lcl|NZ_RQHT01000014.1_cds_WP_135745103.1_766	23.704	270	329
WP_258203953.1	lcl|NZ_RQHT01000015.1_cds_WP_135746444.1_2818	19.444	252	329
WP_250066499.1	lcl|NZ_RQHT01000015.1_cds_WP_135746466.1_2841	25.000	200	267
WP_250066499.1	lcl|NZ_RQHT01000015.1_cds_WP_135746453.1_2827	27.805	205	267
WP_250066499.1	lcl|NZ_RQHT01000015.1_cds_WP_135746379.1_2721	25.564	266	267
WP_250066499.1	lcl|NZ_RQHT01000014.1_cds_WP_135744998.1_640	28.655	171	267
WP_250066499.1	lcl|NZ_RQHT01000014.1_cds_WP_135745137.1_802	33.913	115	267
WP_250066499.1	lcl|NZ_RQHT01000015.1_cds_WP_322113260.1_2803	24.883	213	267
WP_002740779.1	lcl|NZ_RQHT01000012.1_cds_WP_135744403.1_2512	24.768	323	509
WP_002740779.1	lcl|NZ_RQHT01000012.1_cds_WP_135744224.1_2513	28.302	106	509
WP_002740779.1	lcl|NZ_RQHT01000012.1_cds_WP_135744403.1_2512	24.768	323	509
WP_002740779.1	lcl|NZ_RQHT01000012.1_cds_WP_135744224.1_2513	28.302	106	509
WP_250066500.1	lcl|NZ_RQHT01000015.1_cds_WP_135746473.1_2848	33.754	317	330
WP_250066500.1	lcl|NZ_RQHT01000014.1_cds_WP_135744912.1_533	24.820	278	330
WP_250066500.1	lcl|NZ_RQHT01000014.1_cds_WP_135745407.1_1114	27.174	276	330
WP_250066500.1	lcl|NZ_RQHT01000014.1_cds_WP_135745111.1_774	28.090	267	330
WP_250066500.1	lcl|NZ_RQHT01000014.1_cds_WP_135745382.1_1087	25.688	327	330
WP_250066500.1	lcl|NZ_RQHT01000015.1_cds_WP_135746431.1_2804	24.316	329	330
WP_250066500.1	lcl|NZ_RQHT01000014.1_cds_WP_135745103.1_766	25.660	265	330
WP_250066500.1	lcl|NZ_RQHT01000015.1_cds_WP_135746462.1_2836	26.616	263	330
WP_250066500.1	lcl|NZ_RQHT01000010.1_cds_WP_135743732.1_3199	23.432	303	330
WP_250066500.1	lcl|NZ_RQHT01000014.1_cds_WP_135745689.1_1447	28.947	152	330
WP_250066500.1	lcl|NZ_RQHT01000014.1_cds_WP_135745455.1_1168	26.829	205	330
WP_250066500.1	lcl|NZ_RQHT01000014.1_cds_WP_135745055.1_707	29.139	151	330
WP_002740826.1	lcl|NZ_RQHT01000015.1_cds_WP_135746435.1_2809	33.520	358	366
WP_002740826.1	lcl|NZ_RQHT01000015.1_cds_WP_167483393.1_2839	41.152	243	366
WP_002740826.1	lcl|NZ_RQHT01000014.1_cds_WP_135745168.1_836	29.521	376	366
WP_002740826.1	lcl|NZ_RQHT01000015.1_cds_WP_135746491.1_2866	33.058	363	366
