WP_002725873.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746496.1_2397	60.811	74	106
WP_002733579.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746495.1_2398	83.548	310	314
WP_002733579.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394842.1_390	26.837	313	314
WP_002733579.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745407.1_363	23.030	330	314
WP_002733579.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396280.1_2430	21.552	232	314
WP_002733579.1	lcl|NZ_JAMQPY010000005.1_cds_WP_135743732.1_3526	22.043	186	314
WP_002733579.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744912.1_942	23.438	320	314
WP_002733579.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396304.1_2463	25.806	186	314
WP_026054882.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753116.1_2400	53.867	362	365
WP_002733646.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744205.1_2139	33.108	148	185
WP_258203953.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745407.1_363	31.210	314	329
WP_258203953.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396304.1_2463	27.874	348	329
WP_258203953.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744912.1_942	29.870	308	329
WP_258203953.1	lcl|NZ_JAMQPY010000005.1_cds_WP_135743732.1_3526	29.326	341	329
WP_258203953.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396293.1_2441	30.351	313	329
WP_258203953.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394842.1_390	27.476	313	329
WP_258203953.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394917.1_769	27.385	325	329
WP_258203953.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396280.1_2430	26.937	271	329
WP_258203953.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753148.1_2418	25.484	310	329
WP_258203953.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746495.1_2398	26.019	319	329
WP_258203953.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238734906.1_703	29.249	253	329
WP_258203953.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753183.1_2448	26.506	249	329
WP_258203953.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745455.1_309	29.200	250	329
WP_258203953.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753226.1_2485	25.000	268	329
WP_258203953.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746455.1_2438	31.646	158	329
WP_258203953.1	lcl|NZ_JAMQPY010000005.1_cds_WP_208739683.1_3515	26.840	231	329
WP_258203953.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394720.1_34	27.778	180	329
WP_258203953.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238734886.1_711	23.704	270	329
WP_258203953.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746444.1_2449	19.444	252	329
WP_250066499.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396277.1_2425	25.000	200	267
WP_250066499.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746453.1_2440	27.805	205	267
WP_250066499.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746379.1_2546	25.564	266	267
WP_250066499.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744998.1_836	28.655	171	267
WP_250066499.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745137.1_675	33.913	115	267
WP_250066499.1	lcl|NZ_JAMQPY010000002.1_cds_WP_322113260.1_2464	24.883	213	267
WP_002740779.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265395737.1_2161	24.768	323	509
WP_002740779.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744224.1_2162	28.302	106	509
WP_002740779.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265395737.1_2161	24.768	323	509
WP_002740779.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744224.1_2162	28.302	106	509
WP_250066500.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753148.1_2418	33.754	317	330
WP_250066500.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744912.1_942	24.820	278	330
WP_250066500.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745407.1_363	27.174	276	330
WP_250066500.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238734906.1_703	28.244	262	330
WP_250066500.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394842.1_390	26.061	330	330
WP_250066500.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238734886.1_711	26.038	265	330
WP_250066500.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396304.1_2463	24.316	329	330
WP_250066500.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396280.1_2430	25.954	262	330
WP_250066500.1	lcl|NZ_JAMQPY010000005.1_cds_WP_135743732.1_3526	23.432	303	330
WP_250066500.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394720.1_34	26.641	259	330
WP_250066500.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745455.1_309	26.829	205	330
WP_250066500.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394917.1_769	29.139	151	330
WP_002740826.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746435.1_2458	33.520	358	366
WP_002740826.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396278.1_2427	40.329	243	366
WP_002740826.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238777403.1_642	29.255	376	366
WP_002740826.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746491.1_2402	33.058	363	366
WP_002740826.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265396062.1_1596	30.362	359	366
WP_002740826.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753149.1_2419	34.956	226	366
WP_002740826.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265395298.1_1248	23.235	340	366
WP_002740861.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746435.1_2458	35.537	363	367
WP_002740861.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746491.1_2402	30.874	366	367
WP_002740861.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396278.1_2427	36.496	274	367
WP_002740861.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265396062.1_1596	28.610	374	367
WP_002740861.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238777403.1_642	28.571	378	367
WP_002740861.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753149.1_2419	29.503	322	367
WP_002740861.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265395298.1_1248	26.611	357	367
WP_002740861.1	lcl|NZ_JAMQPY010000004.1_cds_WP_135745954.1_3148	33.962	106	367
WP_002740998.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135571635.1_1196	42.387	243	265
WP_004777170.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745604.1_130	35.806	310	310
WP_004777170.1	lcl|NZ_JAMQPY010000004.1_cds_WP_265396133.1_3220	29.836	305	310
WP_004777170.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744150.1_2076	22.433	263	310
WP_004777170.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745604.1_130	35.806	310	310
WP_004777170.1	lcl|NZ_JAMQPY010000004.1_cds_WP_265396133.1_3220	29.836	305	310
WP_004777170.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744150.1_2076	22.433	263	310
WP_002733615.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238735060.1_581	33.582	134	177
WP_002733587.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396278.1_2427	40.426	235	361
WP_002733587.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746491.1_2402	28.974	390	361
WP_002733587.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753149.1_2419	30.447	358	361
WP_002733587.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238777403.1_642	27.676	383	361
WP_002733587.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746435.1_2458	37.000	200	361
WP_002733587.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265395298.1_1248	24.728	368	361
