WP_002725873.1	lcl|NZ_JADDUW010000005.1_cds_WP_002725873.1_2791	100.000	106	106
WP_002733579.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733579.1_2790	100.000	314	314
WP_002733579.1	lcl|NZ_JADDUW010000018.1_cds_WP_002722638.1_675	24.615	325	314
WP_002733579.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733534.1_2787	26.908	249	314
WP_002733579.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740024.1_2696	23.132	281	314
WP_002733579.1	lcl|NZ_JADDUW010000006.1_cds_WP_002728309.1_2945	25.723	311	314
WP_002733579.1	lcl|NZ_JADDUW010000029.1_cds_WP_002743770.1_1418	20.809	173	314
WP_002733579.1	lcl|NZ_JADDUW010000005.1_cds_WP_016749081.1_2758	24.503	151	314
WP_002733579.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740721.1_2784	24.848	330	314
WP_026054882.1	lcl|NZ_JADDUW010000005.1_cds_WP_026054882.1_2789	99.726	365	365
WP_002733646.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733646.1_2788	100.000	185	185
WP_002733646.1	lcl|NZ_JADDUW010000003.1_cds_WP_002721790.1_1961	36.364	154	185
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733534.1_2787	98.784	329	329
WP_258203953.1	lcl|NZ_JADDUW010000018.1_cds_WP_002722638.1_675	30.159	315	329
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740024.1_2696	31.343	335	329
WP_258203953.1	lcl|NZ_JADDUW010000006.1_cds_WP_002728309.1_2945	30.868	311	329
WP_258203953.1	lcl|NZ_JADDUW010000029.1_cds_WP_002743770.1_1418	27.566	341	329
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733638.1_2750	27.586	348	329
WP_258203953.1	lcl|NZ_JADDUW010000006.1_cds_WP_002728316.1_2948	28.182	330	329
WP_258203953.1	lcl|NZ_JADDUW010000075.1_cds_WP_002741146.1_3094	29.167	312	329
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733546.1_2721	25.373	268	329
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740721.1_2784	28.990	307	329
WP_258203953.1	lcl|NZ_JADDUW010000007.1_cds_WP_002732331.1_3119	25.959	339	329
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_002744551.1_2756	29.259	270	329
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733579.1_2790	27.309	249	329
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_016749081.1_2758	23.659	317	329
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733698.1_2713	26.642	274	329
WP_258203953.1	lcl|NZ_JADDUW010000059.1_cds_WP_002740236.1_2674	26.592	267	329
WP_258203953.1	lcl|NZ_JADDUW010000004.1_cds_WP_002721725.1_2469	25.223	337	329
WP_258203953.1	lcl|NZ_JADDUW010000004.1_cds_WP_002739935.1_2381	27.711	249	329
WP_258203953.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733757.1_2723	31.034	174	329
WP_250066499.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733627.1_2786	98.127	267	267
WP_250066499.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740926.1_2745	28.492	179	267
