WP_002725873.1	lcl|NZ_JQPD01000003.1_cds_WP_000340713.1_103	92.683	82	106
WP_002733579.1	lcl|NZ_JQPD01000003.1_cds_WP_000412665.1_104	91.083	314	314
WP_002733579.1	lcl|NZ_JQPD01000003.1_cds_WP_000699347.1_108	22.442	303	314
WP_002733579.1	lcl|NZ_JQPD01000001.1_cds_WP_000744698.1_15	23.171	328	314
WP_002733579.1	lcl|NZ_JQPD01000003.1_cds_WP_000723077.1_117	21.377	276	314
WP_002733579.1	lcl|NZ_JQPD01000003.1_cds_WP_001168408.1_139	23.602	322	314
WP_002733579.1	lcl|NZ_JQPD01000119.1_cds_WP_000723092.1_2739	23.875	289	314
WP_002733646.1	lcl|NZ_JQPD01000090.1_cds_WP_000351733.1_2158	40.714	140	185
WP_258203953.1	lcl|NZ_JQPD01000003.1_cds_WP_001168408.1_139	32.738	336	329
WP_258203953.1	lcl|NZ_JQPD01000003.1_cds_WP_000699347.1_108	31.304	345	329
WP_258203953.1	lcl|NZ_JQPD01000001.1_cds_WP_000744698.1_15	32.381	315	329
WP_258203953.1	lcl|NZ_JQPD01000119.1_cds_WP_000723092.1_2739	31.045	335	329
WP_258203953.1	lcl|NZ_JQPD01000003.1_cds_WP_000723077.1_117	31.457	302	329
WP_258203953.1	lcl|NZ_JQPD01000101.1_cds_WP_002072074.1_2415	31.148	305	329
WP_258203953.1	lcl|NZ_JQPD01000017.1_cds_WP_061230270.1_608	30.488	328	329
WP_258203953.1	lcl|NZ_JQPD01000120.1_cds_WP_000709511.1_2763	29.730	333	329
WP_258203953.1	lcl|NZ_JQPD01000101.1_cds_WP_000688695.1_2436	29.329	283	329
WP_258203953.1	lcl|NZ_JQPD01000003.1_cds_WP_000412665.1_104	26.394	269	329
WP_258203953.1	lcl|NZ_JQPD01000003.1_cds_WP_000377752.1_160	24.716	352	329
WP_258203953.1	lcl|NZ_JQPD01000032.1_cds_WP_001074779.1_1002	29.057	265	329
WP_258203953.1	lcl|NZ_JQPD01000003.1_cds_WP_000048849.1_127	25.306	245	329
WP_258203953.1	lcl|NZ_JQPD01000023.1_cds_WP_001003558.1_755	25.602	332	329
WP_250066499.1	lcl|NZ_JQPD01000003.1_cds_WP_000432841.1_122	30.472	233	267
WP_250066499.1	lcl|NZ_JQPD01000119.1_cds_WP_000842260.1_2738	27.895	190	267
WP_250066499.1	lcl|NZ_JQPD01000003.1_cds_WP_000869621.1_159	22.311	251	267
WP_250066499.1	lcl|NZ_JQPD01000098.1_cds_WP_000667727.1_2346	31.818	110	267
WP_250066499.1	lcl|NZ_JQPD01000028.1_cds_WP_000805357.1_894	27.660	188	267
WP_002740779.1	lcl|NZ_JQPD01000051.1_cds_WP_000291578.1_1384	26.852	324	509
WP_002740779.1	lcl|NZ_JQPD01000051.1_cds_WP_000364507.1_1383	31.111	90	509
WP_002740779.1	lcl|NZ_JQPD01000051.1_cds_WP_000291578.1_1384	26.852	324	509
WP_002740779.1	lcl|NZ_JQPD01000051.1_cds_WP_000364507.1_1383	31.111	90	509
WP_250066500.1	lcl|NZ_JQPD01000003.1_cds_WP_001168408.1_139	27.668	253	330
WP_250066500.1	lcl|NZ_JQPD01000003.1_cds_WP_000723077.1_117	25.362	276	330
WP_250066500.1	lcl|NZ_JQPD01000101.1_cds_WP_002072074.1_2415	24.632	272	330
WP_250066500.1	lcl|NZ_JQPD01000001.1_cds_WP_000744698.1_15	27.215	316	330
WP_250066500.1	lcl|NZ_JQPD01000119.1_cds_WP_000723092.1_2739	24.625	333	330
WP_250066500.1	lcl|NZ_JQPD01000023.1_cds_WP_001003558.1_755	27.490	251	330
WP_250066500.1	lcl|NZ_JQPD01000003.1_cds_WP_000048849.1_127	30.233	129	330
WP_250066500.1	lcl|NZ_JQPD01000003.1_cds_WP_000699347.1_108	24.609	256	330
WP_250066500.1	lcl|NZ_JQPD01000017.1_cds_WP_061230270.1_608	29.412	255	330
WP_250066500.1	lcl|NZ_JQPD01000101.1_cds_WP_000688695.1_2436	25.571	219	330
WP_250066500.1	lcl|NZ_JQPD01000003.1_cds_WP_000697617.1_162	24.803	254	330
WP_002740826.1	lcl|NZ_JQPD01000003.1_cds_WP_002102582.1_132	36.963	349	366
WP_002740826.1	lcl|NZ_JQPD01000119.1_cds_WP_061230526.1_2745	33.705	359	366
WP_002740826.1	lcl|NZ_JQPD01000003.1_cds_WP_000738262.1_141	32.898	383	366
WP_002740826.1	lcl|NZ_JQPD01000195.1_cds_WP_001281953.1_3573	28.232	379	366
WP_002740826.1	lcl|NZ_JQPD01000003.1_cds_WP_000701360.1_140	27.778	360	366
WP_002740826.1	lcl|NZ_JQPD01000147.1_cds_WP_000538757.1_3131	30.084	359	366
WP_002740826.1	lcl|NZ_JQPD01000003.1_cds_WP_001054317.1_118	28.662	314	366
WP_002740826.1	lcl|NZ_JQPD01000062.1_cds_WP_001982414.1_1599	31.579	190	366
WP_002740861.1	lcl|NZ_JQPD01000003.1_cds_WP_002102582.1_132	37.047	359	367
WP_002740861.1	lcl|NZ_JQPD01000119.1_cds_WP_061230526.1_2745	36.364	341	367
WP_002740861.1	lcl|NZ_JQPD01000147.1_cds_WP_000538757.1_3131	31.383	376	367
WP_002740861.1	lcl|NZ_JQPD01000003.1_cds_WP_000701360.1_140	31.233	365	367
WP_002740861.1	lcl|NZ_JQPD01000003.1_cds_WP_000738262.1_141	32.861	353	367
WP_002740861.1	lcl|NZ_JQPD01000195.1_cds_WP_001281953.1_3573	30.159	378	367
WP_002740861.1	lcl|NZ_JQPD01000003.1_cds_WP_001054317.1_118	27.139	339	367
WP_002740861.1	lcl|NZ_JQPD01000062.1_cds_WP_001982414.1_1599	24.581	358	367
WP_002740998.1	lcl|NZ_JQPD01000091.1_cds_WP_001002663.1_2221	46.091	243	265
WP_004777170.1	lcl|NZ_JQPD01000130.1_cds_WP_000501205.1_2885	36.513	304	310
WP_004777170.1	lcl|NZ_JQPD01000159.1_cds_WP_001183718.1_3310	26.471	306	310
WP_004777170.1	lcl|NZ_JQPD01000014.1_cds_WP_000279896.1_512	22.901	262	310
WP_004777170.1	lcl|NZ_JQPD01000130.1_cds_WP_000501205.1_2885	36.513	304	310
WP_004777170.1	lcl|NZ_JQPD01000159.1_cds_WP_001183718.1_3310	26.471	306	310
WP_004777170.1	lcl|NZ_JQPD01000014.1_cds_WP_000279896.1_512	22.901	262	310
WP_002740917.1	lcl|NZ_JQPD01000001.1_cds_WP_001082178.1_44	29.487	78	221
WP_002740917.1	lcl|NZ_JQPD01000080.1_cds_WP_001069831.1_1977	29.358	109	221
WP_002740917.1	lcl|NZ_JQPD01000003.1_cds_WP_000862006.1_167	32.143	112	221
WP_002733615.1	lcl|NZ_JQPD01000013.1_cds_WP_001206947.1_487	30.921	152	177
WP_002733714.1	lcl|NZ_JQPD01000003.1_cds_WP_000445586.1_157	26.617	402	406
WP_002733714.1	lcl|NZ_JQPD01000080.1_cds_WP_000347685.1_1976	26.442	208	406
WP_002733714.1	lcl|NZ_JQPD01000001.1_cds_WP_001082178.1_44	25.153	163	406
WP_002733587.1	lcl|NZ_JQPD01000003.1_cds_WP_000701360.1_140	31.421	366	361
WP_002733587.1	lcl|NZ_JQPD01000195.1_cds_WP_001281953.1_3573	29.948	384	361
WP_002733587.1	lcl|NZ_JQPD01000003.1_cds_WP_002102582.1_132	33.634	333	361
WP_002733587.1	lcl|NZ_JQPD01000003.1_cds_WP_000738262.1_141	29.551	379	361
WP_002733587.1	lcl|NZ_JQPD01000119.1_cds_WP_061230526.1_2745	31.333	300	361
WP_002733587.1	lcl|NZ_JQPD01000003.1_cds_WP_001054317.1_118	28.614	339	361
WP_002733587.1	lcl|NZ_JQPD01000062.1_cds_WP_001982414.1_1599	25.549	364	361
WP_002733587.1	lcl|NZ_JQPD01000003.1_cds_WP_000623348.1_134	24.409	254	361
WP_002733621.1	lcl|NZ_JQPD01000068.1_cds_WP_061217502.1_1774	75.000	32	52
WP_002733621.1	lcl|NZ_JQPD01000175.1_cds_JG71_RS23405_3426	78.571	28	52
WP_002733555.1	lcl|NZ_JQPD01000003.1_cds_WP_000445586.1_157	24.936	393	409
WP_002733555.1	lcl|NZ_JQPD01000080.1_cds_WP_000347685.1_1976	24.324	148	409
WP_002733555.1	lcl|NZ_JQPD01000001.1_cds_WP_001082178.1_44	24.224	161	409
WP_002733737.1	lcl|NZ_JQPD01000003.1_cds_WP_002102582.1_132	36.944	360	363
WP_002733737.1	lcl|NZ_JQPD01000119.1_cds_WP_061230526.1_2745	38.268	358	363
WP_002733737.1	lcl|NZ_JQPD01000147.1_cds_WP_000538757.1_3131	34.328	335	363
WP_002733737.1	lcl|NZ_JQPD01000003.1_cds_WP_000701360.1_140	31.915	376	363
WP_002733737.1	lcl|NZ_JQPD01000195.1_cds_WP_001281953.1_3573	27.882	373	363
WP_002733737.1	lcl|NZ_JQPD01000003.1_cds_WP_000738262.1_141	29.730	370	363
WP_002733737.1	lcl|NZ_JQPD01000003.1_cds_WP_001054317.1_118	27.138	269	363
WP_002733737.1	lcl|NZ_JQPD01000062.1_cds_WP_001982414.1_1599	24.638	345	363
