WP_002725873.1	lcl|NZ_RQEU01000014.1_cds_WP_123180187.1_1454	97.561	82	106
WP_002733579.1	lcl|NZ_RQEU01000014.1_cds_WP_135607540.1_1453	64.516	310	314
WP_002733579.1	lcl|NZ_RQEU01000014.1_cds_WP_123180180.1_1460	25.483	259	314
WP_002733579.1	lcl|NZ_RQEU01000033.1_cds_WP_010573102.1_389	23.926	326	314
WP_002733579.1	lcl|NZ_RQEU01000014.1_cds_WP_010575169.1_1411	24.199	281	314
WP_002733579.1	lcl|NZ_RQEU01000030.1_cds_WP_010576029.1_3536	20.710	169	314
WP_002733646.1	lcl|NZ_RQEU01000014.1_cds_WP_123180202.1_1439	38.764	178	185
WP_002733646.1	lcl|NZ_RQEU01000011.1_cds_WP_135607445.1_2685	38.312	154	185
WP_258203953.1	lcl|NZ_RQEU01000014.1_cds_WP_010575169.1_1411	29.341	334	329
WP_258203953.1	lcl|NZ_RQEU01000033.1_cds_WP_205872855.1_102	33.007	306	329
WP_258203953.1	lcl|NZ_RQEU01000033.1_cds_WP_010573102.1_389	30.794	315	329
WP_258203953.1	lcl|NZ_RQEU01000014.1_cds_WP_123180180.1_1460	27.900	319	329
WP_258203953.1	lcl|NZ_RQEU01000030.1_cds_WP_010576029.1_3536	27.381	336	329
WP_258203953.1	lcl|NZ_RQEU01000033.1_cds_WP_135608001.1_232	28.302	318	329
WP_258203953.1	lcl|NZ_RQEU01000053.1_cds_WP_040913715.1_3627	29.091	330	329
WP_258203953.1	lcl|NZ_RQEU01000033.1_cds_WP_100737667.1_752	24.927	341	329
WP_258203953.1	lcl|NZ_RQEU01000033.1_cds_WP_100737905.1_584	25.826	333	329
WP_258203953.1	lcl|NZ_RQEU01000051.1_cds_WP_135608729.1_3267	26.592	267	329
WP_258203953.1	lcl|NZ_RQEU01000014.1_cds_WP_135607540.1_1453	24.116	311	329
WP_258203953.1	lcl|NZ_RQEU01000033.1_cds_WP_135608099.1_479	23.565	331	329
WP_258203953.1	lcl|NZ_RQEU01000014.1_cds_WP_123180213.1_1427	25.532	282	329
WP_258203953.1	lcl|NZ_RQEU01000037.1_cds_WP_135608506.1_2351	25.969	258	329
WP_258203953.1	lcl|NZ_RQEU01000053.1_cds_WP_135608769.1_3574	28.279	244	329
WP_250066499.1	lcl|NZ_RQEU01000014.1_cds_WP_123180186.1_1455	28.270	237	267
