WP_002725873.1	lcl|NZ_JQRI01000085.1_cds_WP_004462903.1_2712	97.561	82	106
WP_002733579.1	lcl|NZ_JQRI01000085.1_cds_WP_061220368.1_2711	91.613	310	314
WP_002733579.1	lcl|NZ_JQRI01000092.1_cds_WP_004461583.1_2840	23.692	325	314
WP_002733579.1	lcl|NZ_JQRI01000085.1_cds_WP_004479538.1_2708	26.908	249	314
WP_002733579.1	lcl|NZ_JQRI01000018.1_cds_WP_004476514.1_794	23.132	281	314
WP_002733579.1	lcl|NZ_JQRI01000050.1_cds_WP_004490254.1_1805	20.710	169	314
WP_026054882.1	lcl|NZ_JQRI01000085.1_cds_WP_004479563.1_2710	89.315	365	365
WP_002733646.1	lcl|NZ_JQRI01000085.1_cds_WP_016755108.1_2709	95.135	185	185
WP_002733646.1	lcl|NZ_JQRI01000002.1_cds_WP_004460143.1_78	35.714	154	185
WP_258203953.1	lcl|NZ_JQRI01000085.1_cds_WP_004479538.1_2708	93.598	328	329
WP_258203953.1	lcl|NZ_JQRI01000092.1_cds_WP_004461583.1_2840	29.841	315	329
WP_258203953.1	lcl|NZ_JQRI01000018.1_cds_WP_004476514.1_794	31.343	335	329
WP_258203953.1	lcl|NZ_JQRI01000062.1_cds_WP_061220221.1_2135	32.692	312	329
WP_258203953.1	lcl|NZ_JQRI01000050.1_cds_WP_004490254.1_1805	27.381	336	329
WP_258203953.1	lcl|NZ_JQRI01000003.1_cds_WP_004487738.1_251	29.193	322	329
WP_258203953.1	lcl|NZ_JQRI01000062.1_cds_WP_004461242.1_2132	28.788	330	329
WP_258203953.1	lcl|NZ_JQRI01000085.1_cds_WP_020783865.1_2705	31.128	257	329
WP_258203953.1	lcl|NZ_JQRI01000001.1_cds_WP_061219727.1_35	25.507	345	329
WP_258203953.1	lcl|NZ_JQRI01000085.1_cds_WP_061220368.1_2711	26.667	270	329
WP_258203953.1	lcl|NZ_JQRI01000018.1_cds_WP_004472277.1_812	26.050	238	329
WP_258203953.1	lcl|NZ_JQRI01000064.1_cds_WP_004470510.1_2158	27.099	262	329
WP_258203953.1	lcl|NZ_JQRI01000019.1_cds_WP_004489949.1_870	24.471	331	329
WP_258203953.1	lcl|NZ_JQRI01000056.1_cds_WP_004459320.1_1936	27.869	244	329
WP_250066499.1	lcl|NZ_JQRI01000085.1_cds_WP_061220367.1_2707	88.764	267	267
WP_250066499.1	lcl|NZ_JQRI01000050.1_cds_WP_061220134.1_1773	31.313	198	267
WP_250066499.1	lcl|NZ_JQRI01000018.1_cds_WP_004476528.1_793	27.895	190	267
WP_250066499.1	lcl|NZ_JQRI01000014.1_cds_WP_081101751.1_694	26.344	186	267
WP_250066499.1	lcl|NZ_JQRI01000050.1_cds_WP_004490253.1_1806	25.789	190	267
WP_002740779.1	lcl|NZ_JQRI01000085.1_cds_WP_020783862.1_2706	88.189	508	509
WP_002740779.1	lcl|NZ_JQRI01000045.1_cds_WP_061220117.1_1678	26.994	326	509
WP_002740779.1	lcl|NZ_JQRI01000045.1_cds_WP_061220116.1_1677	33.333	90	509
WP_002740779.1	lcl|NZ_JQRI01000085.1_cds_WP_020783862.1_2706	88.189	508	509
WP_002740779.1	lcl|NZ_JQRI01000045.1_cds_WP_061220117.1_1678	26.994	326	509
WP_002740779.1	lcl|NZ_JQRI01000045.1_cds_WP_061220116.1_1677	33.333	90	509
WP_250066500.1	lcl|NZ_JQRI01000085.1_cds_WP_020783865.1_2705	92.727	330	330
WP_250066500.1	lcl|NZ_JQRI01000085.1_cds_WP_004479538.1_2708	29.316	307	330
WP_250066500.1	lcl|NZ_JQRI01000092.1_cds_WP_004461583.1_2840	28.777	278	330
WP_250066500.1	lcl|NZ_JQRI01000062.1_cds_WP_061220221.1_2135	24.176	273	330
WP_250066500.1	lcl|NZ_JQRI01000018.1_cds_WP_004476514.1_794	26.347	334	330
WP_250066500.1	lcl|NZ_JQRI01000001.1_cds_WP_061219727.1_35	25.969	258	330
WP_250066500.1	lcl|NZ_JQRI01000019.1_cds_WP_004489949.1_870	25.103	243	330
WP_250066500.1	lcl|NZ_JQRI01000003.1_cds_WP_004487738.1_251	29.268	246	330
WP_250066500.1	lcl|NZ_JQRI01000009.1_cds_WP_020783617.1_505	27.451	153	330
WP_250066500.1	lcl|NZ_JQRI01000050.1_cds_WP_004490254.1_1805	27.143	140	330
WP_250066500.1	lcl|NZ_JQRI01000064.1_cds_WP_004470510.1_2158	25.483	259	330
WP_002740826.1	lcl|NZ_JQRI01000085.1_cds_WP_004472322.1_2704	91.803	366	366
WP_002740826.1	lcl|NZ_JQRI01000085.1_cds_WP_061220366.1_2703	39.891	366	366
WP_002740826.1	lcl|NZ_JQRI01000018.1_cds_WP_004462146.1_801	32.558	344	366
WP_002740826.1	lcl|NZ_JQRI01000050.1_cds_WP_004474409.1_1767	28.989	376	366
WP_002740826.1	lcl|NZ_JQRI01000009.1_cds_WP_004470269.1_504	32.199	382	366
WP_002740826.1	lcl|NZ_JQRI01000025.1_cds_WP_004465893.1_1031	30.556	360	366
WP_002740826.1	lcl|NZ_JQRI01000001.1_cds_WP_004460480.1_36	32.447	188	366
WP_002740861.1	lcl|NZ_JQRI01000085.1_cds_WP_061220366.1_2703	88.556	367	367
WP_002740861.1	lcl|NZ_JQRI01000085.1_cds_WP_004472322.1_2704	39.178	365	367
WP_002740861.1	lcl|NZ_JQRI01000018.1_cds_WP_004462146.1_801	35.714	350	367
WP_002740861.1	lcl|NZ_JQRI01000009.1_cds_WP_004470269.1_504	31.781	365	367
WP_002740861.1	lcl|NZ_JQRI01000025.1_cds_WP_004465893.1_1031	32.718	379	367
WP_002740861.1	lcl|NZ_JQRI01000050.1_cds_WP_004474409.1_1767	30.159	378	367
WP_002740861.1	lcl|NZ_JQRI01000001.1_cds_WP_004460480.1_36	25.978	358	367
WP_002740861.1	lcl|NZ_JQRI01000002.1_cds_WP_061219767.1_113	33.721	86	367
WP_002740729.1	lcl|NZ_JQRI01000085.1_cds_WP_004479653.1_2702	87.500	544	544
WP_002740729.1	lcl|NZ_JQRI01000085.1_cds_WP_004479653.1_2702	87.500	544	544
WP_002740998.1	lcl|NZ_JQRI01000085.1_cds_WP_004470185.1_2701	90.189	265	265
WP_002740998.1	lcl|NZ_JQRI01000020.1_cds_WP_004457662.1_936	46.091	243	265
WP_004777170.1	lcl|NZ_JQRI01000085.1_cds_WP_061220365.1_2700	90.645	310	310
WP_004777170.1	lcl|NZ_JQRI01000027.1_cds_WP_004463516.1_1112	37.627	295	310
WP_004777170.1	lcl|NZ_JQRI01000049.1_cds_WP_004466126.1_1765	26.623	308	310
WP_004777170.1	lcl|NZ_JQRI01000059.1_cds_WP_004490381.1_2065	24.434	221	310
WP_004777170.1	lcl|NZ_JQRI01000085.1_cds_WP_061220365.1_2700	90.645	310	310
WP_004777170.1	lcl|NZ_JQRI01000027.1_cds_WP_004463516.1_1112	37.627	295	310
WP_004777170.1	lcl|NZ_JQRI01000049.1_cds_WP_004466126.1_1765	26.623	308	310
WP_004777170.1	lcl|NZ_JQRI01000059.1_cds_WP_004490381.1_2065	24.434	221	310
WP_002740848.1	lcl|NZ_JQRI01000085.1_cds_WP_061220364.1_2699	89.773	264	264
WP_002733551.1	lcl|NZ_JQRI01000085.1_cds_WP_004470135.1_2698	90.769	130	130
WP_004777167.1	lcl|NZ_JQRI01000085.1_cds_WP_032912999.1_2697	84.828	145	144
WP_002740917.1	lcl|NZ_JQRI01000085.1_cds_WP_004470037.1_2696	90.498	221	221
WP_002740917.1	lcl|NZ_JQRI01000107.1_cds_WP_004462594.1_3104	27.723	101	221
WP_002733615.1	lcl|NZ_JQRI01000085.1_cds_WP_004470188.1_2694	81.818	176	177
WP_002733615.1	lcl|NZ_JQRI01000015.1_cds_WP_004471088.1_704	30.263	152	177
WP_002733714.1	lcl|NZ_JQRI01000085.1_cds_WP_061220363.1_2693	93.035	402	406
WP_002733714.1	lcl|NZ_JQRI01000036.1_cds_WP_004485455.1_1371	25.561	223	406
WP_002733714.1	lcl|NZ_JQRI01000107.1_cds_WP_004468002.1_3105	23.077	208	406
WP_002733587.1	lcl|NZ_JQRI01000085.1_cds_WP_061220366.1_2703	41.048	229	361
WP_002733587.1	lcl|NZ_JQRI01000050.1_cds_WP_004474409.1_1767	29.381	388	361
WP_002733587.1	lcl|NZ_JQRI01000085.1_cds_WP_004472322.1_2704	33.237	346	361
WP_002733587.1	lcl|NZ_JQRI01000009.1_cds_WP_004470269.1_504	30.189	371	361
WP_002733587.1	lcl|NZ_JQRI01000018.1_cds_WP_004462146.1_801	33.071	254	361
WP_002733587.1	lcl|NZ_JQRI01000001.1_cds_WP_004460480.1_36	25.683	366	361
WP_002733621.1	lcl|NZ_JQRI01000185.1_cds_JG13_RS18215_3562	87.500	32	52
WP_002733621.1	lcl|NZ_JQRI01000082.1_cds_WP_061220313.1_2503	84.375	32	52
WP_002733621.1	lcl|NZ_JQRI01000085.1_cds_JG13_RS13780_2688	73.077	26	52
WP_016561424.1	lcl|NZ_JQRI01000085.1_cds_WP_061220361.1_2689	31.081	370	402
WP_016561424.1	lcl|NZ_JQRI01000009.1_cds_WP_235595040.1_509	29.098	244	402
WP_002733555.1	lcl|NZ_JQRI01000085.1_cds_WP_061220363.1_2693	31.959	388	409
WP_002733555.1	lcl|NZ_JQRI01000107.1_cds_WP_004468002.1_3105	23.649	148	409
WP_002733737.1	lcl|NZ_JQRI01000018.1_cds_WP_004462146.1_801	37.709	358	363
WP_002733737.1	lcl|NZ_JQRI01000085.1_cds_WP_061220366.1_2703	39.143	350	363
WP_002733737.1	lcl|NZ_JQRI01000085.1_cds_WP_004472322.1_2704	33.898	354	363
WP_002733737.1	lcl|NZ_JQRI01000025.1_cds_WP_004465893.1_1031	35.127	353	363
WP_002733737.1	lcl|NZ_JQRI01000009.1_cds_WP_004470269.1_504	31.467	375	363
WP_002733737.1	lcl|NZ_JQRI01000050.1_cds_WP_004474409.1_1767	28.418	373	363
WP_002733737.1	lcl|NZ_JQRI01000001.1_cds_WP_004460480.1_36	24.928	345	363
WP_002733611.1	lcl|NZ_JQRI01000018.1_cds_WP_004462151.1_796	40.000	180	176
WP_016749081.1	lcl|NZ_JQRI01000003.1_cds_WP_004487738.1_251	28.443	334	313
WP_016749081.1	lcl|NZ_JQRI01000092.1_cds_WP_004461583.1_2840	25.949	316	313
WP_016749081.1	lcl|NZ_JQRI01000062.1_cds_WP_061220221.1_2135	26.087	276	313
WP_016749081.1	lcl|NZ_JQRI01000085.1_cds_WP_004479538.1_2708	24.765	319	313
WP_016749081.1	lcl|NZ_JQRI01000050.1_cds_WP_004490254.1_1805	24.219	256	313
WP_016749081.1	lcl|NZ_JQRI01000018.1_cds_WP_004476514.1_794	20.186	322	313
WP_016749081.1	lcl|NZ_JQRI01000085.1_cds_WP_061220368.1_2711	23.620	326	313
WP_016749081.1	lcl|NZ_JQRI01000082.1_cds_WP_081101806.1_2612	24.468	188	313
WP_016749081.1	lcl|NZ_JQRI01000064.1_cds_WP_004470510.1_2158	24.739	287	313
WP_016749081.1	lcl|NZ_JQRI01000018.1_cds_WP_004491523.1_811	25.098	255	313
WP_002738232.1	lcl|NZ_JQRI01000018.1_cds_WP_004462145.1_802	28.926	121	134
WP_002744551.1	lcl|NZ_JQRI01000085.1_cds_WP_020783865.1_2705	27.397	292	311
WP_002744551.1	lcl|NZ_JQRI01000085.1_cds_WP_004479538.1_2708	29.630	270	311
WP_002744551.1	lcl|NZ_JQRI01000062.1_cds_WP_061220221.1_2135	28.723	188	311
WP_002744551.1	lcl|NZ_JQRI01000018.1_cds_WP_004476514.1_794	23.565	331	311
WP_002744551.1	lcl|NZ_JQRI01000064.1_cds_WP_004470510.1_2158	25.000	332	311
WP_002744551.1	lcl|NZ_JQRI01000092.1_cds_WP_004461583.1_2840	22.519	262	311
WP_002744551.1	lcl|NZ_JQRI01000082.1_cds_WP_081101806.1_2612	23.176	233	311
WP_002744551.1	lcl|NZ_JQRI01000001.1_cds_WP_061219727.1_35	35.789	95	311
WP_002741093.1	lcl|NZ_JQRI01000018.1_cds_WP_061219926.1_799	23.529	119	361
WP_002741093.1	lcl|NZ_JQRI01000018.1_cds_WP_081101757.1_798	30.075	133	361
WP_002733589.1	lcl|NZ_JQRI01000098.1_cds_WP_004457781.1_2995	46.502	243	595
WP_002733589.1	lcl|NZ_JQRI01000007.1_cds_WP_017863782.1_417	43.096	239	595
WP_002733589.1	lcl|NZ_JQRI01000038.1_cds_WP_004480428.1_1408	43.192	213	595
WP_002733589.1	lcl|NZ_JQRI01000009.1_cds_WP_061219831.1_507	35.652	230	595
WP_002733589.1	lcl|NZ_JQRI01000112.1_cds_WP_004489966.1_3179	29.515	227	595
WP_002733589.1	lcl|NZ_JQRI01000122.1_cds_WP_004461439.1_3248	24.348	230	595
WP_002733589.1	lcl|NZ_JQRI01000038.1_cds_WP_004469900.1_1392	26.923	208	595
WP_002733589.1	lcl|NZ_JQRI01000017.1_cds_WP_004480113.1_750	34.737	95	595
WP_002733589.1	lcl|NZ_JQRI01000045.1_cds_WP_004460645.1_1672	26.250	240	595
WP_002733589.1	lcl|NZ_JQRI01000147.1_cds_WP_004461802.1_3484	29.825	114	595
WP_002733589.1	lcl|NZ_JQRI01000135.1_cds_WP_004460086.1_3421	24.138	261	595
WP_002733589.1	lcl|NZ_JQRI01000033.1_cds_WP_004475846.1_1278	32.911	79	595
WP_002733589.1	lcl|NZ_JQRI01000057.1_cds_WP_004458038.1_2005	32.500	80	595
WP_002733589.1	lcl|NZ_JQRI01000002.1_cds_WP_004460145.1_79	28.571	182	595
