WP_002725873.1	lcl|NZ_AHQV01000071.1_cds_WP_000340715.1_3129	93.902	82	106
WP_002733579.1	lcl|NZ_AHQV01000071.1_cds_WP_000410268.1_3130	93.548	310	314
WP_002733579.1	lcl|NZ_AHQV01000068.1_cds_WP_000744700.1_3371	23.171	328	314
WP_002733579.1	lcl|NZ_AHQV01000071.1_cds_WP_000723079.1_3181	22.302	278	314
WP_002733579.1	lcl|NZ_AHQV01000071.1_cds_WP_000723083.1_3204	24.221	289	314
WP_002733579.1	lcl|NZ_AHQV01000071.1_cds_WP_000567886.1_3183	23.009	226	314
WP_002733646.1	lcl|NZ_AHQV01000235.1_cds_WP_000351733.1_1185	40.714	140	185
WP_002733646.1	lcl|NZ_AHQV01000071.1_cds_WP_001047906.1_3161	33.898	177	185
WP_258203953.1	lcl|NZ_AHQV01000068.1_cds_WP_000744700.1_3371	32.381	315	329
WP_258203953.1	lcl|NZ_AHQV01000071.1_cds_WP_000723079.1_3181	30.530	321	329
WP_258203953.1	lcl|NZ_AHQV01000071.1_cds_WP_000723083.1_3204	31.343	335	329
WP_258203953.1	lcl|NZ_AHQV01000285.1_cds_WP_001984071.1_677	31.475	305	329
WP_258203953.1	lcl|NZ_AHQV01000069.1_cds_WP_000649924.1_3311	30.183	328	329
WP_258203953.1	lcl|NZ_AHQV01000071.1_cds_WP_000567886.1_3183	29.180	305	329
WP_258203953.1	lcl|NZ_AHQV01000037.1_cds_WP_000709513.1_3713	29.429	333	329
WP_258203953.1	lcl|NZ_AHQV01000088.1_cds_WP_000688693.1_2795	29.329	283	329
WP_258203953.1	lcl|NZ_AHQV01000071.1_cds_WP_000410268.1_3130	25.680	331	329
WP_258203953.1	lcl|NZ_AHQV01000071.1_cds_WP_000475907.1_3186	26.667	240	329
WP_258203953.1	lcl|NZ_AHQV01000063.1_cds_WP_001074779.1_3589	29.057	265	329
WP_258203953.1	lcl|NZ_AHQV01000204.1_cds_WP_001003557.1_1620	25.000	332	329
WP_250066499.1	lcl|NZ_AHQV01000071.1_cds_WP_000043899.1_3182	26.122	245	267
WP_250066499.1	lcl|NZ_AHQV01000071.1_cds_WP_000842260.1_3205	27.895	190	267
WP_250066499.1	lcl|NZ_AHQV01000383.1_cds_WP_000667727.1_160	31.818	110	267
WP_250066499.1	lcl|NZ_AHQV01000212.1_cds_WP_000805357.1_1546	27.660	188	267
WP_002740779.1	lcl|NZ_AHQV01000195.1_cds_WP_000291579.1_1768	26.852	324	509
WP_002740779.1	lcl|NZ_AHQV01000195.1_cds_WP_000364507.1_1769	31.111	90	509
WP_002740779.1	lcl|NZ_AHQV01000195.1_cds_WP_000291579.1_1768	26.852	324	509
WP_002740779.1	lcl|NZ_AHQV01000195.1_cds_WP_000364507.1_1769	31.111	90	509
WP_250066500.1	lcl|NZ_AHQV01000071.1_cds_WP_000723079.1_3181	22.993	274	330
WP_250066500.1	lcl|NZ_AHQV01000285.1_cds_WP_001984071.1_677	24.265	272	330
WP_250066500.1	lcl|NZ_AHQV01000068.1_cds_WP_000744700.1_3371	26.899	316	330
WP_250066500.1	lcl|NZ_AHQV01000071.1_cds_WP_000723083.1_3204	24.324	333	330
WP_250066500.1	lcl|NZ_AHQV01000204.1_cds_WP_001003557.1_1620	27.490	251	330
WP_250066500.1	lcl|NZ_AHQV01000069.1_cds_WP_000649924.1_3311	29.412	255	330
WP_250066500.1	lcl|NZ_AHQV01000088.1_cds_WP_000688693.1_2795	25.114	219	330
WP_002740826.1	lcl|NZ_AHQV01000071.1_cds_WP_000575181.1_3198	33.705	359	366
WP_002740826.1	lcl|NZ_AHQV01000282.1_cds_WP_001281953.1_699	28.232	379	366
WP_002740826.1	lcl|NZ_AHQV01000071.1_cds_WP_000041235.1_3140	33.876	307	366
WP_002740826.1	lcl|NZ_AHQV01000071.1_cds_WP_002099944.1_3155	29.412	391	366
WP_002740826.1	lcl|NZ_AHQV01000275.1_cds_WP_000538754.1_762	30.084	359	366
WP_002740826.1	lcl|NZ_AHQV01000071.1_cds_WP_001117631.1_3137	37.379	206	366
WP_002740826.1	lcl|NZ_AHQV01000077.1_cds_WP_001982414.1_3008	31.579	190	366
WP_002740861.1	lcl|NZ_AHQV01000071.1_cds_WP_000575181.1_3198	36.043	369	367
WP_002740861.1	lcl|NZ_AHQV01000071.1_cds_WP_002099944.1_3155	31.720	372	367
WP_002740861.1	lcl|NZ_AHQV01000275.1_cds_WP_000538754.1_762	31.383	376	367
WP_002740861.1	lcl|NZ_AHQV01000282.1_cds_WP_001281953.1_699	30.159	378	367
WP_002740861.1	lcl|NZ_AHQV01000071.1_cds_WP_000041235.1_3140	33.564	289	367
WP_002740861.1	lcl|NZ_AHQV01000071.1_cds_WP_001117631.1_3137	33.475	236	367
WP_002740861.1	lcl|NZ_AHQV01000077.1_cds_WP_001982414.1_3008	24.581	358	367
WP_002740729.1	lcl|NZ_AHQV01000395.1_cds_WP_000584316.1_22	30.108	93	544
WP_002740729.1	lcl|NZ_AHQV01000395.1_cds_WP_000584316.1_22	30.108	93	544
WP_002740998.1	lcl|NZ_AHQV01000247.1_cds_WP_001002662.1_1073	46.091	243	265
WP_004777170.1	lcl|NZ_AHQV01000206.1_cds_WP_000501205.1_1593	36.513	304	310
WP_004777170.1	lcl|NZ_AHQV01000202.1_cds_WP_001183716.1_1666	26.471	306	310
WP_004777170.1	lcl|NZ_AHQV01000082.1_cds_WP_000279890.1_2896	22.901	262	310
WP_004777170.1	lcl|NZ_AHQV01000206.1_cds_WP_000501205.1_1593	36.513	304	310
WP_004777170.1	lcl|NZ_AHQV01000202.1_cds_WP_001183716.1_1666	26.471	306	310
WP_004777170.1	lcl|NZ_AHQV01000082.1_cds_WP_000279890.1_2896	22.901	262	310
WP_002740917.1	lcl|NZ_AHQV01000068.1_cds_WP_001082181.1_3343	29.487	78	221
WP_002740917.1	lcl|NZ_AHQV01000122.1_cds_WP_001069827.1_2280	28.440	109	221
WP_002740917.1	lcl|NZ_AHQV01000071.1_cds_WP_001075145.1_3146	32.692	104	221
WP_002733615.1	lcl|NZ_AHQV01000379.1_cds_WP_001206947.1_233	30.921	152	177
WP_002733714.1	lcl|NZ_AHQV01000122.1_cds_WP_000347685.1_2281	26.442	208	406
WP_002733714.1	lcl|NZ_AHQV01000068.1_cds_WP_001082181.1_3343	25.153	163	406
WP_002733587.1	lcl|NZ_AHQV01000071.1_cds_WP_002099944.1_3155	32.353	374	361
WP_002733587.1	lcl|NZ_AHQV01000282.1_cds_WP_001281953.1_699	29.948	384	361
WP_002733587.1	lcl|NZ_AHQV01000071.1_cds_WP_001117631.1_3137	36.667	240	361
WP_002733587.1	lcl|NZ_AHQV01000071.1_cds_WP_000041235.1_3140	38.498	213	361
WP_002733587.1	lcl|NZ_AHQV01000071.1_cds_WP_000575181.1_3198	31.333	300	361
WP_002733587.1	lcl|NZ_AHQV01000077.1_cds_WP_001982414.1_3008	25.549	364	361
WP_002733621.1	lcl|NZ_AHQV01000092.1_cds_LEP2GSC169_RS1000000126335_2721	70.833	24	52
WP_002733621.1	lcl|NZ_AHQV01000180.1_cds_LEP2GSC169_RS1000000129505_2084	79.167	24	52
WP_002733555.1	lcl|NZ_AHQV01000122.1_cds_WP_000347685.1_2281	24.324	148	409
WP_002733555.1	lcl|NZ_AHQV01000068.1_cds_WP_001082181.1_3343	24.224	161	409
WP_002733737.1	lcl|NZ_AHQV01000071.1_cds_WP_000575181.1_3198	38.268	358	363
WP_002733737.1	lcl|NZ_AHQV01000275.1_cds_WP_000538754.1_762	34.030	335	363
WP_002733737.1	lcl|NZ_AHQV01000282.1_cds_WP_001281953.1_699	27.882	373	363
WP_002733737.1	lcl|NZ_AHQV01000071.1_cds_WP_002099944.1_3155	29.189	370	363
WP_002733737.1	lcl|NZ_AHQV01000071.1_cds_WP_000041235.1_3140	31.439	264	363
WP_002733737.1	lcl|NZ_AHQV01000071.1_cds_WP_001117631.1_3137	31.507	219	363
WP_002733737.1	lcl|NZ_AHQV01000077.1_cds_WP_001982414.1_3008	24.638	345	363
WP_002733611.1	lcl|NZ_AHQV01000071.1_cds_WP_001159751.1_3202	40.000	180	176
WP_016749081.1	lcl|NZ_AHQV01000069.1_cds_WP_000649924.1_3311	28.221	326	313
WP_016749081.1	lcl|NZ_AHQV01000071.1_cds_WP_000567886.1_3183	30.719	306	313
WP_016749081.1	lcl|NZ_AHQV01000068.1_cds_WP_000744700.1_3371	25.312	320	313
WP_016749081.1	lcl|NZ_AHQV01000285.1_cds_WP_001984071.1_677	26.715	277	313
WP_016749081.1	lcl|NZ_AHQV01000071.1_cds_WP_000723079.1_3181	26.718	262	313
WP_016749081.1	lcl|NZ_AHQV01000071.1_cds_WP_000723083.1_3204	20.807	322	313
WP_016749081.1	lcl|NZ_AHQV01000063.1_cds_WP_001074779.1_3589	25.000	288	313
WP_016749081.1	lcl|NZ_AHQV01000204.1_cds_WP_001003557.1_1620	24.314	255	313
WP_016749081.1	lcl|NZ_AHQV01000071.1_cds_WP_000410268.1_3130	24.503	151	313
WP_002738232.1	lcl|NZ_AHQV01000071.1_cds_WP_000343395.1_3197	31.034	116	134
WP_002744551.1	lcl|NZ_AHQV01000285.1_cds_WP_001984071.1_677	28.685	251	311
WP_002744551.1	lcl|NZ_AHQV01000071.1_cds_WP_000723079.1_3181	29.885	174	311
WP_002744551.1	lcl|NZ_AHQV01000063.1_cds_WP_001074779.1_3589	26.126	333	311
WP_002744551.1	lcl|NZ_AHQV01000071.1_cds_WP_000723083.1_3204	21.981	323	311
WP_002744551.1	lcl|NZ_AHQV01000068.1_cds_WP_000744700.1_3371	22.053	263	311
WP_002744551.1	lcl|NZ_AHQV01000069.1_cds_WP_000649924.1_3311	23.596	267	311
WP_002744551.1	lcl|NZ_AHQV01000088.1_cds_WP_000688693.1_2795	30.625	160	311
WP_002744551.1	lcl|NZ_AHQV01000071.1_cds_WP_000642162.1_3203	25.253	99	311
WP_002741093.1	lcl|NZ_AHQV01000071.1_cds_WP_001068976.1_3200	23.188	138	361
WP_002741093.1	lcl|NZ_AHQV01000071.1_cds_WP_000847602.1_3201	24.345	267	361
WP_002741093.1	lcl|NZ_AHQV01000316.1_cds_WP_001099039.1_515	21.875	192	361
WP_002733589.1	lcl|NZ_AHQV01000099.1_cds_WP_000172203.1_2637	41.844	282	595
WP_002733589.1	lcl|NZ_AHQV01000061.1_cds_WP_000667646.1_3635	43.277	238	595
WP_002733589.1	lcl|NZ_AHQV01000078.1_cds_WP_000828456.1_2963	42.723	213	595
WP_002733589.1	lcl|NZ_AHQV01000071.1_cds_WP_000615263.1_3156	32.547	212	595
WP_002733589.1	lcl|NZ_AHQV01000255.1_cds_WP_001052496.1_971	32.900	231	595
