WP_002725873.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180187.1_488	97.561	82	106
WP_002733579.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180188.1_489	64.516	310	314
WP_002733579.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	25.483	259	314
WP_002733579.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573102.1_1279	23.926	326	314
WP_002733579.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	23.843	281	314
WP_002733579.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653827.1_2271	20.710	169	314
WP_002733646.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180202.1_503	38.764	178	185
WP_002733646.1	lcl|NZ_RQGJ01000021.1_cds_WP_010574925.1_2500	38.312	154	185
WP_258203953.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	29.341	334	329
WP_258203953.1	lcl|NZ_RQGJ01000037.1_cds_WP_205872855.1_3377	33.007	306	329
WP_258203953.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573102.1_1279	30.794	315	329
WP_258203953.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	27.900	319	329
WP_258203953.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653827.1_2271	27.381	336	329
WP_258203953.1	lcl|NZ_RQGJ01000037.1_cds_WP_135654864.1_3249	28.302	318	329
WP_258203953.1	lcl|NZ_RQGJ01000009.1_cds_WP_040913715.1_2179	29.091	330	329
WP_258203953.1	lcl|NZ_RQGJ01000026.1_cds_WP_123179539.1_2005	24.927	341	329
WP_258203953.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654757.1_1474	25.826	333	329
WP_258203953.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180188.1_489	24.116	311	329
WP_258203953.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653701.1_1820	26.217	267	329
WP_258203953.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654727.1_1369	25.378	331	329
WP_258203953.1	lcl|NZ_RQGJ01000014.1_cds_WP_100756722.1_2681	26.357	258	329
WP_258203953.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654492.1_515	25.177	282	329
WP_258203953.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653804.1_2232	28.279	244	329
WP_250066499.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180186.1_487	28.270	237	267
WP_250066499.1	lcl|NZ_RQGJ01000024.1_cds_WP_010575168.1_533	26.984	189	267
WP_250066499.1	lcl|NZ_RQGJ01000032.1_cds_WP_135608260.1_3634	33.636	110	267
WP_250066499.1	lcl|NZ_RQGJ01000026.1_cds_WP_084492239.1_2088	31.959	97	267
WP_250066499.1	lcl|NZ_RQGJ01000009.1_cds_WP_205872856.1_2270	26.316	190	267
WP_002740779.1	lcl|NZ_RQGJ01000036.1_cds_WP_135654830.1_2890	26.844	339	509
WP_002740779.1	lcl|NZ_RQGJ01000036.1_cds_WP_100755052.1_2889	31.111	90	509
WP_002740779.1	lcl|NZ_RQGJ01000036.1_cds_WP_135654830.1_2890	26.844	339	509
WP_002740779.1	lcl|NZ_RQGJ01000036.1_cds_WP_100755052.1_2889	31.111	90	509
WP_250066500.1	lcl|NZ_RQGJ01000037.1_cds_WP_205872855.1_3377	25.830	271	330
WP_250066500.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	27.327	333	330
WP_250066500.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573102.1_1279	28.261	276	330
WP_250066500.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	24.691	324	330
WP_250066500.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654727.1_1369	25.000	260	330
WP_250066500.1	lcl|NZ_RQGJ01000037.1_cds_WP_135654864.1_3249	28.269	283	330
WP_250066500.1	lcl|NZ_RQGJ01000026.1_cds_WP_123179539.1_2005	26.244	221	330
WP_250066500.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654757.1_1474	27.004	237	330
WP_250066500.1	lcl|NZ_RQGJ01000024.1_cds_WP_135607539.1_491	26.087	161	330
WP_250066500.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653827.1_2271	26.619	139	330
WP_002740826.1	lcl|NZ_RQGJ01000032.1_cds_WP_210413141.1_3629	28.571	378	366
WP_002740826.1	lcl|NZ_RQGJ01000008.1_cds_WP_135653763.1_3054	31.006	358	366
WP_002740826.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654483.1_483	30.104	289	366
WP_002740826.1	lcl|NZ_RQGJ01000026.1_cds_WP_040913053.1_2074	30.811	185	366
WP_002740861.1	lcl|NZ_RQGJ01000008.1_cds_WP_135653763.1_3054	33.245	379	367
WP_002740861.1	lcl|NZ_RQGJ01000032.1_cds_WP_210413141.1_3629	31.383	376	367
WP_002740861.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654483.1_483	33.223	301	367
WP_002740861.1	lcl|NZ_RQGJ01000026.1_cds_WP_040913053.1_2074	24.302	358	367
WP_002740998.1	lcl|NZ_RQGJ01000009.1_cds_WP_010575921.1_2378	45.267	243	265
WP_004777170.1	lcl|NZ_RQGJ01000007.1_cds_WP_123179168.1_1616	38.158	304	310
WP_004777170.1	lcl|NZ_RQGJ01000024.1_cds_WP_020986400.1_331	25.490	306	310
WP_004777170.1	lcl|NZ_RQGJ01000021.1_cds_WP_010574975.1_2551	24.434	221	310
WP_004777170.1	lcl|NZ_RQGJ01000007.1_cds_WP_123179168.1_1616	38.158	304	310
WP_004777170.1	lcl|NZ_RQGJ01000024.1_cds_WP_020986400.1_331	25.490	306	310
WP_004777170.1	lcl|NZ_RQGJ01000021.1_cds_WP_010574975.1_2551	24.434	221	310
WP_002740917.1	lcl|NZ_RQGJ01000031.1_cds_WP_040913121.1_1251	29.487	78	221
WP_002740917.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653631.1_1597	24.752	101	221
WP_002733615.1	lcl|NZ_RQGJ01000031.1_cds_WP_100737781.1_1245	33.813	139	177
WP_002733714.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653630.1_1596	22.024	168	406
WP_002733587.1	lcl|NZ_RQGJ01000032.1_cds_WP_210413141.1_3629	29.243	383	361
WP_002733587.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654483.1_483	28.308	325	361
WP_002733587.1	lcl|NZ_RQGJ01000026.1_cds_WP_040913053.1_2074	25.137	366	361
WP_002733555.1	lcl|NZ_RQGJ01000031.1_cds_WP_040913121.1_1251	25.984	127	409
WP_002733555.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653630.1_1596	21.622	148	409
WP_002733737.1	lcl|NZ_RQGJ01000008.1_cds_WP_135653763.1_3054	33.429	350	363
WP_002733737.1	lcl|NZ_RQGJ01000032.1_cds_WP_210413141.1_3629	28.877	374	363
WP_002733737.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654483.1_483	28.000	300	363
WP_002733737.1	lcl|NZ_RQGJ01000026.1_cds_WP_040913053.1_2074	25.201	373	363
WP_002733611.1	lcl|NZ_RQGJ01000024.1_cds_WP_100736391.1_530	41.667	180	176
WP_016749081.1	lcl|NZ_RQGJ01000037.1_cds_WP_135654864.1_3249	29.730	333	313
WP_016749081.1	lcl|NZ_RQGJ01000037.1_cds_WP_205872855.1_3377	26.493	268	313
WP_016749081.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573102.1_1279	24.451	319	313
WP_016749081.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	24.127	315	313
WP_016749081.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653827.1_2271	24.514	257	313
WP_016749081.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180188.1_489	30.469	128	313
WP_016749081.1	lcl|NZ_RQGJ01000014.1_cds_WP_100756722.1_2681	23.656	186	313
WP_016749081.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	20.062	324	313
WP_002744551.1	lcl|NZ_RQGJ01000037.1_cds_WP_205872855.1_3377	28.374	289	311
WP_002744551.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	23.780	328	311
WP_002744551.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653701.1_1820	25.075	335	311
WP_002744551.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	25.403	248	311
WP_002744551.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573102.1_1279	22.053	263	311
WP_002744551.1	lcl|NZ_RQGJ01000014.1_cds_WP_100756722.1_2681	24.464	233	311
WP_002741093.1	lcl|NZ_RQGJ01000024.1_cds_WP_246836782.1_529	22.271	229	361
WP_002733589.1	lcl|NZ_RQGJ01000009.1_cds_WP_167882561.1_2216	32.136	529	595
WP_002733589.1	lcl|NZ_RQGJ01000026.1_cds_WP_010573481.1_2039	42.149	242	595
WP_002733589.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180189.1_490	29.978	447	595
WP_002733589.1	lcl|NZ_RQGJ01000031.1_cds_WP_100737813.1_1190	42.723	213	595
WP_002733589.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573207.1_1388	31.878	229	595
WP_002733589.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573296.1_1486	26.923	208	595
WP_002733589.1	lcl|NZ_RQGJ01000036.1_cds_WP_010574783.1_2884	27.083	240	595
WP_002733589.1	lcl|NZ_RQGJ01000024.1_cds_WP_100736648.1_47	32.796	186	595
WP_002733589.1	lcl|NZ_RQGJ01000005.1_cds_WP_100738648.1_3530	30.709	127	595
WP_002733589.1	lcl|NZ_RQGJ01000024.1_cds_WP_020986459.1_374	24.017	229	595
WP_002733589.1	lcl|NZ_RQGJ01000007.1_cds_WP_010574638.1_1805	32.895	152	595
WP_002733589.1	lcl|NZ_RQGJ01000027.1_cds_WP_020985906.1_3893	34.211	76	595
WP_002733589.1	lcl|NZ_RQGJ01000024.1_cds_WP_010575135.1_575	27.473	182	595
WP_002733589.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654740.1_1424	29.258	229	595
WP_002733589.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653822.1_2260	27.536	207	595
WP_002733589.1	lcl|NZ_RQGJ01000022.1_cds_WP_040913226.1_3118	34.247	73	595
WP_002733589.1	lcl|NZ_RQGJ01000022.1_cds_WP_123179249.1_3157	31.250	80	595
WP_002733589.1	lcl|NZ_RQGJ01000021.1_cds_WP_100736278.1_2535	25.424	236	595
WP_002733589.1	lcl|NZ_RQGJ01000021.1_cds_WP_020986060.1_2499	25.000	272	595
WP_002733589.1	lcl|NZ_RQGJ01000008.1_cds_WP_010575834.1_2982	28.947	114	595
WP_002733589.1	lcl|NZ_RQGJ01000022.1_cds_WP_100736942.1_3163	29.204	113	595
WP_002733589.1	lcl|NZ_RQGJ01000009.1_cds_WP_167882561.1_2216	32.136	529	595
WP_002733589.1	lcl|NZ_RQGJ01000026.1_cds_WP_010573481.1_2039	42.149	242	595
WP_002733589.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180189.1_490	29.978	447	595
WP_002733589.1	lcl|NZ_RQGJ01000031.1_cds_WP_100737813.1_1190	42.723	213	595
WP_002733589.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573207.1_1388	31.878	229	595
WP_002733589.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573296.1_1486	26.923	208	595
WP_002733589.1	lcl|NZ_RQGJ01000036.1_cds_WP_010574783.1_2884	27.083	240	595
WP_002733589.1	lcl|NZ_RQGJ01000024.1_cds_WP_100736648.1_47	32.796	186	595
WP_002733589.1	lcl|NZ_RQGJ01000005.1_cds_WP_100738648.1_3530	30.709	127	595
WP_002733589.1	lcl|NZ_RQGJ01000024.1_cds_WP_020986459.1_374	24.017	229	595
WP_002733589.1	lcl|NZ_RQGJ01000007.1_cds_WP_010574638.1_1805	32.895	152	595
