WP_002725873.1	lcl|NZ_AFLL01000083.1_cds_WP_000340715.1_2014	93.902	82	106
WP_002733579.1	lcl|NZ_AFLL01000083.1_cds_WP_000410273.1_2015	92.994	314	314
WP_002733579.1	lcl|NZ_AFLL01000083.1_cds_WP_000093099.1_2035	58.730	63	314
WP_002733579.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	27.711	249	314
WP_002733579.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	23.171	328	314
WP_002733579.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	22.909	275	314
WP_002733579.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	23.875	289	314
WP_002733579.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	24.540	326	314
WP_026054882.1	lcl|NZ_AFLL01000083.1_cds_WP_000604524.1_2016	85.479	365	365
WP_002733646.1	lcl|NZ_AFLL01000083.1_cds_WP_000884059.1_2017	95.676	185	185
WP_002733646.1	lcl|NZ_AFLL01000244.1_cds_WP_000351733.1_137	40.714	140	185
WP_258203953.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	98.480	329	329
WP_258203953.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	32.381	315	329
WP_258203953.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	31.045	335	329
WP_258203953.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	31.677	322	329
WP_258203953.1	lcl|NZ_AFLL01000086.1_cds_WP_001984071.1_1939	31.475	305	329
WP_258203953.1	lcl|NZ_AFLL01000107.1_cds_WP_000649925.1_1463	30.183	328	329
WP_258203953.1	lcl|NZ_AFLL01000228.1_cds_WP_000709511.1_370	29.730	333	329
WP_258203953.1	lcl|NZ_AFLL01000083.1_cds_WP_000601375.1_2071	24.161	298	329
WP_258203953.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	30.350	257	329
WP_258203953.1	lcl|NZ_AFLL01000086.1_cds_WP_000688695.1_1959	29.329	283	329
WP_258203953.1	lcl|NZ_AFLL01000083.1_cds_WP_000475904.1_2080	27.372	274	329
WP_258203953.1	lcl|NZ_AFLL01000083.1_cds_WP_000410273.1_2015	25.705	319	329
WP_258203953.1	lcl|NZ_AFLL01000022.1_cds_WP_001074785.1_3131	29.434	265	329
WP_258203953.1	lcl|NZ_AFLL01000041.1_cds_WP_001003555.1_2638	25.148	338	329
WP_258203953.1	lcl|NZ_AFLL01000083.1_cds_WP_000487322.1_2069	27.077	325	329
WP_250066499.1	lcl|NZ_AFLL01000083.1_cds_WP_000774262.1_2019	92.135	267	267
WP_250066499.1	lcl|NZ_AFLL01000083.1_cds_WP_000859505.1_2068	28.155	206	267
WP_250066499.1	lcl|NZ_AFLL01000083.1_cds_WP_000800438.1_2049	28.492	179	267
WP_250066499.1	lcl|NZ_AFLL01000083.1_cds_WP_000842260.1_2098	27.895	190	267
WP_250066499.1	lcl|NZ_AFLL01000229.1_cds_WP_000667727.1_363	31.818	110	267
WP_250066499.1	lcl|NZ_AFLL01000011.1_cds_WP_000805357.1_3472	27.660	188	267
WP_002740779.1	lcl|NZ_AFLL01000083.1_cds_WP_000612797.1_2020	96.071	509	509
WP_002740779.1	lcl|NZ_AFLL01000109.1_cds_WP_000291591.1_1383	26.852	324	509
WP_002740779.1	lcl|NZ_AFLL01000109.1_cds_WP_000364507.1_1382	31.111	90	509
WP_002740779.1	lcl|NZ_AFLL01000083.1_cds_WP_000612797.1_2020	96.071	509	509
WP_002740779.1	lcl|NZ_AFLL01000109.1_cds_WP_000291591.1_1383	26.852	324	509
WP_002740779.1	lcl|NZ_AFLL01000109.1_cds_WP_000364507.1_1382	31.111	90	509
WP_250066500.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	95.152	330	330
WP_250066500.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	28.664	307	330
WP_250066500.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	27.068	266	330
