WP_002725873.1	lcl|NZ_MVIU01000017.1_cds_WP_002725873.1_1005	100.000	106	106
WP_002733579.1	lcl|NZ_MVIU01000017.1_cds_WP_002733579.1_1004	100.000	314	314
WP_002733579.1	lcl|NZ_MVIU01000007.1_cds_WP_002722638.1_3036	24.615	325	314
WP_002733579.1	lcl|NZ_MVIU01000017.1_cds_WP_002733534.1_1001	26.908	249	314
WP_002733579.1	lcl|NZ_MVIU01000029.1_cds_WP_002740024.1_2066	23.132	281	314
WP_002733579.1	lcl|NZ_MVIU01000006.1_cds_WP_002728309.1_3012	25.723	311	314
WP_002733579.1	lcl|NZ_MVIU01000024.1_cds_WP_002743770.1_1774	20.809	173	314
WP_002733579.1	lcl|NZ_MVIU01000017.1_cds_WP_016749081.1_972	24.503	151	314
WP_002733579.1	lcl|NZ_MVIU01000017.1_cds_WP_002740721.1_998	24.848	330	314
WP_026054882.1	lcl|NZ_MVIU01000017.1_cds_WP_026054882.1_1003	99.726	365	365
WP_002733646.1	lcl|NZ_MVIU01000017.1_cds_WP_002733646.1_1002	100.000	185	185
WP_002733646.1	lcl|NZ_MVIU01000003.1_cds_WP_002721790.1_2200	36.364	154	185
WP_258203953.1	lcl|NZ_MVIU01000017.1_cds_WP_002733534.1_1001	98.784	329	329
WP_258203953.1	lcl|NZ_MVIU01000007.1_cds_WP_002722638.1_3036	30.159	315	329
WP_258203953.1	lcl|NZ_MVIU01000029.1_cds_WP_002740024.1_2066	31.343	335	329
WP_258203953.1	lcl|NZ_MVIU01000006.1_cds_WP_002728309.1_3012	30.868	311	329
WP_258203953.1	lcl|NZ_MVIU01000024.1_cds_WP_002743770.1_1774	27.566	341	329
WP_258203953.1	lcl|NZ_MVIU01000017.1_cds_WP_002733638.1_964	27.586	348	329
WP_258203953.1	lcl|NZ_MVIU01000006.1_cds_WP_002728316.1_3009	28.182	330	329
WP_258203953.1	lcl|NZ_MVIU01000004.1_cds_WP_002741146.1_2620	29.167	312	329
WP_258203953.1	lcl|NZ_MVIU01000029.1_cds_WP_002733546.1_2041	25.373	268	329
WP_258203953.1	lcl|NZ_MVIU01000017.1_cds_WP_002740721.1_998	28.990	307	329
WP_258203953.1	lcl|NZ_MVIU01000004.1_cds_WP_002732331.1_2531	25.959	339	329
WP_258203953.1	lcl|NZ_MVIU01000017.1_cds_WP_002744551.1_970	29.259	270	329
WP_258203953.1	lcl|NZ_MVIU01000017.1_cds_WP_002733579.1_1004	27.309	249	329
WP_258203953.1	lcl|NZ_MVIU01000017.1_cds_WP_016749081.1_972	23.659	317	329
WP_258203953.1	lcl|NZ_MVIU01000029.1_cds_WP_002733698.1_2049	26.642	274	329
WP_258203953.1	lcl|NZ_MVIU01000004.1_cds_WP_002740236.1_2445	26.592	267	329
WP_258203953.1	lcl|NZ_MVIU01000013.1_cds_WP_002721725.1_593	25.223	337	329
WP_258203953.1	lcl|NZ_MVIU01000011.1_cds_WP_002739935.1_414	27.711	249	329
WP_258203953.1	lcl|NZ_MVIU01000029.1_cds_WP_002733757.1_2039	31.034	174	329
WP_250066499.1	lcl|NZ_MVIU01000017.1_cds_WP_002733627.1_1000	98.127	267	267
WP_250066499.1	lcl|NZ_MVIU01000017.1_cds_WP_002740926.1_959	28.492	179	267
WP_250066499.1	lcl|NZ_MVIU01000029.1_cds_WP_002738295.1_2038	26.699	206	267
WP_250066499.1	lcl|NZ_MVIU01000029.1_cds_WP_002727921.1_2067	27.513	189	267
WP_250066499.1	lcl|NZ_MVIU01000006.1_cds_WP_002729040.1_2836	33.636	110	267
WP_250066499.1	lcl|NZ_MVIU01000001.1_cds_WP_002766579.1_111	36.047	86	267
WP_250066499.1	lcl|NZ_MVIU01000024.1_cds_WP_002729513.1_1775	26.344	186	267
WP_002740779.1	lcl|NZ_MVIU01000017.1_cds_WP_002740779.1_999	100.000	509	509
WP_002740779.1	lcl|NZ_MVIU01000010.1_cds_WP_002728536.1_340	28.223	287	509
WP_002740779.1	lcl|NZ_MVIU01000010.1_cds_WP_002728534.1_339	31.111	90	509
WP_002740779.1	lcl|NZ_MVIU01000017.1_cds_WP_002740779.1_999	100.000	509	509
WP_002740779.1	lcl|NZ_MVIU01000010.1_cds_WP_002728536.1_340	28.223	287	509
WP_002740779.1	lcl|NZ_MVIU01000010.1_cds_WP_002728534.1_339	31.111	90	509
WP_250066500.1	lcl|NZ_MVIU01000017.1_cds_WP_002740721.1_998	99.091	330	330
WP_250066500.1	lcl|NZ_MVIU01000017.1_cds_WP_002744551.1_970	27.213	305	330
WP_250066500.1	lcl|NZ_MVIU01000017.1_cds_WP_002733534.1_1001	28.990	307	330
WP_250066500.1	lcl|NZ_MVIU01000006.1_cds_WP_002728309.1_3012	25.275	273	330
WP_250066500.1	lcl|NZ_MVIU01000007.1_cds_WP_002722638.1_3036	28.723	282	330
WP_250066500.1	lcl|NZ_MVIU01000029.1_cds_WP_002740024.1_2066	25.526	333	330
WP_250066500.1	lcl|NZ_MVIU01000017.1_cds_WP_016749081.1_972	29.412	221	330
WP_250066500.1	lcl|NZ_MVIU01000013.1_cds_WP_002721725.1_593	25.306	245	330
WP_250066500.1	lcl|NZ_MVIU01000004.1_cds_WP_002732331.1_2531	26.754	228	330
WP_250066500.1	lcl|NZ_MVIU01000004.1_cds_WP_002741146.1_2620	28.086	324	330
WP_250066500.1	lcl|NZ_MVIU01000017.1_cds_WP_002733638.1_964	26.460	291	330
WP_250066500.1	lcl|NZ_MVIU01000029.1_cds_WP_002733546.1_2041	24.354	271	330
WP_250066500.1	lcl|NZ_MVIU01000024.1_cds_WP_002743770.1_1774	26.056	142	330
WP_002740826.1	lcl|NZ_MVIU01000017.1_cds_WP_002740826.1_997	100.000	366	366
WP_002740826.1	lcl|NZ_MVIU01000017.1_cds_WP_002740861.1_996	39.726	365	366
WP_002740826.1	lcl|NZ_MVIU01000017.1_cds_WP_002733737.1_976	34.286	350	366
WP_002740826.1	lcl|NZ_MVIU01000029.1_cds_WP_002740294.1_2060	34.278	353	366
WP_002740826.1	lcl|NZ_MVIU01000006.1_cds_WP_002728994.1_2842	28.307	378	366
WP_002740826.1	lcl|NZ_MVIU01000006.1_cds_WP_002738884.1_2964	29.444	360	366
WP_002740826.1	lcl|NZ_MVIU01000017.1_cds_WP_002733599.1_963	27.095	358	366
WP_002740826.1	lcl|NZ_MVIU01000004.1_cds_WP_002724641.1_2532	32.086	187	366
WP_002740861.1	lcl|NZ_MVIU01000017.1_cds_WP_002740861.1_996	100.000	367	367
WP_002740861.1	lcl|NZ_MVIU01000017.1_cds_WP_002740826.1_997	39.726	365	367
WP_002740861.1	lcl|NZ_MVIU01000017.1_cds_WP_002733737.1_976	40.111	359	367
WP_002740861.1	lcl|NZ_MVIU01000029.1_cds_WP_002740294.1_2060	36.261	353	367
WP_002740861.1	lcl|NZ_MVIU01000006.1_cds_WP_002738884.1_2964	33.333	381	367
WP_002740861.1	lcl|NZ_MVIU01000006.1_cds_WP_002728994.1_2842	30.053	376	367
WP_002740861.1	lcl|NZ_MVIU01000017.1_cds_WP_002733599.1_963	29.661	354	367
WP_002740861.1	lcl|NZ_MVIU01000004.1_cds_WP_002724641.1_2532	25.140	358	367
WP_002740729.1	lcl|NZ_MVIU01000017.1_cds_WP_002740729.1_995	100.000	544	544
WP_002740729.1	lcl|NZ_MVIU01000017.1_cds_WP_002740729.1_995	100.000	544	544
WP_002740998.1	lcl|NZ_MVIU01000017.1_cds_WP_002740998.1_994	100.000	265	265
WP_002740998.1	lcl|NZ_MVIU01000001.1_cds_WP_002742191.1_82	45.679	243	265
WP_004777170.1	lcl|NZ_MVIU01000017.1_cds_WP_032853071.1_993	99.677	310	310
WP_004777170.1	lcl|NZ_MVIU01000002.1_cds_WP_002741402.1_1300	37.500	304	310
WP_004777170.1	lcl|NZ_MVIU01000002.1_cds_WP_002727287.1_1434	27.586	290	310
WP_004777170.1	lcl|NZ_MVIU01000003.1_cds_WP_002727177.1_2250	24.887	221	310
WP_004777170.1	lcl|NZ_MVIU01000017.1_cds_WP_032853071.1_993	99.677	310	310
WP_004777170.1	lcl|NZ_MVIU01000002.1_cds_WP_002741402.1_1300	37.500	304	310
WP_004777170.1	lcl|NZ_MVIU01000002.1_cds_WP_002727287.1_1434	27.586	290	310
WP_004777170.1	lcl|NZ_MVIU01000003.1_cds_WP_002727177.1_2250	24.887	221	310
WP_002740848.1	lcl|NZ_MVIU01000017.1_cds_WP_002740848.1_992	100.000	264	264
WP_002733551.1	lcl|NZ_MVIU01000017.1_cds_WP_032853450.1_991	99.231	130	130
WP_004777167.1	lcl|NZ_MVIU01000017.1_cds_WP_004777167.1_990	100.000	144	144
WP_002740917.1	lcl|NZ_MVIU01000017.1_cds_WP_002740917.1_989	100.000	221	221
WP_002740917.1	lcl|NZ_MVIU01000007.1_cds_WP_011671435.1_3065	28.205	78	221
WP_002740917.1	lcl|NZ_MVIU01000014.1_cds_WP_002727076.1_762	28.037	107	221
WP_002733615.1	lcl|NZ_MVIU01000007.1_cds_WP_002727846.1_3071	30.921	152	177
WP_002733714.1	lcl|NZ_MVIU01000017.1_cds_WP_002740977.1_977	32.812	384	406
WP_002733714.1	lcl|NZ_MVIU01000002.1_cds_WP_016749152.1_1511	27.149	221	406
WP_002733714.1	lcl|NZ_MVIU01000014.1_cds_WP_002740458.1_763	22.897	214	406
WP_002733587.1	lcl|NZ_MVIU01000017.1_cds_WP_002740861.1_996	41.048	229	361
WP_002733587.1	lcl|NZ_MVIU01000006.1_cds_WP_002728994.1_2842	29.843	382	361
WP_002733587.1	lcl|NZ_MVIU01000017.1_cds_WP_002740826.1_997	32.591	359	361
WP_002733587.1	lcl|NZ_MVIU01000029.1_cds_WP_002740294.1_2060	28.650	363	361
WP_002733587.1	lcl|NZ_MVIU01000017.1_cds_WP_002733737.1_976	31.788	302	361
WP_002733587.1	lcl|NZ_MVIU01000017.1_cds_WP_002733599.1_963	28.852	357	361
WP_002733587.1	lcl|NZ_MVIU01000004.1_cds_WP_002724641.1_2532	25.137	366	361
WP_002733755.1	lcl|NZ_MVIU01000010.1_cds_WP_002728407.1_326	28.030	132	308
WP_002733755.1	lcl|NZ_MVIU01000010.1_cds_WP_002728407.1_326	28.030	132	308
WP_002733621.1	lcl|NZ_MVIU01000007.1_cds_B1H38_RS08480_3135	92.593	27	52
WP_016561424.1	lcl|NZ_MVIU01000017.1_cds_WP_002740804.1_980	43.733	375	402
WP_002733555.1	lcl|NZ_MVIU01000017.1_cds_WP_002740977.1_977	95.599	409	409
WP_002733555.1	lcl|NZ_MVIU01000014.1_cds_WP_002740458.1_763	22.973	148	409
WP_002733555.1	lcl|NZ_MVIU01000007.1_cds_WP_011671435.1_3065	25.197	127	409
WP_002733737.1	lcl|NZ_MVIU01000017.1_cds_WP_002733737.1_976	100.000	363	363
WP_002733737.1	lcl|NZ_MVIU01000017.1_cds_WP_002740861.1_996	40.111	359	363
WP_002733737.1	lcl|NZ_MVIU01000029.1_cds_WP_002740294.1_2060	36.872	358	363
WP_002733737.1	lcl|NZ_MVIU01000017.1_cds_WP_002740826.1_997	34.286	350	363
WP_002733737.1	lcl|NZ_MVIU01000006.1_cds_WP_002738884.1_2964	33.807	352	363
WP_002733737.1	lcl|NZ_MVIU01000006.1_cds_WP_002728994.1_2842	28.686	373	363
WP_002733737.1	lcl|NZ_MVIU01000017.1_cds_WP_002733599.1_963	27.559	381	363
WP_002733737.1	lcl|NZ_MVIU01000004.1_cds_WP_002724641.1_2532	25.501	349	363
WP_002733741.1	lcl|NZ_MVIU01000017.1_cds_WP_002740875.1_975	99.612	258	258
WP_002733611.1	lcl|NZ_MVIU01000017.1_cds_WP_002733611.1_974	100.000	176	176
WP_002733611.1	lcl|NZ_MVIU01000029.1_cds_WP_002727916.1_2064	40.000	180	176
WP_016758092.1	lcl|NZ_MVIU01000017.1_cds_WP_002740938.1_973	99.346	306	306
WP_016749081.1	lcl|NZ_MVIU01000017.1_cds_WP_016749081.1_972	100.000	313	313
