WP_002725873.1	lcl|NZ_JQRR01000008.1_cds_WP_002614501.1_195	97.561	82	106
WP_002733579.1	lcl|NZ_JQRR01000008.1_cds_WP_004503085.1_194	97.444	313	314
WP_002733579.1	lcl|NZ_JQRR01000008.1_cds_JF91_RS20710_175	63.492	63	314
WP_002733579.1	lcl|NZ_JQRR01000008.1_cds_WP_061217629.1_191	27.711	249	314
WP_002733579.1	lcl|NZ_JQRR01000024.1_cds_WP_002615921.1_861	24.000	325	314
WP_002733579.1	lcl|NZ_JQRR01000065.1_cds_WP_016760841.1_1936	22.776	281	314
WP_002733579.1	lcl|NZ_JQRR01000223.1_cds_WP_061222152.1_3718	26.045	311	314
WP_002733579.1	lcl|NZ_JQRR01000065.1_cds_WP_004503537.1_1910	20.952	315	314
WP_002733579.1	lcl|NZ_JQRR01000008.1_cds_WP_061221763.1_188	24.024	333	314
WP_002733579.1	lcl|NZ_JQRR01000088.1_cds_WP_004503074.1_2431	22.630	327	314
WP_026054882.1	lcl|NZ_JQRR01000008.1_cds_WP_061221764.1_193	93.425	365	365
WP_002733646.1	lcl|NZ_JQRR01000008.1_cds_WP_004503080.1_192	96.216	185	185
WP_002733646.1	lcl|NZ_JQRR01000094.1_cds_WP_002630958.1_2509	35.065	154	185
WP_258203953.1	lcl|NZ_JQRR01000008.1_cds_WP_061217629.1_191	94.833	329	329
WP_258203953.1	lcl|NZ_JQRR01000065.1_cds_WP_016760841.1_1936	30.357	336	329
WP_258203953.1	lcl|NZ_JQRR01000024.1_cds_WP_002615921.1_861	30.794	315	329
WP_258203953.1	lcl|NZ_JQRR01000223.1_cds_WP_061222152.1_3718	31.190	311	329
WP_258203953.1	lcl|NZ_JQRR01000156.1_cds_WP_004495537.1_3378	27.164	335	329
WP_258203953.1	lcl|NZ_JQRR01000035.1_cds_WP_004498401.1_1191	29.467	319	329
WP_258203953.1	lcl|NZ_JQRR01000089.1_cds_WP_004503054.1_2441	28.704	324	329
WP_258203953.1	lcl|NZ_JQRR01000076.1_cds_WP_004495465.1_2167	28.571	322	329
WP_258203953.1	lcl|NZ_JQRR01000065.1_cds_WP_004503537.1_1910	24.809	262	329
WP_258203953.1	lcl|NZ_JQRR01000008.1_cds_WP_061221763.1_188	29.221	308	329
WP_258203953.1	lcl|NZ_JQRR01000056.1_cds_WP_002619620.1_1722	25.740	338	329
WP_258203953.1	lcl|NZ_JQRR01000088.1_cds_WP_004503138.1_2429	29.630	270	329
WP_258203953.1	lcl|NZ_JQRR01000088.1_cds_WP_004503074.1_2431	23.975	317	329
WP_258203953.1	lcl|NZ_JQRR01000008.1_cds_WP_004503085.1_194	27.778	252	329
WP_258203953.1	lcl|NZ_JQRR01000065.1_cds_WP_061217843.1_1919	26.642	274	329
WP_258203953.1	lcl|NZ_JQRR01000012.1_cds_WP_002614572.1_380	27.376	263	329
WP_258203953.1	lcl|NZ_JQRR01000101.1_cds_WP_016760974.1_2683	24.773	331	329
WP_258203953.1	lcl|NZ_JQRR01000073.1_cds_WP_004495316.1_2069	27.309	249	329
WP_258203953.1	lcl|NZ_JQRR01000065.1_cds_WP_016759266.1_1908	30.460	174	329
WP_250066499.1	lcl|NZ_JQRR01000008.1_cds_WP_061217628.1_190	91.760	267	267
WP_250066499.1	lcl|NZ_JQRR01000065.1_cds_WP_004503495.1_1907	27.670	206	267
WP_250066499.1	lcl|NZ_JQRR01000089.1_cds_WP_061222013.1_2452	26.816	179	267
WP_250066499.1	lcl|NZ_JQRR01000038.1_cds_WP_004496417.1_1301	36.364	110	267
WP_250066499.1	lcl|NZ_JQRR01000065.1_cds_WP_002620407.1_1937	27.895	190	267
WP_250066499.1	lcl|NZ_JQRR01000015.1_cds_WP_026054267.1_541	31.776	107	267
WP_250066499.1	lcl|NZ_JQRR01000156.1_cds_WP_002556262.1_3379	25.946	185	267
WP_002740779.1	lcl|NZ_JQRR01000008.1_cds_WP_004503040.1_189	92.141	509	509
WP_002740779.1	lcl|NZ_JQRR01000012.1_cds_WP_002617878.1_310	26.300	327	509
WP_002740779.1	lcl|NZ_JQRR01000012.1_cds_WP_016760653.1_311	30.000	90	509
WP_002740779.1	lcl|NZ_JQRR01000008.1_cds_WP_004503040.1_189	92.141	509	509
WP_002740779.1	lcl|NZ_JQRR01000012.1_cds_WP_002617878.1_310	26.300	327	509
WP_002740779.1	lcl|NZ_JQRR01000012.1_cds_WP_016760653.1_311	30.000	90	509
