WP_002725873.1	lcl|NZ_AHND02000066.1_cds_WP_000340713.1_445	92.683	82	106
WP_002733579.1	lcl|NZ_AHND02000066.1_cds_WP_000412665.1_446	91.083	314	314
WP_002733579.1	lcl|NZ_AHND02000066.1_cds_WP_000699347.1_450	22.442	303	314
WP_002733579.1	lcl|NZ_AHND02000035.1_cds_WP_002101987.1_2273	23.171	328	314
WP_002733579.1	lcl|NZ_AHND02000066.1_cds_WP_000723077.1_459	21.377	276	314
WP_002733579.1	lcl|NZ_AHND02000081.1_cds_WP_001168408.1_6	23.602	322	314
WP_002733579.1	lcl|NZ_AHND02000012.1_cds_WP_000723090.1_3304	23.875	289	314
WP_002733646.1	lcl|NZ_AHND02000046.1_cds_WP_000351733.1_1443	40.714	140	185
WP_258203953.1	lcl|NZ_AHND02000081.1_cds_WP_001168408.1_6	32.738	336	329
WP_258203953.1	lcl|NZ_AHND02000066.1_cds_WP_000699347.1_450	31.304	345	329
WP_258203953.1	lcl|NZ_AHND02000035.1_cds_WP_002101987.1_2273	32.381	315	329
WP_258203953.1	lcl|NZ_AHND02000012.1_cds_WP_000723090.1_3304	31.045	335	329
WP_258203953.1	lcl|NZ_AHND02000066.1_cds_WP_000723077.1_459	31.457	302	329
WP_258203953.1	lcl|NZ_AHND02000015.1_cds_WP_001984071.1_3195	31.475	305	329
WP_258203953.1	lcl|NZ_AHND02000007.1_cds_WP_000649924.1_3602	30.183	328	329
WP_258203953.1	lcl|NZ_AHND02000015.1_cds_WP_000709511.1_3206	29.730	333	329
WP_258203953.1	lcl|NZ_AHND02000015.1_cds_WP_002101617.1_3175	28.975	283	329
WP_258203953.1	lcl|NZ_AHND02000066.1_cds_WP_000412665.1_446	26.394	269	329
WP_258203953.1	lcl|NZ_AHND02000081.1_cds_WP_000377752.1_27	24.716	352	329
WP_258203953.1	lcl|NZ_AHND02000005.1_cds_WP_001074785.1_3790	29.434	265	329
WP_258203953.1	lcl|NZ_AHND02000053.1_cds_WP_002102317.1_1219	24.852	338	329
WP_258203953.1	lcl|NZ_AHND02000066.1_cds_WP_000048849.1_469	25.306	245	329
WP_250066499.1	lcl|NZ_AHND02000066.1_cds_WP_000432841.1_464	30.472	233	267
WP_250066499.1	lcl|NZ_AHND02000012.1_cds_WP_000842260.1_3305	27.895	190	267
WP_250066499.1	lcl|NZ_AHND02000081.1_cds_WP_000869621.1_26	22.311	251	267
WP_250066499.1	lcl|NZ_AHND02000015.1_cds_WP_000667727.1_3151	31.818	110	267
WP_250066499.1	lcl|NZ_AHND02000025.1_cds_WP_000805357.1_2698	27.660	188	267
WP_002740779.1	lcl|NZ_AHND02000005.1_cds_WP_002101336.1_3867	26.852	324	509
WP_002740779.1	lcl|NZ_AHND02000005.1_cds_WP_000364507.1_3866	31.111	90	509
WP_002740779.1	lcl|NZ_AHND02000005.1_cds_WP_002101336.1_3867	26.852	324	509
WP_002740779.1	lcl|NZ_AHND02000005.1_cds_WP_000364507.1_3866	31.111	90	509
WP_250066500.1	lcl|NZ_AHND02000081.1_cds_WP_001168408.1_6	27.668	253	330
WP_250066500.1	lcl|NZ_AHND02000066.1_cds_WP_000723077.1_459	25.362	276	330
WP_250066500.1	lcl|NZ_AHND02000015.1_cds_WP_001984071.1_3195	24.265	272	330
WP_250066500.1	lcl|NZ_AHND02000035.1_cds_WP_002101987.1_2273	27.215	316	330
WP_250066500.1	lcl|NZ_AHND02000012.1_cds_WP_000723090.1_3304	24.625	333	330
WP_250066500.1	lcl|NZ_AHND02000053.1_cds_WP_002102317.1_1219	26.693	251	330
WP_250066500.1	lcl|NZ_AHND02000066.1_cds_WP_000048849.1_469	30.233	129	330
WP_250066500.1	lcl|NZ_AHND02000066.1_cds_WP_000699347.1_450	24.609	256	330
WP_250066500.1	lcl|NZ_AHND02000007.1_cds_WP_000649924.1_3602	29.412	255	330
WP_250066500.1	lcl|NZ_AHND02000015.1_cds_WP_002101617.1_3175	25.114	219	330
WP_250066500.1	lcl|NZ_AHND02000081.1_cds_WP_000697617.1_29	24.803	254	330
WP_002740826.1	lcl|NZ_AHND02000066.1_cds_WP_002102582.1_474	36.963	349	366
WP_002740826.1	lcl|NZ_AHND02000012.1_cds_WP_002101544.1_3297	34.670	349	366
WP_002740826.1	lcl|NZ_AHND02000015.1_cds_WP_025180006.1_3158	28.232	379	366
WP_002740826.1	lcl|NZ_AHND02000081.1_cds_WP_000738262.1_8	32.898	383	366
WP_002740826.1	lcl|NZ_AHND02000081.1_cds_WP_000701360.1_7	27.778	360	366
WP_002740826.1	lcl|NZ_AHND02000042.1_cds_WP_002102144.1_1946	30.084	359	366
WP_002740826.1	lcl|NZ_AHND02000066.1_cds_WP_001054317.1_460	28.662	314	366
WP_002740826.1	lcl|NZ_AHND02000062.1_cds_WP_001982414.1_721	31.579	190	366
WP_002740861.1	lcl|NZ_AHND02000066.1_cds_WP_002102582.1_474	37.047	359	367
WP_002740861.1	lcl|NZ_AHND02000012.1_cds_WP_002101544.1_3297	35.440	364	367
WP_002740861.1	lcl|NZ_AHND02000081.1_cds_WP_000701360.1_7	31.233	365	367
WP_002740861.1	lcl|NZ_AHND02000042.1_cds_WP_002102144.1_1946	31.383	376	367
WP_002740861.1	lcl|NZ_AHND02000081.1_cds_WP_000738262.1_8	32.861	353	367
WP_002740861.1	lcl|NZ_AHND02000015.1_cds_WP_025180006.1_3158	30.159	378	367
WP_002740861.1	lcl|NZ_AHND02000066.1_cds_WP_001054317.1_460	27.139	339	367
WP_002740861.1	lcl|NZ_AHND02000062.1_cds_WP_001982414.1_721	24.581	358	367
WP_002740998.1	lcl|NZ_AHND02000033.1_cds_WP_001002662.1_2412	46.091	243	265
WP_004777170.1	lcl|NZ_AHND02000014.1_cds_WP_000501205.1_3247	36.513	304	310
WP_004777170.1	lcl|NZ_AHND02000061.1_cds_WP_002102485.1_765	26.471	306	310
WP_004777170.1	lcl|NZ_AHND02000040.1_cds_WP_000279894.1_2133	23.282	262	310
WP_004777170.1	lcl|NZ_AHND02000014.1_cds_WP_000501205.1_3247	36.513	304	310
WP_004777170.1	lcl|NZ_AHND02000061.1_cds_WP_002102485.1_765	26.471	306	310
WP_004777170.1	lcl|NZ_AHND02000040.1_cds_WP_000279894.1_2133	23.282	262	310
WP_002740917.1	lcl|NZ_AHND02000035.1_cds_WP_001082180.1_2244	29.487	78	221
WP_002740917.1	lcl|NZ_AHND02000014.1_cds_WP_001069827.1_3266	28.440	109	221
WP_002740917.1	lcl|NZ_AHND02000081.1_cds_WP_000862006.1_34	32.143	112	221
WP_002733615.1	lcl|NZ_AHND02000007.1_cds_WP_001206947.1_3725	30.921	152	177
WP_002733714.1	lcl|NZ_AHND02000081.1_cds_WP_000445586.1_24	26.617	402	406
WP_002733714.1	lcl|NZ_AHND02000014.1_cds_WP_000347685.1_3267	26.442	208	406
WP_002733714.1	lcl|NZ_AHND02000035.1_cds_WP_001082180.1_2244	25.153	163	406
WP_002733587.1	lcl|NZ_AHND02000081.1_cds_WP_000701360.1_7	31.421	366	361
WP_002733587.1	lcl|NZ_AHND02000015.1_cds_WP_025180006.1_3158	29.948	384	361
WP_002733587.1	lcl|NZ_AHND02000066.1_cds_WP_002102582.1_474	33.634	333	361
WP_002733587.1	lcl|NZ_AHND02000081.1_cds_WP_000738262.1_8	29.551	379	361
WP_002733587.1	lcl|NZ_AHND02000012.1_cds_WP_002101544.1_3297	33.465	254	361
WP_002733587.1	lcl|NZ_AHND02000066.1_cds_WP_001054317.1_460	28.614	339	361
WP_002733587.1	lcl|NZ_AHND02000062.1_cds_WP_001982414.1_721	25.549	364	361
WP_002733587.1	lcl|NZ_AHND02000066.1_cds_WP_000623348.1_476	24.409	254	361
WP_002733621.1	lcl|NZ_AHND02000070.1_cds_LEP1GSC087_RS2000000231725_392	93.750	32	52
WP_002733621.1	lcl|NZ_AHND02000012.1_cds_LEP1GSC087_RS2000000228680_3299	93.750	32	52
WP_002733621.1	lcl|NZ_AHND02000066.1_cds_LEP1GSC087_RS2000000230555_444	93.750	32	52
WP_002733621.1	lcl|NZ_AHND02000018.1_cds_LEP1GSC087_RS2000000231905_2956	79.167	24	52
WP_002733555.1	lcl|NZ_AHND02000081.1_cds_WP_000445586.1_24	24.936	393	409
WP_002733555.1	lcl|NZ_AHND02000014.1_cds_WP_000347685.1_3267	24.324	148	409
WP_002733555.1	lcl|NZ_AHND02000035.1_cds_WP_001082180.1_2244	24.224	161	409
WP_002733737.1	lcl|NZ_AHND02000066.1_cds_WP_002102582.1_474	36.944	360	363
WP_002733737.1	lcl|NZ_AHND02000012.1_cds_WP_002101544.1_3297	38.268	358	363
WP_002733737.1	lcl|NZ_AHND02000042.1_cds_WP_002102144.1_1946	34.328	335	363
WP_002733737.1	lcl|NZ_AHND02000081.1_cds_WP_000701360.1_7	31.915	376	363
WP_002733737.1	lcl|NZ_AHND02000015.1_cds_WP_025180006.1_3158	28.302	371	363
WP_002733737.1	lcl|NZ_AHND02000081.1_cds_WP_000738262.1_8	29.730	370	363
WP_002733737.1	lcl|NZ_AHND02000066.1_cds_WP_001054317.1_460	27.138	269	363
WP_002733737.1	lcl|NZ_AHND02000062.1_cds_WP_001982414.1_721	24.638	345	363
WP_002733737.1	lcl|NZ_AHND02000066.1_cds_WP_000623348.1_476	25.912	274	363
WP_002733611.1	lcl|NZ_AHND02000012.1_cds_WP_001159758.1_3302	40.556	180	176
WP_016758092.1	lcl|NZ_AHND02000066.1_cds_WP_001031896.1_455	26.087	138	306
WP_016749081.1	lcl|NZ_AHND02000007.1_cds_WP_000649924.1_3602	28.221	326	313
WP_016749081.1	lcl|NZ_AHND02000081.1_cds_WP_001168408.1_6	26.562	320	313
WP_016749081.1	lcl|NZ_AHND02000066.1_cds_WP_000699347.1_450	26.259	278	313
WP_016749081.1	lcl|NZ_AHND02000035.1_cds_WP_002101987.1_2273	25.312	320	313
WP_016749081.1	lcl|NZ_AHND02000015.1_cds_WP_001984071.1_3195	26.715	277	313
