WP_002725873.1	lcl|NZ_AHMX02000071.1_cds_WP_000340715.1_1306	93.902	82	106
WP_002733579.1	lcl|NZ_AHMX02000071.1_cds_WP_000410275.1_1305	93.226	310	314
WP_002733579.1	lcl|NZ_AHMX02000033.1_cds_WP_000744700.1_3410	23.171	328	314
WP_002733579.1	lcl|NZ_AHMX02000071.1_cds_WP_000723078.1_1257	22.302	278	314
WP_002733579.1	lcl|NZ_AHMX02000071.1_cds_WP_000723092.1_1237	23.875	289	314
WP_002733579.1	lcl|NZ_AHMX02000071.1_cds_WP_000567887.1_1255	23.009	226	314
WP_002733646.1	lcl|NZ_AHMX02000077.1_cds_WP_000351733.1_809	40.714	140	185
WP_002733646.1	lcl|NZ_AHMX02000071.1_cds_WP_001047905.1_1274	33.898	177	185
WP_258203953.1	lcl|NZ_AHMX02000033.1_cds_WP_000744700.1_3410	32.381	315	329
WP_258203953.1	lcl|NZ_AHMX02000071.1_cds_WP_000723078.1_1257	30.530	321	329
WP_258203953.1	lcl|NZ_AHMX02000071.1_cds_WP_000723092.1_1237	31.045	335	329
WP_258203953.1	lcl|NZ_AHMX02000008.1_cds_WP_001984071.1_3930	31.475	305	329
WP_258203953.1	lcl|NZ_AHMX02000033.1_cds_WP_000649924.1_3249	30.183	328	329
WP_258203953.1	lcl|NZ_AHMX02000071.1_cds_WP_000567887.1_1255	29.508	305	329
WP_258203953.1	lcl|NZ_AHMX02000008.1_cds_WP_000709511.1_3920	29.730	333	329
WP_258203953.1	lcl|NZ_AHMX02000008.1_cds_WP_000688696.1_3950	29.329	283	329
WP_258203953.1	lcl|NZ_AHMX02000071.1_cds_WP_000410275.1_1305	26.048	334	329
WP_258203953.1	lcl|NZ_AHMX02000077.1_cds_WP_001074781.1_601	29.699	266	329
WP_258203953.1	lcl|NZ_AHMX02000071.1_cds_WP_000460023.1_1253	25.632	277	329
WP_258203953.1	lcl|NZ_AHMX02000029.1_cds_WP_001003557.1_3559	25.000	332	329
WP_250066499.1	lcl|NZ_AHMX02000071.1_cds_WP_000043898.1_1256	26.122	245	267
WP_250066499.1	lcl|NZ_AHMX02000071.1_cds_WP_000842260.1_1236	27.895	190	267
WP_250066499.1	lcl|NZ_AHMX02000008.1_cds_WP_000667727.1_3973	31.818	110	267
WP_250066499.1	lcl|NZ_AHMX02000066.1_cds_WP_000805357.1_1538	27.660	188	267
WP_002740779.1	lcl|NZ_AHMX02000077.1_cds_WP_000291575.1_528	26.852	324	509
WP_002740779.1	lcl|NZ_AHMX02000077.1_cds_WP_000364507.1_529	31.111	90	509
WP_002740779.1	lcl|NZ_AHMX02000077.1_cds_WP_000291575.1_528	26.852	324	509
WP_002740779.1	lcl|NZ_AHMX02000077.1_cds_WP_000364507.1_529	31.111	90	509
WP_250066500.1	lcl|NZ_AHMX02000071.1_cds_WP_000723078.1_1257	22.993	274	330
