WP_002725873.1	lcl|NZ_AFMG01000041.1_cds_WP_000340715.1_2919	93.902	82	106
WP_002733579.1	lcl|NZ_AFMG01000041.1_cds_WP_000410273.1_2918	92.994	314	314
WP_002733579.1	lcl|NZ_AFMG01000041.1_cds_WP_000093099.1_2898	58.730	63	314
WP_002733579.1	lcl|NZ_AFMG01000041.1_cds_WP_000646250.1_2915	27.711	249	314
WP_002733579.1	lcl|NZ_AFMG01000123.1_cds_WP_000744700.1_1622	23.171	328	314
WP_002733579.1	lcl|NZ_AFMG01000041.1_cds_WP_000600889.1_2889	22.909	275	314
WP_002733579.1	lcl|NZ_AFMG01000041.1_cds_WP_000723090.1_2836	23.875	289	314
WP_002733579.1	lcl|NZ_AFMG01000041.1_cds_WP_001067557.1_2912	24.540	326	314
WP_026054882.1	lcl|NZ_AFMG01000041.1_cds_WP_000604524.1_2917	85.479	365	365
WP_002733646.1	lcl|NZ_AFMG01000041.1_cds_WP_000884059.1_2916	95.676	185	185
WP_002733646.1	lcl|NZ_AFMG01000047.1_cds_WP_000351733.1_2678	40.714	140	185
WP_258203953.1	lcl|NZ_AFMG01000041.1_cds_WP_000646250.1_2915	98.480	329	329
WP_258203953.1	lcl|NZ_AFMG01000123.1_cds_WP_000744700.1_1622	32.381	315	329
WP_258203953.1	lcl|NZ_AFMG01000041.1_cds_WP_000723090.1_2836	31.045	335	329
WP_258203953.1	lcl|NZ_AFMG01000041.1_cds_WP_000600889.1_2889	31.677	322	329
WP_258203953.1	lcl|NZ_AFMG01000066.1_cds_WP_001984071.1_2364	31.475	305	329
WP_258203953.1	lcl|NZ_AFMG01000136.1_cds_WP_000649925.1_1317	30.183	328	329
WP_258203953.1	lcl|NZ_AFMG01000181.1_cds_WP_000709511.1_659	29.730	333	329
WP_258203953.1	lcl|NZ_AFMG01000041.1_cds_WP_000601375.1_2862	24.161	298	329
WP_258203953.1	lcl|NZ_AFMG01000041.1_cds_WP_001067557.1_2912	30.350	257	329
WP_258203953.1	lcl|NZ_AFMG01000066.1_cds_WP_000688695.1_2384	29.329	283	329
WP_258203953.1	lcl|NZ_AFMG01000041.1_cds_WP_000475904.1_2853	27.372	274	329
WP_258203953.1	lcl|NZ_AFMG01000041.1_cds_WP_000410273.1_2918	25.705	319	329
WP_258203953.1	lcl|NZ_AFMG01000119.1_cds_WP_001074785.1_1783	29.434	265	329
WP_258203953.1	lcl|NZ_AFMG01000133.1_cds_WP_001003555.1_1376	25.148	338	329
WP_258203953.1	lcl|NZ_AFMG01000041.1_cds_WP_000487322.1_2864	27.077	325	329
WP_250066499.1	lcl|NZ_AFMG01000041.1_cds_WP_000774262.1_2914	92.135	267	267
WP_250066499.1	lcl|NZ_AFMG01000041.1_cds_WP_000859505.1_2865	28.155	206	267
WP_250066499.1	lcl|NZ_AFMG01000041.1_cds_WP_000800438.1_2884	28.492	179	267
WP_250066499.1	lcl|NZ_AFMG01000041.1_cds_WP_000842260.1_2835	27.895	190	267
WP_250066499.1	lcl|NZ_AFMG01000022.1_cds_WP_000667727.1_3479	31.818	110	267
WP_250066499.1	lcl|NZ_AFMG01000029.1_cds_WP_000805357.1_3236	27.660	188	267
WP_002740779.1	lcl|NZ_AFMG01000041.1_cds_WP_000612797.1_2913	96.071	509	509
WP_002740779.1	lcl|NZ_AFMG01000088.1_cds_WP_000291591.1_2026	26.852	324	509
WP_002740779.1	lcl|NZ_AFMG01000088.1_cds_WP_000364507.1_2025	31.111	90	509
WP_002740779.1	lcl|NZ_AFMG01000041.1_cds_WP_000612797.1_2913	96.071	509	509
WP_002740779.1	lcl|NZ_AFMG01000088.1_cds_WP_000291591.1_2026	26.852	324	509
WP_002740779.1	lcl|NZ_AFMG01000088.1_cds_WP_000364507.1_2025	31.111	90	509
WP_250066500.1	lcl|NZ_AFMG01000041.1_cds_WP_001067557.1_2912	95.152	330	330
WP_250066500.1	lcl|NZ_AFMG01000041.1_cds_WP_000646250.1_2915	28.664	307	330
