WP_002725873.1	lcl|NZ_MCLV01000109.1_cds_WP_000340715.1_418	93.902	82	106
WP_002733579.1	lcl|NZ_MCLV01000109.1_cds_WP_000410274.1_417	93.226	310	314
WP_002733579.1	lcl|NZ_MCLV01000036.1_cds_WP_000744700.1_2263	23.171	328	314
WP_002733579.1	lcl|NZ_MCLV01000010.1_cds_WP_000723078.1_271	22.302	278	314
WP_002733579.1	lcl|NZ_MCLV01000010.1_cds_WP_000723090.1_251	23.875	289	314
WP_002733579.1	lcl|NZ_MCLV01000010.1_cds_WP_000567887.1_269	23.009	226	314
WP_002733646.1	lcl|NZ_MCLV01000003.1_cds_WP_000351733.1_1898	40.714	140	185
WP_002733646.1	lcl|NZ_MCLV01000010.1_cds_WP_001047905.1_289	33.898	177	185
WP_258203953.1	lcl|NZ_MCLV01000036.1_cds_WP_000744700.1_2263	32.381	315	329
WP_258203953.1	lcl|NZ_MCLV01000010.1_cds_WP_000723078.1_271	30.530	321	329
WP_258203953.1	lcl|NZ_MCLV01000010.1_cds_WP_000723090.1_251	31.045	335	329
WP_258203953.1	lcl|NZ_MCLV01000119.1_cds_WP_001984071.1_554	31.475	305	329
WP_258203953.1	lcl|NZ_MCLV01000001.1_cds_WP_000649923.1_186	30.183	328	329
WP_258203953.1	lcl|NZ_MCLV01000010.1_cds_WP_000567887.1_269	29.508	305	329
WP_258203953.1	lcl|NZ_MCLV01000065.1_cds_WP_000709511.1_3339	29.730	333	329
WP_258203953.1	lcl|NZ_MCLV01000056.1_cds_WP_000688696.1_3033	29.329	283	329
WP_258203953.1	lcl|NZ_MCLV01000109.1_cds_WP_000410274.1_417	25.982	331	329
WP_258203953.1	lcl|NZ_MCLV01000039.1_cds_WP_001074784.1_2366	29.434	265	329
WP_258203953.1	lcl|NZ_MCLV01000010.1_cds_WP_000460023.1_267	25.632	277	329
WP_258203953.1	lcl|NZ_MCLV01000005.1_cds_WP_001003556.1_2792	25.602	332	329
WP_250066499.1	lcl|NZ_MCLV01000010.1_cds_WP_061243593.1_270	26.122	245	267
WP_250066499.1	lcl|NZ_MCLV01000010.1_cds_WP_000842260.1_250	27.895	190	267
WP_250066499.1	lcl|NZ_MCLV01000040.1_cds_WP_000667727.1_2502	31.818	110	267
WP_250066499.1	lcl|NZ_MCLV01000006.1_cds_WP_000805357.1_3153	27.660	188	267
WP_002740779.1	lcl|NZ_MCLV01000009.1_cds_WP_000291586.1_3974	26.852	324	509
WP_002740779.1	lcl|NZ_MCLV01000009.1_cds_WP_000364507.1_3973	31.111	90	509
WP_002740779.1	lcl|NZ_MCLV01000009.1_cds_WP_000291586.1_3974	26.852	324	509
WP_002740779.1	lcl|NZ_MCLV01000009.1_cds_WP_000364507.1_3973	31.111	90	509
WP_250066500.1	lcl|NZ_MCLV01000010.1_cds_WP_000723078.1_271	22.993	274	330
WP_250066500.1	lcl|NZ_MCLV01000119.1_cds_WP_001984071.1_554	24.265	272	330
WP_250066500.1	lcl|NZ_MCLV01000036.1_cds_WP_000744700.1_2263	26.899	316	330
WP_250066500.1	lcl|NZ_MCLV01000010.1_cds_WP_000723090.1_251	24.625	333	330
WP_250066500.1	lcl|NZ_MCLV01000005.1_cds_WP_001003556.1_2792	27.490	251	330
WP_250066500.1	lcl|NZ_MCLV01000001.1_cds_WP_000649923.1_186	29.412	255	330
WP_250066500.1	lcl|NZ_MCLV01000056.1_cds_WP_000688696.1_3033	25.571	219	330
WP_002740826.1	lcl|NZ_MCLV01000010.1_cds_WP_258218562.1_257	34.262	359	366
WP_002740826.1	lcl|NZ_MCLV01000056.1_cds_WP_061243442.1_3049	27.968	379	366
WP_002740826.1	lcl|NZ_MCLV01000010.1_cds_WP_258218570.1_310	33.225	307	366
WP_002740826.1	lcl|NZ_MCLV01000010.1_cds_WP_258218566.1_295	29.670	364	366
WP_002740826.1	lcl|NZ_MCLV01000068.1_cds_WP_000538749.1_3400	30.084	359	366
WP_002740826.1	lcl|NZ_MCLV01000010.1_cds_WP_258218571.1_313	37.037	189	366
WP_002740826.1	lcl|NZ_MCLV01000021.1_cds_WP_001982414.1_1415	31.579	190	366
WP_002740861.1	lcl|NZ_MCLV01000010.1_cds_WP_258218562.1_257	36.314	369	367
WP_002740861.1	lcl|NZ_MCLV01000010.1_cds_WP_258218566.1_295	31.720	372	367
WP_002740861.1	lcl|NZ_MCLV01000068.1_cds_WP_000538749.1_3400	31.383	376	367
WP_002740861.1	lcl|NZ_MCLV01000010.1_cds_WP_258218570.1_310	34.256	289	367
WP_002740861.1	lcl|NZ_MCLV01000056.1_cds_WP_061243442.1_3049	29.894	378	367
WP_002740861.1	lcl|NZ_MCLV01000010.1_cds_WP_258218571.1_313	32.870	216	367
WP_002740861.1	lcl|NZ_MCLV01000021.1_cds_WP_001982414.1_1415	24.581	358	367
WP_002740998.1	lcl|NZ_MCLV01000002.1_cds_WP_001002663.1_1268	46.091	243	265
WP_004777170.1	lcl|NZ_MCLV01000014.1_cds_WP_000501205.1_789	36.513	304	310
WP_004777170.1	lcl|NZ_MCLV01000022.1_cds_WP_001183723.1_1483	26.471	306	310
WP_004777170.1	lcl|NZ_MCLV01000003.1_cds_WP_000279894.1_1968	23.282	262	310
WP_004777170.1	lcl|NZ_MCLV01000014.1_cds_WP_000501205.1_789	36.513	304	310
WP_004777170.1	lcl|NZ_MCLV01000022.1_cds_WP_001183723.1_1483	26.471	306	310
WP_004777170.1	lcl|NZ_MCLV01000003.1_cds_WP_000279894.1_1968	23.282	262	310
WP_002740917.1	lcl|NZ_MCLV01000036.1_cds_WP_001082180.1_2234	29.487	78	221
WP_002740917.1	lcl|NZ_MCLV01000014.1_cds_WP_001069830.1_770	29.358	109	221
WP_002733615.1	lcl|NZ_MCLV01000115.1_cds_WP_258218892.1_525	30.921	152	177
