WP_002725873.1	lcl|NZ_RQEQ01000059.1_cds_WP_100785494.1_888	93.902	82	106
WP_002733579.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686416.1_880	63.226	310	314
WP_002733579.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684154.1_318	24.923	325	314
WP_002733579.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686393.1_887	24.194	186	314
WP_002733579.1	lcl|NZ_RQEQ01000059.1_cds_WP_118981941.1_837	25.203	246	314
WP_002733579.1	lcl|NZ_RQEQ01000050.1_cds_WP_118970620.1_3646	21.429	168	314
WP_002733579.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684080.1_30	21.603	287	314
WP_002733646.1	lcl|NZ_RQEQ01000059.1_cds_WP_135689394.1_866	39.444	180	185
WP_002733646.1	lcl|NZ_RQEQ01000059.1_cds_WP_118982146.1_583	39.189	148	185
WP_258203953.1	lcl|NZ_RQEQ01000059.1_cds_WP_118981941.1_837	30.422	332	329
WP_258203953.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684154.1_318	30.794	315	329
WP_258203953.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686393.1_887	32.188	320	329
WP_258203953.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684080.1_30	32.362	309	329
WP_258203953.1	lcl|NZ_RQEQ01000050.1_cds_WP_118970620.1_3646	27.679	336	329
WP_258203953.1	lcl|NZ_RQEQ01000073.1_cds_WP_118981399.1_171	29.814	322	329
WP_258203953.1	lcl|NZ_RQEQ01000055.1_cds_WP_135685047.1_2892	28.829	333	329
WP_258203953.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686416.1_880	25.402	311	329
WP_258203953.1	lcl|NZ_RQEQ01000010.1_cds_WP_135686226.1_1975	25.899	278	329
WP_258203953.1	lcl|NZ_RQEQ01000073.1_cds_WP_241686725.1_526	27.823	248	329
WP_258203953.1	lcl|NZ_RQEQ01000008.1_cds_WP_118982869.1_1450	25.758	264	329
WP_258203953.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684204.1_413	23.675	283	329
WP_258203953.1	lcl|NZ_RQEQ01000059.1_cds_WP_118981923.1_854	24.818	274	329
WP_258203953.1	lcl|NZ_RQEQ01000027.1_cds_WP_118983674.1_1693	25.581	258	329
WP_258203953.1	lcl|NZ_RQEQ01000055.1_cds_WP_135684998.1_2940	31.008	129	329
WP_250066499.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686389.1_882	26.939	245	267
WP_250066499.1	lcl|NZ_RQEQ01000004.1_cds_WP_135684126.1_3592	34.483	116	267
WP_250066499.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686364.1_836	24.868	189	267
WP_250066499.1	lcl|NZ_RQEQ01000010.1_cds_WP_118980756.1_2059	32.039	103	267
WP_250066499.1	lcl|NZ_RQEQ01000050.1_cds_WP_210413367.1_3645	35.938	64	267
