WP_002725873.1	lcl|NZ_JADDWT010000040.1_cds_WP_000340715.1_2504	93.902	82	106
WP_002733579.1	lcl|NZ_JADDWT010000040.1_cds_WP_000410266.1_2503	92.994	314	314
WP_002733579.1	lcl|NZ_JADDWT010000013.1_cds_WP_000744698.1_344	23.171	328	314
WP_002733579.1	lcl|NZ_JADDWT010000040.1_cds_WP_000646254.1_2500	27.309	249	314
WP_002733579.1	lcl|NZ_JADDWT010000015.1_cds_WP_000723091.1_543	24.221	289	314
WP_002733579.1	lcl|NZ_JADDWT010000040.1_cds_WP_001067557.1_2497	24.540	326	314
WP_026054882.1	lcl|NZ_JADDWT010000040.1_cds_WP_000604525.1_2502	84.932	365	365
WP_002733646.1	lcl|NZ_JADDWT010000040.1_cds_WP_000884059.1_2501	95.676	185	185
WP_002733646.1	lcl|NZ_JADDWT010000008.1_cds_WP_000351733.1_3801	40.714	140	185
WP_258203953.1	lcl|NZ_JADDWT010000040.1_cds_WP_000646254.1_2500	98.480	329	329
WP_258203953.1	lcl|NZ_JADDWT010000013.1_cds_WP_000744698.1_344	32.381	315	329
WP_258203953.1	lcl|NZ_JADDWT010000015.1_cds_WP_000723091.1_543	31.343	335	329
WP_258203953.1	lcl|NZ_JADDWT010000003.1_cds_WP_002072074.1_2423	31.148	305	329
WP_258203953.1	lcl|NZ_JADDWT010000012.1_cds_WP_000649924.1_236	30.183	328	329
WP_258203953.1	lcl|NZ_JADDWT010000003.1_cds_WP_000709508.1_2413	29.129	333	329
WP_258203953.1	lcl|NZ_JADDWT010000040.1_cds_WP_001067557.1_2497	30.350	257	329
WP_258203953.1	lcl|NZ_JADDWT010000003.1_cds_WP_000688696.1_2443	29.329	283	329
WP_258203953.1	lcl|NZ_JADDWT010000028.1_cds_WP_000475901.1_1597	27.372	274	329
WP_258203953.1	lcl|NZ_JADDWT010000040.1_cds_WP_000410266.1_2503	25.392	319	329
WP_258203953.1	lcl|NZ_JADDWT010000004.1_cds_WP_001074779.1_2841	29.057	265	329
WP_258203953.1	lcl|NZ_JADDWT010000002.1_cds_WP_001003560.1_1770	24.852	338	329
WP_258203953.1	lcl|NZ_JADDWT010000028.1_cds_WP_000378097.1_1563	24.419	172	329
WP_250066499.1	lcl|NZ_JADDWT010000040.1_cds_WP_000774259.1_2499	92.135	267	267
WP_250066499.1	lcl|NZ_JADDWT010000015.1_cds_WP_000842260.1_542	27.895	190	267
WP_250066499.1	lcl|NZ_JADDWT010000003.1_cds_WP_000667727.1_2465	31.818	110	267
WP_250066499.1	lcl|NZ_JADDWT010000033.1_cds_WP_000805357.1_2057	27.660	188	267
WP_002740779.1	lcl|NZ_JADDWT010000040.1_cds_WP_002072162.1_2498	97.053	509	509
WP_002740779.1	lcl|NZ_JADDWT010000004.1_cds_WP_000291581.1_2769	26.852	324	509
WP_002740779.1	lcl|NZ_JADDWT010000004.1_cds_WP_000364504.1_2770	31.111	90	509
WP_002740779.1	lcl|NZ_JADDWT010000040.1_cds_WP_002072162.1_2498	97.053	509	509
WP_002740779.1	lcl|NZ_JADDWT010000004.1_cds_WP_000291581.1_2769	26.852	324	509
WP_002740779.1	lcl|NZ_JADDWT010000004.1_cds_WP_000364504.1_2770	31.111	90	509
WP_250066500.1	lcl|NZ_JADDWT010000040.1_cds_WP_001067557.1_2497	95.152	330	330
WP_250066500.1	lcl|NZ_JADDWT010000040.1_cds_WP_000646254.1_2500	28.990	307	330
WP_250066500.1	lcl|NZ_JADDWT010000003.1_cds_WP_002072074.1_2423	24.632	272	330
WP_250066500.1	lcl|NZ_JADDWT010000013.1_cds_WP_000744698.1_344	27.215	316	330
