WP_002725873.1	lcl|NZ_JQRV01000044.1_cds_WP_002725873.1_1508	100.000	106	106
WP_002733579.1	lcl|NZ_JQRV01000044.1_cds_WP_002725867.1_1507	99.045	314	314
WP_002733579.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	24.615	325	314
WP_002733579.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	20.761	289	314
WP_002733579.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	23.132	281	314
WP_002733579.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	25.723	311	314
WP_002733579.1	lcl|NZ_JQRV01000044.1_cds_WP_002725944.1_1453	20.900	311	314
WP_002733579.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	20.809	173	314
WP_002733646.1	lcl|NZ_JQRV01000003.1_cds_WP_002721790.1_204	36.364	154	185
WP_002733646.1	lcl|NZ_JQRV01000044.1_cds_WP_002759930.1_1476	33.898	177	185
WP_258203953.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	30.721	319	329
WP_258203953.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	30.159	315	329
WP_258203953.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	30.746	335	329
WP_258203953.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	30.868	311	329
WP_258203953.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	27.566	341	329
WP_258203953.1	lcl|NZ_JQRV01000044.1_cds_WP_002725944.1_1453	28.710	310	329
WP_258203953.1	lcl|NZ_JQRV01000044.1_cds_WP_061209374.1_1461	26.621	293	329
WP_258203953.1	lcl|NZ_JQRV01000034.1_cds_WP_002728316.1_1210	28.182	330	329
WP_258203953.1	lcl|NZ_JQRV01000082.1_cds_WP_016757558.1_2430	29.393	313	329
WP_258203953.1	lcl|NZ_JQRV01000049.1_cds_WP_002732331.1_1719	25.959	339	329
WP_258203953.1	lcl|NZ_JQRV01000044.1_cds_WP_002725867.1_1507	27.309	249	329
WP_258203953.1	lcl|NZ_JQRV01000122.1_cds_WP_061209587.1_3113	26.277	274	329
WP_258203953.1	lcl|NZ_JQRV01000080.1_cds_WP_002728462.1_2376	26.592	267	329
WP_258203953.1	lcl|NZ_JQRV01000131.1_cds_WP_002721725.1_3200	25.223	337	329
WP_258203953.1	lcl|NZ_JQRV01000074.1_cds_WP_002728696.1_2271	27.309	249	329
WP_250066499.1	lcl|NZ_JQRV01000044.1_cds_WP_002725899.1_1454	27.706	231	267
WP_250066499.1	lcl|NZ_JQRV01000044.1_cds_WP_061209377.1_1464	27.053	207	267
WP_250066499.1	lcl|NZ_JQRV01000011.1_cds_WP_002727921.1_602	27.513	189	267
WP_250066499.1	lcl|NZ_JQRV01000103.1_cds_WP_002729040.1_2953	33.636	110	267
WP_250066499.1	lcl|NZ_JQRV01000038.1_cds_WP_002766579.1_1333	36.047	86	267
WP_250066499.1	lcl|NZ_JQRV01000002.1_cds_WP_002729513.1_125	26.344	186	267
WP_002740779.1	lcl|NZ_JQRV01000001.1_cds_WP_002728536.1_47	28.223	287	509
WP_002740779.1	lcl|NZ_JQRV01000001.1_cds_WP_002728534.1_46	31.111	90	509
WP_002740779.1	lcl|NZ_JQRV01000001.1_cds_WP_002728536.1_47	28.223	287	509
WP_002740779.1	lcl|NZ_JQRV01000001.1_cds_WP_002728534.1_46	31.111	90	509
WP_250066500.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	25.275	273	330
WP_250066500.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	23.358	274	330
WP_250066500.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	28.723	282	330
WP_250066500.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	25.526	333	330
WP_250066500.1	lcl|NZ_JQRV01000131.1_cds_WP_002721725.1_3200	25.306	245	330
WP_250066500.1	lcl|NZ_JQRV01000049.1_cds_WP_002732331.1_1719	26.754	228	330
WP_250066500.1	lcl|NZ_JQRV01000082.1_cds_WP_016757558.1_2430	27.778	324	330
WP_250066500.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	26.761	142	330
WP_002740826.1	lcl|NZ_JQRV01000011.1_cds_WP_002727932.1_609	34.278	353	366
WP_002740826.1	lcl|NZ_JQRV01000103.1_cds_WP_002728994.1_2947	28.307	378	366
WP_002740826.1	lcl|NZ_JQRV01000044.1_cds_WP_002725894.1_1497	33.876	307	366
WP_002740826.1	lcl|NZ_JQRV01000044.1_cds_WP_002759991.1_1482	29.412	391	366
WP_002740826.1	lcl|NZ_JQRV01000099.1_cds_WP_002724694.1_2871	29.444	360	366
WP_002740826.1	lcl|NZ_JQRV01000044.1_cds_WP_061209388.1_1500	37.864	206	366
