WP_002725873.1	lcl|NZ_NPDV01000007.1_cds_WP_100785494.1_3410	93.902	82	106
WP_002733579.1	lcl|NZ_NPDV01000007.1_cds_WP_100785493.1_3409	90.323	310	314
WP_002733579.1	lcl|NZ_NPDV01000007.1_cds_WP_100785482.1_3397	24.865	185	314
WP_002733579.1	lcl|NZ_NPDV01000001.1_cds_WP_100784057.1_395	23.656	279	314
WP_002733579.1	lcl|NZ_NPDV01000007.1_cds_WP_100785490.1_3406	23.381	278	314
WP_002733579.1	lcl|NZ_NPDV01000005.1_cds_WP_100785093.1_3037	20.710	169	314
WP_002733579.1	lcl|NZ_NPDV01000006.1_cds_WP_100785313.1_3236	21.864	279	314
WP_002733646.1	lcl|NZ_NPDV01000001.1_cds_WP_100783838.1_154	39.189	148	185
WP_258203953.1	lcl|NZ_NPDV01000007.1_cds_WP_100785490.1_3406	29.769	346	329
WP_258203953.1	lcl|NZ_NPDV01000001.1_cds_WP_100784057.1_395	29.819	332	329
WP_258203953.1	lcl|NZ_NPDV01000006.1_cds_WP_100785313.1_3236	33.010	309	329
WP_258203953.1	lcl|NZ_NPDV01000007.1_cds_WP_100785482.1_3397	31.765	255	329
WP_258203953.1	lcl|NZ_NPDV01000005.1_cds_WP_100785093.1_3037	27.381	336	329
WP_258203953.1	lcl|NZ_NPDV01000006.1_cds_WP_100785421.1_3355	29.429	333	329
WP_258203953.1	lcl|NZ_NPDV01000007.1_cds_WP_100785493.1_3409	26.748	329	329
WP_258203953.1	lcl|NZ_NPDV01000015.1_cds_WP_100786824.1_1174	25.439	342	329
WP_258203953.1	lcl|NZ_NPDV01000003.1_cds_WP_100784669.1_2540	25.101	247	329
WP_258203953.1	lcl|NZ_NPDV01000012.1_cds_WP_100786396.1_755	26.136	264	329
WP_258203953.1	lcl|NZ_NPDV01000013.1_cds_WP_100786480.1_833	25.969	258	329
WP_258203953.1	lcl|NZ_NPDV01000003.1_cds_WP_100784571.1_2431	27.451	255	329
WP_258203953.1	lcl|NZ_NPDV01000005.1_cds_WP_100785072.1_3014	27.092	251	329
WP_250066499.1	lcl|NZ_NPDV01000007.1_cds_WP_100785477.1_3392	30.472	233	267
WP_250066499.1	lcl|NZ_NPDV01000025.1_cds_WP_100787580.1_2234	28.151	238	267
WP_250066499.1	lcl|NZ_NPDV01000001.1_cds_WP_100784056.1_394	24.339	189	267
WP_250066499.1	lcl|NZ_NPDV01000015.1_cds_WP_100786755.1_1095	31.373	102	267
WP_250066499.1	lcl|NZ_NPDV01000005.1_cds_WP_207767171.1_3036	25.946	185	267
WP_002740779.1	lcl|NZ_NPDV01000021.1_cds_WP_100787282.1_1958	26.409	337	509
WP_002740779.1	lcl|NZ_NPDV01000021.1_cds_WP_100787282.1_1958	26.409	337	509
WP_250066500.1	lcl|NZ_NPDV01000006.1_cds_WP_100785313.1_3236	26.882	279	330
WP_250066500.1	lcl|NZ_NPDV01000007.1_cds_WP_100785482.1_3397	26.894	264	330
WP_250066500.1	lcl|NZ_NPDV01000001.1_cds_WP_100784057.1_395	25.382	327	330
WP_250066500.1	lcl|NZ_NPDV01000003.1_cds_WP_100784669.1_2540	28.807	243	330
WP_250066500.1	lcl|NZ_NPDV01000003.1_cds_WP_100784571.1_2431	29.297	256	330
WP_250066500.1	lcl|NZ_NPDV01000007.1_cds_WP_100785490.1_3406	23.729	236	330
WP_250066500.1	lcl|NZ_NPDV01000015.1_cds_WP_100786824.1_1174	23.196	194	330
WP_250066500.1	lcl|NZ_NPDV01000005.1_cds_WP_100785093.1_3037	27.972	143	330
WP_250066500.1	lcl|NZ_NPDV01000013.1_cds_WP_100786562.1_916	50.000	36	330
WP_002740826.1	lcl|NZ_NPDV01000025.1_cds_WP_207767213.1_2239	29.024	379	366
WP_002740826.1	lcl|NZ_NPDV01000007.1_cds_WP_100785471.1_3386	30.933	375	366
WP_002740826.1	lcl|NZ_NPDV01000014.1_cds_WP_100786662.1_1006	30.362	359	366
WP_002740826.1	lcl|NZ_NPDV01000007.1_cds_WP_100785481.1_3396	27.348	362	366
WP_002740826.1	lcl|NZ_NPDV01000015.1_cds_WP_165781792.1_1109	29.730	185	366
WP_002740861.1	lcl|NZ_NPDV01000014.1_cds_WP_100786662.1_1006	32.368	380	367
WP_002740861.1	lcl|NZ_NPDV01000007.1_cds_WP_100785471.1_3386	33.423	371	367
WP_002740861.1	lcl|NZ_NPDV01000025.1_cds_WP_207767213.1_2239	31.117	376	367
WP_002740861.1	lcl|NZ_NPDV01000007.1_cds_WP_100785481.1_3396	27.624	362	367
WP_002740861.1	lcl|NZ_NPDV01000015.1_cds_WP_165781792.1_1109	22.905	358	367
WP_002740861.1	lcl|NZ_NPDV01000001.1_cds_WP_100783805.1_120	25.359	209	367
WP_002740998.1	lcl|NZ_NPDV01000005.1_cds_WP_100785202.1_3146	45.267	243	265
WP_004777170.1	lcl|NZ_NPDV01000002.1_cds_WP_100784298.1_1757	38.284	303	310
WP_004777170.1	lcl|NZ_NPDV01000027.1_cds_WP_100787664.1_2313	27.869	305	310
WP_004777170.1	lcl|NZ_NPDV01000001.1_cds_WP_243394644.1_212	24.887	221	310
WP_004777170.1	lcl|NZ_NPDV01000002.1_cds_WP_100784298.1_1757	38.284	303	310
WP_004777170.1	lcl|NZ_NPDV01000027.1_cds_WP_100787664.1_2313	27.869	305	310
WP_004777170.1	lcl|NZ_NPDV01000001.1_cds_WP_243394644.1_212	24.887	221	310
WP_002740917.1	lcl|NZ_NPDV01000016.1_cds_WP_100786901.1_1237	31.250	128	221
WP_002740917.1	lcl|NZ_NPDV01000005.1_cds_WP_100785130.1_3077	25.517	145	221
WP_002733714.1	lcl|NZ_NPDV01000009.1_cds_WP_100785851.1_3742	24.314	255	406
WP_002733587.1	lcl|NZ_NPDV01000025.1_cds_WP_207767213.1_2239	29.744	390	361
WP_002733587.1	lcl|NZ_NPDV01000007.1_cds_WP_100785471.1_3386	29.156	391	361
WP_002733587.1	lcl|NZ_NPDV01000007.1_cds_WP_100785481.1_3396	28.750	320	361
WP_002733587.1	lcl|NZ_NPDV01000015.1_cds_WP_165781792.1_1109	25.479	365	361
WP_002733737.1	lcl|NZ_NPDV01000014.1_cds_WP_100786662.1_1006	33.429	350	363
WP_002733737.1	lcl|NZ_NPDV01000025.1_cds_WP_207767213.1_2239	29.223	373	363
WP_002733737.1	lcl|NZ_NPDV01000007.1_cds_WP_100785471.1_3386	30.000	380	363
WP_002733737.1	lcl|NZ_NPDV01000007.1_cds_WP_100785481.1_3396	24.800	375	363
WP_002733737.1	lcl|NZ_NPDV01000015.1_cds_WP_165781792.1_1109	25.215	349	363
WP_002733611.1	lcl|NZ_NPDV01000001.1_cds_WP_100784059.1_397	43.333	180	176
WP_016749081.1	lcl|NZ_NPDV01000006.1_cds_WP_100785313.1_3236	24.818	274	313
WP_016749081.1	lcl|NZ_NPDV01000005.1_cds_WP_100785093.1_3037	24.219	256	313
WP_016749081.1	lcl|NZ_NPDV01000001.1_cds_WP_100784057.1_395	20.988	324	313
WP_016749081.1	lcl|NZ_NPDV01000007.1_cds_WP_100785490.1_3406	27.160	243	313
WP_016749081.1	lcl|NZ_NPDV01000007.1_cds_WP_100785482.1_3397	23.028	317	313
WP_016749081.1	lcl|NZ_NPDV01000013.1_cds_WP_100786480.1_833	23.118	186	313
WP_016749081.1	lcl|NZ_NPDV01000012.1_cds_WP_100786396.1_755	24.149	323	313
WP_002744551.1	lcl|NZ_NPDV01000006.1_cds_WP_100785313.1_3236	28.041	296	311
WP_002744551.1	lcl|NZ_NPDV01000007.1_cds_WP_100785482.1_3397	29.143	175	311
WP_002744551.1	lcl|NZ_NPDV01000012.1_cds_WP_100786396.1_755	28.481	158	311
WP_002744551.1	lcl|NZ_NPDV01000001.1_cds_WP_100784057.1_395	22.360	322	311
WP_002744551.1	lcl|NZ_NPDV01000007.1_cds_WP_100785490.1_3406	28.017	232	311
WP_002744551.1	lcl|NZ_NPDV01000013.1_cds_WP_100786480.1_833	24.034	233	311
WP_002744551.1	lcl|NZ_NPDV01000003.1_cds_WP_100784571.1_2431	26.271	236	311
WP_002744551.1	lcl|NZ_NPDV01000001.1_cds_WP_100784058.1_396	23.762	101	311
WP_002741093.1	lcl|NZ_NPDV01000001.1_cds_WP_100784061.1_399	28.571	119	361
WP_002733589.1	lcl|NZ_NPDV01000005.1_cds_WP_165781724.1_3001	33.081	529	595
WP_002733589.1	lcl|NZ_NPDV01000015.1_cds_WP_100786799.1_1145	28.200	500	595
WP_002733589.1	lcl|NZ_NPDV01000007.1_cds_WP_100785491.1_3407	38.362	232	595
WP_002733589.1	lcl|NZ_NPDV01000007.1_cds_WP_100785587.1_3509	27.948	229	595
WP_002733589.1	lcl|NZ_NPDV01000003.1_cds_WP_100784590.1_2453	25.862	232	595
WP_002733589.1	lcl|NZ_NPDV01000021.1_cds_WP_165781816.1_1964	27.083	240	595
WP_002733589.1	lcl|NZ_NPDV01000006.1_cds_WP_100785462.1_3322	36.585	82	595
WP_002733589.1	lcl|NZ_NPDV01000003.1_cds_WP_100784685.1_2555	28.049	164	595
WP_002733589.1	lcl|NZ_NPDV01000001.1_cds_WP_100784089.1_324	40.278	72	595
WP_002733589.1	lcl|NZ_NPDV01000012.1_cds_WP_100786379.1_737	37.662	77	595
WP_002733589.1	lcl|NZ_NPDV01000007.1_cds_WP_100785588.1_3510	29.032	186	595
WP_002733589.1	lcl|NZ_NPDV01000001.1_cds_WP_100783871.1_192	25.610	246	595
WP_002733589.1	lcl|NZ_NPDV01000003.1_cds_WP_100784621.1_2489	26.582	237	595
WP_002733589.1	lcl|NZ_NPDV01000031.1_cds_WP_100787739.1_2655	26.111	180	595
WP_002733589.1	lcl|NZ_NPDV01000001.1_cds_WP_100784015.1_351	28.249	177	595
WP_002733589.1	lcl|NZ_NPDV01000005.1_cds_WP_100785086.1_3026	27.536	207	595
WP_002733589.1	lcl|NZ_NPDV01000002.1_cds_WP_100784133.1_1584	27.624	181	595
WP_002733589.1	lcl|NZ_NPDV01000001.1_cds_WP_100783837.1_153	27.692	195	595
WP_002733589.1	lcl|NZ_NPDV01000014.1_cds_WP_100786722.1_1070	30.612	98	595
WP_002733589.1	lcl|NZ_NPDV01000002.1_cds_WP_100784411.1_1836	40.909	44	595
WP_002733589.1	lcl|NZ_NPDV01000005.1_cds_WP_100785065.1_3005	27.451	102	595
WP_002733589.1	lcl|NZ_NPDV01000005.1_cds_WP_165781724.1_3001	33.081	529	595
WP_002733589.1	lcl|NZ_NPDV01000015.1_cds_WP_100786799.1_1145	28.200	500	595
WP_002733589.1	lcl|NZ_NPDV01000007.1_cds_WP_100785491.1_3407	38.362	232	595
WP_002733589.1	lcl|NZ_NPDV01000007.1_cds_WP_100785587.1_3509	27.948	229	595
WP_002733589.1	lcl|NZ_NPDV01000003.1_cds_WP_100784590.1_2453	25.862	232	595
