WP_002725873.1	lcl|NZ_RQHW01000047.1_cds_WP_135760929.1_1123	55.556	81	106
WP_002733579.1	lcl|NZ_RQHW01000047.1_cds_WP_135760930.1_1124	90.000	310	314
WP_002733579.1	lcl|NZ_RQHW01000079.1_cds_WP_135762059.1_3564	24.923	325	314
WP_002733579.1	lcl|NZ_RQHW01000047.1_cds_WP_135760972.1_1172	22.383	277	314
WP_002733579.1	lcl|NZ_RQHW01000047.1_cds_WP_135760928.1_1122	22.887	284	314
WP_002733579.1	lcl|NZ_RQHW01000047.1_cds_WP_135760974.1_1174	22.293	314	314
WP_002733579.1	lcl|NZ_RQHW01000034.1_cds_WP_135760480.1_1719	24.691	324	314
WP_002733646.1	lcl|NZ_RQHW01000047.1_cds_WP_135760956.1_1152	38.095	147	185
WP_002733646.1	lcl|NZ_RQHW01000047.1_cds_WP_135761171.1_1386	33.571	140	185
WP_258203953.1	lcl|NZ_RQHW01000079.1_cds_WP_135762059.1_3564	31.962	316	329
WP_258203953.1	lcl|NZ_RQHW01000047.1_cds_WP_135760972.1_1172	31.128	257	329
WP_258203953.1	lcl|NZ_RQHW01000047.1_cds_WP_135760928.1_1122	30.395	329	329
WP_258203953.1	lcl|NZ_RQHW01000047.1_cds_WP_135760974.1_1174	30.363	303	329
WP_258203953.1	lcl|NZ_RQHW01000034.1_cds_WP_135760480.1_1719	30.421	309	329
WP_258203953.1	lcl|NZ_RQHW01000028.1_cds_WP_135759933.1_2374	29.412	340	329
WP_258203953.1	lcl|NZ_RQHW01000013.1_cds_WP_135759307.1_2759	28.308	325	329
WP_258203953.1	lcl|NZ_RQHW01000079.1_cds_WP_135762033.1_3536	27.070	314	329
WP_258203953.1	lcl|NZ_RQHW01000047.1_cds_WP_135760930.1_1124	25.949	316	329
WP_258203953.1	lcl|NZ_RQHW01000047.1_cds_WP_167884230.1_1165	22.745	255	329
WP_258203953.1	lcl|NZ_RQHW01000047.1_cds_WP_135761014.1_1215	27.372	274	329
WP_258203953.1	lcl|NZ_RQHW01000047.1_cds_WP_135760976.1_1176	26.000	250	329
WP_258203953.1	lcl|NZ_RQHW01000031.1_cds_WP_135760141.1_3304	25.581	258	329
WP_258203953.1	lcl|NZ_RQHW01000028.1_cds_WP_210416318.1_2363	27.461	193	329
WP_258203953.1	lcl|NZ_RQHW01000078.1_cds_WP_135761916.1_114	31.148	122	329
WP_258203953.1	lcl|NZ_RQHW01000016.1_cds_WP_135759593.1_3253	26.277	274	329
WP_258203953.1	lcl|NZ_RQHW01000047.1_cds_WP_135760966.1_1163	31.847	157	329
WP_258203953.1	lcl|NZ_RQHW01000018.1_cds_WP_135759729.1_420	26.712	146	329
WP_250066499.1	lcl|NZ_RQHW01000047.1_cds_WP_135761072.1_1279	25.660	265	267
