WP_002725873.1	lcl|NZ_RQGP01000022.1_cds_WP_135583224.1_120	62.162	74	106
WP_002733579.1	lcl|NZ_RQGP01000022.1_cds_WP_135583227.1_123	81.290	310	314
WP_002733579.1	lcl|NZ_RQGP01000010.1_cds_WP_135588384.1_1035	24.149	323	314
WP_002733579.1	lcl|NZ_RQGP01000010.1_cds_WP_135588334.1_1062	25.776	322	314
WP_002733579.1	lcl|NZ_RQGP01000022.1_cds_WP_135583226.1_122	21.918	219	314
WP_002733579.1	lcl|NZ_RQGP01000008.1_cds_WP_135585811.1_2862	21.925	187	314
WP_002733579.1	lcl|NZ_RQGP01000010.1_cds_WP_135587403.1_1622	22.630	327	314
WP_002733646.1	lcl|NZ_RQGP01000022.1_cds_WP_135583564.1_516	33.871	124	185
WP_258203953.1	lcl|NZ_RQGP01000010.1_cds_WP_135588384.1_1035	31.210	314	329
WP_258203953.1	lcl|NZ_RQGP01000022.1_cds_WP_135583226.1_122	27.381	336	329
WP_258203953.1	lcl|NZ_RQGP01000010.1_cds_WP_135587403.1_1622	30.255	314	329
WP_258203953.1	lcl|NZ_RQGP01000008.1_cds_WP_135585811.1_2862	28.869	336	329
WP_258203953.1	lcl|NZ_RQGP01000010.1_cds_WP_135588334.1_1062	28.296	311	329
WP_258203953.1	lcl|NZ_RQGP01000010.1_cds_WP_135587715.1_1432	27.914	326	329
WP_258203953.1	lcl|NZ_RQGP01000022.1_cds_WP_135583227.1_123	25.786	318	329
WP_258203953.1	lcl|NZ_RQGP01000008.1_cds_WP_208729531.1_2851	26.840	231	329
WP_258203953.1	lcl|NZ_RQGP01000022.1_cds_WP_135583268.1_164	25.000	268	329
WP_258203953.1	lcl|NZ_RQGP01000010.1_cds_WP_135588454.1_972	27.711	249	329
WP_258203953.1	lcl|NZ_RQGP01000007.1_cds_WP_135588873.1_3452	22.179	257	329
WP_250066499.1	lcl|NZ_RQGP01000022.1_cds_WP_135583293.1_225	25.564	266	267
WP_250066499.1	lcl|NZ_RQGP01000010.1_cds_WP_135587830.1_1348	38.462	91	267
WP_250066499.1	lcl|NZ_RQGP01000010.1_cds_WP_135587594.1_1515	28.070	171	267
WP_250066499.1	lcl|NZ_RQGP01000022.1_cds_WP_135583225.1_121	24.413	213	267
WP_250066499.1	lcl|NZ_RQGP01000008.1_cds_WP_135585813.1_2863	27.461	193	267
WP_002740779.1	lcl|NZ_RQGP01000022.1_cds_WP_135583532.1_494	23.913	322	509
WP_002740779.1	lcl|NZ_RQGP01000022.1_cds_WP_135583531.1_493	28.302	106	509
WP_002740779.1	lcl|NZ_RQGP01000022.1_cds_WP_135583532.1_494	23.913	322	509
WP_002740779.1	lcl|NZ_RQGP01000022.1_cds_WP_135583531.1_493	28.302	106	509
WP_250066500.1	lcl|NZ_RQGP01000010.1_cds_WP_135588384.1_1035	27.899	276	330
WP_250066500.1	lcl|NZ_RQGP01000010.1_cds_WP_135587403.1_1622	23.741	278	330
WP_250066500.1	lcl|NZ_RQGP01000010.1_cds_WP_135588334.1_1062	25.455	330	330
WP_250066500.1	lcl|NZ_RQGP01000022.1_cds_WP_135583226.1_122	25.758	264	330
WP_250066500.1	lcl|NZ_RQGP01000010.1_cds_WP_135587702.1_1449	33.333	111	330
WP_250066500.1	lcl|NZ_RQGP01000008.1_cds_WP_135585811.1_2862	24.058	345	330
WP_250066500.1	lcl|NZ_RQGP01000010.1_cds_WP_135588454.1_972	23.902	205	330
WP_250066500.1	lcl|NZ_RQGP01000007.1_cds_WP_135588873.1_3452	28.481	158	330
WP_002740826.1	lcl|NZ_RQGP01000022.1_cds_WP_135583243.1_139	35.632	348	366
WP_002740826.1	lcl|NZ_RQGP01000010.1_cds_WP_135587890.1_1312	28.609	381	366
WP_002740826.1	lcl|NZ_RQGP01000027.1_cds_WP_135587122.1_2163	29.050	358	366
WP_002740861.1	lcl|NZ_RQGP01000022.1_cds_WP_135583243.1_139	36.236	356	367
WP_002740861.1	lcl|NZ_RQGP01000027.1_cds_WP_135587122.1_2163	28.342	374	367
WP_002740861.1	lcl|NZ_RQGP01000010.1_cds_WP_135587890.1_1312	28.571	378	367
WP_002740861.1	lcl|NZ_RQGP01000027.1_cds_WP_135586544.1_1805	24.930	357	367
WP_002740861.1	lcl|NZ_RQGP01000023.1_cds_WP_135584995.1_2495	35.106	94	367
WP_002740998.1	lcl|NZ_RQGP01000027.1_cds_WP_135586449.1_1751	42.387	243	265
WP_004777170.1	lcl|NZ_RQGP01000019.1_cds_WP_135583022.1_3134	35.161	310	310
WP_004777170.1	lcl|NZ_RQGP01000023.1_cds_WP_135585127.1_2566	28.247	308	310
WP_004777170.1	lcl|NZ_RQGP01000022.1_cds_WP_135583675.1_581	22.433	263	310
WP_004777170.1	lcl|NZ_RQGP01000019.1_cds_WP_135583022.1_3134	35.161	310	310
WP_004777170.1	lcl|NZ_RQGP01000023.1_cds_WP_135585127.1_2566	28.247	308	310
WP_004777170.1	lcl|NZ_RQGP01000022.1_cds_WP_135583675.1_581	22.433	263	310
WP_002740917.1	lcl|NZ_RQGP01000022.1_cds_WP_135583717.1_607	30.928	97	221
WP_002733615.1	lcl|NZ_RQGP01000010.1_cds_WP_135587992.1_1251	33.333	144	177
WP_002733587.1	lcl|NZ_RQGP01000010.1_cds_WP_135587890.1_1312	27.154	383	361
WP_002733587.1	lcl|NZ_RQGP01000022.1_cds_WP_135583243.1_139	33.969	262	361
WP_002733587.1	lcl|NZ_RQGP01000027.1_cds_WP_135586544.1_1805	24.000	375	361
WP_002733587.1	lcl|NZ_RQGP01000027.1_cds_WP_135587122.1_2163	29.719	249	361
WP_002733555.1	lcl|NZ_RQGP01000012.1_cds_WP_135586348.1_3296	26.772	127	409
WP_002733737.1	lcl|NZ_RQGP01000022.1_cds_WP_135583243.1_139	39.118	363	363
WP_002733737.1	lcl|NZ_RQGP01000027.1_cds_WP_135587122.1_2163	32.773	357	363
WP_002733737.1	lcl|NZ_RQGP01000010.1_cds_WP_135587890.1_1312	29.049	389	363
WP_002733737.1	lcl|NZ_RQGP01000027.1_cds_WP_135586544.1_1805	24.277	346	363
WP_016749081.1	lcl|NZ_RQGP01000010.1_cds_WP_135588334.1_1062	26.129	310	313
WP_016749081.1	lcl|NZ_RQGP01000010.1_cds_WP_135588384.1_1035	27.835	291	313
WP_016749081.1	lcl|NZ_RQGP01000010.1_cds_WP_135587403.1_1622	24.038	312	313
WP_016749081.1	lcl|NZ_RQGP01000008.1_cds_WP_135585811.1_2862	23.507	268	313
WP_016749081.1	lcl|NZ_RQGP01000022.1_cds_WP_135583226.1_122	25.000	236	313
WP_016749081.1	lcl|NZ_RQGP01000022.1_cds_WP_135583227.1_123	25.949	158	313
WP_016749081.1	lcl|NZ_RQGP01000010.1_cds_WP_208729573.1_1119	31.959	97	313
WP_002738232.1	lcl|NZ_RQGP01000022.1_cds_WP_135583242.1_138	27.612	134	134
WP_002744551.1	lcl|NZ_RQGP01000008.1_cds_WP_135585811.1_2862	26.224	286	311
WP_002744551.1	lcl|NZ_RQGP01000022.1_cds_WP_135583226.1_122	25.472	318	311
WP_002744551.1	lcl|NZ_RQGP01000010.1_cds_WP_135587403.1_1622	30.319	188	311
WP_002744551.1	lcl|NZ_RQGP01000010.1_cds_WP_135588334.1_1062	25.279	269	311
WP_002744551.1	lcl|NZ_RQGP01000022.1_cds_WP_135583268.1_164	28.000	150	311
WP_002744551.1	lcl|NZ_RQGP01000008.1_cds_WP_208729531.1_2851	23.176	233	311
WP_002744551.1	lcl|NZ_RQGP01000010.1_cds_WP_135588384.1_1035	20.128	313	311
WP_002741093.1	lcl|NZ_RQGP01000022.1_cds_WP_135583256.1_152	22.581	124	361
WP_002741093.1	lcl|NZ_RQGP01000022.1_cds_WP_135583485.1_440	25.000	164	361
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587854.1_1332	31.250	528	595
WP_002733589.1	lcl|NZ_RQGP01000027.1_cds_WP_135586824.1_1967	42.857	259	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587960.1_1268	46.983	232	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587393.1_1628	38.559	236	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587389.1_1630	43.290	231	595
WP_002733589.1	lcl|NZ_RQGP01000006.1_cds_WP_244288247.1_2466	28.996	269	595
WP_002733589.1	lcl|NZ_RQGP01000032.1_cds_WP_135588760.1_3404	25.431	232	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585208.1_2616	32.273	220	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135583562.1_515	28.636	220	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585345.1_2695	28.632	234	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587357.1_1647	31.429	175	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587546.1_1539	26.020	196	595
WP_002733589.1	lcl|NZ_RQGP01000033.1_cds_WP_135583101.1_3578	29.577	71	595
WP_002733589.1	lcl|NZ_RQGP01000012.1_cds_WP_135586230.1_3217	30.093	216	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135584325.1_488	26.991	226	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135583284.1_216	28.632	234	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585055.1_2526	36.364	66	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587433.1_1601	26.050	238	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585347.1_2696	28.750	160	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135583286.1_218	24.242	165	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585228.1_2628	25.532	188	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587532.1_1547	31.250	64	595
WP_002733589.1	lcl|NZ_RQGP01000006.1_cds_WP_135584653.1_2316	26.364	110	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135583237.1_133	32.877	73	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587854.1_1332	31.250	528	595
WP_002733589.1	lcl|NZ_RQGP01000027.1_cds_WP_135586824.1_1967	42.857	259	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587960.1_1268	46.983	232	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587393.1_1628	38.559	236	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587389.1_1630	43.290	231	595
WP_002733589.1	lcl|NZ_RQGP01000006.1_cds_WP_244288247.1_2466	28.996	269	595
WP_002733589.1	lcl|NZ_RQGP01000032.1_cds_WP_135588760.1_3404	25.431	232	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585208.1_2616	32.273	220	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135583562.1_515	28.636	220	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585345.1_2695	28.632	234	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587357.1_1647	31.429	175	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587546.1_1539	26.020	196	595
WP_002733589.1	lcl|NZ_RQGP01000033.1_cds_WP_135583101.1_3578	29.577	71	595
WP_002733589.1	lcl|NZ_RQGP01000012.1_cds_WP_135586230.1_3217	30.093	216	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135584325.1_488	26.991	226	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135583284.1_216	28.632	234	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585055.1_2526	36.364	66	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587433.1_1601	26.050	238	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585347.1_2696	28.750	160	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135583286.1_218	24.242	165	595
WP_002733589.1	lcl|NZ_RQGP01000023.1_cds_WP_135585228.1_2628	25.532	188	595
WP_002733589.1	lcl|NZ_RQGP01000010.1_cds_WP_135587532.1_1547	31.250	64	595
WP_002733589.1	lcl|NZ_RQGP01000006.1_cds_WP_135584653.1_2316	26.364	110	595
WP_002733589.1	lcl|NZ_RQGP01000022.1_cds_WP_135583237.1_133	32.877	73	595
WP_002733672.1	lcl|NZ_RQGP01000022.1_cds_WP_135583229.1_125	37.555	229	227
WP_002733672.1	lcl|NZ_RQGP01000010.1_cds_WP_135587671.1_1473	30.952	126	227
WP_002733638.1	lcl|NZ_RQGP01000010.1_cds_WP_135588384.1_1035	29.483	329	330
WP_002733638.1	lcl|NZ_RQGP01000008.1_cds_WP_135585811.1_2862	23.714	350	330
