WP_002725873.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000340715.1_2901	93.902	82	106
WP_002733579.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000410266.1_2900	92.994	314	314
WP_002733579.1	lcl|NZ_JAHERZ010000011.1_cds_WP_000744698.1_347	23.171	328	314
WP_002733579.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000646254.1_2897	27.309	249	314
WP_002733579.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000723091.1_969	24.221	289	314
WP_002733579.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001067557.1_2894	24.540	326	314
WP_026054882.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000604525.1_2899	84.932	365	365
WP_002733646.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000884059.1_2898	95.676	185	185
WP_002733646.1	lcl|NZ_JAHERZ010000003.1_cds_WP_000351733.1_1818	40.714	140	185
WP_258203953.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000646254.1_2897	98.480	329	329
WP_258203953.1	lcl|NZ_JAHERZ010000011.1_cds_WP_000744698.1_347	32.381	315	329
WP_258203953.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000723091.1_969	31.343	335	329
WP_258203953.1	lcl|NZ_JAHERZ010000047.1_cds_WP_002072074.1_2533	31.148	305	329
WP_258203953.1	lcl|NZ_JAHERZ010000029.1_cds_WP_000649924.1_1753	30.183	328	329
WP_258203953.1	lcl|NZ_JAHERZ010000047.1_cds_WP_000709508.1_2524	29.129	333	329
WP_258203953.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001067557.1_2894	30.350	257	329
WP_258203953.1	lcl|NZ_JAHERZ010000018.1_cds_WP_000688696.1_1122	29.329	283	329
WP_258203953.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000475901.1_800	27.372	274	329
WP_258203953.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000410266.1_2900	25.392	319	329
WP_258203953.1	lcl|NZ_JAHERZ010000002.1_cds_WP_001003560.1_1273	24.852	338	329
WP_258203953.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000378097.1_766	24.419	172	329
WP_258203953.1	lcl|NZ_JAHERZ010000077.1_cds_WP_218213694.1_3415	30.000	150	329
WP_250066499.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000774259.1_2896	92.135	267	267
WP_250066499.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000842260.1_970	27.895	190	267
WP_250066499.1	lcl|NZ_JAHERZ010000052.1_cds_WP_000805357.1_2756	27.660	188	267
WP_250066499.1	lcl|NZ_JAHERZ010000018.1_cds_WP_155572209.1_1144	28.866	97	267
WP_002740779.1	lcl|NZ_JAHERZ010000058.1_cds_WP_002072162.1_2895	97.053	509	509
WP_002740779.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000291581.1_3216	26.852	324	509
WP_002740779.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000364504.1_3217	31.111	90	509
WP_002740779.1	lcl|NZ_JAHERZ010000058.1_cds_WP_002072162.1_2895	97.053	509	509
WP_002740779.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000291581.1_3216	26.852	324	509
WP_002740779.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000364504.1_3217	31.111	90	509
WP_250066500.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001067557.1_2894	95.152	330	330
WP_250066500.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000646254.1_2897	28.990	307	330
WP_250066500.1	lcl|NZ_JAHERZ010000047.1_cds_WP_002072074.1_2533	24.632	272	330
WP_250066500.1	lcl|NZ_JAHERZ010000011.1_cds_WP_000744698.1_347	27.215	316	330
WP_250066500.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000723091.1_969	24.324	333	330
WP_250066500.1	lcl|NZ_JAHERZ010000002.1_cds_WP_001003560.1_1273	27.092	251	330
WP_250066500.1	lcl|NZ_JAHERZ010000029.1_cds_WP_000649924.1_1753	29.412	255	330
WP_250066500.1	lcl|NZ_JAHERZ010000018.1_cds_WP_000688696.1_1122	25.571	219	330
WP_002740826.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001198107.1_2893	95.628	366	366
WP_002740826.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000608294.1_2892	39.726	365	366
WP_002740826.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000575181.1_811	33.705	359	366
WP_002740826.1	lcl|NZ_JAHERZ010000018.1_cds_WP_001281953.1_1138	28.232	379	366
WP_002740826.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000172659.1_767	31.937	382	366
WP_002740826.1	lcl|NZ_JAHERZ010000125.1_cds_WP_000228801.1_587	32.544	338	366
WP_002740826.1	lcl|NZ_JAHERZ010000005.1_cds_WP_000538754.1_2653	30.084	359	366
WP_002740826.1	lcl|NZ_JAHERZ010000120.1_cds_WP_001982414.1_540	31.579	190	366
WP_002740861.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000608294.1_2892	95.640	367	367
WP_002740861.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001198107.1_2893	39.452	365	367
WP_002740861.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000575181.1_811	36.043	369	367
WP_002740861.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000172659.1_767	32.240	366	367
WP_002740861.1	lcl|NZ_JAHERZ010000005.1_cds_WP_000538754.1_2653	31.383	376	367
WP_002740861.1	lcl|NZ_JAHERZ010000125.1_cds_WP_000228801.1_587	33.787	367	367
WP_002740861.1	lcl|NZ_JAHERZ010000018.1_cds_WP_001281953.1_1138	30.159	378	367
WP_002740861.1	lcl|NZ_JAHERZ010000120.1_cds_WP_001982414.1_540	24.581	358	367
